IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
21.59,19.43,49.32,82.61,70.7,19.9,24.57,56.0,60.5,32.3,40.23,32.87,64.75,65.67,31.08,10.6,78.0,53.9,44.25,3.65,8.83,7.03,36.0,9.95
37.17,17.1,47.95,65.29,61.47,18.7,25.18,25.3,52.85,25.3,38.65,40.44,112.43,50.42,23.8,10.6,60.58,48.38,90.95,2.48,7.73,3.98,26.35,8.23
41.23,14.1,42.15,58.24,52.83,23.92,22.45,22.4,45.27,21.38,40.43,32.57,103.47,40.38,31.12,10.6,43.6,43.2,65.15,1.73,6.2,4.81,13.62,5.5
33.17,19.8,38.55,52.85,54.47,26.38,19.93,28.05,40.9,15.15,45.02,18.84,91.9,41.666111111111114,26.7,3.0,27.12,43.15,76.4,1.85,5.15,6.0,19.6,3.47
26.66,20.35,35.47,31.14,41.75,18.75,15.75,28.5,37.4,11.8,39.28,14.73,62.88,19.7,26.45,0.9,13.78,33.75,243.6,1.35,9.087499999999999,5.48,24.02,2.4
11.3,14.03,33.2,26.38,32.92,19.48,14.18,19.33,34.08,17.35,41.48,14.04,42.22,72.55,26.28,1.78,8.12,31.7,403.5,0.95,9.488,4.2,18.48,1.5
8.57,12.38,31.57,18.63,36.17,24.07,13.1,23.68,34.95,27.42,37.83,9.93,31.25,36.510000000000005,33.38,1.73,7.95,32.83,365.3,1.0,9.1,8.29,16.23,1.4
10.81,21.27,34.55,24.14,47.05,9.6,12.7,32.67,33.75,35.02,35.12,18.89,44.47,35.221666666666664,34.45,1.93,13.9,37.03,366.65,1.12,8.025,8.91,9.38,2.2
14.49,18.92,35.3,21.82,52.3,4.78,13.97,17.93,30.55,65.33,37.53,26.72,52.42,26.0,28.43,2.12,27.83,32.02,245.5,1.62,7.725,4.52,13.22,4.1
13.42,18.07,33.92,30.02,52.45,4.62,13.98,17.75,33.28,33.95,68.02,28.55,53.92,17.88,17.88,2.0,35.95,45.08,366.85,1.93,6.65,5.22,15.15,6.25
20.26,28.65,39.72,58.84,66.2,4.5,16.5,40.23,35.05,83.97,116.2,72.28,239.22,14.85,22.6,1.1,60.83,51.23,103.9,2.08,9.0,5.03,14.95,5.28
40.4,50.5,41.4,77.87,85.35,7.47,15.88,71.55,41.47,102.0,113.92,88.56,267.45,16.0,24.32,5.1,86.75,88.7,83.28,3.38,18.471111111111114,9.54,27.6,7.0
47.02,78.43,50.7,87.61,106.4,13.22,16.68,106.92,51.85,350.4,60.7,135.17,264.48,52.23,29.17,8.7,111.92,88.65,443.5,4.15,13.4,13.24,42.52,23.0
66.75,99.15,66.35,89.11,105.17,31.38,18.8,116.47,61.1,432.3,63.73,138.06,273.12,76.65,32.85,15.67,126.08,201.45,166.99384615384616,6.45,19.83,16.17,55.05,35.8
76.1,101.72,78.67,110.26,122.5,40.38,19.6,166.55,69.25,307.15,69.83,96.28,270.27,85.05,39.75,17.23,153.45,236.88,269.17,5.25,27.65,22.43,63.93,66.55
88.18,107.35,85.57,102.97,130.95,52.1,26.25,179.5,78.05,202.12,70.1,107.23,256.23,94.43,37.5,10.5,173.5,231.7,182.78,6.83,29.92,36.29,65.4,68.3
78.21,104.9,83.28,109.63,130.93,47.2,29.8,168.92,85.2,209.17,64.82,144.43,229.05,104.72,36.47,12.07,215.47,195.12,403.65,7.32,30.15,40.81,67.88,70.12
69.19,91.32,80.7,147.08,137.68,37.6,31.95,173.67,94.48,247.0,70.22,151.32,221.07,117.33,33.0,13.48,215.65,199.5,210.07,7.5,29.3,36.96,73.5,69.33
76.03,79.2,85.15,122.03,140.6,26.85,31.45,141.9,101.17,145.18,75.8,165.35,232.85,115.5,30.8,8.68,207.68,161.23,397.62,7.45,26.57,30.97,82.5,70.53
85.39,77.53,85.25,130.74,137.4,26.42,32.25,120.92,100.38,183.22,80.0,168.78,232.48,112.03,28.75,8.3,178.97,122.95,184.15,7.97,26.18,30.67,89.7,63.62
77.18,79.85,81.4,117.54,127.78,28.1,32.98,119.8,99.7,188.82,83.05,134.62,224.65,110.73,31.47,8.3,187.78,148.7,216.98,8.6,24.62,42.62,43.27,60.4
76.93,67.97,76.1,140.16,118.92,29.0,34.17,105.45,98.6,115.28,80.03,113.41,248.78,101.18,26.98,8.3,161.45,116.62,159.4,8.88,20.12,32.56,82.78,49.3
94.23,52.92,76.15,147.81,110.7,43.15,34.38,89.3,99.47,17.6,74.07,93.06,260.92,89.25,25.92,12.9,116.08,93.58,222.95,6.6,17.15,19.14,75.47,34.8
101.2,36.25,73.28,118.72,108.88,37.05,35.0,90.43,96.97,61.67,66.43,79.6,278.7,85.92,26.68,9.6,126.0,112.43,241.68,5.47,15.0,12.14,68.88,29.4
102.25,26.7,73.72,112.79,103.5,33.38,34.27,97.28,92.2,36.1,60.23,72.69,292.55,83.08,23.48,7.7,93.12,112.9,214.88,5.0,13.95,10.64,60.0,24.2
101.02,21.12,70.67,116.72,92.05,38.73,31.65,65.58,83.7,8.65,54.05,61.59,283.25,72.93,20.88,6.47,108.38,96.28,210.3,4.35,12.53,7.19,38.38,13.35
53.02,19.6,54.3,71.8,92.42,36.3,29.22,38.17,73.72,27.43,48.25,29.15,229.82,51.65,18.3,3.1,97.43,83.9,247.05,5.28,13.8,10.41,35.2,6.88
29.8,25.6,45.0,47.7,98.53,28.08,26.4,28.52,72.2,53.08,41.45,30.66,191.2,60.55,20.45,1.48,64.53,52.12,427.23,2.95,9.18,7.67,44.27,4.45
24.6,29.17,43.2,41.02,83.55,21.9,24.55,21.65,71.02,45.73,40.33,45.46,156.15,56.17,18.18,22.043076923076924,50.52,35.95,268.45,2.42,8.5,9.84,29.55,3.17
17.91,22.72,42.55,28.19,73.88,28.9,22.42,29.3,63.88,33.199999999999996,33.27,21.41,134.93,49.62,26.68,1.35,37.35,45.8,161.45,1.7,8.97888888888889,6.7,18.48,7.987777777777778
12.848823529411764,25.65,39.45,24.66,58.83,24.5,22.1,24.88,58.2,34.60444444444444,37.6,16.64,117.6,42.0,18.6,3.3,26.25,57.4,102.1,0.72,7.485714285714287,7.2,16.62,19.05
10.709375,25.6,42.35,28.92,55.92,9.12,22.7,19.88,55.1,29.063529411764712,39.45,17.04,107.45,41.42,20.45,2.25,33.45,42.4,231.72,1.07,8.233333333333334,5.96,16.35,9.2
28.27,18.1,41.67,29.92,56.8,7.07,23.32,15.27,52.3,34.77647058823529,41.3,16.97,109.53,44.5,15.03,3.05,35.75,30.8,253.92181818181814,1.65,7.725,7.69,18.57,10.15
12.581176470588234,19.77,38.7,33.86,63.32,4.93,22.0,22.68,50.73,38.97687500000001,50.22,17.42,113.75,46.88,15.15,2.42,41.48,43.85,235.45,1.6,15.375,8.07,22.25,4.25
20.144444444444442,32.3,38.33,68.17,81.83,5.65,22.45,40.4,50.0,33.35,61.9,28.26,122.9,48.25,17.35,18.13307692307692,50.42,39.67,122.15,2.1,12.726666666666667,12.04,26.48,2.9
33.36388888888889,64.35,39.48,107.4,105.48,9.43,21.6,64.45,53.23,163.05,77.85,54.06,146.18,60.12,18.82,29.61333333333333,61.3,67.62,30.95,3.98,16.925000000000004,13.54,32.25,3.52
48.57,73.73,43.62,99.65,106.38,51.2,21.17,74.97,62.5,131.17,72.43,90.13,196.15,83.07,22.73,40.75153846153846,95.33,103.53,42.85,3.8,17.55,25.3,44.75,19.736470588235292
58.25,78.75,47.65,106.9,110.93,103.5,22.42,68.23,66.2,130.65,79.33,95.09,210.47,88.65,24.4,43.96357142857142,134.75,181.08,69.15,4.05,21.48,24.48,53.9,17.65
73.16,79.85,52.35,113.15,128.4,77.35,24.05,76.8,66.2,117.3,76.83,62.76,245.17,106.32,23.0,2.98,193.1,172.6,29.35,5.2,23.55,18.48,60.1,27.9
78.57,80.53,62.2,81.03,128.12,33.7,27.62,57.4,66.2,74.08,76.48,37.59,241.07,104.17,21.42,8.9,212.62,125.68,32.38,5.53,19.82,30.03,62.75,49.6
61.1,70.85,66.55,83.5,117.9,16.95,29.17,45.08,66.2,76.03,79.78,37.52,205.25,99.88,19.7,4.4,230.28,45.0,37.85,4.68,15.93,20.33,53.1,27.12
21.06,61.52,58.05,83.3,115.38,11.62,29.05,31.38,66.2,87.07,75.4,46.62,162.65,93.15,15.45,5.05,156.55,39.62,24.68,4.85,14.57,33.9,50.55,22.65
12.42,75.95,53.55,90.65,99.72,18.3,27.2,24.02,66.2,142.12,73.55,48.71,143.82,83.92,17.15,2.7,75.2,47.85,26.5,4.93,13.65,42.08,45.899375000000006,18.38
30.44,74.0,51.28,91.04,87.6,28.07,25.15,39.65,66.2,200.95,72.0,66.68,137.0,73.8,18.43,10.5,58.65,64.95,28.43,4.92,12.47,36.5,54.73,16.45
24.96,50.02,53.55,73.62,78.1,8.85,22.68,32.95,66.2,144.43,66.3,45.8,116.28,62.2,15.2,7.53,64.5,72.97,18.18,5.0,8.8,17.85,43.1,11.35
20.52,23.48,52.38,76.15,76.38,7.2,22.67,25.43,66.2,79.35,57.05,39.93,100.88,59.3,17.5,5.35,74.5,38.3,22.07,4.1,8.88,7.15,35.38,11.45
20.84,16.8,49.17,91.3,69.75,10.95,21.32,20.02,66.2,33.85,50.72,29.91,92.53,54.7,13.8,3.55,62.3,45.7,51.42,3.22,7.6,5.62,31.55,10.05
19.86,20.12,45.77,104.37,60.05,11.35,20.73,21.88,66.2,22.55,40.98,22.11,85.28,47.0,17.35,9.6,47.08,34.3,33.3,2.65,7.33,4.88,21.65,9.12
18.65,22.2,43.85,98.79,54.85,16.45,20.18,28.18,66.2,22.43,32.15,26.91,80.75,40.77,19.12,2.5,36.47,37.7,37.9,3.632222222222222,8.18,4.46,15.65,9.65
32.52,22.25,41.02,75.36,51.25,21.42,21.38,21.5,66.2,35.98,32.8,22.13,83.38,35.3,13.62,1.88,28.25,35.3,56.05,3.042222222222222,7.0,5.02,11.55,8.53
22.81,19.35,38.02,54.47,48.5,15.48,20.6,15.93,66.2,57.07,30.1,15.62,78.75,32.7,9.9,4.92,24.5,42.38,79.67,2.6066666666666665,5.98,9.38,17.9,6.88
21.6,23.35,37.95,36.46,49.35,8.15,19.75,24.45,66.2,50.93,40.9,20.68,71.05,37.67,9.68,0.78,24.88,49.55,243.75,1.6,6.2,8.77,16.3,6.53
16.44,24.93,38.33,28.69,44.42,5.6,18.77,14.38,66.2,22.93,38.2,20.41,64.2,33.65,10.05,2.25,24.27,46.8,416.2,1.35,9.118125,6.11,14.43,10.38
10.73,12.9,32.12,19.9,39.23,3.72,19.38,12.05,66.2,21.67,27.9,17.23,58.23,35.65,11.88,1.33,19.25,27.45,182.9,1.3,8.385454545454545,4.04,10.2,2.78
11.14,10.15,28.88,20.59,34.45,3.3,18.17,7.72,66.2,18.85,24.8,18.2,58.12,29.97,7.8,1.1,13.45,17.98,193.95,1.07,8.15,3.08,8.53,1.7
8.35,7.85,25.7,17.27,28.52,3.25,17.35,6.4,66.2,18.53,46.0,9.7,50.65,28.62,14.72,1.1,8.47,21.45,375.15,0.9,7.85,2.08,6.88,1.23
7.83,9.6,23.8,16.72,31.43,3.27,16.3,8.03,66.2,24.43,35.62,8.91,50.55,25.83,15.4,1.1,9.18,31.8,412.02,0.85,6.7875,3.49,5.08,1.12
12.54,11.35,23.2,23.64,33.55,2.62,15.98,12.43,66.2,18.92,59.3,6.54,56.85,25.07,21.95,1.1,11.22,25.1,311.48,1.12,6.125,3.66,4.32,1.23
19.53,19.85,26.95,46.83,44.8,3.2,17.93,20.43,66.2,82.65937500000001,49.48,8.72,63.1,26.85,27.57,12.940769230769233,22.73,54.55,72.7,1.45,10.15,6.91,7.9,3.35
60.89,36.22,30.12,61.43,57.95,4.33,17.38,59.0,66.2,75.72,70.08,15.18,116.05,38.5,28.95,20.279999999999998,48.88,120.25,38.1,2.65,17.599090909090908,13.07,18.4,4.12
71.3,45.1,33.73,77.04,77.33,5.75,20.2,87.18,66.2,124.28,56.42,20.48,159.9,52.47,30.07,34.29692307692307,73.5,103.72,45.45,4.33,25.3,19.34,32.38,7.72
79.09,53.28,39.03,91.09,87.53,5.25,21.32,92.52,66.2,130.45,50.9,24.76,180.2,67.25,30.83,1.57,100.1,88.75,167.97,5.88,20.98,22.18,41.15,9.05
71.5,46.27,41.67,103.43,90.23,9.38,26.07,75.1,66.2,110.3,57.42,22.92,183.3,74.47,23.65,2.12,95.65,122.12,47.08,5.4,14.18,20.66,43.55,8.88
57.93,48.15,44.58,123.42,84.53,24.9,23.4,44.08,66.2,123.15,57.2,27.75,163.25,67.72,14.85,0.9,73.4,106.97,23.2,5.12,9.18,23.3,41.77,9.6
47.24,40.55,43.1,128.62,70.28,35.48,24.43,18.7,66.2,76.57,55.53,17.74,156.82,57.85,11.7,51.3,61.92,67.8,39.3,2.98,5.67,19.28,38.02,9.48
42.43,31.48,40.62,120.06,66.07,28.9,23.85,17.45,66.2,58.23,49.52,15.05,135.18,53.23,13.65,52.964285714285715,55.1,56.02,30.18,2.25,5.52,12.76,30.25,10.5
33.32,33.1,40.12,121.41,60.38,32.92,23.17,13.32,66.2,64.8,43.35,13.94,121.2,46.75,9.68,4.25,37.8,54.15,22.77,2.2,4.53,13.95,27.73,11.15
20.98,29.8,39.5,98.35,54.98,16.62,21.92,18.15,66.2,47.6,30.83,8.43,96.95,40.15,10.85,2.15,29.62,46.43,21.72,1.62,4.7,12.11,20.12,11.05
18.26,26.78,37.62,102.38,50.52,6.55,20.7,15.03,66.2,36.2,24.25,6.12,81.4,36.23,11.25,2.5,26.27,29.15,27.7,1.62,21.691111111111113,7.75,14.28,10.2
14.02,23.6,37.73,110.14,45.67,5.78,20.38,14.45,66.2,36.47,22.82,7.9,70.12,33.1,11.77,53.133571428571436,21.05,24.0,25.45,1.48,22.292499999999997,7.9,15.32,6.1
16.93,18.65,38.23,126.33,42.33,5.6,19.85,17.45,66.2,78.72,24.85,10.03,68.8,32.05,11.88,48.95538461538461,22.57,24.35,134.15,1.67,4.67,7.24,13.18,5.35
18.17,18.48,37.83,120.58,43.38,6.33,19.23,16.25,66.2,95.35,23.27,11.31,65.9,30.35,10.62,42.453333333333326,22.85,34.92,25.95,1.75,4.8,7.87,14.03,5.88
21.08,18.6,36.98,102.78,45.3,8.2,19.4,16.52,66.2,85.22,24.75,14.94,65.4,33.52,10.28,35.47769230769231,27.75,35.23,20.88,1.88,4.98,7.45,15.05,6.53
25.75,13.85,36.88,79.01,43.28,13.35,19.8,15.32,66.2,29.82,31.17,25.39,67.05,32.22,12.1,93.35,29.65,36.42,22.92,1.75,4.75,3.92,13.78,6.28
28.06,13.45,33.67,44.66,40.07,11.85,19.52,14.15,66.2,28.47,33.15,12.98,68.42,29.35,13.38,21.826153846153844,29.68,36.6,18.38,1.7,4.9,4.78,13.75,5.2
9.82,13.82,30.95,25.78,39.82,15.95,18.55,13.53,61.8,43.02,34.15,15.0,72.03,27.65,11.07,17.095384615384617,23.12,39.98,28.18,1.6,4.8,5.85,16.35,2.3
18.66,17.85,29.55,35.97,39.65,9.43,18.75,18.05,28.52,39.23,41.58,19.23,68.3,30.05,19.07,2.9,20.6,47.28,383.8,1.38,5.25,7.08,17.52,3.45
21.62,24.07,29.23,30.93,58.45,3.8,19.6,16.35,25.77,40.45,34.45,15.09,75.75,29.9,18.65,1.25,18.23,30.93,382.23,1.67,9.121538461538462,12.93,16.27,2.48
16.23,20.77,27.62,29.06,41.62,3.0,19.0,16.62,27.38,34.55,27.4,13.57,71.72,32.35,14.48,13.308461538461538,17.6,21.05,163.58,1.5,10.324444444444445,6.67,17.35,1.8
10.42,12.35,23.25,14.75,49.1,2.6,16.6,9.75,23.45,24.52,29.85,11.41,64.83,25.07,7.88,11.506923076923076,14.57,16.55,191.65,1.23,10.386000000000001,4.15,10.12,1.35
8.72,9.92,22.73,12.36,46.4,2.42,14.62,9.65,21.1,19.95,44.67,13.54,63.92,21.27,10.22,1.68,12.5,21.75,402.9,0.82,9.075,2.35,6.3,1.45
12.94,10.82,25.27,30.85,49.48,3.52,14.3,11.75,20.15,23.77,51.77,16.01,60.55,21.5,11.1,1.42,15.6,24.45,246.94454545454545,1.25,9.74,6.96,7.25,1.02
20.92,19.62,30.22,61.15,58.53,5.2,13.85,36.1,22.7,31.57,69.45,27.91,78.53,24.98,19.5,2.55,25.6,43.5,231.22,1.73,12.765,9.27,13.03,1.62
36.23,41.35,32.62,84.46,75.12,10.62,14.7,71.4,34.0,100.95,77.75,43.8,109.42,47.6,23.02,11.68,59.88,102.45,93.08,3.02,26.0,36.57,30.2,3.55
87.72,76.67,38.28,112.36,89.55,8.0,20.27,104.08,48.8,139.25,87.53,37.71,168.65,68.7,25.18,13.88,123.38,175.88,52.0,5.68,24.48,69.53,40.48,6.8
103.82,69.4,40.92,105.22,105.65,6.0,24.45,107.0,65.6,103.15,75.52,25.05,228.98,84.22,25.25,16.52,144.28,169.45,73.3,6.65,22.35,69.29,41.77,14.42
66.26647058823531,43.48,45.38,84.47,97.07,4.7,25.32,93.45,74.95,134.68,75.72,19.4,269.85,96.55,24.88,11.7,130.52,135.55,61.45,6.45,23.12,31.58,40.25,23.05
91.85,35.15,48.35,81.66,79.47,3.5,23.9,59.88,70.65,82.57,70.15,21.36,235.18,77.4,20.48,7.22,134.85,75.7,33.15,5.55,18.53,12.8,59.080625,22.25
51.51,18.07,49.88,80.46,72.38,4.85,23.02,45.12,62.17,76.38,58.03,19.68,211.6,68.3,18.55,7.3,97.42,72.35,16.68,3.4,14.12,6.43,39.75,12.7
33.08,19.73,46.05,77.64,69.8,27.4,19.85,48.22,58.4,86.22,49.2,10.48,198.0,52.85,13.35,3.52,72.03,81.25,15.9,3.2,10.22,15.42,35.73,10.77
28.33,34.95,39.77,79.88,64.1,40.58,20.07,25.02,56.95,90.2,45.97,10.77,177.43,53.78,7.18,6.08,49.47,67.2,72.15,2.25,8.4,15.68,26.17,10.52
48.53,27.65,40.5,74.46,55.88,14.93,20.92,21.85,55.5,92.47,45.22,20.75,166.75,45.08,8.22,9.28,46.58,61.95,257.88,1.88,5.85,10.94,28.32,7.0
27.58,15.97,40.68,74.68,56.25,11.15,19.05,23.3,53.35,101.3,40.73,22.41,141.8,43.62,11.03,6.4,45.3,86.55,48.6,2.27,6.3,6.36,26.38,6.9
21.85,11.9,37.75,80.65,50.5,11.5,18.83,26.2,49.5,75.35,37.35,26.2,124.43,41.52,14.07,13.35,38.3,49.9,18.35,2.25,23.61875,4.79,24.8,7.2
27.74,14.38,36.17,88.54,46.4,13.72,18.35,30.75,45.42,39.88,33.2,32.38,107.25,35.85,11.75,14.72,30.85,59.42,17.55,2.27,5.85,4.21,22.6,7.58
20.81,18.02,35.33,91.17,45.92,11.9,18.85,26.9,42.38,25.9,27.2,33.27,94.12,35.62,12.82,7.9,29.27,54.5,37.1,2.15,5.45,4.2,20.65,23.45
23.21,25.02,36.1,90.91,50.8,14.2,19.1,31.77,41.33,27.02,23.12,26.3,91.45,35.18,16.0,7.78,31.23,44.88,88.72,2.15,6.7,6.68,23.33,36.88
31.95,25.8,38.28,87.06,49.5,12.3,19.45,31.25,39.75,36.25,32.27,34.52,86.45,34.95,17.8,7.97,34.8,55.23,150.32,1.65,8.15,12.48,16.05,54.45
36.48,23.3,36.97,59.98,44.03,6.0,19.25,24.35,35.85,31.57,50.73,16.2,86.95,33.62,24.57,6.6,35.67,43.62,82.5,1.7,6.95,11.17,13.25,30.65
31.09,21.2,43.0,49.61,41.93,25.35,18.58,27.77,32.6,34.58,45.75,15.89,62.45,28.35,15.7,8.9,32.5,47.77,46.95,1.92,5.2,10.01,16.23,10.15
29.79,19.95,32.6,26.06,35.7,21.5,16.28,23.12,31.78,49.17,49.62,27.64,83.72,27.78,21.4,16.73,19.95,60.12,325.62,1.73,5.1,7.9,21.77,4.97
15.26,18.03,31.38,27.71,37.62,15.0,16.8,23.47,31.83,23.9,51.58,28.63,62.65,32.38,20.4,11.75,17.75,51.98,223.015,1.8676470588235292,10.070833333333331,8.65,13.1,2.88
19.03,25.1,35.45,30.68,41.97,15.55,16.88,31.95,33.33,30.17,52.27,18.88,67.33,31.1,22.0,5.65,27.75,51.3,231.26647058823528,1.6266666666666667,8.893,6.59,20.58,7.387222222222222
13.01,13.3,31.23,25.72,39.3,7.38,17.2,16.7,31.38,22.53,54.72,26.02,61.65,32.62,10.75,4.0,24.77,32.95,247.720625,1.3294444444444444,8.804,2.24,19.9,4.0
10.65,8.55,28.08,23.08,36.02,5.22,14.9,11.65,25.27,27.23,62.48,29.23,56.2,22.12,11.68,2.23,15.22,23.5,230.58307692307693,1.3327777777777774,8.43,2.51,7.6,6.92
10.32,11.82,27.75,34.88,45.75,6.65,14.32,26.27,25.75,34.090625,92.0,45.3,54.12,23.92,14.92,2.38,15.9,29.62,227.3841666666667,1.4233333333333331,9.715,3.23,10.32,5.58
28.5,25.7,31.65,57.72,69.3,6.85,14.57,36.42,31.62,84.03,134.27,62.22,68.53,32.0,16.5,4.35,34.45,70.4,380.45,198.2,11.608333333333334,9.2,21.55,2.6
59.27,60.88,36.3,100.06,100.5,12.12,15.02,63.35,47.0,131.201875,104.08,73.28,141.68,54.12,20.38,19.04923076923077,56.67,121.97,249.95,198.8,17.470000000000002,15.16,35.7,7.72
64.57,88.78,51.12,116.4,106.17,16.38,14.92,111.13,61.62,166.85466666666665,70.7,112.34,204.98,66.35,25.1,36.122857142857136,94.58,179.5,342.0,199.5,18.2,21.62,47.27,20.27
70.41,103.27,77.9,152.57,121.03,49.08,19.38,151.15,70.03,175.890625,63.52,127.83,209.4,86.52,26.75,44.32692307692308,161.7,291.88,203.9388888888889,199.25,19.75,29.77,60.58,34.73
82.27,109.75,85.22,186.95,129.18,112.2,27.32,143.47,76.58,157.15533333333332,67.25,140.94,251.3,109.88,29.77,42.58642857142858,186.23,186.4,207.8990909090909,199.02,19.42,39.11,75.57,43.3
88.85,110.52,84.72,156.11,134.6,91.05,31.12,141.3,80.67,489.3,66.9,163.38,282.68,118.03,30.6,43.117333333333335,212.98,225.12,493.0,109.03,20.47,69.41,81.6,46.98
103.81,111.65,85.15,148.03,138.47,78.47,32.4,144.8,84.3,130.06666666666666,66.68,167.54,282.7,113.9,28.97,44.44266666666667,230.35,210.68,235.25,8.07,24.17,70.26,74.23,48.2
116.9,99.05,90.92,150.52,175.47,66.3,31.75,150.4,88.32,175.88,70.15,196.81,171.14785714285716,111.3,29.93,43.41133333333334,216.57,204.73,250.13,7.67,28.62,55.89,70.45,43.55
114.69,95.75,88.12,145.65,132.72,52.17,31.47,156.88,89.28,174.0,79.55,209.78,167.44071428571428,111.85,33.77,39.309333333333335,182.53,198.15,274.1,7.92,34.15,44.82,73.9,39.77
104.12,90.8,85.53,158.44,126.2,47.95,31.18,160.38,92.88,120.09733333333334,81.88,144.14,160.7292857142857,107.55,34.4,37.42214285714285,158.15,199.5,308.92,8.15,37.9,32.72,73.35,36.95
105.72,87.62,77.68,149.18,117.22,42.0,30.05,165.5,94.5,107.27533333333331,75.62,122.63,136.45142857142858,96.55,33.43,39.55357142857143,145.05,98.96333333333332,342.27,8.07,40.35,27.78,74.8,36.23
112.04,88.08,72.28,122.21,111.6,37.22,29.73,153.3,94.67,96.0975,72.75,104.62,124.55857142857144,93.95,31.08,41.37928571428571,121.15,90.85666666666665,386.75,7.45,39.08,26.04,75.38,44.5
114.25,86.0,67.3,111.29,138.85,39.25,30.8,147.08,94.28,108.046875,69.22,102.62,119.01785714285714,89.03,29.8,36.980000000000004,112.0,88.44777777777777,318.95,7.1,34.03,27.2,73.92,47.5
112.14,88.7,64.15,103.42,108.8,35.42,31.85,141.9,92.6,158.0,65.55,101.47,289.55,86.68,27.4,30.301666666666666,120.57,87.80000000000001,326.1,6.55,30.63,33.55,70.05,52.48
110.86,89.58,63.08,85.64,104.17,31.15,32.85,130.57,91.88,117.88,62.25,105.88,281.83,84.78,26.65,24.88,84.35,166.4,305.05,6.05,25.8,38.08,62.85,55.12
110.71,94.95,63.77,74.45,96.42,31.68,34.03,110.1,89.3,104.05,60.02,116.81,263.12,74.45,25.4,27.134285714285713,78.55,143.82,342.25,4.9,20.05,42.98,55.2,66.07
70.19,67.47,57.4,47.72,78.35,24.15,33.08,72.22,81.72,82.15,60.05,116.13,205.65,62.33,24.67,19.058461538461543,25.12,123.4,334.47,3.73,17.43,38.95,41.85,65.83
36.93,45.98,48.8,33.24,51.15,14.77,27.6,45.85,31.88,105.97,39.88,73.77,111.69,53.55,22.93,16.60461538461539,17.2,86.7,116.25,2.25,14.0,20.14,24.35,35.38
21.63,29.5,44.47,22.52,42.52,10.93,24.32,48.3,35.12,61.8,44.2,35.49,76.7,40.9,31.9,17.11076923076923,20.07,68.28,175.98,1.73,14.22,9.03,11.95,11.8
18.0,18.18,37.02,21.18,32.42,14.3,23.45,30.95,27.05,28.4,30.57,11.53,40.33,35.52,30.07,14.043571428571429,8.05,67.43,250.23,0.85,9.67,4.04,6.85,5.3
16.1,13.62,34.67,20.76,24.15,14.28,21.15,21.6,26.8,40.77,36.42,17.06,50.52,34.22,17.62,13.390000000000002,7.33,52.83,231.56294117647056,1.05,6.6,4.0,10.38,3.75
14.46,24.53,36.25,17.45,40.6,8.18,19.45,16.2,27.93,47.75,40.2,20.77,54.08,33.52,14.72,10.966153846153846,13.95,41.1,255.934375,1.2,8.231666666666667,6.49,10.4,11.78
6.29,24.85,35.0,23.96,38.67,4.7,16.25,10.78,26.12,46.03,33.4,18.69,54.5,31.65,10.57,9.942857142857141,18.58,29.58,253.84923076923076,1.0,8.045,5.94,5.67,7.35
7.98,20.45,33.28,36.53,32.35,4.12,15.57,13.75,23.98,123.3,16.4,12.35,81.92,28.38,10.53,9.392857142857142,16.07,33.75,196.91583333333335,0.88,8.165000000000001,3.88,4.88,5.35
15.02,42.67,33.8,78.7,54.78,3.73,16.43,22.95,25.38,266.1,27.7,25.32,140.6,36.52,14.02,12.351538461538464,50.38,35.3,174.79642857142858,1.75,12.378333333333332,5.5,8.77,5.47
21.44,65.55,35.52,88.08,92.38,7.43,15.12,49.0,35.43,364.55,40.58,46.36,156.8,45.65,16.88,20.9775,80.65,61.5,150.77642857142857,3.92,16.43,27.7,18.15,10.4
38.46,107.28,38.73,121.24,100.7,21.52,16.15,128.73,49.15,389.3,46.12,88.03,161.6,61.9,19.82,36.98692307692308,109.0,70.72,187.7108333333333,6.67,22.02,87.1,35.2,40.62
57.39,125.9,49.9,128.15,137.75,59.6,19.45,132.0,60.03,340.6,56.5,101.05,187.9,82.4,22.7,43.95416666666667,128.35,74.68,245.5708333333333,7.85,25.05,127.49,46.83,55.45
62.28,127.8,52.25,135.8,132.98,45.22,20.92,113.97,67.05,410.73,60.92,90.98,205.9,104.12,29.8,45.53692307692308,148.9,192.57,211.4269230769231,8.0,29.2,156.97,58.05,65.93
66.44,150.12,55.55,163.53,137.47,51.08,22.3,136.75,71.0,492.1,61.75,136.85,217.72,110.12,29.35,42.739285714285714,144.12,202.22,177.04375,7.7,33.23,191.81,58.1,69.12
64.56,138.53,57.45,179.32,127.4,81.97,20.95,165.75,73.25,119.29333333333332,60.75,150.68,223.72,109.0,28.2,41.49857142857143,168.07,157.72,492.2,7.88,35.85,170.33,56.15,76.7
