IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
26.42,13.93,29.07,37.34,50.05,43.3,25.83,31.85,53.08,15.4675,48.08,67.82,82.48,48.42,5.58,10.97,98.88,26.73,23.25,3.8,9.1,20.71,8.62,4.03
31.13,9.05,36.27,33.45,54.65,49.5,21.25,34.12,53.02,15.6325,46.53,27.17,107.4,43.97,4.75,14.98,126.2,27.9,33.3,4.0,7.5,16.62,9.35,4.03
15.92,11.65,37.2,34.96,58.15,21.35,18.7,36.9,54.83,8.15,39.6,34.47,87.62,46.85,3.3,18.52,92.5,28.07,52.25,3.7,4.25,16.53,8.03,3.98
10.87,11.28,37.45,31.83,57.7,21.45,16.9,10.32,54.1,7.14,39.38,17.44,78.5,45.8,1.85,12.25,57.27,27.75,73.53,3.25,3.1,12.46,8.9,4.15
9.11,9.3,44.5,21.22,56.33,30.8,15.5,13.02,49.9,7.78,32.7,12.87,76.15,40.95,1.83,6.28,50.65,27.1,58.7,2.3,3.17,7.01,9.55,2.75
7.6,6.85,52.55,22.17,53.52,27.9,13.75,24.95,46.27,10.705,28.8,20.3,67.47,37.65,2.35,5.57,47.95,26.3,30.75,2.27,3.8,7.16,8.42,1.38
7.93,4.38,48.95,18.13,49.52,9.7,12.05,37.27,43.78,10.1575,23.82,20.49,61.62,34.27,2.75,9.95,47.9,25.7,18.95,1.93,4.32,7.67,7.42,2.73
6.67,3.8,38.97,16.72,46.6,8.45,11.5,14.55,39.35,9.1,25.7,16.98,57.12,31.85,2.15,6.55,39.55,24.98,18.3,1.55,4.4,8.03,7.58,3.65
4.65,3.85,29.93,15.09,44.33,7.6,11.12,8.95,34.3,0.5,24.12,17.34,51.2,30.48,1.52,5.78,36.15,23.68,20.12,1.67,9.743333333333332,2.51,7.25,3.62
3.8,3.67,23.07,6.37,41.45,7.38,10.07,7.07,30.77,7.85,23.35,16.34,48.42,26.85,1.73,7.0,34.23,22.0,11.65,1.45,4.8,0.0,6.15,3.65
4.59,4.1,19.2,12.03,39.58,11.15,11.25,9.62,29.6,0.48,20.45,14.36,47.23,25.23,1.2,7.4,37.35,21.58,16.02,1.48,5.62,1.02,5.58,2.05
3.76,3.33,18.17,8.43,37.08,10.95,9.6,9.88,25.42,0.53,19.18,14.07,39.35,21.73,2.03,7.35,24.05,21.07,14.83,1.25,4.4,0.0,4.62,3.45
2.69,2.15,15.73,7.5,33.4,9.75,7.67,7.53,18.0,0.47,19.0,13.55,34.9,18.48,2.97,6.05,18.27,20.0,13.25,1.52,7.542777777777778,0.0,3.25,3.4
3.9,1.93,8.35,15.42,31.52,13.12,7.03,10.3,16.12,9.72,20.88,14.0,34.58,17.2,7.38,5.0,18.02,19.27,18.9,1.38,6.385714285714285,0.0,2.4,3.27
3.93,1.73,4.5,13.55,28.75,29.62,7.45,9.12,10.85,12.62,17.15,14.3,38.67,14.1,4.52,4.03,9.73,19.65,21.12,1.52,6.064444444444445,0.0,2.5,2.83
4.49,1.68,3.03,10.46,25.83,27.6,8.18,7.7,18.288823529411765,11.47,19.25,21.86,43.88,13.88,4.52,5.27,5.68,19.65,16.15,1.67,4.776000000000001,0.0,2.65,2.62
2.83,1.35,2.1,11.28,23.4,17.55,5.35,7.03,15.77125,11.25,17.45,29.23,37.08,13.45,4.08,7.55,4.4,19.42,18.7,1.57,5.23,0.68,2.08,2.45
1.98,1.07,1.45,4.38,21.98,8.93,3.33,5.03,6.1,7.02,13.3,18.5,33.9,12.35,2.67,5.68,4.7,17.88,68.58,1.0,4.82,0.12,1.57,2.25
2.43,1.28,1.6,6.73,21.57,13.45,5.15,8.3,6.5,6.42,19.38,21.78,37.5,12.38,2.85,6.38,4.67,17.3,126.7,0.65,,0.0,0.95,2.23
2.13,2.15,1.95,18.36,18.52,10.22,5.88,7.15,14.58,5.9,20.12,30.86,39.85,14.0,9.68,7.4,5.33,17.7,123.05,0.62,,0.0,0.7,2.5
5.774444444444445,1.9,2.12,15.73,18.88,15.4,5.7,10.05,16.708888888888893,5.4,21.42,29.81,36.52,16.0,4.1,4.35,7.65,18.85,53.38,0.72,6.0600000000000005,0.0,1.0,2.62
0.0,3.03,3.05,18.98,23.4,8.35,6.0,18.75,21.19375,7.15,38.38,32.31,37.3,18.85,4.3,3.73,14.12,19.35,129.2,1.23,7.8933333333333335,3.14,1.48,2.88
14.15,5.68,6.68,34.32,26.9,1.1,10.82,17.85,28.89125,19.75,52.48,21.89,54.88,19.78,7.25,3.05,34.55,20.18,246.3,2.25,9.398888888888889,2.19,3.77,2.65
9.96,7.15,13.67,25.69,31.0,1.55,12.02,20.95,37.473125,16.65,56.92,47.01,59.23,27.75,6.28,7.08,43.67,21.55,426.1,2.4,11.069285714285714,0.15,7.65,3.4
9.82,6.73,31.25,23.67,37.3,1.73,10.38,28.2,43.2375,16.9,71.55,78.56,57.65,38.45,6.55,14.33,64.62,23.55,494.8,3.18,11.782307692307693,1.07,9.43,4.3
7.72,10.93,28.9,19.98,38.27,1.82,9.47,14.72,48.27875,14.55,44.75,115.4,52.5,37.7,4.92,11.4,84.35,23.98,304.7,2.95,12.631666666666668,1.88,10.43,4.58
4.95,11.22,46.45,27.76,37.5,2.15,9.77,22.55,47.156,14.93,43.1,86.47,46.67,32.32,3.4,9.62,93.65,26.62,110.03,2.78,12.062,2.41,10.42,5.1
2.98,10.48,69.08,24.33,41.05,20.492352941176467,10.12,19.93,44.98866666666667,12.2,41.78,69.04,38.72,34.92,5.62,8.62,72.88,29.42,142.48,1.8,6.0,0.0,10.7,5.83
5.24,10.1,68.33,15.14,41.08,2.35,12.03,37.6,42.413999999999994,10.3,41.0,42.87,38.45,37.23,4.78,1.5,70.88,32.38,68.9,2.5,9.704545454545455,0.0,10.72,3.45
8.46,5.65,61.03,10.83,41.0,2.65,13.65,25.52,41.32933333333334,15.57,36.8,19.34,45.88,34.92,3.77,7.1,53.72,34.2,109.33,2.47,8.055833333333334,0.0,9.05,1.5
4.75,3.55,46.65,10.65,38.83,2.88,14.82,16.1,38.632,14.0,24.88,23.16,37.88,30.15,3.88,4.68,64.15,32.58,43.38,1.85,7.601666666666667,0.0,4.35,3.05
6.71,3.15,30.15,19.03,39.28,2.95,14.25,14.05,35.449999999999996,16.066666666666666,19.07,16.8,36.9,29.55,2.73,6.93,36.48,31.02,16.5,1.73,8.033076923076923,0.96,4.7,4.2
6.79,2.8,17.85,15.42,34.45,3.03,12.4,22.827058823529416,32.83933333333333,16.215,16.32,11.83,38.97,22.25,2.62,6.12,18.6,29.1,19.88,1.92,8.25076923076923,1.17,3.72,4.2
6.04,2.67,14.62,18.52,32.0,2.92,10.7,21.295294117647057,30.79466666666667,13.01,20.27,13.82,36.23,17.52,4.08,5.43,18.8,27.68,18.88,1.48,7.8792857142857144,0.0,2.95,3.85
6.3,2.78,13.32,23.21,29.9,3.1,11.0,22.602352941176466,30.442666666666664,11.22,21.5,14.38,35.58,15.43,3.45,5.18,18.52,27.6,39.3,1.17,3.8,0.0,1.88,1.9
5.97,3.25,9.57,11.5,27.98,2.08,10.2,20.606470588235297,30.02,11.65,25.18,12.32,32.92,14.9,3.0,4.42,14.95,26.75,29.1,1.1,3.7,0.0,1.77,3.42
6.11,2.47,6.03,11.02,26.5,2.1,8.05,10.6,26.661999999999995,8.7,22.35,8.58,32.15,13.55,5.85,3.62,13.82,25.48,18.02,1.25,3.33,0.0,1.8,3.4
5.96,2.12,4.7,10.84,25.95,15.25294117647059,6.72,10.55,10.05,19.5,18.1,8.67,31.68,12.95,7.3,6.55,10.12,17.25,16.77,1.2,3.8,0.0,2.15,3.32
5.51,1.82,3.92,11.38,23.68,22.322499999999998,7.6,9.52,9.18,27.25,16.98,13.91,35.27,12.85,3.28,10.48,6.5,15.4,31.9,1.15,5.98125,0.0,2.45,3.1
4.62,4.35,2.73,5.25,20.7,25.47625,6.98,9.02,10.62,29.88,24.12,32.82,38.48,12.53,6.73,14.72,5.47,13.78,16.48,2.0,4.6325,0.0,2.92,2.75
4.29,2.67,2.62,11.54,19.0,18.314375,7.3,8.4,15.1,19.4,31.35,26.82,39.7,16.88,7.57,12.25,5.48,14.45,67.43,2.17,5.23,0.0,4.95,2.55
3.85,2.95,2.77,16.04,20.9,11.505882352941176,7.08,8.62,23.5,16.5,27.35,20.97,43.47,21.38,6.22,10.2,5.03,15.22,84.42,1.2,4.82,0.0,3.82,2.35
3.42,2.72,5.3,19.05,25.57,12.460625,6.17,10.28,24.35,10.77,31.7,18.13,37.5,22.1,5.2,9.12,7.05,16.8,146.57,1.1,11.2,0.7,2.98,2.15
5.4,8.62,17.27,18.38,27.9,11.225625,6.43,14.4,18.55,14.22,22.43,25.01,45.15,19.85,7.9,7.23,17.68,18.58,139.1,1.5,,1.17,2.9,2.15
6.83,7.67,21.97,19.03,30.1,28.152777777777782,4.85,13.48,19.05,11.12,33.75,23.78,43.77,20.48,5.2,5.3,28.25,19.45,58.57,1.93,6.0600000000000005,2.38,2.33,2.62
8.97,16.07,18.23,23.53,32.8,36.42,6.08,24.1,20.9,11.83,40.45,25.53,58.52,21.8,3.95,9.7,28.23,21.92,195.95,2.55,12.169999999999998,1.84,3.43,2.75
9.25,8.15,16.02,40.27,36.7,138.12,10.78,35.42,27.65,15.9,56.47,26.76,75.78,27.88,5.6,11.57,37.85,26.75,160.98,2.45,9.890909090909092,3.52,3.27,3.23
12.96,8.38,16.67,48.46,42.15,157.42,13.25,40.4,31.15,28.7175,53.92,26.93,81.0,29.25,7.53,16.17,66.55,31.07,261.82,3.12,7.3,9.3,3.58,4.75
28.13,7.67,23.12,47.5,46.4,102.85,21.07,31.5,42.03,22.724999999999998,61.7,39.64,105.03,36.15,3.62,19.93,93.55,32.88,165.12,3.6,4.18,8.19,4.72,6.2
19.91,7.05,31.75,32.26,49.5,69.67,20.98,21.35,49.12,20.626666666666665,42.23,18.42,97.88,40.5,4.07,8.03,108.62,32.92,75.07,3.82,8.9,6.44,6.0,7.6
12.14,8.85,39.9,25.45,47.4,20.57,18.75,19.75,36.72,11.915,29.18,17.0,76.15,32.83,4.57,5.17,91.52,31.5,30.83,3.2,9.3,2.92,5.8,8.3
10.74,5.33,31.23,29.1,43.45,11.68,16.62,16.75,26.45,13.416666666666666,29.85,28.68,71.47,24.3,4.0,8.08,65.68,31.43,46.42,2.17,8.32,1.28,5.72,8.17
10.54,4.5,22.18,22.84,41.4,10.62,13.93,10.25,33.52,11.113333333333335,34.03,37.4,64.3,27.9,2.08,6.28,53.52,30.88,32.25,2.77,7.05,0.0,4.75,4.78
10.01,5.75,19.72,19.43,40.0,14.68,14.12,10.5,34.65,13.837499999999999,33.32,21.84,60.33,29.58,2.6,4.42,47.9,29.52,56.53,2.88,5.97,4.75,3.75,2.0
9.35,4.77,17.9,16.52,37.35,23.1,14.72,10.3,25.42,14.7175,21.77,11.79,58.5,23.95,2.42,3.08,33.33,28.0,98.63,2.42,4.1,5.67,3.1,3.92
7.38,4.35,15.1,15.61,35.45,11.0,12.65,9.4,23.5,15.893333333333333,22.4,12.52,52.22,22.25,2.12,3.5,22.8,27.3,43.98,1.57,3.6,6.7,3.33,4.88
6.57,2.4,15.75,19.18,33.6,9.62,12.35,35.73,20.88,11.44,18.67,9.91,48.83,20.17,2.75,6.3,22.4,26.47,32.3,1.8,2.1,2.39,3.33,4.23
7.47,2.15,17.72,26.94,32.2,7.7,11.4,22.45,20.52,13.923333333333332,20.73,14.02,50.75,20.43,4.93,9.1,24.27,24.95,19.3,1.9,3.83,0.0,3.12,3.9
7.17,2.25,13.72,27.27,30.85,8.52,8.25,16.35,15.38,12.375,24.85,18.41,44.6,16.45,6.35,8.6,22.8,23.85,25.4,1.4,5.82,0.0,2.42,2.02
8.59,2.65,7.55,19.72,27.57,15.22,11.58,13.03,10.67,10.2,20.2,8.7,42.92,12.47,7.03,5.2,11.4,23.07,29.6,1.2,5.4,0.83,1.58,3.43
7.15,2.62,7.1,21.33,26.25,10.8,10.55,12.9,13.38,9.0575,19.77,18.81,42.77,13.28,4.2,4.1,14.15,22.7,66.78,1.45,4.12,0.0,2.2,3.5
5.53,4.72,10.0,16.57,26.23,5.47,10.12,10.88,20.12,15.077142857142858,28.9,21.53,39.8,18.23,6.42,5.8,16.75,22.43,310.75,1.57,5.2,3.64,3.28,3.5
6.84,7.75,14.32,13.98,27.38,13.45,9.35,14.4,24.68,8.18,24.8,33.89,45.85,23.5,5.12,9.22,14.7,22.83,249.45,1.67,6.62875,1.9405555555555556,3.3,3.23
4.5,9.65,17.35,16.95,27.72,36.12,10.18,10.75,22.42,9.52,27.7,47.74,42.23,22.15,5.68,11.38,15.93,24.32,118.12,1.77,6.795,1.2738888888888888,4.5,2.98
5.18,7.78,23.07,13.03,29.05,39.7,11.1,8.43,22.27,9.48,29.75,28.81,48.17,23.02,5.38,7.53,25.73,25.08,239.35,1.45,6.890000000000001,0.7772222222222224,3.95,2.77
4.36,3.3,10.4,7.24,32.8,21.35,8.43,7.8,22.22,8.02,23.35,21.24,45.88,22.77,5.23,5.32,20.68,24.57,46.8,1.27,6.72,1.0755555555555556,2.6,2.88
2.98,7.55,11.53,14.7,33.5,37.28,6.38,17.62,15.35,8.6,30.2,18.86,42.1,17.4,7.12,5.95,17.02,24.45,161.23,0.9,11.2,5.46,2.08,2.6
3.8,4.9,14.38,10.47,34.27,31.95,8.3,13.1,18.7,9.75,23.6,35.18,44.5,20.93,9.47,7.83,16.77,25.25,220.15,0.95,4.1,1.9,2.52,2.62
4.65,12.05,20.2,21.67,38.7,27.55,9.18,15.68,20.02,11.95,32.7,45.42,42.1,25.83,5.62,8.82,23.52,25.07,95.95,1.25,5.580000000000001,1.17,3.43,2.62
6.44,6.32,25.1,21.73,42.27,10.0,7.58,17.75,22.07,18.07,40.95,61.29,51.62,25.3,7.88,9.7,39.25,26.65,91.47,1.57,9.559999999999999,3.15,3.58,2.75
19.61,11.55,29.57,32.87,55.9,108.72,15.0,21.23,31.1,20.9,50.25,71.85,92.93,32.35,9.05,11.8,62.9,29.57,294.7,2.45,11.571111111111112,12.8,6.78,3.25
27.3,16.12,29.93,53.51,55.15,203.57,22.73,23.85,43.2,24.003999999999998,78.05,106.38,126.2,46.38,4.33,12.65,68.85,32.6,316.58,2.5,8.43,27.26,6.72,3.1
43.33,16.38,33.85,46.02,59.3,139.9,20.05,33.25,59.27,20.900000000000002,68.78,52.09,134.6,55.95,5.3,11.6,80.15,37.1,59.65,4.15,13.030000000000003,21.68,7.12,3.38
46.45,12.53,40.27,33.97,61.1,111.15,20.48,39.3,62.18,19.355999999999998,45.15,25.69,154.05,51.85,5.92,8.18,110.28,36.58,89.7,5.65,14.503846153846156,5.25,7.72,5.78
17.31,6.05,46.9,29.65,56.08,64.9,15.88,30.3,48.33,13.625,45.77,12.74,113.78,40.62,5.27,5.78,96.03,35.3,194.32,4.67,15.656363636363636,4.73,9.5,7.25
11.96,7.73,48.93,32.04,57.02,24.67,15.88,21.42,47.23,12.037500000000001,34.6,14.07,90.22,37.6,4.45,6.03,84.8,33.78,420.93,3.65,10.45,0.0,8.75,8.32
11.18,6.62,41.38,31.72,55.77,22.4,15.88,22.08,48.38,15.930000000000001,36.67,27.09,82.5,38.0,4.33,6.17,66.35,33.23,88.12,2.97,12.73,0.0,8.53,5.72
12.09,5.43,28.98,19.56,53.55,26.2,16.33,22.82,46.8,15.067142857142857,32.72,23.84,75.35,36.5,3.33,15.65,52.45,32.62,25.15,3.08,10.969999999999999,0.0,8.4,2.52
12.62,4.3,23.12,22.35,52.5,31.9,16.42,18.2,44.1,14.812857142857142,32.4,31.23,72.35,34.62,3.8,16.5,44.52,31.98,18.0,2.62,10.770000000000001,0.84,8.35,5.75
10.31,6.92,26.4,26.64,50.12,31.68,16.33,21.3,41.7,16.071666666666665,31.95,52.72,65.65,30.97,5.5,15.0,36.65,31.33,29.62,3.0,10.348461538461539,4.24,8.02,7.38
13.46,4.6,27.73,22.45,46.62,25.08,16.45,27.97,32.17,14.087500000000002,30.6,31.75,62.5,27.93,5.38,14.28,33.35,30.12,37.28,2.5,6.67,2.74,6.53,6.12
13.12,4.08,29.12,20.35,43.98,25.12,15.95,16.05,26.42,10.7675,23.48,21.03,63.05,24.2,3.17,9.03,37.75,29.17,42.82,2.12,4.78,0.95,4.35,5.2
9.43,3.92,22.1,22.26,40.72,26.25,12.92,12.6,21.35,15.149999999999999,20.1,16.95,54.85,19.52,2.9,5.58,23.12,27.48,33.25,1.88,5.02,0.9,3.53,2.58
7.02,3.5,17.97,24.62,36.98,25.12,11.75,14.47,16.95,13.56,23.85,13.46,46.97,18.12,3.98,4.78,27.0,26.18,24.38,1.6,6.08,0.2,2.5,4.15
6.36,2.65,11.32,16.46,35.12,15.62,14.05,15.65,13.95,10.225,24.35,9.69,42.33,15.45,4.25,5.02,27.18,24.75,19.12,1.12,4.83,0.0,1.75,3.92
3.1,2.92,7.93,14.77,32.45,25.4,10.8,14.6,11.57,15.236666666666666,24.2,20.13,50.7,15.28,2.95,11.18,22.9,23.65,192.12,1.5,7.246363636363637,1.59,2.27,3.77
8.12,8.88,5.08,18.32,30.43,52.0,10.1,13.25,10.73,19.88555555555556,24.1,30.54,58.65,14.52,3.7,7.23,12.25,22.65,196.82,1.75,6.751250000000001,1.97,4.17,3.33
6.88,11.95,3.52,16.3,27.77,73.2,9.0,15.95,9.27,33.38,26.08,21.39,56.1,13.85,3.73,18.7,7.57,21.07,312.45,1.7,6.825,1.93,3.3,2.9
5.402000000000001,7.48,2.65,9.93,26.67,55.3,7.05,12.32,7.95,30.32,19.82,24.65,54.25,12.25,3.6,20.05,5.1,16.2,223.3,1.83,6.09,0.18,2.9,0.53
0.0,16.88,3.38,13.04,25.48,25.23,9.02,6.88,12.3,18.42,30.43,32.04,43.67,15.03,4.05,11.2,4.8,15.6,79.35,1.82,,0.0,4.85,2.53
5.87,45.38,6.72,7.54,26.05,10.93,10.85,7.12,17.53,14.0,39.85,29.99,48.48,17.55,3.03,7.12,6.8,16.18,235.17,0.95,11.2,0.65,2.67,3.157058823529412
5.58,32.95,7.85,11.41,30.32,10.95,10.62,13.5,18.83,14.536000000000001,41.35,44.0,43.48,20.6,2.92,5.53,8.65,17.18,176.16125,1.33,,1.09,2.58,3.75
6.88,21.15,19.27,19.41,37.45,12.18,9.18,32.1,24.28,15.55,40.42,57.21,45.25,26.95,4.15,7.83,26.23,21.38,146.072,2.47,6.9,0.9,4.07,6.57
12.34,16.07,33.47,26.99,41.2,12.05,7.5,37.27,28.05,12.5,80.77,84.31,58.33,25.88,4.33,9.78,58.25,22.83,144.06,2.88,11.075,2.92,3.35,6.12
15.19,19.02,58.3,39.25,40.52,39.08,11.25,28.17,27.93,19.4,62.47,109.26,68.53,24.98,7.15,12.25,40.17,23.07,193.5506666666667,4.28,10.856666666666667,13.59,4.95,5.15
19.02,17.6,60.42,32.69,44.98,75.08,11.0,22.88,35.55,21.848333333333333,75.35,124.65,79.4,35.52,5.85,19.15,75.78,23.8,183.16125,4.33,12.860714285714284,12.57,7.7,9.75
16.02,17.15,56.95,33.14,52.0,66.25,13.97,33.48,46.47,19.0,81.25,214.97,86.95,40.02,8.4,15.22,94.6,25.3,485.0,4.5,9.5,13.96,10.8,9.57
9.79,18.58,70.88,28.0,56.15,74.45,17.98,83.1,66.35,17.51,62.62,142.16,78.7,55.23,8.03,16.02,131.47,30.4,443.2,6.5,15.086153846153849,8.37,11.62,9.35
5.02,18.92,73.83,36.93,71.6,54.25,18.15,64.47,74.17,14.743333333333334,56.27,96.75,63.48,79.25,7.05,20.23,211.28,33.65,219.4,4.38,16.385454545454543,10.27,14.1,9.43
5.47,15.15,74.03,23.55,77.03,59.97,18.57,52.0,68.65,14.942499999999999,50.3,94.19,60.65,74.88,7.2,27.83,194.85,36.0,119.67,3.38,13.388000000000002,8.23,16.2,9.73
5.12,17.38,69.62,24.56,77.9,55.85,17.7,54.95,67.47,17.020000000000003,50.53,83.26,51.2,68.33,6.25,19.75,191.23,37.65,49.55,2.83,13.893076923076922,4.33,17.3,6.28
5.05,11.75,59.95,25.03,72.75,47.52,17.25,37.75,68.5,16.895,50.45,60.2,48.03,64.4,6.2,15.0,168.28,37.38,49.53,3.17,10.2,3.8,19.23,3.32
5.79,11.73,59.65,27.57,69.45,43.95,17.38,36.38,68.73,17.741666666666664,48.95,63.22,61.17,60.25,6.1,15.6,150.7,37.05,113.35,3.62,10.25,7.61,16.47,9.22
7.62,12.45,62.03,40.98,73.17,45.25,18.55,41.33,67.47,16.45,47.62,93.36,57.3,64.2,6.65,16.97,143.73,37.77,106.6,3.85,9.6,8.55,14.93,13.1
11.45,8.2,58.5,41.17,73.55,77.1,18.35,42.55,61.53,14.14,45.15,98.47,66.85,60.45,6.05,27.4,124.05,37.62,56.28,4.95,7.88,8.35,13.55,11.93
16.62,8.88,55.35,29.37,70.18,51.33,18.93,27.92,58.88,14.204999999999998,46.42,80.56,74.33,55.88,3.47,26.1,104.3,36.33,90.25,4.95,6.05,10.88,12.98,10.97
17.79,8.73,48.38,31.9,68.1,25.05,17.7,20.45,55.72,12.985,44.88,37.14,74.55,49.83,3.25,14.87,86.77,34.92,81.3,4.12,7.4,10.06,3.876875,5.15
15.04,6.7,49.8,28.55,64.78,24.27,18.12,21.2,49.25,13.357500000000002,40.73,29.09,72.0,41.92,3.35,9.83,61.25,33.55,306.3,3.62,5.5,8.93,12.0,8.55
15.54,5.33,36.83,22.73,59.65,43.12,17.3,20.45,36.45,11.604,37.08,36.34,67.83,37.12,3.92,8.88,53.05,32.88,148.22,2.85,6.33,4.26,7.9,7.62
16.36,7.83,29.05,17.16,56.15,25.7,14.02,19.17,32.25,14.4275,45.35,34.84,76.48,31.4,3.72,12.15,44.25,31.9,142.5,2.42,6.28,2.17,5.98,7.7
16.98,12.85,13.3,17.19,54.83,39.35,13.18,20.43,25.18,17.180999999999997,39.1,41.39,80.28,27.62,5.15,14.18,26.67,30.25,81.12,2.8,6.1,1.18,4.92,6.62
12.4,12.02,8.32,4.93,55.75,103.25,12.4,19.3,20.17,18.439285714285713,38.55,51.88,71.85,23.45,4.6,23.35,15.93,29.95,261.18,1.9,8.090000000000002,3.74,4.7,5.85
6.74,9.35,10.47,12.78,50.25,33.0,11.98,12.15,22.7,16.395555555555557,28.95,33.39,60.2,18.281875,3.65,15.88,13.15,26.12,240.38,1.65,7.93,2.04,4.38,3.5
13.89,5.12,6.67,18.32,44.62,15.82,21.08,18.25,16.38,13.436666666666666,30.73,33.08,60.48,17.909333333333333,3.38,13.0,10.8,25.58,190.88,2.2,9.1,4.59,4.45,4.45
9.65,11.7,5.62,7.12,42.52,19.7,13.9,8.82,14.7,12.05875,35.7,35.29,61.7,12.9,5.5,6.952142857142856,6.95,22.05,335.7,2.73,11.2,4.95,2.98,3.38
5.63,15.18,11.42,15.99,43.02,14.0,10.0,13.93,21.55,14.696875,38.9,39.94,51.62,23.75,4.43,0.0,8.7,21.0,302.05,1.58,,4.93,3.62,3.52
10.31,8.3,23.77,21.66,46.62,8.7,9.3,21.2,24.95,17.839374999999997,61.15,66.93,59.58,27.82,4.47,0.0,26.67,20.77,440.0,2.48,6.9,2.79,3.87,3.58
9.91,10.42,31.85,23.97,50.17,8.3,7.92,18.7,28.33,19.65266666666666,99.7,112.85,56.25,30.88,3.75,0.0,49.65,22.0,339.85,2.68,11.075,2.44,5.7,4.42
13.19,13.75,35.52,50.75,54.98,10.88,7.75,44.92,31.55,22.9275,105.9,132.38,72.03,30.6,5.55,0.0,72.05,39.45,201.22799999999998,3.8,8.95,6.26,7.38,7.4
13.91,16.45,36.05,50.57,60.12,19.48,9.35,106.9,47.05,20.703333333333333,56.95,93.23,81.47,41.73,7.07,0.0,84.8,43.6,201.143125,5.32,10.73,10.98,9.85,8.82
23.17,19.43,43.88,54.23,67.4,46.05,16.23,81.97,58.3,20.58666666666667,51.7,160.83,99.15,52.5,7.25,0.0,99.9,42.6,444.0,6.68,14.05,20.41,12.73,13.2
21.61,21.62,62.85,39.68,72.53,78.3,16.9,79.68,63.0,20.8675,48.48,204.7,98.5,64.6,6.85,0.0,101.0,48.58,328.55,6.25,17.93,33.14,14.62,15.0
19.84,16.1,70.95,51.46,71.1,80.22,11.95,91.45,68.85,16.976666666666667,59.9,123.92,89.98,69.75,7.32,0.0,120.78,55.2,167.95,4.57,20.75,12.73,16.25,13.98
12.35,10.55,86.65,54.53,81.05,54.45,12.9,71.88,79.78,17.48,61.6,121.96,79.98,73.88,6.981666666666666,0.0,211.75,53.8,178.97,4.45,13.82,9.68,17.95,11.93
29.19,6.17,56.82,38.07,75.4,29.12,19.12,33.52,54.03,17.48,33.77,40.43,104.47,51.95,6.543333333333333,0.0,105.17,50.33,61.1,6.72,9.7,3.19,13.1,5.8
18.71,5.47,42.28,31.18,65.28,29.65,17.02,21.92,30.77,13.9225,25.1,26.65,79.83,31.4,6.249444444444445,0.0,44.28,46.7,93.0,3.85,7.82,1.2,9.42,2.25
11.6,7.08,33.33,21.0,59.65,29.22,14.45,14.3,32.98,14.5,29.15,32.48,73.28,28.93,6.729444444444443,0.0,26.8,43.7,87.32,2.5,7.18,1.91,8.12,4.5
10.76,7.45,31.4,21.26,56.5,13.9,15.2,16.88,33.62,14.836000000000002,34.1,24.47,62.5,31.88,6.909999999999999,0.0,34.5,40.62,215.95,2.08,7.65,3.27,6.38,6.78
22.34,5.8,35.8,30.14,53.48,10.6,15.12,19.57,29.48,15.354999999999999,25.27,20.53,87.4,30.08,6.945555555555556,0.0,35.73,38.15,304.92,1.65,8.9,0.0,4.0,8.25
15.63,6.5,32.6,26.06,52.23,26.52,19.6,18.5,27.67,15.2,23.75,13.16,76.97,27.8,6.858888888888888,0.0,35.92,35.92,260.52,1.95,7.215384615384616,1.0,4.33,6.361176470588235
6.2,6.67,28.28,20.54,49.85,41.75,17.65,20.45,32.55,12.985,21.55,23.29,61.9,28.95,6.983888888888888,0.0,42.0,34.68,54.6,2.12,5.7,0.0,4.92,3.0644444444444447
5.02,6.65,32.65,19.96,48.9,19.65,16.45,22.8,41.67,13.225000000000001,24.88,35.36,52.45,30.73,6.670555555555556,0.0,38.2,33.47,131.47,1.9,7.83,1.87,5.67,5.108888888888888
6.85,5.4,32.0,10.16,46.35,13.15,17.25,22.45,32.67,11.4325,30.45,28.89,48.75,31.35,6.6561111111111115,0.0,31.77,32.12,232.75,2.55,7.7,5.65,6.22,4.9944444444444445
8.7,5.95,18.6,10.21,43.75,17.23,14.12,19.52,26.25,15.858888888888888,29.07,23.0,49.88,25.7,4.88,0.0,23.02,31.32,64.78,2.08,8.0,5.08,5.12,4.348235294117647
9.48,6.57,14.48,13.54,40.42,45.1,12.6,23.55,18.45,17.55,29.77,35.15,49.45,23.8,6.15,6.895625,12.55,30.5,108.45,1.9,7.9,0.87,3.65,3.947777777777777
9.25,6.1,5.58,13.95,34.1,49.98,13.45,15.68,12.88,22.1,22.6,24.74,45.98,16.48,4.95,12.886470588235293,9.12,28.68,358.45,1.3,4.6,1.12,2.53,3.4
