Dwarka-S8-DPCC,East-Arjun-Nagar-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,MDCNS-DPCC,Najafgarh-DPCC
982.67,980.03,983.7,985.4,986.25,983.75,985.95,977.68,984.1,985.8,982.5,982.2,985.3,971.3,980.7,984.65,984.95,983.1,985.58,981.5666666666667,971.8,984.9,984.88
982.83,980.2,983.97,985.6,986.42,983.98,986.05,977.6,984.38,986.05,982.5,982.38,985.53,971.3,980.83,984.8,985.05,983.33,985.75,984.4,971.88,985.05,985.05
983.33,980.72,984.53,986.17,986.98,984.5,986.55,977.6,984.95,986.62,982.5,982.98,986.08,971.3,981.28,985.42,985.55,983.8,986.27,984.72,971.9,985.6,985.65
983.78,981.15,984.92,986.53,987.33,984.85,987.03,977.6,985.33,987.0,982.5,983.33,986.47,971.3,981.73,985.75,985.97,984.17,986.73,985.08,971.95,985.95,986.1
984.17,981.5,985.25,986.85,987.8,985.15,987.38,977.6,985.65,987.38,982.5,983.88,986.83,971.3,982.12,986.1,986.27,984.47,987.05,985.38,972.05,986.35,986.42
984.4,981.58,985.2,986.88,987.73,985.18,987.45,977.6,985.65,987.3,982.5,983.8,986.8,971.3,982.12,986.23,986.42,984.52,987.1,985.5,972.2,986.52,986.55
984.28,981.46,985.1,986.7,987.7,985.0,987.47,977.6,985.5,987.23,982.5,983.88,986.62,971.3,982.05,986.08,986.25,984.27,986.95,985.27,972.28,986.45,986.33
984.3,981.46,985.18,986.77,987.62,985.12,987.38,977.6,985.6,987.25,982.5,983.95,986.7,971.3,982.08,986.02,986.25,984.35,986.95,985.27,972.53,986.5,986.42
984.2,981.46,985.2,986.8,987.75,985.2,987.45,977.6,985.73,987.3,982.48,984.1,986.7,971.3,982.05,986.12,986.23,984.4,987.02,985.27,972.05,986.45,986.52
984.38,981.67,985.32,987.0,987.95,985.4,987.6,977.62,985.9,987.45,982.48,984.17,986.8,971.3,982.2,986.32,986.38,984.83,987.18,985.52,971.88,986.68,986.73
984.45,981.68,985.38,987.12,987.75,985.47,987.58,977.6,986.0,987.5,982.5,984.2,986.95,971.3,982.23,986.35,986.5,984.92,987.17,985.55,971.9,986.7,986.77
984.75,981.91,985.65,987.53,987.97,985.73,987.92,977.6,986.35,987.83,982.5,984.45,987.25,971.3,982.47,986.58,986.83,985.27,987.47,985.82,972.0,987.0,987.05
985.25,982.32,986.12,987.92,988.4,986.12,988.33,977.6,986.67,988.22,982.5,984.88,987.65,971.3,982.9,986.97,987.15,985.85,987.88,986.23,971.9,987.42,987.45
985.6,982.74,986.47,988.42,988.8,986.45,988.77,977.6,987.12,988.65,982.5,985.42,988.12,971.3,983.33,987.45,987.62,986.33,988.33,986.65,971.82,987.9,987.88
986.15,983.33,987.17,989.05,989.32,987.12,989.38,977.75,987.75,989.38,982.5,985.85,988.85,971.3,983.85,988.02,988.25,986.88,988.9,987.27,971.8,988.42,988.55
986.78,984.07,987.9,989.67,990.12,987.83,990.08,977.88,988.28,990.05,982.5,986.38,989.45,971.27,984.65,988.7,989.0,987.35,989.65,988.0,971.77,989.12,989.2
987.12,984.52,988.18,989.95,990.52,988.18,990.65,977.9,988.55,990.62,982.5,986.75,989.7,971.3,985.15,989.15,989.48,987.83,990.08,988.5,971.88,989.45,989.5
987.0,984.38,988.0,989.65,990.47,988.0,990.6,977.95,988.35,990.45,982.5,986.62,989.45,971.35,985.0,989.12,989.35,987.55,989.97,988.47,971.55,989.38,989.25
986.67,983.93,987.42,989.1,990.15,987.48,990.23,977.95,987.8,989.88,982.5,986.17,988.95,971.38,984.55,988.6,988.9,987.17,989.52,988.05,971.6,988.9,988.72
985.8,983.09,986.5,988.23,989.15,986.47,989.27,978.0,986.88,988.9,982.5,985.38,988.02,971.35,983.7,987.8,988.17,986.05,988.7,987.2,971.65,988.1,987.75
984.5,982.03,985.52,987.32,988.15,985.3,988.05,977.9,985.83,987.85,982.5,984.2,986.98,971.3,982.67,986.65,987.17,984.85,987.6,986.0,971.5,987.02,986.65
983.53,981.16,984.7,986.55,987.27,984.5,987.23,977.9,984.98,987.1,982.5,983.12,986.22,971.3,981.75,985.78,986.25,984.1,986.75,985.22,971.5,986.12,986.0
982.95,980.45,984.0,985.83,986.55,983.83,986.47,977.85,984.4,986.42,982.5,982.38,985.55,971.23,981.08,985.1,985.55,983.35,986.02,984.58,971.48,985.38,982.595882352941
982.48,979.97,983.55,985.27,985.9,983.45,985.92,977.77,983.95,985.95,982.42,982.02,985.12,971.25,980.62,984.65,984.95,982.88,985.5,984.03,971.5,984.83,982.4711764705881
982.55,979.81,983.48,985.2,985.68,983.4,985.77,977.7,983.9,985.82,982.4,981.95,985.1,971.3,980.4,984.45,984.77,982.95,985.32,983.9,971.5,984.73,982.4700000000001
982.75,979.95,983.75,985.38,985.88,983.7,985.83,977.55,984.12,986.1,982.4,982.1,985.3,971.3,980.53,984.58,984.85,983.12,985.45,984.05,971.6,984.88,982.7335294117647
983.1,980.45,984.3,985.88,986.38,984.25,986.35,977.5,984.7,986.62,982.4,982.67,985.85,971.3,981.05,985.1,985.3,983.58,986.02,984.53,971.77,985.38,983.3382352941177
983.6,980.97,984.73,986.3,986.92,984.62,986.85,977.5,985.12,987.08,982.4,983.22,986.3,971.3,981.53,985.62,985.77,984.0,986.53,984.92,971.8,985.9,983.889411764706
983.67,981.15,984.9,986.42,987.12,984.85,987.1,977.5,985.27,987.27,982.4,983.55,986.47,971.3,981.73,985.82,985.98,984.1,986.73,985.12,971.8,986.08,984.2282352941174
984.05,981.39,985.05,986.58,987.33,984.95,987.32,977.6,985.38,987.38,982.4,983.75,986.6,971.3,981.98,986.02,986.12,984.2,986.9,985.3,971.6,986.27,984.404705882353
983.8,981.19,984.82,986.42,987.03,984.73,987.15,977.6,985.25,987.17,982.4,983.62,986.38,971.3,981.8,985.8,986.0,984.1,986.73,985.1,971.7,986.23,984.3929411764706
983.77,981.08,984.8,986.42,987.03,984.75,987.0,977.62,985.27,987.1,982.4,983.42,986.32,971.23,981.7,985.77,985.92,984.17,986.62,984.98,971.92,986.1,984.3576470588234
983.65,981.14,984.75,986.45,987.1,984.82,987.08,977.65,985.27,987.18,982.4,983.52,986.3,971.25,981.65,985.77,985.88,984.27,986.65,985.08,972.42,986.12,984.2629411764707
983.67,981.04,984.7,986.45,987.02,984.75,986.98,977.6,985.3,987.08,982.4,983.5,986.3,971.27,981.58,985.7,985.9,984.4,986.58,985.05,972.5,986.05,984.134705882353
983.67,981.0,984.6,986.5,986.98,984.77,986.9,977.6,985.25,987.02,982.4,983.35,986.25,971.3,981.53,985.7,985.9,984.4,986.5,984.98,972.83,986.08,984.0764705882352
983.78,981.02,984.75,986.62,987.0,984.88,987.0,977.6,985.4,987.15,982.4,983.28,986.4,971.3,981.53,985.7,985.95,984.53,986.53,984.97,972.35,986.08,984.26625
984.17,981.47,985.17,987.03,987.62,985.25,987.45,977.6,985.83,987.58,982.4,983.83,986.77,971.3,981.92,986.1,986.35,984.98,987.0,985.38,972.27,986.55,984.6723529411765
984.55,981.8,985.58,987.4,987.75,985.6,987.8,977.65,986.2,987.97,982.4,984.45,987.2,971.27,982.33,986.45,986.75,985.4,987.35,985.7,972.47,986.85,985.23
985.05,982.36,986.15,987.85,988.28,985.97,988.42,977.8,986.6,988.53,982.4,984.9,987.72,971.25,982.83,986.9,987.17,985.75,987.92,986.25,972.55,987.42,985.8982352941176
985.53,982.95,986.75,988.53,988.98,986.7,988.98,977.9,987.12,989.15,982.4,985.28,988.33,971.23,983.53,987.55,987.83,986.28,988.53,986.8,972.23,987.97,986.4282352941176
985.9,983.31,987.0,988.68,989.35,986.98,989.4,977.9,987.4,989.48,982.4,985.48,988.58,971.23,983.92,987.95,988.3,986.42,988.88,987.27,971.95,988.32,986.6866666666667
985.9,983.36,986.95,988.65,989.32,986.88,989.5,977.98,987.38,989.35,982.4,985.52,988.5,971.27,983.95,987.95,988.35,986.5,988.9,987.42,971.77,988.35,986.5011111111112
985.27,982.8,986.17,987.92,988.7,986.12,988.8,978.0,986.65,988.62,982.4,984.85,987.77,971.3,983.35,987.4,987.83,985.65,988.35,986.83,971.73,987.73,985.8755555555555
984.25,981.78,985.17,986.85,987.65,984.53,987.7,978.0,985.55,987.52,982.4,983.77,986.7,971.3,982.33,986.38,986.75,983.2894444444446,987.38,985.73,971.7,986.67,986.38
983.15,980.78,984.23,985.93,986.62,984.12,986.67,977.98,984.5,986.6,982.4,982.77,985.7,971.3,981.35,985.33,985.75,981.9622222222222,986.0,984.7,971.7,985.65,985.48
982.18,979.8,983.3,985.02,985.73,983.12,985.73,977.9,983.52,985.6,982.4,981.75,984.75,971.27,980.38,984.38,984.77,981.6511111111109,985.33,983.73,971.6,984.7,984.48
981.42,979.06,982.58,984.38,985.0,982.5,984.92,977.9,982.85,984.95,982.4,980.98,984.1,971.25,979.65,983.67,984.05,981.53,984.62,983.0,971.7,983.9,983.83
981.12,978.59,982.17,983.9,984.42,982.12,984.3,977.8,982.53,984.47,982.4,980.6,983.68,971.25,979.2,983.12,983.47,981.15,984.12,982.53,971.75,983.45,983.5
980.88,978.31,981.98,983.62,984.15,981.9,984.0,977.77,982.3,984.27,982.4,980.38,983.5,971.27,978.9,982.88,983.17,981.08,983.82,982.23,971.88,983.18,983.27
980.95,978.25,981.98,983.58,984.08,981.92,983.9,977.7,982.3,984.27,982.4,980.38,983.47,971.27,978.9,982.82,983.12,981.15,983.8,982.15,971.9,983.18,983.25
981.12,978.51,982.35,983.97,984.33,982.25,984.12,977.7,982.7,984.62,982.4,980.6,983.88,971.3,979.1,983.1,983.38,981.5,984.05,982.4,971.9,983.47,983.58
981.62,979.0,982.77,984.4,984.85,982.73,984.6,977.7,983.15,985.05,982.4,981.12,984.33,971.3,979.58,983.62,983.8,981.95,984.55,982.88,972.05,983.88,984.05
982.02,979.37,983.17,984.73,985.23,983.03,985.05,977.7,983.53,985.47,982.4,981.47,984.65,971.3,979.95,983.95,984.17,982.28,984.95,983.23,972.2,984.25,984.47
982.25,979.68,983.38,984.9,985.47,983.27,985.25,977.7,983.68,985.7,982.4,981.83,984.88,971.3,980.23,984.23,984.42,982.58,985.2,983.45,972.2,984.55,984.75
982.35,979.71,983.35,984.95,985.52,983.27,985.32,977.7,983.68,985.68,982.4,981.95,984.9,971.3,980.23,984.3,984.48,982.6,985.25,983.5,971.85,984.68,984.77
982.4,979.75,983.38,985.0,985.55,983.38,985.45,977.7,983.77,985.7,982.4,981.98,984.98,971.3,980.27,984.32,984.52,982.75,985.27,983.58,971.92,984.77,984.9
982.27,979.7,983.27,984.88,985.6,983.25,985.38,977.7,983.65,985.62,982.4,981.9,984.82,971.27,980.2,984.3,984.47,982.62,985.18,983.5,972.2,984.65,984.8
982.12,979.53,983.08,984.8,985.45,983.18,985.23,977.7,983.58,985.48,982.4,981.75,984.65,971.3,979.98,984.1,984.3,982.68,985.0,983.35,972.5,984.48,984.68
982.08,979.43,983.0,984.73,985.33,983.12,985.15,977.7,983.55,985.32,982.4,981.6,984.58,971.3,979.88,984.0,984.23,982.48,984.9,983.23,972.05,984.4,984.6
982.18,979.46,983.1,984.85,985.4,983.25,985.23,977.7,983.68,985.48,982.42,981.73,984.7,971.3,979.92,984.08,984.27,982.78,984.92,983.35,972.12,984.45,984.7
982.3,979.55,983.25,984.95,985.5,983.25,985.5,977.7,983.83,985.6,982.5,981.9,984.88,971.3,980.05,984.17,984.4,982.97,985.05,983.38,972.05,984.6,984.88
982.75,979.98,983.65,985.4,985.88,983.67,985.97,977.7,984.23,986.05,982.42,982.47,985.28,971.3,980.42,984.58,984.83,983.45,985.5,983.83,972.1,985.0,985.3
983.17,980.4,984.17,985.98,986.17,984.12,986.38,977.85,984.65,986.6,982.42,982.72,985.8,971.27,980.88,985.0,985.3,983.85,985.9,984.28,972.1,985.4,985.78
983.62,980.93,984.65,986.53,986.78,984.67,986.9,978.0,985.1,987.08,982.4,983.17,986.28,971.3,981.45,985.55,985.88,984.27,986.5,984.75,971.8,985.9,986.22
983.92,981.24,984.88,986.6,987.18,984.9,987.2,978.0,985.3,987.32,982.4,983.32,986.48,971.27,981.77,985.92,986.25,984.35,986.77,985.2,971.75,986.15,986.45
983.52,980.94,984.42,986.07,986.8,984.38,986.92,978.02,984.83,986.85,982.4,982.97,985.92,971.3,981.5,985.53,985.92,983.77,986.45,984.83,971.73,985.83,985.75
982.73,980.2,983.6,985.2,986.08,983.5,986.12,978.02,983.95,985.98,982.4,982.18,985.05,971.3,980.77,984.7,985.02,982.83,985.7,984.02,971.7,985.08,984.92
981.65,979.21,982.6,984.23,985.05,982.4,985.17,978.0,982.85,984.92,982.4,981.17,984.05,971.3,979.85,983.73,984.05,981.85,984.75,983.05,971.7,984.12,983.88
980.48,978.07,981.52,983.25,983.95,981.35,983.92,978.0,981.83,983.85,982.4,979.95,982.98,971.3,978.7,982.6,983.08,980.88,983.58,981.95,971.7,982.92,982.83
979.62,977.21,980.72,982.45,983.08,980.58,983.08,978.0,981.0,983.02,982.4,979.1,982.22,971.3,977.75,981.75,982.15,979.92,982.7,981.12,971.7,982.02,981.98
979.15,976.61,980.15,981.95,982.6,980.05,982.53,977.9,980.42,982.5,982.4,978.47,981.67,971.3,977.22,981.2,981.6,979.55,982.1,980.53,971.7,981.4,981.55
978.92,976.37,980.0,981.77,982.3,979.98,982.27,977.8,980.35,982.35,982.4,978.35,981.52,971.3,977.0,980.98,981.27,979.42,981.85,980.3,971.8,981.2,981.42
979.1,976.37,980.02,981.68,982.27,980.02,982.3,977.77,980.4,982.35,982.4,978.4,981.62,971.3,976.98,980.92,981.23,979.6,981.82,980.3,971.8,981.25,981.4
979.4,976.54,980.3,981.9,982.38,980.25,982.35,977.75,980.6,982.55,982.4,978.55,981.8,971.3,977.1,981.15,981.38,979.77,981.97,980.42,971.82,981.4,981.58
979.7,977.09,980.92,982.5,983.08,980.9,982.92,977.7,981.3,983.28,982.4,979.2,982.5,971.3,977.65,981.7,981.88,980.35,982.58,980.98,971.9,982.0,982.2
980.33,977.71,981.45,983.05,983.58,981.47,983.5,977.7,981.75,983.8,982.4,979.83,982.95,971.3,978.25,982.38,982.47,980.9,983.15,981.58,971.9,982.65,982.73
980.67,978.02,981.7,983.35,983.88,981.75,983.77,977.7,982.05,984.05,982.4,980.1,983.25,971.3,978.55,982.65,982.75,981.17,983.45,981.8,972.1,982.88,983.03
981.02,978.28,981.9,983.58,984.12,981.9,984.08,977.7,982.32,984.23,982.4,980.45,983.48,971.3,978.77,982.9,983.05,981.2,983.77,982.05,972.2,983.23,983.25
981.0,978.13,981.65,983.4,983.9,981.75,983.9,977.73,982.08,984.0,982.4,980.3,983.23,971.3,978.62,982.82,982.88,981.0,983.55,981.88,972.18,983.02,983.1
980.7,977.92,981.48,983.2,983.65,981.58,983.75,977.73,981.9,983.88,982.4,980.12,983.03,971.3,978.4,982.62,982.68,981.25,983.38,981.68,972.17,982.85,982.97
980.4,977.74,981.27,983.0,983.48,981.38,983.52,977.7,981.73,983.68,982.4,980.05,982.77,971.3,978.2,982.4,982.5,981.03,983.2,981.45,972.17,982.73,982.8
980.27,977.54,981.08,982.85,983.4,981.23,983.35,977.7,981.55,983.5,982.4,979.8,982.68,971.3,978.03,982.2,982.38,980.88,982.97,981.27,972.3,982.53,982.58
980.18,977.4,980.9,982.8,983.15,981.15,983.25,977.7,981.5,983.35,982.4,979.55,982.6,971.32,977.85,982.1,982.3,980.75,982.8,981.23,972.25,982.35,982.45
980.35,977.49,981.15,982.9,983.38,981.38,983.38,977.7,981.73,983.5,982.4,979.67,982.8,971.3,977.95,982.12,982.35,980.85,982.92,981.3,972.1,982.5,982.7
980.58,977.78,981.47,983.22,983.7,981.67,983.67,977.7,982.03,983.85,982.4,979.95,983.05,971.3,978.23,982.42,982.58,981.27,983.17,981.55,972.72,982.75,982.97
980.9,978.22,981.95,983.67,984.17,982.05,984.12,977.7,982.47,984.33,982.4,980.48,983.45,971.3,978.65,982.88,983.05,981.7,983.65,982.03,972.4,983.22,983.38
981.52,978.73,982.5,984.38,984.7,982.48,984.65,977.88,982.98,984.9,982.4,981.2,984.08,971.3,979.22,983.28,983.6,982.17,984.25,982.5,972.3,983.72,984.08
982.05,979.36,983.03,985.03,985.4,983.12,985.28,978.05,983.47,985.53,982.4,981.53,984.67,971.3,979.88,984.02,984.33,982.75,984.88,983.2,971.85,984.35,984.58
982.35,979.64,983.2,985.1,985.7,983.3,985.58,978.02,983.62,985.68,982.4,981.72,984.77,971.3,980.12,984.32,984.68,982.82,985.12,983.52,971.73,984.6,984.77
982.03,979.39,982.83,984.83,985.4,982.88,985.38,978.0,983.22,985.25,982.4,981.4,984.42,971.38,979.88,984.08,984.42,982.55,984.88,983.4,971.7,984.25,984.5
981.33,978.71,982.08,984.0,984.77,982.07,984.6,978.0,982.5,984.5,982.4,980.83,983.65,971.35,979.2,983.4,983.83,981.85,984.12,982.73,971.7,983.6,983.48
980.35,977.78,981.08,983.08,983.9,981.17,983.62,978.0,981.55,983.55,982.4,979.75,982.67,971.3,978.25,982.48,982.85,980.85,983.25,981.8,971.7,982.67,982.5
979.4,976.91,980.27,982.25,983.0,980.27,982.65,978.0,980.67,982.67,982.48,978.75,981.85,971.3,977.38,981.52,981.9,979.93,982.4,980.9,971.7,981.85,981.62
978.42,975.96,979.3,981.42,982.05,979.3,981.67,977.9,979.62,981.7,982.5,977.83,980.9,971.3,976.4,980.62,981.02,978.88,981.38,979.95,971.7,980.88,980.52
977.62,975.24,978.73,980.65,981.4,978.77,980.95,977.9,979.08,981.12,982.5,977.02,980.25,971.3,975.77,979.92,980.28,978.35,980.7,979.23,971.7,980.1,979.95
977.55,974.98,978.62,980.35,981.03,978.6,980.7,977.8,978.92,980.98,982.4,976.5,980.12,971.3,975.55,979.7,979.9,978.08,980.42,978.95,971.75,979.85,979.85
977.6,975.01,978.67,980.3,980.98,978.7,980.75,977.75,978.97,981.0,982.4,976.72,980.15,971.3,975.55,979.55,979.88,978.27,980.5,978.92,971.77,979.95,979.97
978.27,975.37,979.12,980.75,981.28,979.23,981.0,977.7,979.42,981.42,982.4,977.58,980.62,971.38,975.88,979.98,980.12,978.72,980.8,979.22,971.82,980.33,980.3
978.73,976.04,979.9,981.4,981.98,979.92,981.67,977.7,980.17,982.2,982.4,978.4,981.33,971.32,976.5,980.65,980.72,979.43,981.5,979.95,971.82,981.0,981.02
979.45,976.76,980.55,982.12,982.88,980.62,982.53,977.7,980.88,982.88,982.42,979.02,982.05,971.3,977.25,981.42,981.5,980.1,982.25,980.62,972.05,981.72,981.8
980.05,977.41,981.2,982.67,983.45,981.25,983.2,977.7,981.5,983.53,982.5,979.8,982.62,971.3,977.88,982.0,982.12,980.72,982.95,981.22,972.2,982.33,982.38
980.2,977.75,981.3,982.9,983.77,981.42,983.6,977.7,981.7,983.73,982.4,980.08,982.77,971.3,978.15,982.35,982.45,981.02,983.23,981.55,971.95,982.7,982.52
980.3,977.71,981.27,982.9,983.8,981.38,983.5,977.7,981.62,983.7,982.4,979.98,982.75,971.3,978.1,982.3,982.45,981.25,983.2,981.55,972.12,982.65,982.5
980.12,977.61,981.1,982.8,983.58,981.2,983.45,977.7,981.5,983.53,982.4,979.98,982.6,971.3,977.92,982.17,982.35,981.08,982.97,981.3,972.15,982.58,982.35
979.92,977.35,980.82,982.65,983.33,981.02,983.0,977.7,981.25,983.25,982.4,979.7,982.38,971.3,977.7,982.0,982.17,980.88,982.77,981.2,972.35,982.33,982.27
979.83,977.24,980.8,982.62,983.2,981.0,982.95,977.7,981.32,983.25,982.4,979.6,982.35,971.3,977.6,981.95,982.05,980.9,982.7,981.02,972.55,982.2,982.1
979.85,977.18,980.7,982.65,983.12,980.92,982.9,977.7,981.23,983.12,982.42,979.6,982.23,971.3,977.55,981.8,981.85,980.97,982.62,980.92,972.77,982.2,982.12
979.77,977.21,980.8,985.453125,983.12,981.03,982.98,977.7,981.3,983.25,982.48,979.4,982.3,971.3,977.52,981.88,981.92,981.27,982.67,981.12,972.58,982.2,982.17
979.98,977.49,981.22,985.8377777777777,983.38,981.42,983.35,977.7,981.7,983.67,982.42,979.93,982.75,971.3,977.9,982.15,982.23,981.65,982.95,981.35,972.23,982.55,982.62
980.65,978.09,981.92,984.2,984.25,982.05,983.85,977.7,982.35,984.28,982.4,980.7,983.38,971.3,978.52,982.75,982.85,982.38,983.62,981.88,972.38,983.15,983.33
981.4,978.89,982.65,984.55,984.92,982.8,984.92,977.85,983.08,985.08,982.4,981.7,984.12,971.27,979.28,983.53,983.62,983.05,984.48,982.6,972.12,983.9,984.02
982.2,979.53,983.3,985.05,985.65,983.33,985.65,977.98,983.55,985.7,982.4,982.33,984.72,971.25,980.0,984.15,984.3,983.53,985.15,983.35,972.0,984.62,984.65
982.58,979.91,983.58,985.25,986.08,983.58,985.92,978.0,983.77,986.05,982.4,982.52,984.98,971.3,980.35,984.5,984.65,983.7,985.53,983.88,971.88,984.88,984.88
982.53,980.04,983.62,985.3,986.12,983.58,986.1,978.08,983.9,986.1,982.4,982.6,985.0,971.3,980.5,984.6,984.77,983.7,985.58,984.02,971.8,985.0,984.88
982.15,979.71,983.15,984.85,985.8,983.12,985.7,978.1,983.38,985.65,982.4,982.15,984.55,971.3,980.15,984.22,984.42,983.08,985.28,983.65,971.73,984.62,984.28
981.6,979.05,982.38,984.12,985.12,982.33,984.92,978.1,982.67,984.88,982.4,981.4,983.8,971.3,979.4,983.58,983.8,982.33,984.6,983.05,971.7,983.98,983.45
982.3970588235294,978.19,981.58,983.3,984.38,981.6,984.12,978.08,981.8,984.1,982.4,980.53,983.0,971.3,978.58,982.73,983.0,981.57,983.73,982.22,971.75,983.1,982.67
979.88,977.48,980.92,982.67,983.6,981.02,983.52,978.0,981.15,983.4,982.4,980.02,982.33,971.27,977.9,981.95,982.28,981.0,985.0072222222223,981.4,971.77,982.38,984.1411111111112
979.73,977.07,980.62,982.45,983.08,980.7,983.1,978.0,980.9,983.02,982.4,979.68,982.02,971.27,977.52,981.62,981.88,980.88,982.5,981.03,972.3,981.88,983.5658823529413
979.68,976.97,980.58,982.38,983.0,980.6,983.0,977.98,980.82,982.98,982.4,979.58,981.98,971.27,977.45,981.55,981.73,980.88,982.5,980.88,972.05,981.77,983.4317647058824
979.88,977.14,980.83,982.55,983.4,980.9,983.1,977.9,981.05,983.23,982.4,979.83,982.17,971.3,977.6,981.77,981.9,981.1,982.65,981.05,971.9,981.9,983.4611764705883
980.3,977.52,981.28,982.98,983.95,981.45,983.47,977.85,981.5,983.65,982.4,980.1,982.65,971.3,977.97,982.2,982.3,981.55,983.05,981.47,972.25,982.35,983.7511764705882
980.83,978.06,981.8,983.55,984.45,981.97,984.0,977.8,982.08,984.2,982.4,980.62,983.22,971.3,978.45,982.7,982.88,982.17,983.65,982.03,972.75,982.9,984.3111764705883
981.33,978.61,982.33,984.15,984.92,982.45,984.5,977.85,982.55,984.73,982.4,981.05,983.75,971.3,979.0,983.22,983.38,982.7,984.25,982.62,972.85,983.45,984.7535294117648
981.6,978.97,982.6,984.32,985.35,982.73,984.88,977.88,982.82,985.0,982.4,981.65,984.02,971.3,979.38,983.58,983.73,982.9,984.5,982.95,972.75,983.85,985.0299999999999
981.65,978.95,982.48,984.38,985.3,982.6,984.88,977.88,982.75,984.88,982.4,981.5,983.95,971.3,979.3,983.6,983.68,982.73,984.48,982.92,972.35,983.85,985.1288235294116
981.62,978.84,982.5,984.32,985.0,982.45,984.62,977.88,982.7,984.82,982.4,981.25,983.9,971.3,979.27,983.48,983.6,982.68,984.4,982.77,972.3,983.77,985.0641176470589
981.53,978.82,982.42,984.32,984.95,982.42,984.7,977.82,982.7,984.73,982.4,981.35,983.88,971.3,979.27,983.45,983.62,982.52,984.32,982.75,972.5,983.73,985.0023529411765
981.33,978.63,982.15,984.2,984.52,982.25,984.38,977.82,982.53,984.58,982.4,981.08,983.65,971.3,979.05,983.27,983.45,982.3,984.08,982.47,972.3,983.52,984.8752941176472
981.08,978.47,982.12,985.0750000000002,984.58,982.1,984.17,977.82,982.42,984.48,982.4,980.97,983.5,971.3,978.88,983.1,983.23,982.25,983.92,982.25,972.35,983.45,984.769411764706
981.23,978.62,982.3,985.130588235294,984.65,982.25,984.4,977.8,982.67,984.65,982.48,981.17,983.75,971.3,979.05,983.2,983.42,982.48,984.1,982.42,972.45,983.6,984.7641176470589
981.5,978.95,982.7,985.5162499999999,984.93,982.83,984.8,977.85,983.12,985.08,982.42,981.4,984.22,971.3,979.38,983.7,983.78,982.52,984.4,982.8,972.58,983.92,984.9458823529411
982.25,979.59,983.42,985.5,985.47,983.58,985.35,977.9,983.83,985.8,982.4,981.97,984.95,971.3,980.03,984.42,984.5,983.3,985.02,983.45,972.58,984.55,985.4247058823528
983.0,980.37,984.2,986.17,986.38,984.4,986.05,977.9,984.65,986.62,982.4,982.8,985.75,971.3,980.8,985.12,985.17,984.1,985.8,984.2,972.55,985.3,986.0600000000001
983.72,981.21,984.92,986.95,987.35,985.17,986.88,977.92,985.38,987.45,982.4,983.35,986.45,971.3,981.55,985.95,985.95,985.22,986.65,985.02,972.5,986.15,986.6876470588235
984.22,981.85,985.53,987.4,988.12,985.75,987.52,977.98,985.85,988.03,982.4,984.0,987.03,971.3,982.3,986.58,986.67,985.75,987.38,985.72,972.35,986.8,987.2388235294117
984.68,982.06,985.68,987.42,988.4,985.8,988.08,978.02,985.95,988.12,982.4,984.42,987.12,971.3,982.52,986.73,986.92,985.77,987.62,985.85,972.05,987.0,986.7
984.67,982.02,985.53,987.33,988.03,985.6,987.88,978.1,985.85,987.78,982.4,984.23,986.97,971.3,982.45,986.7,986.9,985.52,987.47,985.85,971.8,986.92,986.6
984.02,981.55,984.93,986.77,987.58,985.05,987.3,978.1,985.27,987.2,982.4,983.73,986.48,971.3,982.02,986.25,986.58,984.82,987.05,985.55,971.7,986.42,986.05
983.12,980.63,983.95,985.77,986.58,983.95,986.48,978.1,984.23,986.35,982.4,982.77,985.45,971.3,981.05,985.3,985.53,983.6,986.1,984.52,971.62,985.5,985.08
982.12,979.63,982.95,984.75,985.65,983.0,985.28,978.1,983.23,985.38,982.4,981.45,984.38,971.3,980.05,984.23,984.5,982.62,985.07,983.45,971.45,984.5,984.15
981.45,978.75,982.17,983.95,984.85,982.25,984.38,978.08,982.42,984.48,982.4,980.57,983.6,971.3,979.22,983.38,983.65,981.88,984.2,982.55,971.42,983.62,983.4
980.8,978.27,981.82,983.55,984.23,981.92,983.95,978.08,982.1,984.1,982.4,980.1,983.27,971.3,978.75,982.92,983.17,981.9,983.75,982.15,971.5,983.15,983.12
980.62,978.17,981.75,983.45,984.0,981.85,983.95,977.98,982.05,984.0,982.4,980.1,983.2,971.3,978.7,982.8,983.02,982.0,983.7,982.08,971.65,983.05,983.05
981.08,978.24,981.9,983.52,984.2,981.98,983.88,977.9,982.18,984.08,982.4,980.35,983.3,971.3,978.73,982.85,983.08,981.95,983.7,981.98,971.73,983.05,983.15
981.3,978.5,982.22,983.85,984.45,982.25,984.2,977.9,982.5,984.42,982.4,980.85,983.62,971.3,978.95,983.12,983.28,981.77,983.97,982.22,971.82,983.3,983.58
981.95,979.0,982.75,984.35,985.0,982.73,984.67,977.88,982.97,984.92,982.4,981.23,984.1,971.32,979.42,983.58,983.72,982.23,984.5,982.75,971.95,983.85,984.05
