IHBAS-CPCB,Shadipur-CPCB
3.23,2.92
2.2,2.99
1.98,2.16
1.8,2.05
3.11,4.37
3.84,5.33
4.08,3.5
4.68,2.26
4.92,1.29
3.96,2.35
2.17,1.94
1.45,1.64
1.47,2.11
1.69,2.13
2.34,2.95
3.06,3.8
5.18,5.47
5.61,6.27
7.81,5.09
9.4,3.49
6.96,1.88
4.53,2.12
4.08,2.71
3.42,1.59
3.3,1.74
3.36,3.54
3.52,4.24
3.44,3.67
3.94,5.67
5.0,3.29
5.01,3.11
3.95,2.43
5.96,2.09
5.7,2.27
3.44,1.87
2.19,0.95
1.01,1.57
1.24,2.43
1.82,2.06
2.77,3.32
6.22,5.07
9.67,6.88
8.91,4.43
5.03,3.11
4.52,2.32
3.94,2.69
3.81,1.64
2.76,1.3
2.85,2.21
3.2,2.78
3.63,1.97
4.11,2.0
4.13,2.16
3.63,1.81
4.04,1.83
4.73,1.51
4.35,2.38875
3.99,2.296875
3.79,1.9812500000000002
2.33,1.8226666666666667
1.11,1.5511764705882356
1.01,2.585882352941176
1.41,2.18
2.4,3.35
5.94,5.49
11.04,3.97
5.98,2.03
3.81,1.77
2.58,1.08
2.09,0.99
2.64,1.96
2.96,1.62
2.73,1.15
2.0,0.6
1.88,1.36
2.29,1.2
2.18,1.65
2.64,0.88
0.72,0.84
4.748888888888889,1.53
0.04,1.43
2.74,1.47
1.85,0.5
1.6842857142857142,0.36
1.143076923076923,0.94
0.01,1.72
1.32,1.46
2.85,3.18
5.57,4.05
9.31,3.04
9.58,2.3
8.71,1.71
7.18,2.21
4.51,2.24
2.64,2.28
2.35,1.88
2.31,2.01
2.12,1.71
2.18,1.18
2.3,2.23
2.6,1.75
3.06,2.45
5.28,3.95
5.92,2.74
6.32,2.3
5.18,1.6
5.9,1.44
2.84,1.29
1.4776923076923079,1.23
1.0764285714285715,1.38
1.530714285714286,1.71
2.14,2.82
7.07,4.25
9.92,6.43
14.24,8.25
21.16,10.29
29.26,12.53
36.92,12.36
47.54,10.09
43.38,11.95
35.39,9.28
27.79,11.56
18.8,10.18
11.66,8.16
10.35,6.12
7.41,5.82
4.49,3.55
4.25,1.98
3.58,1.45
5.02,2.18
6.44,0.92
4.11,2.1573333333333333
1.86,1.6611764705882355
1.04,2.7418750000000003
2.77,0.81
5.87,2.07
8.91,4.22
11.02,7.12
6.25,9.73
6.07,9.88
5.63,5.21
4.38,3.33
3.81,2.49
4.34,2.4
4.54,2.33
4.22,3.65
3.47,2.19
4.63,2.42
6.05,2.38
7.49,2.62
6.15,2.42
5.22,1.69
4.32,4.061764705882353
3.17,3.4831249999999994
2.96,2.614375
0.63,2.3659999999999997
0.92,0.14
1.24,1.43
1.92,3.57
4.45,4.84
6.68,14.51
8.09,19.32
12.24,19.12
15.14,20.28
15.14,17.07
11.28,12.89
5.07,10.31
4.54,8.78
4.5,6.14
4.05,6.96
3.57,6.33
3.31,4.57
2.81,5.5
3.71,5.86
5.02,6.27
4.97,6.05
5.03,6.29
7.78,4.7
3.62,3.48
0.71,3.9
1.12,2.87
1.02,5.0
1.55,4.41
3.01,7.28
8.47,10.39
13.99,10.75
16.92,11.9
15.64,7.04
10.13,5.57
4.86,9.01
2.65,5.98
2.21,5.93
2.15,4.81
2.55,4.81
2.46,6.0
2.4,5.87
2.65,10.71
3.3,6.6
6.03,6.18
7.7,6.94
5.94,3.46
4.93,4.28
1.67,2.32
0.66,0.62
1.12,1.3
1.36,2.54
1.64,3.44
3.56,4.57
7.92,9.0
11.71,16.19
18.02,17.01
18.88,13.8
10.64,13.27
10.417142857142858,13.27
10.483076923076926,18.58
4.7,23.7
17.73,23.67
13.84,19.29
12.62,17.07
18.15,13.71
19.01,11.37
19.02,12.02
19.48,11.07
8.56,4.28
5.07,4.22
4.11,4.13
3.34,2.74
2.005,3.55
1.4469230769230774,1.7
2.18,2.83
2.0326666666666666,5.22
3.5250000000000004,7.77
6.418888888888889,10.77
11.59,13.42
14.14,12.46
16.5,8.5
8.51,6.29
13.159333333333334,6.1
14.088571428571429,6.53
12.328125,4.84
0.04,7.38
2.43,5.17
2.18,6.68
2.65,5.16
2.79,4.4
1.44,8.77
7.28388888888889,6.19
0.95,4.62
3.69,2.61
1.46,2.61
3.5925,4.25
2.1457142857142855,3.17
1.5421428571428575,1.77
1.338125,3.65
2.108,4.58
0.04,5.88
6.53,7.26
11.93,6.03
13.41,5.87
9.91,5.96
4.14,5.21
15.758,3.73
15.576428571428574,4.11
1.21,2.59
2.67,1.51
1.56,14.586666666666666
1.68,0.27
1.78,2.14
1.85,3.56
2.33,4.19
3.09,6.37
4.08,3.32
1.73,4.75
2.63,3.84
1.47,3.85
0.85,4.05
1.02,3.71
1.04,4.37
1.8,3.57
3.67,4.59
7.25,6.94
14.22,7.29
17.34,6.87
13.79,4.75
6.86,3.09
4.43,5.07
2.92,3.6
2.77,3.79
4.72,3.19
1.92,4.03
1.62,3.96
2.06,5.91
1.84,6.96
2.38,6.58
4.41,7.73
6.45,4.71
5.84,4.45
5.36,4.41
2.06,3.75
1.73,1.18
1.53,1.2
1.39,1.39
1.68,2.71
4.3,4.95
10.51,6.75
13.45,15.79
16.13,13.38
17.95,9.65
4.75,16.44
15.19,29.24
32.26,32.06
29.32,29.07
25.21,23.8
54.68,34.65
77.39,35.31
68.16,32.77
15.32,31.18
8.530588235294116,38.84
14.83,40.3
34.6,34.05
15.2,19.93
7.81,7.26
4.64,2.9
2.91,2.74
1.59,1.01
1.25,3.1
2.71,3.87
5.05,5.91
5.23,11.55
9.0,20.5
15.39,23.8
18.29,19.19
19.73,21.45
21.17,21.17
12.941538461538464,46.23
10.924285714285713,32.85
10.752666666666668,28.34
11.605,24.74
12.497142857142856,22.57
11.235714285714286,18.97
6.570625,22.6
7.71,19.15
11.84,14.87
10.44,7.24
3.79,7.16
5.37,6.34
10.24,5.5
5.53,7.11
3.97,4.61
1.99,6.26
5.96,8.98
8.86,9.16
8.04,17.15
11.13,21.01
19.61,23.3
28.41,23.7
11.46,25.15
14.450000000000001,23.65
14.217692307692309,15.94
11.970714285714283,15.3
11.443333333333333,13.51
12.219285714285716,11.05
13.067857142857141,14.1
11.68142857142857,22.72
6.948125,24.62
4.9,20.36
5.57,19.91
4.15,9.9
6.41,4.93
5.78,4.83
2.694,3.96
1.8542857142857143,3.61
0.97,2.4
2.08,2.91
2.95,4.22
4.09,7.8
5.47,11.5
10.99,8.3
22.36,20.7
27.94,50.23
30.05,50.14
26.91,22.77
24.03,20.38
20.15,36.85
18.91,40.23
11.245714285714289,49.56
12.198571428571428,45.45
10.942142857142857,39.75
3.66,26.24
13.51,15.27
18.93,7.23
8.32,4.82
9.75,4.06
6.53,4.82
3.06,4.89
2.61,4.81
2.67,3.6
2.53,4.33
2.07,6.55
3.69,10.66
8.77,10.59
11.6,8.56
17.16,12.75
23.97,47.94
32.98,40.08
42.66,21.44
53.75,30.11
62.28,30.3
63.53,30.91
61.91,24.24
55.89,24.3
42.88,38.8
20.51,48.06
27.73,22.48
20.34,15.71
23.26,16.08
11.22,10.12
10.6,7.98
5.49,6.53
3.29,3.2227777777777775
2.06,2.3523529411764708
1.87,3.105555555555556
2.3,5.01
3.77,7.04
5.92,11.32
10.79,23.86
20.92,27.09
25.3,22.17
24.7,16.67
36.91,13.47
14.63,9.21
10.155,9.91
9.415,19.68
10.597857142857146,21.26
11.490714285714287,20.96
9.75,18.02
19.61,15.52
41.86,12.23
32.06,13.84
10.06,9.65
6.71,5.18
7.2,10.19
2.7186666666666666,7.87
3.62,5.69
6.3,3.86
1.183571428571429,4.82
1.19,4.8
1.46,6.13
2.42,10.28
3.54,9.55
3.56,9.07
2.56,9.9
2.17,6.88
1.58,6.47
0.66,3.67
0.59,2.82
0.61,3.16
0.6,3.12
0.45,0.62
0.56,1.19
0.6,2.41
0.57,1.21
0.53,12.013333333333332
0.61,0.79
0.6,2.19
0.52,4.16
0.27,3.42
0.18,2.68
0.25,1.18
0.23,3.77
0.39,5.29
2.8474999999999997,8.58
8.08,15.12
20.26,16.98
0.06,12.28
6.82,15.86
9.64,16.67
7.87,15.58
13.05,33.15
8.97,29.77
6.56,27.55
6.31,23.1
6.32,17.89
5.78,15.65
4.76,10.22
2.79,7.73
4.96,6.99
5.98,4.53
3.21,3.78
2.93,4.92
1.9,4.72
1.695833333333333,4.41
1.5353846153846158,2.58
1.1566666666666667,4.45
1.6149999999999998,6.6
0.64,11.72
0.86,18.36
2.44,33.47
5.46,43.45
7.01,30.03
7.22,18.81
7.79,19.2
7.71,20.14
6.64,18.31
5.1,12.42
3.99,14.72
3.1,27.3
2.46,50.28
2.16,37.52
2.03,29.56
1.87,29.98
0.92,17.09
0.69,13.25
0.74,9.5
0.4,7.21
0.23,5.38
0.2,3.46
0.22,1.75
0.65,6.2
0.94,14.72
1.31,21.57
2.71,32.22
4.73,33.33
6.13,40.83
7.2,40.08
7.5,53.17
6.96,38.23
6.13,35.81
4.58,36.48
3.31,40.88
2.7,30.63
1.79,11.56
1.4,8.31
1.42,10.48
1.43,9.74
1.22,4.74
1.21,4.96
0.94,6.02
0.64,4.58
0.58,3.59
0.44,2.54
1.83,4.36
1.31,5.29
3.27,12.51
2.16,11.26
2.31,9.26
2.33,11.39
1.77,6.25
1.05,4.26
0.7,5.73
0.55,3.7
0.47,4.35
0.46,0.72
0.55,2.05
0.58,1.54
0.46,15.638235294117646
0.46,0.84
0.47,0.17
0.47,2.96
0.47,2.78
0.43,3.1
0.33,0.67
0.3,1.21
0.27,2.35
0.19,1.64
0.21,4.3
0.27,6.36
0.64,8.97
1.49,8.07
1.92,7.42
1.45,6.17
1.06,3.61
0.87,2.35
0.52,2.56
0.43,0.19
0.37,1.76
0.37,1.59
0.38,2.53
0.41,2.48
0.53,4.61
0.59,7.36
0.64,5.05
0.65,5.77
0.57,4.1
0.58,2.51
0.55,2.34
2.0439999999999996,1.34
1.848888888888889,0.89
1.8455555555555554,2.8826666666666663
1.1720000000000002,0.17
0.29,2.32
0.51,5.07
0.99,5.04
1.74,12.28
2.91,18.7
3.41,27.07
2.64,17.54
1.79,6.05
1.33,5.0
0.93,5.83
0.76,8.93
4.45,7.0
3.785833333333334,5.53
3.390833333333333,3.66
0.54,3.49
0.54,4.76
0.56,4.42
0.6,3.29
0.6,3.94
0.66,5.17
2.1525,4.97
1.8581818181818184,4.8
1.8039999999999998,3.95
1.308,3.97
1.4608333333333334,7.25
2.2030769230769227,14.47
3.961428571428571,21.12
6.5214285714285705,18.16
6.665,13.5
8.310714285714287,18.49
9.712857142857144,22.37
10.158571428571431,27.16
10.718571428571428,22.79
9.460714285714287,17.47
7.789999999999999,22.89
6.499999999999999,30.95
5.046923076923077,20.13
4.142307692307693,16.81
3.6692857142857145,17.69
3.452857142857142,19.33
3.6914285714285717,21.78
4.195714285714286,25.9
2.9899999999999998,19.21
2.333333333333333,6.92
2.167692307692308,6.04
1.8363636363636362,4.07
1.4136363636363638,2.74
1.3716666666666668,4.95
1.663076923076923,4.74
2.661538461538461,13.47
4.3378571428571435,16.61
6.5357142857142865,14.49
5.945,22.97
7.186428571428571,30.62
6.917857142857144,33.5
7.600714285714285,28.73
8.93,27.15
7.824285714285714,51.36
6.428571428571429,28.88
8.32769230769231,17.05
9.517692307692307,14.55
8.621538461538462,8.17
4.159285714285715,7.7
3.0938461538461537,8.45
3.8657142857142857,8.36
5.186428571428571,10.23
3.375,7.62
2.4399999999999995,7.64
2.165384615384615,4.8
1.6363636363636365,4.32
1.2472727272727273,5.24
1.3116666666666668,4.04
1.6107692307692312,4.58
2.2621428571428575,8.2
3.0342857142857147,19.14
4.384285714285714,31.58
6.445,32.86
7.537857142857142,26.26
8.04642857142857,34.75
7.937857142857142,33.7
6.054615384615384,19.22
5.438461538461539,17.96
4.546153846153847,16.65
4.074166666666667,12.21
3.4625,10.66
3.0749999999999997,8.42
2.671538461538461,8.13
2.893571428571428,8.06
3.0885714285714285,8.92
2.799285714285714,5.59
2.1278571428571427,6.854117647058822
2.1786666666666665,5.106111111111112
2.309230769230769,4.691176470588235
1.5808333333333333,3.851176470588235
1.360909090909091,3.484375
1.1833333333333333,3.537777777777778
1.4523076923076923,4.52
2.8757142857142854,7.87
4.286428571428571,16.0
5.882142857142858,29.28
7.6014285714285705,25.58
8.881428571428572,20.09
7.890714285714286,30.54
7.3753846153846165,45.47
6.943076923076924,42.58
6.406923076923077,55.02
5.517692307692308,49.81
5.1875,31.03
4.511666666666667,21.86
4.025,13.79
3.458461538461539,10.89
3.3092857142857146,9.79
3.314285714285714,12.61
3.1142857142857143,12.34
2.975714285714286,8.03
2.494,4.81
2.0391666666666666,5.22
1.7954545454545454,4.98
1.5125,5.47
1.6246153846153848,3.77
1.815,6.54
2.6035714285714286,12.13
4.102857142857142,18.72
6.34857142857143,48.44
8.834285714285715,46.48
9.553571428571429,42.35
9.209999999999999,26.15
8.766153846153847,12.32
8.225384615384614,7.27
7.216428571428572,5.19
7.265714285714286,6.37
5.795833333333333,21.16
5.128333333333333,14.77
5.2091666666666665,10.36
4.577142857142858,9.66
4.978571428571429,8.55
5.202142857142857,8.29
3.6128571428571425,5.72
3.2692857142857146,3.48
0.79,4.98
0.67,3.53
1.7830000000000001,3.62
1.331,2.65
0.53,3.41
0.98,4.89
2.09,7.97
3.1,11.75
5.13,20.35
8.74,33.22
11.35,41.82
12.58,59.83
13.5,71.7
13.2,45.71
11.33,43.52
7.43,50.42
5.12,30.69
4.12,17.08
3.78,19.16
3.71,11.76
3.92,9.71
3.12,9.72
2.5,6.11
2.56,5.15
2.97,4.79
3.07,4.05
2.52,4.02
1.37,4.62
1.0,2.63
1.68,5.58
2.06,6.85
2.85,14.91
5.32,25.57
7.93,43.26
10.56,47.31
16.39,36.67
18.79,34.59
19.02,42.73
16.99,60.33
12.8,46.75
8.86,25.36
6.46,21.3
6.04,29.23
6.17,21.17
3.9,9.81
2.6,9.88
2.31,5.37
2.29,8.67
3.27,6.22
3.08,6.59
2.12,5.69
1.35,5.91
0.83,5.58
1.23,7.95
1.45,11.83
5.62,12.95
7.75,15.18
7.03,14.16
6.65,20.42
6.18,48.37
5.72,60.47
5.28,60.47
5.4,42.56
5.72,35.84
5.45,35.96
4.62,26.84
4.67,16.28
4.42,19.31
5.12,13.48
5.38,8.37
5.85,9.11
3.52,10.02
1.12,9.46
1.02,10.06
0.7,3.46
0.35,4.64
0.3,3.89
0.5,5.47
0.8,7.97
1.7,12.92
4.88,12.38
8.38,19.58
10.07,57.79
9.72,67.95
8.73,88.42
6.55,45.52
5.35,28.16
4.95,24.38
5.12,27.57
4.88,30.29
4.08,28.62
2.75,22.05
2.2,13.79
1.98,11.93
1.97,9.12
1.83,6.39
1.27,6.68
0.62,4.41
0.3,3.88
0.2,3.58
0.23,3.53
0.3,3.44
0.62,6.29
0.93,12.58
1.85,23.89
5.08,27.8
5.3,49.09
5.38,51.27
5.8,45.53
5.08,55.28
5.1,46.8
4.92,38.69
4.95,32.87
4.17,30.18
2.85,35.77
2.35,18.94
1.23,11.68
1.42,8.44
0.67,5.65
0.75,4.86
0.82,4.18
0.65,4.43
0.28,3.39
0.3,0.85
0.4,1.7
0.45,4.33
0.7,10.83
1.98,14.81
3.38,17.11
6.1,21.91
8.15,33.43
10.65,43.48
13.12,25.02
15.07,24.3
14.73,19.15
13.35,15.82
12.0,25.02
10.78,23.0
9.1,15.2
7.45,19.31
5.95,20.45
4.68,15.52
3.32,8.01
3.22,5.15
1.57,4.41
0.68,4.06
0.6,3.28
0.5,3.25
0.47,1.6
0.8,4.06
1.3,7.33
1.88,9.47
2.92,9.1
3.97,7.91
4.45,9.25
4.05,9.94
3.47,9.29
3.1,9.01
2.65,9.27
2.33,16.91
1.83,9.27
1.43,4.2
1.12,9.07
1.15,16.34
1.2,13.1
1.3,8.31
2.72,7.74
2.92,8.25
2.9,5.95
2.58,6.79
2.48,4.51
0.88,3.27
0.72,4.21
1.2,6.13
1.3,9.14
4.376111111111111,14.84
5.676666666666667,17.69
2.67,15.72
6.03,10.14
6.92,7.47
6.62,7.79
6.4,5.08
5.58,5.6
4.15,6.36
3.22,3.5
2.75,3.3
2.08,3.04
1.2,4.36
1.0,3.88
0.95,3.97
0.7,1.82
0.35,2.19
3.2344444444444442,1.6
2.905294117647059,1.76
0.2,1.65
0.2,0.6
0.2,1.46
2.0993749999999998,3.62
2.8358823529411765,3.65
0.43,3.2
0.3,3.42
0.35,2.29
0.4,2.32
0.35,1.32
0.3,2.62
0.2,1.41
0.2,16.628823529411765
0.15,16.11625
0.1,13.591176470588236
0.18,11.411176470588236
0.18,12.108
0.1,10.883999999999999
0.1,8.606428571428571
0.1,7.0106666666666655
0.1,5.328125
0.1,4.850666666666666
0.1,4.218823529411765
0.1,4.176111111111112
0.1,2.76125
0.1,0.6
0.1,2.78
0.28,2.25
0.2,6.903888888888889
0.35,4.71
0.55,5.01
0.62,8.64
1.27,5.37
1.95,4.99
1.67,5.5
0.23,4.12
0.2,3.86
0.25,3.79
0.2,1.7
0.2,1.25
0.25,11.648000000000001
0.2,1.41
0.25,1.48
0.3,1.48
0.32,1.99
0.53,2.21
0.45,1.86
0.3,3.42
0.25,0.85
0.18,2.1781249999999996
0.1,1.52
0.12,2.65
0.33,3.46
0.75,4.8
1.18,4.28
1.33,4.71
0.78,3.94
0.73,3.74
0.32,2.47
0.25,0.02
0.2,0.63
0.2,17.04875
0.2,0.58
0.2,0.01
0.2,12.261333333333335
0.2,10.87866666666667
0.2,8.991333333333333
0.23,2.8
0.38,2.23
0.35,5.751428571428572
0.23,0.6
0.15,0.62
0.2,2.5806666666666667
0.2,1.62
0.2,3.31
0.3,2.32
0.55,4.22
0.9,8.57
1.48,9.55
1.75,12.15
1.58,10.46
1.92,10.58
1.73,7.3
1.23,5.08
0.9,4.32
0.53,4.95
0.43,6.57
0.4,4.14
0.4,3.55
0.4,4.18
0.5,3.67
0.55,4.99
0.65,4.1
0.4,1.88
0.35,0.62
0.28,2.33
0.23,0.02
3.475882352941176,0.98
3.6082352941176468,1.66
4.1693750000000005,1.53
7.85,4.23
10.93,8.94
8.9,7.09
7.33,7.57
8.1,6.05
8.12,6.31
8.18,5.8
8.03,4.82
8.1,2.92
8.3,3.34
7.95,2.84
6.98,2.36
6.57,3.05
6.38,2.56
6.43,0.84
6.25,7.558000000000001
6.15,5.971428571428571
6.17,4.953846153846153
6.2,2.24
6.15,2.9
5.9,1.61
5.57,0.79
5.95,0.67
6.4,3.66
7.0,3.85
8.8,4.87
10.18,4.8
11.4,6.65
12.3,4.27
9.03,4.42
6.82,0.8
6.28,6.855294117647059
5.95,6.0675
5.58,6.898125
5.5,7.226470588235294
5.55,5.565294117647058
5.62,5.692142857142857
5.78,5.989285714285713
5.9,5.287999999999999
6.03,5.215714285714285
6.0,4.340000000000001
5.92,3.970833333333333
5.9,2.7746666666666675
6.0,3.05
5.95,0.03
5.5,2.1635714285714287
5.67,0.66
5.75,2.6
6.12,4.54
9.02,6.87
10.42,8.68
14.55,9.5
18.62,9.29
14.25,8.65
9.68,5.48
7.4,4.2
6.67,2.92
6.12,0.03
5.97,0.76
6.25,4.13
6.45,1.64
6.53,5.518571428571429
6.7,4.791333333333332
6.67,5.193846153846153
6.82,3.15
6.95,1.24
6.45,1.35
5.85,0.05
5.75,1.1930769230769231
5.6,1.9546153846153849
5.62,1.95
6.25,3.4911111111111115
7.32,3.12
9.25,6.02
10.9,7.39
11.5,8.03
11.6,15.49
13.05,21.37
15.05,11.03
18.35,13.64
20.47,14.13
21.68,11.26
20.5,13.11
17.25,6.86
15.03,6.05
14.3,7.67
13.15,6.15
12.43,4.72
11.38,6.7
9.4,5.07
8.8,3.92
8.03,3.75
7.13,0.61
6.82,1.48
7.09,0.8
7.46,4.21
9.57,5.85
11.91,11.76
13.49,16.16
16.91,21.97
22.81,20.31
31.97,23.92
33.44,21.99
31.18,22.62
28.28,15.67
24.31,12.37
20.02,15.64
16.23,16.19
13.81,17.62
14.17,21.15
16.9,24.86
20.91,20.84
26.69,8.98
16.22,10.65
9.35,7.02
8.03,4.64
7.51,2.29
7.83,2.93
8.78,2.54
9.75,6.48
11.7,12.15
12.4,11.72
11.39,20.19
10.5,28.42
10.98,33.28
12.25,21.87
13.61,14.02
14.62,13.66
13.1,9.0
11.32,9.34
10.07,9.77
9.48,10.3
9.5,6.44
9.7,5.05
9.5,4.36
9.89,4.43
10.02,4.89
10.46,5.497692307692308
9.82,3.6781249999999996
8.7,3.0324999999999998
7.54,2.2800000000000002
6.91,8.55
7.9,7.17
8.8,6.57
8.6,7.55
8.66,5.36
6.76,5.74
6.81,10.03
7.21,9.56
6.63,6.08
6.11,6.07
6.3,4.8
6.55,4.61
6.98,4.56
6.68,1.89
6.54,3.93
6.53,4.99
6.97,4.18
7.12,4.88
6.35,1.0
6.05,5.375384615384615
6.11,4.514615384615385
5.72,0.87
5.43,3.07
5.5,2.2223076923076923
5.48,2.3615384615384616
5.64,2.71
3.71,3.68
7.46,5.06
10.44,6.3
11.34,7.87
7.88,9.02
7.74,3.71
8.1,4.54
6.67,1.02
6.11,21.83235294117647
6.18,19.4025
5.94,9.11
6.01,10.66
5.98,8.0
6.03,4.79
6.09,1.08
6.31,0.83
6.26,2.06
6.12,6.736923076923077
6.15,3.09
6.21,3.29
5.92,2.98
5.82,0.89
5.79,1.2
5.93,0.87
6.61,4.59
8.36,6.09
12.55,10.65
18.8,12.03
17.98,9.86
11.86,5.1
9.71,5.87
8.09,6.32
7.01,3.97
6.91,2.85
6.41,9.8
5.95,13.7
5.92,5.82
6.11,2.21
6.04,8.052666666666665
6.1,0.71
6.23,6.285625
6.72,5.392
6.33,1.63
6.26,1.45
6.17,1.14
6.495,1.82
6.054374999999999,1.12
7.59,2.7505882352941176
6.09,3.21
7.16,5.2
9.38,6.74
10.96,9.19
12.22,6.75
13.51,11.06
13.33,11.96
11.0,12.77
10.65,8.92
10.08,13.83
9.15,9.75
7.79,8.48
7.53,5.49
7.7,4.59
1.45,3.12
6.03,2.93
5.96,3.89
6.36,1.79
6.72,3.0
6.87,2.9
5.77,0.72
5.73,2.1946153846153846
5.81,2.496428571428571
5.76,1.51
5.74,0.75
6.33,5.07
7.19,9.55
8.84,13.51
13.17,24.72
20.29,43.75
23.94,37.95
25.72,37.03
29.12,34.45
28.53,23.56
24.7,17.98
18.31,13.91
14.67,7.82
13.46,5.74
13.11,6.73
11.58,5.17
10.84,5.58
8.06,6.21
8.13,3.6
7.42,2.77
6.87,3.93
6.61,1.79
6.22,0.64
5.94,3.81
6.01,2.62
6.7,10.61
7.46,10.75
9.84,11.92
14.07,14.94
17.88,16.23
18.31,19.9
18.39,40.21
17.5,90.06
17.7,48.84
16.68,33.96
14.93,18.16
14.87,10.16
13.6,7.78
11.7,6.6
10.13,6.26
9.25,5.21
8.21,8.98
9.0,6.07
8.85,4.07
7.3,3.74
6.49,4.52
6.1,4.02
6.43,3.73
7.51,5.41
7.71,9.17
8.08,13.51
9.92,21.04
16.02,20.85
22.83,19.72
24.29,29.79
23.32,50.69
22.3,55.62
20.79,51.82
21.09,50.49
18.47,41.65
14.52,29.44
12.25,15.24
11.37,9.84
10.93,6.25
8.82,6.89
8.79,5.27
8.26,6.98
6.99,5.19
6.64,3.44
6.31,3.19
6.36,4.02
6.53,3.12
8.21,5.19
10.74,7.68
10.8,12.17
14.25,14.04
16.35,17.54
17.52,17.28
16.32,12.31
14.39,8.95
12.95,4.12
10.9,5.74
9.15,9.59
8.49,10.6
7.68,7.87
7.58,8.12
7.93,7.1
7.25,5.92
7.26,3.95
7.44,4.35
8.08,4.87
8.19,6.54
7.44,4.85
7.59,5.11
6.67,1.5
6.15,2.6
7.16,3.33
7.94,5.62
8.36,14.86
10.68,25.33
16.0,35.75
21.96,35.65
28.65,21.98
37.57,20.52
36.93,33.18
26.34,34.09
17.51,25.86
12.46,18.88
9.62,20.5
11.19,18.48
19.29,16.9
20.96,17.1
18.57,13.87
18.13,9.2
15.41,6.76
10.89,4.41
8.85,0.22
9.49,3.229375
8.25,3.35
7.54,3.02
8.32,5.83
9.16,9.58
10.44,8.97
14.02,12.36
18.19,13.24
17.22,11.26
14.7,10.34
13.23,8.11
11.07,5.09
9.47,5.64
8.52,6.96
8.15,5.11
7.14,4.15
6.69,2.73
6.65,1.47
6.59,2.65
6.05,3.3
6.08,1.9
6.32,5.170588235294118
6.24,4.542
3.87,3.511764705882353
6.35,10.3925
5.95,2.8673333333333337
6.01,1.32
6.66,2.0
8.2,4.86
9.89,7.33
13.46,7.63
17.61,6.48
18.77,9.15
19.49,5.47
17.04,3.39
12.9,5.29
9.3,8.63
7.98,4.0
7.02,5.35
6.74,2.17
6.63,2.59
6.35,2.88
6.29,2.27
6.54,1.85
6.19,0.82
6.2,2.91
6.6,4.540588235294117
7.6,0.8
7.13,0.58
6.37,0.19
6.26,1.57
6.126875,4.81
6.9662500000000005,6.85
7.555000000000001,13.2
9.380555555555555,17.98
12.072777777777778,25.7
14.500555555555557,10.7
15.045,4.75
14.771666666666667,3.57
14.305882352941177,4.27
13.054705882352941,2.74
11.714117647058822,3.15
10.298235294117648,3.77
9.214117647058824,1.82
8.658823529411764,2.7
8.803529411764705,0.22
8.202941176470588,5.598
7.57235294117647,0.91
6.815294117647059,1.11
6.7,4.11
7.29,4.5
6.3,4.18
6.12,2.92
6.0,1.6
6.03,4.07
6.55,4.26
7.32,6.75
7.75,6.36
9.73,16.97
16.56,27.52
20.96,28.73
22.37,36.64
22.2,40.17
19.16,29.04
16.01,19.04
12.83,11.71
10.7,7.89
9.86,10.07
9.39,9.05
12.56,6.27
10.91,4.23
10.19,6.88
7.48,6.5
7.12,4.14
7.03,4.25
7.05,3.26
6.51,3.73
5.83,2.32
6.01,1.02
6.39,4.34
6.96,7.15
7.49,12.45
9.45,17.93
12.62,27.19
18.12,30.13
24.53,33.19
27.13,29.44
30.47,27.83
35.69,24.57
31.0,18.62
29.46,15.44
28.23,13.52
25.51,14.81
21.23,12.4
15.93,8.18
12.21,9.25
9.84,11.32
8.8,14.25
9.63,8.24
7.06,6.02
6.19,4.67
5.422777777777777,2.84
5.667647058823529,4.92
5.87,7.28
6.602352941176471,11.93
7.86,15.84
9.82,13.94
14.24,17.98
14.16,16.88
11.07,11.75
8.64,8.08
6.19,6.45
3.69,3.56
6.2,5.36
6.19,5.02
6.15,5.09
6.37,6.58
6.43,4.12
6.36,4.85
6.88,6.14
7.92,4.22
7.97,5.75
8.48,3.59
7.6,4.1
7.02,3.62
6.15,2.62
6.13,1.09
7.63,4.37
8.51,6.3
8.77,11.77
11.87,11.789444444444445
14.19,13.53
13.54,10.26
12.43,8.47
10.35,6.93
11.15,4.96
9.829411764705881,6.29
8.711176470588235,4.31
7.998823529411764,7.71
7.598823529411764,6.0
7.523529411764707,3.61
7.948235294117647,5.34
7.621176470588235,3.79
7.0217647058823545,7.03
6.40764705882353,7.71
4.57,4.92
7.09,5.13
10.19,5.65
10.92,5.12
8.23,3.69
7.37,5.08
8.37,5.94
10.07,10.48
14.97,6.39
17.37,7.08
16.58,8.1
22.45,8.0
18.7,6.44
12.82,6.94
8.11,8.05
6.51,6.12
6.67,4.5
6.43,4.54
6.38,3.66
6.52,4.15
6.25,3.9
6.73,3.19
6.96,3.87
3.6,4.42
7.62,4.86
8.14,5.2
7.5,3.75
7.67,3.96
6.7,2.86
6.38,4.46
6.35,4.18
6.25,3.79
6.03,4.61
6.22,5.41
6.64,9.8
7.68,7.01
8.25,5.79
7.77,5.2
7.78,4.77
6.79,0.39
6.05,6.294615384615384
5.62,6.168461538461538
5.5,5.741428571428571
5.44,5.8976923076923065
5.45,0.5
5.51,0.25
5.54,5.19
5.56,2.25
5.89,1.69
6.01,1.67
