IHBAS-CPCB,Shadipur-CPCB
0.54,1.82
0.46,8.09
0.48,9.25
0.71,5.85
1.27,6.88
0.97,6.79
0.67,6.519166666666667
0.7,6.743
0.57,3.495
0.48,6.47
0.46,10.82
0.94,9.46
1.84,6.2
2.25,11.92
2.2,16.21
1.29,23.59
1.15,19.16
1.22,15.57
1.18,23.83
1.2,15.26
1.43,8.92
1.5,10.25
1.41,9.71
1.26,15.48
1.12,21.99
1.13,12.55
1.19,10.51
1.77,9.1
2.38,8.387857142857142
1.81,7.146249999999999
1.17,5.510909090909091
0.72,7.23
0.53,2.17
0.27,4.574999999999999
0.51,5.532307692307693
0.97,2.58
1.82,10.5
2.34,15.99
3.28,15.51
4.26,27.03
5.45,57.24
5.24,40.12
2.17,19.51
1.21,18.57
0.99,10.87
0.85,9.5
0.69,3.95
0.5,5.21
0.49,5.18
0.56,18.295294117647057
0.62,8.69
0.95,5.34
0.67,6.71
0.9,6.24
0.97,6.80923076923077
0.67,6.485
0.49,2.29
0.69,4.1755555555555555
0.9,6.71
1.19,3.61
1.64,12.16
2.4,17.62
3.12,19.25
5.73,24.56
3.75,31.13
1.05,21.35
0.52,13.13
0.71,11.98
0.63,7.7
0.85,9.15
0.88,11.27
0.92,11.17
1.0,13.12
1.33,16.28
1.92,17.24
2.69,17.35
3.09,15.48
3.29,12.19
3.8,8.95
1.6,6.13
0.86,3.92
0.64,10.7
0.72,10.09
0.94,13.0
1.18,18.41
1.75,24.19
2.26,29.25
2.37,18.52
2.66,25.81
2.08,17.73
1.34,12.39
1.18,9.04
1.73,0.23
1.33,1.73
0.94,9.98
0.83,10.12
1.13,6.33
1.8,3.35
1.34,0.23
1.38,5.21
1.66,6.91
1.59,10.0
1.47,7.62
1.26,11.43
0.7837500000000001,3.85
0.55,6.2316666666666665
0.48,5.5825000000000005
0.54,6.33
0.94,13.08
1.54,15.34
1.83,14.49
1.45,16.12
1.28,12.07
1.33,13.04
1.02,18.09
0.78,7.63
0.42,5.52
0.39,16.923333333333332
0.55,1.68
0.86,4.14
0.73,4.42
0.61,4.06
0.86,0.22
0.77,12.490714285714285
0.89,8.954166666666666
1.02,3.37
0.74,0.22
0.61,6.795714285714285
0.44,4.515714285714286
0.44,7.574999999999999
0.7,5.2575
0.67,8.9
1.706470588235294,23.93
2.408888888888889,31.94
3.235,21.09
4.2811111111111115,9.68
1.75,15.12
2.53,8.09
1.08,6.72
0.71,7.12
0.62,12.17
0.69,15.11
1.16,15.68
1.7,11.86
1.31,9.2
0.98,8.99
1.02,17.4
1.01,6.67
1.02,2.38
1.02,8.64
0.98,0.28
0.45,6.027777777777778
0.45,4.6987499999999995
0.42,6.848333333333333
0.66,5.6866666666666665
0.97,1.87
2.84,5.27
4.42,14.99
6.12,22.96
7.84,30.31
7.67,36.81
6.32,52.53
6.17,37.55
6.05,25.35
4.44,14.14
3.14,11.76
2.93,14.64
2.6,18.76
2.19,12.85
1.99,17.4
1.93,19.95
2.06,20.43
2.17,11.13
2.0,8.72
1.77,2.24
1.33,3.58
0.84,3.79
0.76,6.10875
0.95,5.644444444444444
1.41,7.82
2.83,12.59
3.24,42.32
4.8,82.85
8.15,95.17
12.86,81.57
15.9,69.0
18.01,68.63
16.13,68.89
16.49,72.59
18.73,52.76
19.22,57.1
18.55,66.04
17.51,57.95
7.98,53.35
12.21,35.86
6.83,25.7
3.88,15.74
2.15,11.33
2.06,9.45
1.97,6.37
1.02,4.67
0.47,5.823333333333333
0.61,3.98
1.01,11.65
2.82,13.7
5.84,22.38
7.52,34.59
9.71,95.93
12.26,87.93
13.09,73.8
14.09,45.12
15.01,49.81
13.24,53.03
10.98,42.16
8.67,42.74
6.17,29.95
3.96,17.81
2.86,31.11
2.6,38.95
3.55,33.94
3.65,13.75
2.33,10.16
1.8,7.37
1.71,7.23
0.85,5.85
0.54,1.97
0.68,0.68
1.04,3.62
2.38,8.92
2.28,16.31
3.43,25.09
3.81,15.73
2.9,12.58
2.22,22.88
1.67,10.52
1.08,8.45
1.01,6.61
1.18,17.937499999999996
0.91,3.83
0.79,7.74
0.94,14.567692307692308
0.96,16.266666666666666
0.76,14.045333333333335
0.73,13.469166666666666
0.9,10.090833333333334
0.94,1.94
0.8,5.62
0.68,5.6
0.46,8.86
0.52,11.16
0.77,0.74
0.89,1.41
2.58,15.38
3.66,30.61
5.01,47.95
10.81,59.08
14.0,30.55
16.42,16.39
12.82,8.43
7.58,2.28
5.85,19.361538461538462
4.24,3.0
2.461666666666667,10.57
2.63,0.61
2.12,1.55
1.29,2.53
1.8605555555555557,1.97
0.39,15.050999999999998
0.78,10.266666666666667
0.52,7.217692307692308
0.7,5.067692307692308
0.81,7.390000000000001
0.47,4.8075
0.36,4.417142857142857
0.42,3.91875
0.64,8.59
0.89,11.99
1.5,20.57
1.86,24.83
2.12,23.68
2.01,26.04
1.81,15.73
1.39,11.44
0.6,9.35
0.53,3.62
0.54,9.92
0.52,5.87
0.51,0.67
0.54,18.551818181818184
0.53,3.17
0.53,5.71
0.65,7.74
0.81,4.17
0.53,2.55
0.42,4.1454545454545455
0.45,6.167142857142857
0.43,4.836
0.45,5.034
0.51,3.06
0.6,5.615625
0.67,3.05
0.77,0.68
0.81,9.82
0.69,6.15
0.67,4.58
0.58,30.478749999999998
0.48,26.177142857142858
0.35,21.70285714285714
0.31,2.28
0.38,21.78454545454545
0.37,21.363333333333333
0.36,19.964166666666667
0.41,1.32
0.47,6.29
0.61,3.87
0.58,8.23
0.53,9.70375
0.42,5.92
0.32,0.96
0.29,3.68
0.22,5.026666666666666
0.25,4.698571428571428
0.24,2.835555555555555
0.33,6.316666666666666
0.4,8.62
1.14,8.6
2.37,12.04
1.85,7.4
1.46,28.801764705882352
1.28,30.627333333333336
0.68,26.199999999999996
0.44,21.340000000000003
0.35,22.22461538461539
0.26,20.65083333333333
0.42,20.389166666666664
0.34,17.81846153846154
0.33,16.821818181818184
0.37,21.41181818181818
0.35,16.300833333333333
0.27,16.13111111111111
0.25,11.127142857142857
0.3,6.325454545454547
0.38,5.505454545454546
0.845,5.751
0.5222222222222221,3.5175
0.27,5.14
0.23,3.92
0.27,0.82
0.65,10.37888888888889
1.4,7.47
1.66,9.86
1.33,7.38
0.83,8.47
0.61,0.81
0.61,27.059166666666666
0.48,22.200000000000003
0.52,19.26615384615385
0.48,20.255454545454544
0.3,21.138181818181817
0.23,17.19153846153846
0.35,19.795000000000005
0.44,19.405
0.5,15.460833333333333
0.61,14.972222222222221
0.79,9.545714285714286
0.77,2.96
0.8916666666666667,0.77
0.8273333333333334,6.688571428571429
0.44,2.96
0.44,2.9
0.6,0.95
0.91,2.62
1.71,9.9
2.07,22.38
2.81,26.82
4.27,41.58
6.56,74.4
7.88,90.16
8.91,72.23
8.33,46.9
6.66,48.04
4.51,40.7
3.85,37.95
3.86,42.45
3.39,45.53
2.91,68.89
4.23,43.02
2.45,22.87
0.77,20.77
1.88,13.62
1.78,10.96
1.32,7.4
1.15,1.84
0.77,4.0
0.66,3.89
1.5,12.54
2.96,12.76
3.2,33.84
2.9,30.34
3.06,35.94
0.81,21.43
1.71,18.94
1.49,16.08
1.62,15.29
1.89,17.33
1.19,18.89
1.15,11.89
0.84,4.36
1.11,11.741
0.91,13.559166666666664
0.71,10.664166666666668
0.55,9.783333333333331
0.25,10.545714285714286
0.33,6.471818181818182
0.37,5.814444444444444
0.33,5.054285714285714
0.25,3.704285714285714
0.3,5.6933333333333325
0.44,4.497777777777778
0.55,10.11
0.86,9.43
1.65,10.42
1.61,11.18
1.5,9.83
1.35,2.34
0.94,18.387333333333334
0.77,16.929230769230774
0.36,13.173846153846153
0.33,11.259166666666667
0.3,11.720833333333331
0.36,14.643
0.47,11.03416666666667
0.46,11.230833333333331
0.51,12.775384615384613
0.53,9.76769230769231
0.54,9.052000000000001
0.7,8.61
0.86,5.478181818181818
0.83,3.61
0.58,9.31
0.41,3.8266666666666667
0.36,3.8033333333333332
0.41,5.418333333333334
0.86,7.433846153846153
1.79,7.16
2.71,13.59
3.19,27.23
4.41,35.41
6.6,37.23
8.4,33.61
9.11,24.09
10.34,19.28
10.19,13.23
6.35,19.35
4.68,23.06
4.99,26.2
6.03,24.78
5.13,25.56
3.04,18.22
1.58,8.42
0.58,9.407142857142857
0.83,2.04
0.69,4.168749999999999
0.54,5.365
0.48,2.893333333333333
0.17,4.2675
0.46,4.2733333333333325
0.56,2.85
1.24,2.14
1.72,10.41
1.01,11.83
0.96,12.61
0.74,7.4
0.5,3.08
0.54,16.38153846153846
0.59,14.271666666666667
0.4,11.705000000000004
0.48,15.368888888888888
0.61,18.655714285714286
0.39,13.780000000000001
0.32,16.113999999999997
0.32,16.776363636363637
0.32,12.947
0.28,9.94875
0.33,9.013333333333334
0.45,5.023
0.58,3.7288888888888883
0.45,5.365
0.36,2.893333333333333
0.41,3.7700000000000005
0.43,3.431666666666666
0.47,7.01923076923077
1.13,4.51
3.18,10.14
3.19,9.97
1.95,9.74
2.48,11.26
3.11,12.12
2.14,7.22
0.76,12.67
0.6,6.99
0.47,3.38
0.58,16.26
0.69,1.1
0.81,5.11
0.95,4.21
0.99,1.79
0.91,11.454285714285716
0.76,10.29
0.87,5.9437500000000005
0.72,5.221111111111112
0.72,5.123333333333333
0.56,2.524
0.59,5.03
0.69,4.67
1.0,17.39
1.24,14.76
2.33,20.29
4.2,25.55
3.5,10.69
0.72,21.323749999999997
0.64,21.373333333333335
0.42,22.7
0.77,18.135384615384616
0.9,15.9425
0.99,17.777
1.07,21.315
0.81,2.98
0.72,1.8
0.66,1.85
0.79,2.1
0.9,11.87125
0.86,8.908571428571427
0.96,2.17
1.05,5.7775
1.04,6.043333333333334
0.68,3.88
0.57,3.618
0.79,6.56
0.87,4.92
1.54,5.85
3.33,10.79
3.73,16.83
3.64,21.67
4.47,19.58
3.15,18.39
1.95,12.03
1.25,9.16
1.21,10.1
0.98,12.61
0.89,13.6
0.95,6.84
0.93,6.44
0.41,10.61
0.68,11.95
1.21,9.95
0.96,4.5
1.01,6.116666666666667
0.73,6.04375
0.56,5.588571428571428
0.35,2.5371428571428574
0.32,3.2883333333333327
0.21,4.162
0.64,7.976000000000001
1.02,9.32
1.64,18.13
2.358888888888889,15.42
2.457222222222222,21.76
2.0505555555555555,25.29
1.7144444444444444,18.37
1.4072222222222224,12.68
1.3655555555555556,13.38
1.3216666666666665,3.55
1.028888888888889,4.78
0.9083333333333334,12.182500000000001
0.9770588235294118,9.198000000000002
1.0994444444444444,2.64
1.0888888888888888,7.5
0.23,1.62
0.76,0.85
1.14,6.37
0.59,4.67
0.47,8.38
0.61,1.07
0.43,3.932
0.55,5.928571428571429
0.64,5.1899999999999995
1.28,8.625333333333334
1.56,5.21
1.93,12.57
1.12,18.593888888888884
1.09,0.79
1.49,3.34
1.12,2.1
0.96,6.93
1.02,8.74
1.28,4.4
0.96,9.56
1.04,10.77
1.49,11.32
1.89,16.69
3.47,17.63
3.45,18.34
1.51,11.81
1.82,12.09
1.58,6.58
1.09,4.33
0.63,4.944999999999999
0.44875,2.944
0.41,3.438
0.8,5.65625
1.18,7.91
1.95,10.2
1.35,13.48
1.63,12.84
1.32,4.27
1.44,10.34
1.38,8.94
1.13,5.06
0.86,12.598749999999999
0.74,10.052307692307693
0.8,13.273
0.55,12.356666666666667
0.36,8.711666666666668
0.35,9.901818181818182
0.39,1.76
0.39,8.423076923076923
0.36,8.75875
0.53,7.15625
0.57,4.199999999999999
0.58,4.12
0.44,2.396666666666667
0.35,2.7175
0.38,3.438
0.35,5.22625
0.6666666666666667,5.84
1.1347058823529412,4.87
1.16,1.25
1.28,9.32
1.34,12.51
1.12,4.5
0.86,13.35
0.55,7.91
0.54,6.89
0.59,4.59
0.52,12.233749999999999
0.46,13.031666666666666
0.49,8.017777777777777
0.73,8.518
0.76,8.540000000000001
0.62,8.803636363636365
0.67,8.60125
0.85,6.604444444444444
0.9,5.107777777777778
0.66,3.2222222222222223
0.54,2.7175
0.5,2.7175
0.45,3.161666666666667
0.43,3.26
0.45,9.48
0.82,10.81
1.51,9.68
1.54,10.64
2.95,7.09
1.82,15.290625
0.93,15.2975
0.67,17.479333333333333
0.62,1.87
0.59,11.120833333333332
0.45,10.459090909090907
0.37,12.559999999999999
0.45,9.075454545454546
0.64,7.595454545454545
0.62,9.168181818181818
0.72,8.819090909090908
0.66,10.620000000000001
0.48,8.026250000000001
0.61,5.01625
0.52,4.6
0.47,4.88
0.36,2.06
0.31,2.42
0.41,3.29
0.45,9.94
0.66,14.56
1.48,11.23
2.32,15.93
1.8,9.5
1.47,0.83
0.9,3.21
0.61,21.453076923076917
0.65,1.77
0.65,1.31
0.65,5.49
0.58,6.44
1.06,3.98
1.18,14.76125
0.76,12.879
0.69,11.587
0.68,10.735
0.36,2.66
0.9,1.06
0.83,4.595999999999999
0.6553333333333333,3.6120000000000005
0.460625,2.9114285714285715
0.43,2.8500000000000005
0.6,6.99
0.83,6.58
1.71,4.52
3.65,9.4
3.35,14.18
2.16,17.03
1.68,16.79
0.89,19.09
0.82,13.05
0.77,9.31
0.79,9.29
0.76,16.72
0.8,16.6
0.97,16.29
1.29,13.28
1.07,12.84
0.91,9.72
1.36,7.08
1.26,8.45
1.62,8.51
1.18,4.98
0.82,1.24
0.7,2.3
0.49,3.98
0.6,1.45
0.92,10.29
1.69,11.76
3.0,17.17
3.22,25.58
3.69,27.19
2.96,24.38
2.02,14.89
1.24,17.3
1.93,8.75
1.24,9.889090909090909
0.97,12.557142857142855
0.78,9.408750000000001
0.72,9.1675
0.64,9.336666666666666
0.58,2.5
0.63,6.0
0.82,3.6
0.89,10.55
0.97,6.85
1.05,1.2
0.95,4.375
0.51,0.94
0.4,1.55
0.38,4.39
0.3,9.63
0.63,17.31
1.7,19.12
1.76,18.2
1.86,23.2
1.77,11.69
1.45,4.15
0.86,10.85
0.6,4.46
0.46,9.27909090909091
0.57,9.758888888888889
0.93,9.722222222222223
0.6,9.616666666666667
0.54,10.1775
0.6,9.099
0.69,10.625
0.72,7.858750000000001
0.62,7.073333333333333
0.67,4.38
0.62,3.87125
0.48,4.943333333333333
0.36,3.99
0.29,4.21
0.34,14.05
0.58,6.46
0.69,15.25
1.7,13.21
2.56,15.27
2.96,17.48
3.14,20.03
2.94,16.75
1.6358823529411766,78.46
1.665294117647059,62.96
1.236470588235294,47.97
1.021764705882353,30.22
0.954705882352941,15.1
0.951764705882353,15.93
1.0076470588235293,19.05
0.8870588235294119,15.86
0.7776470588235294,18.32
0.68625,20.62
0.5761111111111111,8.46
0.6529411764705882,3.4699999999999998
0.5994117647058823,3.8383333333333334
0.5159999999999999,4.069999999999999
0.39882352941176474,1.8240000000000003
0.35,3.2600000000000002
0.54,1.82
0.27,2.13
0.43,9.706111111111111
0.46,13.963333333333331
0.43,5.95
0.42,8.6
0.41,10.13
0.59,9.22
0.74,10.98
0.67,7.66
0.75,2.81
0.47,13.034285714285716
0.23,12.705714285714288
0.17,11.47625
0.16,8.985
0.17,8.855555555555554
0.19,8.93
0.24,8.572857142857142
0.2,5.412857142857143
0.2,1.57
0.21,0.15
0.3,4.005
0.48,1.8240000000000003
0.69,1.78
0.41,2.01
0.29,4.34
0.77,0.2
0.85,14.7
3.13,21.84
4.34,18.72
8.66,12.62
2.35,21.42
5.91,19.3
6.79,16.48
1.19,10.66
2.15,2.24
2.92,9.17
2.58,9.7
1.72,0.24
0.88,7.775555555555554
1.18,2.13
0.55,9.02
0.48,6.07
0.63375,3.9400000000000004
0.5856250000000001,7.98
0.5306666666666667,4.5
0.32,1.88
0.48,2.22
0.38944444444444437,5.187
1.16,6.4
1.27,11.59
1.22,34.08
2.09,16.49
1.56,7.19
2.07,14.04
1.57,12.95
1.23,15.71
0.88,15.66
0.79,0.26
0.92,14.278571428571428
0.93,14.245714285714286
0.94,10.846250000000001
0.78,7.88875
0.84,4.89
1.03,9.83
0.6046666666666667,6.27
0.82,0.23
0.94,3.6075
0.82,3.0160000000000005
0.8,3.8675
0.53,2.3166666666666664
0.46,3.38
0.41,4.475833333333333
0.56,4.98
0.61,8.54
0.78,8.69
1.64,4.33
2.08,3.8
1.34,19.802
0.68,18.866
0.45,22.788571428571426
0.48,17.074285714285715
0.34,16.930000000000003
0.29,18.456666666666663
0.3,18.188888888888886
0.38,15.023333333333337
0.31,12.944444444444443
0.31,13.957000000000003
0.35,11.92909090909091
0.37,11.131428571428572
0.35,8.826666666666666
0.29,6.452
0.32,5.054
0.27,7.99
0.23,0.25
0.24,3.3855555555555554
0.32,7.11
0.38,12.31
0.57,14.5
0.91,9.2
1.23,9.17
0.91,5.81
0.78,16.899999999999995
0.77,14.952857142857143
0.39,17.790714285714287
0.27,13.615
0.2,13.886000000000001
0.18,13.478750000000002
0.17,11.44375
0.22,10.673749999999998
0.33,8.442499999999999
0.31,7.573333333333333
0.38,7.842222222222222
0.41,7.8116666666666665
0.43,6.678
0.31,3.08
0.38,4.155
0.31,4.170000000000001
0.29,1.5333333333333334
0.28,6.66
0.26,6.84
0.31,11.12
0.47,14.96
0.78,13.14
1.4605882352941177,15.84
1.6464705882352941,14.15
1.8138888888888889,13.82
1.2688235294117645,10.5
1.174375,11.11
1.1425,6.25
0.748125,13.6
0.6375,10.23
0.68875,16.17
0.7406666666666665,20.55
0.733125,14.12
0.90375,5.85
0.8868750000000001,12.32
0.5478571428571428,7.53
0.39,6.926666666666667
0.53,1.71
0.85,3.6100000000000003
0.69,1.74
0.49,1.9275
0.34,3.4899999999999998
0.42,5.443
0.57,9.68
1.09,12.8
1.49,13.89
1.89,21.21
1.95,15.79
2.08,19.7
1.93,21.75
0.9,14.82
0.79,15.94
0.85,19.28
0.83,20.7
0.93,18.09
0.86,13.69
1.04,10.7
1.11,6.32
0.83,8.14
0.86,7.993333333333333
0.45,4.345000000000001
0.47,1.7733333333333334
0.42,3.5575
0.36,3.68
0.32,1.24
0.34,3.346
0.36,4.171250000000001
0.47,1.9
1.13,14.9
1.43,27.19
2.14,23.14
1.75,19.25
1.46,17.26
1.45,13.49
0.8,12.57
0.94,2.13
0.8,7.989999999999998
0.77,10.091666666666667
0.66,11.848333333333334
0.74,7.84
0.66,6.22
0.89,9.004444444444443
0.7,7.968000000000001
0.19,5.29
0.16,2.59
0.17,8.593333333333334
0.18,6.530000000000001
0.15,3.68
0.1,1.24
0.09,3.346
0.1,4.34
0.11,6.772
0.21,10.945294117647059
0.52,9.14
1.18,8.7
1.18,20.32
1.48,18.97
1.82,15.35
3.7,12.18
3.86,15.18
3.44,17.64
1.44,14.35
1.12,18.15
1.44,3.65
1.85,2.56
2.69,8.69
1.78,5.09
0.62,4.826666666666667
0.35,2.105
0.43,1.71
0.35,4.0325
0.35,3.3566666666666656
0.2,1.4449999999999998
0.14,3.733333333333333
0.37,4.6899999999999995
0.37,8.284666666666665
0.48,12.94875
0.64,16.426470588235293
0.54,14.574117647058825
0.39,12.39
0.31,13.265
0.25,12.049090909090909
0.21,10.597777777777777
0.15,8.288
0.14,7.62
0.17,10.35
0.18,11.593333333333334
0.2,6.605555555555556
0.17,6.275555555555556
0.22,7.4944444444444445
0.31,7.267777777777779
0.5133333333333333,4.826666666666667
0.26,2.29
0.36,2.2424999999999997
0.32,1.775
0.02,2.6900000000000004
0.16,1.9066666666666665
0.07,3.74
0.17,0.36
0.21,3.38
0.28,7.43
0.43,4.3
1.8658823529411765,4.07
1.781764705882353,13.548125
0.29,14.63846153846154
1.2382352941176469,13.455833333333333
0.9,11.200000000000001
0.8358823529411764,9.283636363636363
0.736470588235294,9.484444444444444
0.5347058823529411,13.035
0.49764705882352944,14.023750000000001
0.5543750000000001,8.173
0.5888235294117647,7.7620000000000005
0.6641176470588236,8.887777777777778
0.6282352941176469,8.605555555555556
0.56375,6.3100000000000005
0.4883333333333333,5.6433333333333335
0.27,5.109999999999999
0.3,2.8433333333333337
0.22,2.4
0.13,1.59
0.18,2.33
0.2,1.68
0.24,2.25
0.32,8.3
0.47,4.81
0.39,4.72
0.41,0.35
0.33,15.359285714285715
0.27,13.42
0.35,10.556666666666667
0.44,7.8374999999999995
0.55,8.5875
0.44,9.687142857142858
0.47,9.442857142857145
0.47866666666666663,7.777777777777778
0.42,7.419
0.46,7.997
0.45,7.314444444444444
0.29,4.132
0.36,7.170000000000001
0.38,3.4575
0.39,1.98
0.33,0.49
0.17,1.0266666666666666
0.12,3.8240000000000003
0.16,8.29
0.23,8.91
0.46,12.4
0.74,18.87
1.36,16.95
2.02,15.57
1.42,5.23
1.07,11.42923076923077
0.7,2.52
0.42,8.56
0.43,4.51
0.3,7.39
0.38,2.14
0.53,2.06
0.6,9.39
0.96,9.89
0.96,12.43
0.48,0.68
0.26,7.95
0.26,2.963333333333333
0.23,3.2800000000000002
0.37,3.0
0.17,2.0433333333333334
0.1776470588235294,3.7800000000000002
0.27611111111111114,5.26
0.39222222222222214,10.51
0.63,25.57
1.52,27.75
2.12,20.17
2.71,13.69
2.12,13.15
1.22,10.88
0.7,10.12
0.83,9.42
0.63,0.83
0.3,11.491428571428571
0.52,8.10875
0.39,1.4
0.36,4.01
0.46,10.23
0.45,7.37
0.52,7.755000000000001
0.39,6.740000000000001
0.4,0.6
0.38,3.2275
0.32,3.42
0.23,1.07
0.26,3.6366666666666667
0.36,4.3428571428571425
0.46,4.747857142857144
1.18,4.11
2.89,27.01
3.64,20.06
4.09,12.38
5.04,13.25
2.71,13.99
0.48,5.66
0.45,1.92
0.43,3.53
0.36,8.233333333333333
0.21,7.524285714285713
0.2,1.86
0.29,9.65
0.77,12.44
1.44,5.73
1.15,4.598
1.18,3.98
0.9,8.223333333333334
0.5,4.99
0.34,3.42
0.17,1.07
0.13,3.1725000000000003
0.2,4.233333333333333
0.54,8.19
1.69,14.84
2.14,17.51
1.05,15.29
1.45,18.83
1.86,18.09
1.95,14.88
1.21,10.69
0.82,6.05
0.65,8.448888888888888
0.43,3.94
0.36,8.57
0.41,9.28
0.3,2.89
0.29,9.605454545454545
0.29,6.650909090909092
0.36,4.27
0.63,5.1066666666666665
0.4247058823529412,11.55
0.3341176470588236,1.57
0.7,0.54
0.28,1.52
0.17,3.1100000000000003
0.27,4.515
0.24,3.96
0.72,19.7
1.88,20.45
3.43,11.49
2.89,13.36
0.93,10.84
0.53,8.27
0.5,9.530909090909091
0.47,7.7525
0.33,5.623333333333333
0.4,6.247142857142857
0.15,6.07
0.14,5.1739999999999995
0.17,5.716363636363636
0.22,9.664545454545454
0.21,8.212
0.22,4.67
0.26,3.6420000000000003
0.2,7.0475
0.17,6.2
0.2,3.42
0.18,1.07
0.22,3.6366666666666667
0.33,4.555555555555555
0.52,5.27
0.9,6.19
2.12,11.46
2.33,7.74
1.16,5.84
0.69,7.81
0.79,0.53
0.29,10.066666666666668
0.33,7.953333333333333
0.33,5.842222222222222
0.36,8.4625
0.33,7.686666666666667
0.3,6.054545454545454
0.33,6.131538461538461
0.46,9.710833333333335
0.41,7.54909090909091
0.38,4.832
0.4,5.9425
0.33,8.91
0.25,5.956
0.21,3.8980000000000006
0.09,0.7966666666666667
0.15,3.716666666666667
0.18,4.336
0.32,7.64
0.67,10.75
2.52,9.71
3.56,15.86
3.59,15.3
2.08,14.73
1.23,13.85
0.79,7.26
0.6,2.42
0.36,5.186666666666666
0.31,6.956250000000001
0.39,1.47
0.44,4.02
0.4,4.12
0.49,7.87
0.38,7.403333333333333
0.33,4.271428571428571
0.49,7.78
0.32,0.6
0.24,5.24
0.2,9.23
0.13,0.55
0.12,4.84
0.14,5.98
0.21,3.99
0.53,8.58
0.84,11.39
1.38,22.0
3.16,20.95
4.05,22.75
2.1,18.84
0.53,11.22
0.44,9.27
0.27,2.67
0.24,2.98
0.27,0.54
0.33,6.11
0.36,7.1
0.45,17.24
0.63,15.19
0.6,5.28
0.6,5.1066666666666665
0.43,7.21
0.3,7.6066666666666665
0.26,3.8366666666666673
0.31,2.27
0.19,4.525
0.33,7.01
0.54,0.77
0.79,5.95
2.22,13.77
3.69,31.29
5.25,35.78
4.16,25.12
2.31,21.81
1.11,3.48
0.69,1.01
0.49,11.084
0.62,10.57
0.56,7.841000000000001
0.49,7.965454545454545
0.49,1.77
0.56,4.29
0.59,6.79
0.53,4.44
0.48,5.945
0.36,9.043333333333335
0.26,7.6066666666666665
0.295,4.885
0.2,0.55
0.22,4.84
0.26,3.565
0.39,1.73
0.65,8.84
1.42,11.29
2.21,21.69
5.28,27.42
6.57,18.48
4.98,9.96
1.77,13.31
1.01,14.13
0.81,10.18
0.62,5.64
0.55,7.37
0.67,9.81
1.15,3.52
1.5,12.71
0.5617647058823528,13.24
0.4527777777777777,6.68
0.4666666666666667,3.56
0.26,22.5
0.4,16.01
0.29,4.885
0.27,0.55
0.37,3.31
0.36,4.25
0.42,2.27
1.08,13.91
3.37,17.19
4.64,16.57
4.51,21.75
1.5,17.58
0.57,5.43
0.48,9.36
0.41,4.61
0.38,9.86
0.45,6.03
0.38,6.08
0.52,5.92
0.8511111111111112,7.41
0.9188888888888889,8.82
0.640625,0.76
0.77,6.1
0.91,5.67
0.86,9.043333333333335
0.54,7.700000000000001
0.59,4.756666666666667
0.53,1.2149999999999999
0.22,3.5300000000000002
0.3,3.914
0.41,13.35
0.65,8.22
1.64,11.7
2.41,14.65
3.05,17.56
3.06,14.0
1.05,7.27
0.52,9.410769230769231
0.46,8.497272727272728
0.36,7.538571428571428
0.29,8.611666666666666
0.32,7.398571428571428
0.21,7.5371428571428565
0.26,1.36
0.34,7.29
0.54,2.4
0.52,6.134
0.52,3.856666666666667
0.43,4.03
0.34,10.625
0.3,9.23
0.25,0.55
0.29,4.29
0.33,1.18
0.96,3.69
1.42,7.53
2.81,8.84
1.42,15.23
1.19,18.93
1.08,15.81
1.39,14.35
1.71,18.45
1.83,18.2
1.28,6.58
0.95,18.34
0.84,18.87
0.98,6.11
0.81,4.58
0.51,3.12
0.43,4.7
0.5,6.1
0.59,5.67
0.5,9.043333333333335
0.2594444444444444,10.625
0.23058823529411765,8.61
0.19444444444444448,0.7966666666666667
0.2011111111111111,3.585
0.41,1.15
0.59,7.09
1.1,9.86
2.08,16.3
2.74,12.16
2.77,13.66
1.7,12.51
1.42,17.71
1.16,9.77
0.42,4.05
0.38,5.76
0.4,6.42
0.42,1.51
0.46,13.49
0.68,14.11
0.86,8.68
0.82,7.13
0.69,8.0
0.68,5.67
0.81,9.043333333333335
0.4,7.743333333333335
0.27,4.86
0.29,0.55
0.43,5.75
0.53,4.957142857142856
0.9,3.83
0.75,4.93
0.39,12.612499999999999
0.38,14.572142857142861
0.41,15.989999999999998
0.22,13.70857142857143
0.27,15.117272727272729
0.29,1.11
0.17,2.78
0.15,7.00375
0.17,8.36875
0.13,7.5075
0.16,8.1925
0.44,5.935000000000001
0.59,7.959230769230768
0.73,7.192727272727274
0.29,5.435
0.24,3.56
0.17,9.413333333333334
0.25,16.01
0.24,1.74
0.15,
0.15,
0.16,3.7699999999999996
0.17,5.877999999999999
0.24,10.747272727272728
0.45,12.427499999999997
0.65,1.63
0.86,7.57
0.59,1.0
0.32,14.497272727272728
0.27,5.89
0.28,3.13
0.22,8.095714285714285
0.2,9.665
0.17,8.788333333333332
0.2,8.403333333333334
0.28,2.04
0.41,9.03
0.55,5.469
0.3,6.373333333333334
0.14,3.56
0.18,13.265
0.15,16.01
0.2,
0.17,
0.23,
0.19,2.1933333333333334
0.17,4.965
0.3,8.777777777777779
0.43,1.52
0.56,12.02
0.75,8.67
1.09,14.5
1.11,15.41
0.4,5.06
0.28,7.4510000000000005
0.27,7.387142857142856
0.3,8.731666666666667
0.32,8.178333333333333
0.32,7.928333333333334
0.4,1.79
0.45,10.02
0.52,3.4
0.41,6.863333333333333
0.33,3.77
0.28,13.265
0.28,16.01
0.27,
