IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
20.12,18.15,37.85,21.34,15.62,14.57,36.65,27.85,37.05,17.02,28.75,38.3,82.93,44.58,23.93,19.25,24.08,20.68,21.98,14.0,22.05,30.8,26.68,11.05,156.32,18.25,11.95,23.7
91.8,45.85,150.4,96.08,50.65,35.4,162.28,128.75,155.62,87.0,128.25,139.18,168.2,166.07,141.53,99.72,6.95,113.68,120.88,70.5,129.32,70.73,151.05,43.33,378.15,82.9,75.65,103.58
201.3,68.72,156.97,237.92,166.56,60.0,305.73,245.8,300.42,216.05,268.38,284.52,301.22,323.43,297.27,239.62,5.85,260.4,274.9,166.73,280.52,133.65,329.47,185.55,404.62,233.68,188.2,295.5
303.55,98.55,476.52,447.12,254.03,74.9,438.4,460.6,435.27,342.88,389.83,419.43,394.38,485.27,365.48,322.7,6.97,343.73,420.62,234.3,436.08,257.5,502.38,359.68,418.9,356.52,185.57,262.8
309.48,125.35,387.62,628.63,235.45,122.22,379.38,367.18,220.12,428.4,199.35,182.62,256.5,486.65,263.88,442.7,10.28,315.23,541.1,174.85,422.97,222.93,553.65,320.43,420.2,127.7,271.52,220.03
199.28,362.67,384.77,345.45,180.75,151.93,359.42,378.75,445.2,218.62,363.45,440.45,354.77,375.77,298.2,256.42,8.35,243.35,449.73,257.53,374.9,177.68,280.4,299.43,376.6,333.95,210.75,265.25
334.12,148.38,176.38,472.46,119.51,110.4,184.47,426.75,314.05,253.32,173.72,300.48,299.6,507.17,286.1,257.9,5.95,201.15,457.42,211.25,155.97,93.73,433.72,167.95,383.2,211.3,242.9,140.6
168.35,103.68,115.32,255.14,86.03,47.67,153.35,265.17,185.4,112.45,108.82,165.7,196.75,223.05,178.43,110.32,7.05,100.62,88.8,125.7,149.2,88.65,134.57,104.22,365.27,109.62,83.65,99.62
93.08,126.2,317.6,167.98,63.11,152.72,135.03,173.88,153.75,171.18,163.1,156.25,173.95,153.7,159.22,207.17,5.7,170.12,263.45,85.5,118.0,87.38,159.7,87.75,351.85,128.55,116.12,342.4
109.97,137.93,210.97,244.08,89.17,94.57,123.7,183.75,160.1,212.75,118.67,220.57,203.07,179.43,192.53,204.75,5.65,161.1,154.12,89.62,160.45,82.85,248.25,106.7,358.12,171.2,101.62,110.72
55.45,58.35,65.28,97.77,46.2,35.83,65.88,113.22,60.9,73.2,41.12,58.0,130.07,78.72,89.38,94.73,6.15,69.62,83.75,55.3,80.92,48.6,78.17,55.85,311.2,49.5,45.5,51.7
24.0,32.88,39.45,41.49,16.44,17.88,19.07,35.58,19.18,34.6,18.6,33.33,97.62,29.35,36.58,48.38,6.83,34.27,36.15,16.25,28.1,26.02,33.92,17.35,177.3,27.25,19.35,17.05
4.6,10.48,10.02,2.98,6.12,4.2,4.53,5.47,0.85,3.73,5.62,4.53,80.82,4.47,6.15,20.7,5.58,6.05,6.28,3.1,6.55,16.3,3.92,3.85,16.27,4.28,1.82,3.38
5.48,10.18,9.65,1.87,6.44,4.1,4.4,4.35,0.7,3.1,5.5,4.38,82.35,4.32,5.22,20.2,5.5,5.33,5.18,2.55,5.68,17.18,3.05,3.17,9.3,4.75,1.4,3.05
6.03,10.35,9.43,1.8,7.13,4.12,4.38,4.25,0.72,3.05,5.5,4.38,82.52,4.3,5.15,20.07,5.47,5.43,5.18,2.55,5.7,18.18,3.05,3.1,9.35,4.32,1.33,3.3
4.67,10.85,9.57,1.8,5.51,4.1,4.45,4.22,0.9,3.12,5.47,4.4,82.15,4.32,5.22,21.12,5.47,5.35,5.2,2.58,5.62,16.2,3.08,3.1,9.3,3.87,1.4,3.17
6.0,10.3,9.57,1.8,6.96,4.12,4.47,4.1,0.67,3.08,5.5,4.38,82.45,4.3,5.25,21.05,5.47,5.35,5.2,2.55,5.68,16.65,3.0,3.08,9.3,4.52,1.27,2.95
5.75,10.35,9.52,1.8,7.24,4.12,4.55,4.25,0.6,2.92,5.5,4.38,82.12,4.3,5.2,20.2,5.5,5.25,5.18,2.48,5.65,16.23,2.98,2.98,9.33,6.12,1.25,2.92
5.75,10.48,9.45,1.8,6.72,4.15,4.5,4.08,0.62,2.9,5.5,4.4,82.07,4.32,5.2,19.98,5.47,5.15,5.2,2.42,5.65,16.12,3.0,2.92,9.48,5.5,1.32,2.92
5.7,10.45,9.35,1.8,6.85,4.12,4.47,4.03,0.57,2.95,5.5,4.4,82.7,4.3,5.05,20.25,5.4,5.28,5.18,2.45,5.6,15.9,2.98,2.98,9.45,4.92,1.33,3.03
5.45,10.6,9.18,1.8,6.29,4.1,4.42,4.03,0.57,2.95,5.5,4.38,82.78,4.47,5.15,20.2,5.47,5.35,5.2,2.48,5.7,16.12,2.98,3.05,9.3,4.22,1.33,3.15
5.0,11.05,9.25,1.8,6.51,4.1,4.5,4.1,0.55,3.0,5.5,4.4,83.12,4.5,5.03,21.0,5.45,5.47,5.2,2.48,5.68,16.2,2.98,3.08,9.22,3.9,1.27,3.05
5.07,11.28,9.18,1.8,6.17,4.1,4.57,4.05,0.67,2.95,5.5,4.38,82.4,4.5,5.1,20.6,5.43,5.62,5.2,2.47,5.65,16.1,3.0,2.9,9.38,3.97,1.27,3.02
5.28,11.45,9.43,1.8,6.45,4.28,4.95,3.92,1.07,2.92,5.8,4.82,85.33,4.97,5.18,20.7,5.68,5.72,5.22,2.52,5.65,17.5,3.0,2.92,9.5,4.48,1.33,3.38
17.27,17.5,32.12,15.03,14.57,13.35,26.68,20.98,22.57,14.85,21.32,24.65,98.03,32.52,19.48,32.42,20.15,18.52,22.03,11.38,20.88,28.55,20.7,9.6,132.35,14.53,10.5,16.05
78.95,39.35,131.7,69.6,43.72,30.0,154.88,109.1,146.7,65.35,131.1,130.9,171.95,132.5,122.03,85.35,111.85,86.9,115.45,56.25,132.2,70.45,93.4,35.33,350.9,74.55,60.03,100.25
212.85,62.3,142.5,241.49,176.03,57.85,317.58,250.9,314.38,223.2,273.43,291.52,303.68,335.93,318.85,255.5,247.92,271.9,283.52,173.7,311.25,140.57,350.57,196.0,417.23,252.43,215.22,313.45
303.92,79.65,491.52,452.09,264.35,72.25,464.15,466.58,449.7,357.6,408.95,432.7,401.38,497.57,372.65,328.08,121.45,353.27,436.7,234.07,480.15,261.38,518.88,379.72,425.77,385.8,185.1,461.77
377.9,167.5,598.48,632.6,295.47,80.15,527.3,589.62,509.0,463.38,509.65,545.25,463.85,613.3,385.4,458.42,11.3,374.6,550.33,220.93,616.97,356.1,601.98,496.82,429.95,489.52,333.95,577.2
409.48,514.4,636.85,721.48,283.27,104.28,634.2,663.9,595.47,476.07,558.22,613.58,484.5,683.78,363.18,602.3,10.88,381.15,612.0,421.25,688.78,386.03,727.0,559.5,399.1,543.12,465.5,630.85
409.02,505.48,576.77,565.01,171.0,203.22,631.67,678.47,587.4,199.47,537.27,622.8,500.65,677.4,384.32,627.12,5.62,356.6,431.75,435.3,675.27,383.38,729.38,533.83,377.23,500.75,485.85,624.98
404.95,471.45,560.95,707.01,59.23,588.55,572.5,627.88,538.03,321.53,513.2,575.55,456.7,619.47,371.95,590.45,5.68,374.48,544.42,183.9,477.77,349.08,672.17,540.62,368.9,510.35,440.82,511.55
347.08,115.83,441.82,584.75,222.28,415.8,469.35,520.6,441.65,398.52,344.25,469.9,388.48,504.68,347.32,477.4,5.78,317.3,346.28,100.65,155.4,283.0,546.05,454.38,356.02,422.23,346.68,303.73
244.32,133.73,290.52,388.65,130.03,76.62,321.62,369.32,307.4,299.8,101.32,326.65,270.77,359.58,165.53,335.75,7.35,102.05,96.07,140.55,380.75,196.53,376.3,330.85,349.07,298.4,126.15,62.33
109.32,107.55,114.4,189.7,50.91,39.98,142.3,202.82,135.18,131.7,48.55,173.95,174.4,186.12,69.8,82.12,12.25,54.95,61.1,74.78,76.62,92.17,192.85,183.05,284.83,77.18,34.98,38.58
25.05,27.02,30.7,51.97,25.15,24.0,26.38,59.93,21.27,56.65,19.62,32.9,91.0,34.9,32.42,39.97,16.9,25.45,29.7,21.68,33.67,27.32,38.45,29.18,139.88,24.23,15.57,15.62
4.67,10.4,10.07,2.9,4.69,4.3516666666666675,4.67,5.42,1.4,4.15,5.6,4.5,71.9,4.72,6.35,18.88,5.58,6.28,6.23,3.23,7.03,15.95,3.92,3.85,14.97,3.1,2.0,3.85
4.48,10.03,9.65,1.9,5.61,4.1,4.5,4.07,1.38,3.15,5.5,4.35,68.12,4.53,5.17,18.75,5.5,5.47,5.2,2.55,5.6,15.28,2.82,3.18,9.17,2.9,1.48,3.33
3.9,10.57,9.5,1.81,5.73,4.110000000000001,4.53,3.88,1.45,3.17,5.5,4.38,68.38,4.53,5.15,18.1,5.5,5.5,5.18,2.65,5.6,16.05,2.9,3.23,9.28,4.42,1.58,3.18
4.38,10.18,9.05,1.8,6.15,4.111111111111111,4.57,4.03,1.55,3.0,5.5,4.38,70.3,4.53,5.2,18.62,5.5,5.47,5.2,2.73,5.6,18.1,2.98,3.15,9.12,4.38,1.6,3.1
5.95,9.82,8.95,1.8,7.02,4.1,4.6,4.03,1.52,2.98,5.5,4.4,69.45,4.5,5.28,16.05,5.47,5.42,5.2,2.55,5.6,19.53,3.0,3.05,9.25,5.0,1.47,3.12
6.83,9.8,8.75,1.8,6.95,4.1,4.62,3.97,1.45,3.0,5.5,4.4,69.2,4.53,5.15,13.05,5.43,5.28,5.18,2.58,5.57,19.15,2.98,3.12,9.07,4.9,1.42,2.92
5.2,10.02,8.9,1.8,6.93,4.2,4.53,4.03,1.5,2.98,5.5,4.38,69.12,4.53,5.2,11.0,5.4,5.28,5.18,2.58,5.55,19.3,3.0,3.18,9.2,5.15,1.45,3.0
4.65,9.97,8.95,1.8,6.77,4.115555555555556,4.47,4.0,1.22,3.02,5.5,4.4,69.28,4.53,5.18,9.22,5.4,5.28,5.2,2.7,5.6,19.38,3.02,3.15,9.28,4.83,1.4,3.05
5.33,10.1,9.05,1.8,6.58,4.107222222222221,4.5,3.98,1.3,3.12,5.5,4.4,69.45,4.5,5.38,8.25,5.4,5.53,5.18,2.65,5.6,18.2,3.0,2.95,9.12,5.38,1.5,3.02
6.85,9.7,8.97,1.8,7.05,4.114444444444445,4.47,3.83,1.12,3.1,5.5,4.4,69.62,4.47,5.25,8.15,5.47,5.78,5.18,2.55,5.6,17.88,2.95,3.08,9.25,4.8,1.45,3.03
4.38,9.77,8.85,1.8,6.46,4.103888888888888,4.5,4.08,1.0,3.08,5.5,4.38,69.6,4.4,5.25,7.65,5.45,5.72,5.2,2.4,5.6,19.7,2.95,3.0,9.22,5.65,1.42,3.1
5.17,9.5,9.38,1.8,6.94,4.2,4.9,4.0,1.58,3.2,5.88,4.93,69.83,4.97,5.18,7.5,5.7,5.7,5.22,2.65,5.62,17.8,3.0,3.27,9.32,5.03,1.82,3.53
18.4,17.55,37.12,16.5,15.9,13.543333333333333,34.05,23.4,38.7,16.52,32.92,37.8,83.15,39.77,22.08,17.35,20.82,20.65,21.95,13.08,25.17,28.68,26.6,11.3,130.15,18.82,11.43,23.8
90.67,41.77,153.05,92.02,49.76,33.25,159.4,127.77,154.2,88.8,128.03,138.25,176.57,160.43,147.47,100.1,10.38,120.33,127.4,66.97,138.0,75.83,159.27,42.4,380.35,83.65,78.25,108.05
201.22,64.12,152.65,232.88,167.52,55.6,314.88,258.07,294.73,217.78,255.68,280.4,292.7,319.15,307.65,242.25,234.95,267.07,278.07,164.22,302.62,159.2,327.0,192.65,405.9,236.52,197.62,295.67
295.25,84.2,480.55,427.3,254.32,70.68,463.3,454.18,435.67,347.0,392.9,415.92,383.8,475.38,365.07,312.77,351.38,346.0,423.82,225.78,472.02,276.12,497.95,364.52,417.12,366.73,181.0,454.27
372.0,163.85,584.05,612.69,301.17,84.9,522.6,589.23,501.0,447.42,499.27,535.23,458.42,594.23,384.3,445.15,442.68,370.8,536.88,204.8,598.4,368.5,593.17,479.8,424.27,474.73,331.73,556.7
412.0,490.2,624.98,707.08,263.22,107.45,632.38,669.4,584.7,399.38,541.52,606.0,476.12,672.15,363.62,590.58,486.0,380.45,600.7,415.15,682.05,402.25,724.7,552.58,395.88,523.1,455.68,625.7
417.07,480.38,561.35,556.53,155.98,227.47,622.52,674.05,596.23,182.38,528.8,618.17,501.38,677.1,383.0,613.43,488.57,358.0,423.88,434.92,664.98,398.25,739.4,527.75,372.93,505.9,466.25,612.98
413.52,442.8,543.98,706.63,63.8,595.02,567.82,626.03,536.85,402.6,494.2,576.42,456.73,617.05,375.38,577.38,424.73,375.28,549.62,174.6,464.52,359.32,665.67,533.17,368.2,500.33,432.65,505.57
362.45,118.75,440.27,572.25,211.66,410.73,463.1,515.62,422.5,374.1,326.57,459.15,386.22,509.73,349.68,479.73,322.35,312.35,337.7,106.12,168.25,287.58,529.0,461.75,356.27,423.93,336.7,297.9
247.0,126.38,289.82,376.37,129.6,81.62,315.2,370.05,275.75,304.02,103.6,310.73,266.68,345.25,169.85,330.0,104.22,107.28,100.1,137.97,347.77,200.5,376.97,279.37055555555554,351.17,294.42,117.05,71.15
94.7,102.7,110.35,182.77,50.47,43.17,137.05,202.03,122.85,128.93,49.93,158.68,169.18,170.68,75.6,89.38,39.73,58.6,62.57,71.28,80.08,93.1,190.1,141.9161111111111,288.4,79.88,36.5,44.0
25.23,26.27,30.68,50.86,25.86,15.45,26.15,57.32,21.02,47.38,19.05,31.35,83.03,32.92,32.48,42.85,17.05,27.0,30.6,21.68,34.92,28.52,36.35,13.0,143.47,24.77,14.65,15.8
4.97,8.57,9.68,2.85,5.51,4.17,4.58,5.45,1.08,3.85,5.6,4.53,67.2,4.65,6.1,20.7,5.6,6.43,6.12,3.3,6.83,17.15,3.92,3.65,15.55,3.68,1.8,3.73
4.8,8.0,9.47,1.89,5.21,4.1,4.45,4.08,1.02,2.95,5.5,4.38,67.15,4.5,5.0,19.55,5.5,5.65,5.2,2.9,5.65,18.32,3.2,2.8,9.3,4.08,1.42,3.55
4.75,8.1,9.28,1.82,5.44,4.1,4.45,3.92,1.07,3.08,5.5,4.38,67.4,4.53,5.03,19.18,5.5,5.62,5.2,2.77,5.62,18.6,3.15,2.98,9.38,4.17,1.4,3.5
4.8,7.93,9.03,1.8,6.44,4.12,4.55,3.88,1.07,3.0,5.5,4.43,67.83,4.5,5.12,19.15,5.53,5.7,5.2,2.8,5.62,18.9,3.08,2.92,9.33,4.17,1.32,3.25
4.73,8.68,8.7,1.8,6.37,4.1,4.62,4.28,0.98,2.92,5.45,4.43,69.75,4.45,5.18,19.23,5.5,5.58,5.22,2.72,5.65,17.15,3.18,2.9,9.22,4.33,1.4,3.12
4.65,9.65,8.6,1.8,6.49,4.1,4.62,4.07,1.1,2.95,5.47,4.35,70.0,4.47,5.1,16.8,5.55,5.45,5.2,2.55,5.65,16.77,3.02,2.97,9.32,4.08,1.27,3.15
4.9,9.83,8.45,1.8,6.56,4.1,4.62,3.82,0.95,2.9,5.47,4.4,68.45,4.5,5.28,13.48,5.5,5.45,5.2,2.55,5.65,18.17,3.05,3.0,9.2,4.7,1.27,3.28
4.9,9.97,8.62,1.8,6.76,4.1,4.62,3.82,0.85,2.88,5.5,4.4,68.72,4.5,5.05,9.7,5.47,5.45,5.18,2.52,5.62,19.25,3.02,3.08,9.2,4.15,1.3,3.32
4.85,9.72,8.65,1.8,6.68,4.1,4.57,3.77,0.88,2.9,5.5,4.4,68.8,4.5,5.15,8.1,5.43,5.57,5.2,2.53,5.6,21.3,3.1,3.1,9.3,4.88,1.4,3.17
5.1,9.82,8.62,1.8,6.71,4.1,4.55,3.85,0.82,2.9,5.53,4.4,68.95,4.5,5.17,7.95,5.47,5.68,5.15,2.58,5.6,20.77,3.05,2.92,9.17,5.15,1.4,3.25
5.0,9.28,8.7,1.8,6.58,4.1,4.5,4.0,1.17,2.9,5.5,4.43,69.15,4.53,5.22,8.57,5.47,5.7,5.15,2.57,5.6,19.25,3.12,3.0,9.15,4.3,1.42,3.32
5.57,8.9,9.1,1.8,6.5,4.28,4.67,4.05,1.2,2.88,5.85,4.85,69.3,4.9,5.15,8.22,5.72,5.72,5.17,2.58,5.62,19.1,3.1,2.98,9.43,5.25,1.45,3.48
16.9,16.77,35.4,15.29,15.05,14.0,31.67,21.23,34.45,15.68,32.85,36.38,81.6,36.88,21.18,19.08,29.03,19.88,22.45,11.93,23.6,31.03,24.63,10.67,124.17,17.75,11.17,23.05
86.97,41.83,144.48,87.82,49.41,34.3,151.65,117.48,148.9,86.3,127.33,134.4,171.15,151.95,142.12,101.3,112.15,116.53,126.7,64.83,130.88,69.4,150.12,40.8,376.3,82.45,79.38,107.2
200.45,62.23,150.3,215.29,157.61,53.67,299.88,263.32,276.52,214.45,248.65,271.2,289.32,306.95,304.23,237.62,224.55,266.07,273.6,159.07,291.02,134.53,332.65,185.1,406.62,239.0,205.15,296.35
288.25,86.0,470.7,380.58,242.24,69.3,434.65,435.77,407.52,335.33,365.75,402.07,380.42,447.28,364.22,303.1,320.2,345.07,416.12,213.72,448.2,261.35,475.38,343.65,416.9,359.18,201.52,434.97
354.05,156.85,571.17,537.01,278.68,86.28,505.62,550.33,477.4,432.73,465.82,502.95,445.57,566.25,378.08,434.7,157.64235294117648,371.0,524.88,191.8,579.57,351.42,560.22,451.98,421.02,459.15,351.0,548.8
393.4,458.52,618.98,627.22,262.3,120.5,601.38,640.25,557.75,388.55,515.0,571.88,468.3,630.7,362.15,569.75,464.2,378.7,585.25,394.82,645.25,384.77,689.73,518.5,395.25,526.38,457.82,622.05
404.85,478.62,540.5,515.47,151.54,242.55,603.35,657.0,566.23,209.12,474.35,599.23,485.38,649.65,382.38,591.48,463.3,356.88,403.85,411.38,640.9,375.47,683.02,506.68,373.42,505.9,478.12,605.38
401.27,434.32,415.12,627.6,62.33,621.72,519.42,605.42,519.85,456.62,470.97,584.95,425.73,583.1,314.15,555.12,421.42,322.7,457.65,157.65,459.42,339.55,667.03,529.47,369.55,500.98,315.8,500.97
335.38,178.7,357.2,513.46,196.31,425.52,426.82,459.82,404.35,349.92,323.57,423.85,354.07,469.1,333.12,417.23,312.77,308.2,286.95,105.58,174.43,274.45,563.5,432.65,357.67,407.25,315.38,295.95
232.32,105.35,280.2,334.38,114.63,81.27,299.08,350.2,240.98,305.9,101.3,307.27,266.92,322.9,184.28,328.55,99.67,107.43,93.07,108.9,339.5,187.5,331.22,252.67,347.7,275.77,129.1,77.17
89.35,93.57,105.15,173.29,48.65,43.3,128.43,192.32,118.7,129.45,47.47,157.35,156.82,162.35,77.08,88.62,39.4,55.2,51.33,66.97,81.67,86.6,183.75,165.12,284.6,78.08,39.68,44.88
24.5,26.32,28.45,47.87,25.32,15.1,24.0,53.95,19.32,47.37,17.67,28.2,81.62,30.9,31.43,40.67,16.12,24.62,25.98,21.43,33.02,27.45,34.58,27.52,132.68,23.27,15.22,14.88
4.88,8.78,9.4,2.55,5.64,4.17,4.55,5.2,0.95,3.7,5.55,4.53,68.35,4.62,6.05,20.35,5.58,6.0,5.93,3.35,6.62,16.68,3.85,3.45,13.78,3.67,1.98,3.6
4.6,8.7,9.2,1.84,5.08,4.12,4.5,4.22,0.68,2.95,5.5,4.38,71.78,4.53,5.17,19.8,5.5,5.5,5.18,2.53,5.6,16.77,3.02,2.9,9.2,4.0,1.27,3.33
4.7,8.45,8.82,1.8,5.74,4.12,4.55,3.97,0.77,2.85,5.47,4.43,68.75,4.5,5.05,19.82,5.5,5.33,5.2,2.77,5.65,19.4,3.1,2.92,9.17,4.08,1.23,3.15
4.4,7.12,8.75,1.8,5.69,4.1,4.62,4.0,0.75,2.9,5.47,4.4,67.9,4.5,5.05,19.65,5.5,5.4,5.18,2.45,5.6,17.05,3.0,2.9,9.25,3.88,1.25,3.08
4.62,7.73,8.7,1.8,5.44,4.12,4.68,4.0,0.8,2.9,5.47,4.43,68.22,4.5,5.05,18.62,5.5,5.28,5.2,2.52,5.6,17.7,3.0,2.92,9.18,4.08,1.25,3.23
4.62,8.72,8.53,1.8,6.29,4.18,4.65,3.98,0.78,2.85,5.5,4.4,68.45,4.5,5.1,15.65,5.5,5.17,5.2,2.52,5.62,20.43,3.02,2.92,9.22,4.08,1.35,3.1
5.08,9.2,8.62,1.8,6.83,4.12,4.53,3.95,0.78,3.12,5.5,4.43,68.65,4.5,5.28,12.12,5.47,5.28,5.18,2.48,5.6,21.48,3.02,2.9,9.25,4.03,1.3,3.27
4.85,9.5,8.7,1.8,6.82,4.1,4.5,4.03,0.72,3.0,5.5,4.45,68.83,4.5,5.1,11.0,5.47,5.28,5.2,2.58,5.6,21.33,3.02,2.92,9.3,3.95,1.4,3.1
4.53,9.07,8.78,1.8,6.51,4.15,4.5,4.05,0.75,3.0,5.47,4.43,69.07,4.5,5.1,10.38,5.45,5.33,5.2,2.5,5.6,22.25,3.08,3.15,9.32,5.2,1.38,3.12
5.47,8.43,8.72,1.8,6.71,4.1,4.5,3.98,0.7,3.1,5.5,4.43,69.25,4.47,5.12,9.62,5.5,5.5,5.18,2.53,5.6,19.8,3.08,3.08,9.35,4.9,1.4,3.08
5.53,8.25,8.72,1.8,6.6,4.07,4.4,3.98,0.6,3.02,5.5,4.43,69.32,4.45,5.1,9.25,5.47,5.47,5.12,2.48,5.6,18.3,2.98,3.02,9.18,4.33,1.33,3.0
5.2,8.15,8.9,1.8,6.26,4.3,4.48,3.98,0.9,3.05,5.75,4.83,69.4,4.85,5.35,8.85,5.68,5.6,5.18,2.55,5.62,18.85,2.98,3.1,9.32,4.7,1.38,3.2
16.35,16.1,35.3,15.6,14.97,14.9,31.38,21.45,38.1,15.95,34.45,37.17,82.0,38.57,21.38,20.62,31.45,19.73,22.12,12.55,25.25,29.57,28.23,10.98,162.62,17.52,11.2,22.48
95.4,40.05,151.55,87.98,47.11,36.25,168.15,121.28,158.57,91.0,138.02,140.85,185.03,165.38,158.97,108.03,79.0,121.8,163.2,68.0,146.2,78.08,172.07,40.35,388.72,83.2,87.6,108.0
213.4,54.95,146.0,215.2,176.0,55.75,324.98,294.65,283.3,227.22,259.88,282.67,304.32,322.68,322.17,257.62,158.07888888888886,277.9,340.1,165.57,312.57,127.78,364.6,199.28,412.18,248.65,222.38,309.15
315.55,72.25,498.77,398.99,268.39,73.15,469.65,470.65,446.42,357.85,390.25,417.52,397.3,481.55,373.25,318.55,170.41666666666669,353.88,488.4,223.8,480.38,275.48,521.05,383.38,422.58,383.3,204.42,462.9
386.32,138.93,588.27,574.3,308.59,89.5,525.2,598.95,500.98,452.05,484.8,536.25,462.3,604.45,385.9,454.45,176.88235294117646,374.1,582.2,173.85,608.98,367.5,615.55,492.27,427.08,485.35,364.2,574.72
413.27,479.95,624.38,658.2,292.16,112.35,620.75,661.4,583.8,292.9,526.75,607.12,473.95,654.27,364.62,600.48,239.3511111111111,382.62,620.6,414.05,685.62,395.0,729.77,560.0,395.58,529.88,482.38,627.0
417.2,486.05,542.0,514.7,198.8,255.0,615.33,662.18,583.8,248.75,516.17,622.88,496.67,653.52,386.25,624.35,229.9235294117647,357.4,400.27,424.55,651.6,386.4,738.55,524.8,370.8,507.8,499.02,625.9
406.4,426.85,537.5,639.92,57.44,628.5,555.38,617.72,524.23,462.35,481.77,571.62,459.6,601.58,376.62,591.98,207.22176470588235,375.62,517.48,138.8,453.95,360.3,676.72,526.3,366.35,503.75,453.25,511.45
359.18,99.05,432.45,526.58,237.72,451.45,446.98,514.68,427.62,389.6,313.98,471.0,392.35,498.93,351.8,494.18,154.17647058823528,308.8,273.15,86.62,144.35,287.18,559.35,451.73,356.93,425.47,369.4,318.48
243.95,90.23,288.95,361.25,147.64,71.92,301.4,361.7,280.88,320.85,88.03,318.78,259.27,337.35,165.02,341.32,52.94470588235294,98.9,77.65,120.3,368.38,192.55,391.42,317.1,350.6,293.88,112.17,62.15
91.75,91.2,99.28,175.24,43.92,37.38,129.88,192.93,118.03,128.7,42.45,165.05,164.68,163.8,70.95,82.75,24.571176470588235,49.98,45.25,63.62,76.88,84.55,196.68,172.95,279.4,72.0,34.12,35.98
24.05,22.02,27.3,47.95,22.77,14.12,22.85,55.92,17.7,52.58,16.68,21.38,83.03,31.12,29.95,38.95,12.918235294117649,23.68,24.67,21.85,29.88,25.52,33.03,25.68,128.7,21.02,14.35,13.62
4.35,7.57,9.28,2.45,4.84,4.17,4.58,5.0,0.88,3.65,5.55,4.5,67.15,4.58,5.92,19.95,5.562352941176471,5.97,5.88,2.97,6.62,16.05,3.67,3.52,13.45,3.2,1.73,3.65
4.22,7.67,9.25,1.81,5.55,4.1,4.5,3.98,0.75,3.0,5.47,4.32,67.42,4.5,5.1,19.25,5.47529411764706,5.35,5.2,2.5,5.7,16.6,3.0,2.95,9.22,4.0,1.2,3.58
4.57,7.8,9.25,1.8,5.81,4.07,4.5,4.03,0.72,2.95,5.5,4.38,68.12,4.5,5.15,19.38,5.481764705882353,5.45,5.2,2.52,5.7,16.93,3.02,2.95,9.25,4.45,1.2,3.52
4.47,8.0,9.45,1.8,5.97,4.12,4.53,3.9,0.78,2.95,5.45,4.38,68.62,4.5,5.07,18.68,5.5,5.38,5.18,2.5,5.7,15.95,2.98,2.95,9.32,4.5,1.23,3.18
4.78,8.65,9.42,1.8,6.48,4.12,4.55,4.12,0.88,2.92,5.47,4.35,68.88,4.5,5.22,15.68,5.5,5.25,5.2,2.58,5.7,17.93,3.0,3.03,9.25,3.83,1.35,3.3
4.38,8.93,8.55,1.8,6.3,4.1,4.53,3.85,0.85,3.02,5.47,4.35,69.18,4.5,5.2,12.4,5.47,5.12,5.2,2.7,5.65,20.02,2.95,2.95,9.25,4.3,1.52,3.2
5.22,9.0,8.57,1.8,6.5,4.1,4.55,4.28,0.93,3.08,5.5,4.45,69.38,4.53,5.15,9.75,5.45,5.25,5.2,2.75,5.62,21.1,3.03,2.85,9.22,4.97,1.67,3.08
5.35,8.82,8.83,1.8,7.14,4.1,4.43,3.83,0.97,2.95,5.5,4.43,69.35,4.47,5.2,8.85,5.47,5.18,5.2,2.7,5.6,21.6,2.98,2.98,9.15,4.38,1.4,3.38
5.12,8.7,8.73,1.8,6.65,4.12,4.33,3.8,0.7,3.1,5.5,4.43,69.55,4.43,5.2,8.85,5.47,5.35,5.18,2.47,5.62,20.55,2.98,3.1,9.22,4.3,1.35,3.23
5.1,8.38,8.7,1.8,6.76,4.18,4.25,3.77,0.68,3.12,5.5,4.38,69.75,4.5,5.18,9.53,5.47,5.42,5.2,2.55,5.65,19.62,3.05,3.12,9.25,5.6,1.3,3.2
5.62,8.35,8.9,1.8,7.01,4.1,4.22,3.82,0.57,3.12,5.45,4.4,69.75,4.5,5.15,9.57,5.5,5.45,5.2,2.48,5.68,19.73,2.9,3.08,9.18,5.18,1.3,3.12
5.62,8.52,9.38,1.8,6.53,4.27,4.55,3.9,0.92,3.1,5.78,4.8,69.67,4.88,5.25,9.33,5.68,5.47,5.2,2.52,5.65,18.12,2.95,3.05,9.42,4.78,1.3,3.33
