IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,ITO-CPCB,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,MDCNS-DPCC,Najafgarh-DPCC
3.18,2.75,3.67,17.08,28.65,6.2,15.38,5.42,11.45,10.505789473684212,8.85,33.8,2.33,7.17,7.42,7.1,6.5,11.5,11.3,8.2,15.469375,9.2,9.9,5.32,2.05,3.5,13.28,5.72,4.12
2.61,3.08,2.62,14.37,30.38,6.7,12.56,5.65,13.25,7.296842105263157,8.95,23.77,2.28,40.72,8.65,4.85,5.9,34.08,9.4,8.7,5.497333333333334,8.65,9.88,3.35,2.38,3.3,14.75,5.53,3.3
2.57,2.62,2.53,18.96,32.92,1.42,12.07,6.98,13.38,5.997058823529412,9.07,10.62,2.5,30.77,52.8,9.68,4.08,36.22,9.38,8.57,6.642222222222222,29.75,2.25,3.35,2.48,3.35,16.85,5.0,3.35
2.61,3.02,2.55,20.62,34.75,5.0,11.68,9.43,18.27,6.501875000000001,10.28,8.75,2.9,23.59,69.0,3.5,3.7,46.83,7.62,10.65,12.003125,12.7,6.78,3.38,3.45,3.53,23.77,5.1,3.42
2.73,3.42,2.3,18.01,34.4,7.8,13.75,10.6,21.9,5.149375,11.12,8.82,2.62,34.77,30.516399999999997,1.35,4.9,25.08,7.5,11.3,16.36263157894737,8.7,9.62,3.5,5.6,3.75,46.85,5.17,2.33
2.18,3.8,3.1,13.2,36.7,3.3,12.56,89.0,35.3,5.454166666666667,18.3,7.0,3.137142857142856,53.7,79.9,2.2,8.9,47.9,19.25,13.4,16.185000000000002,10.5,11.75,5.45,18.95,5.2,32.15,6.7,3.8
1.51,3.32,2.77,16.16,47.1,6.78,12.35,60.37,53.4,4.841333333333334,11.78,8.27,4.745555555555555,49.67,33.67,2.67,9.72,32.08,12.05,12.5,0.4,11.78,20.83,5.72,22.7,7.22,18.93,6.35,2.88
1.56,3.42,2.68,13.33,30.7,2.35,11.99,14.65,43.25,4.817142857142857,12.03,6.78,1.93,51.93,21.6,4.25,8.43,19.27,13.6,11.62,13.77,12.15,18.9,4.45,13.5,9.78,15.42,6.53,2.4
1.85,3.73,2.8,18.1,30.68,2.78,12.45,7.55,19.1,4.051428571428572,13.08,7.03,5.62,39.23,30.939166666666665,7.75,7.47,13.88,15.1,14.3,26.17,7.45,14.82,4.47,8.75,8.75,15.6,6.9,2.9
1.59,2.48,2.6,20.97,31.7,7.95,14.04,5.85,15.1,3.55,14.2,8.03,7.12,39.93,68.2,5.05,7.4,13.97,16.1,22.35,24.4,7.75,10.1,3.75,8.72,6.47,14.93,6.8,2.9
0.88,2.27,2.55,18.95,32.05,11.88,12.96,6.98,19.27,0.53,13.72,10.3,7.0,35.41,21.17,3.2,7.0,18.52,19.32,25.45,6.03,7.77,6.22,3.9,6.15,6.95,16.5,8.6,3.0
1.63,2.1,3.12,18.87,32.4,7.73,16.31,15.65,24.73,0.6,13.38,11.65,6.25,22.75,30.6604,3.4,5.18,27.1,18.1,18.47,4.0,7.1,9.88,9.25,5.2,6.95,15.88,8.68,3.67
4.65,6.28,9.05,29.73,41.55,30.72,24.35,100.47,27.25,4.598260869565218,9.62,10.6,8.1,24.82,72.25,2.68,12.82,19.52,15.33,11.65,54.7,49.98,16.12,18.08,7.23,9.32,23.2,8.27,16.6
11.87,52.8,39.17,39.85,48.52,35.75,34.91,79.17,35.85,0.53,9.9,12.43,19.55,61.86,42.15,9.82,41.05,10.38,49.15,14.7,87.0,62.8,33.45,46.0,12.65,11.23,30.77,31.35,86.93
32.37,87.4,56.55,56.39,51.95,73.57,51.48,101.33,66.2,1.85,17.77,27.23,45.88,55.95,62.95,26.48,75.95,12.3,95.8,29.05,134.25,66.78,65.12,80.6,19.9,11.8,54.45,58.38,165.45
53.13,127.47,68.45,74.31,69.97,107.7,57.22,140.75,101.45,7.36,45.43,5.85,48.45,75.87,90.82,1.55,122.33,30.25,138.02,56.75,163.75,113.3,102.12,109.17,26.5,30.45,60.67,96.9,184.15
66.12,110.8,77.45,81.87,97.3,154.65,58.91,177.65,125.28,17.54,65.17,99.9,58.62,84.85,74.97000000000001,1.75,149.47,53.53,149.07,63.38,180.52,165.8,120.83,133.03,31.02,50.02,2.6,133.75,177.95
70.12,118.13458333333334,84.57,72.3,93.17,154.43,64.11,172.28,142.07,28.96,71.38,141.5,96.28,81.59,80.12428571428572,1.55,161.95,70.92,172.3,56.65,192.73,186.25,132.02,132.27,43.65,65.28,104.85,149.48,167.48
64.02,14.5,70.05,67.52,116.0,122.03,66.04,176.95,148.62,25.5,55.85,151.18,130.8,92.91,71.365,1.65,136.8,81.22,159.65,65.1,173.27,192.45,114.38,137.97,40.25,66.6,82.7,131.75,170.28
58.39,137.82,53.27,59.7,129.65,99.97,60.81,146.9,127.45,9.8,49.75,144.45,123.38,109.21,70.98142857142857,1.6,122.9,72.95,142.57,65.93,164.95,187.35,128.45,158.73,28.0,48.50240000000001,145.65,102.97,163.02
55.17,120.95,22.55,56.74,93.48,71.12,52.36,66.25,98.78,4.11,35.4,130.22,86.3,71.44,97.4,1.35,23.55,44.22,78.3,63.9,155.47,127.2,125.6,146.45,24.42,44.187999999999995,71.15,78.82,126.98041666666666
35.81,68.08,4.05,43.92,84.25,59.3,36.8,47.62,51.35,1.91,11.52,71.6,34.17,40.69,78.92,1.7,4.97,28.75,18.12,42.58,133.47,70.12,82.15,75.88,18.18,12.35,47.35,12.3,49.1
10.05,16.32,1.45,29.2,66.4,24.35,24.93,71.92,25.95,9.45681818181818,8.65,24.0,8.6,18.0,22.4,1.5,4.4,12.12,8.68,16.62,56.45,60.1,45.1,40.8,11.1,11.55,55.42,5.6,94.0
5.34,2.42,1.62,13.06,55.22,10.78,22.67,57.42,20.85,5.623500000000001,8.9,11.07,1.62,2.75,27.43,2.0,3.92,9.48,8.85,9.17,4.5,35.33,23.82,29.1,7.35,8.43,30.5,4.97,39.78304347826087
1.96,1.65,1.8,19.32,58.38,5.53,13.99,54.77,15.97,5.9383333333333335,9.47,9.33,2.9,7.2,18.5,1.7,3.32,8.1,9.7,8.03,4.72,16.65,21.77,18.62,13.93,4.47,24.0168,5.32,22.55636363636364
1.53,1.67,1.8,26.52,61.72,4.8,12.1,42.3,14.33,6.162777777777778,9.57,8.57,6.22,7.9,17.57,1.85,2.67,7.67,8.55,7.95,6.85,9.12,16.32,11.5,5.55,2.45,52.1,4.88,10.6
4.62,2.1,2.15,27.9,89.25,8.95,15.48,33.85,13.0,7.1025,9.27,7.12,6.9,6.33,13.32,1.7,3.25,7.3,8.05,7.7,32.55,6.88,16.15,6.05,6.28,1.27,26.982083333333332,4.67,8.7
4.67,1.75,2.15,23.84,63.22,3.2,17.57,23.25,11.7,6.981875,7.55,7.62,7.8,22.0,8.55,1.4,4.0,7.93,5.7,10.2,40.48,6.5,14.0,6.45,11.38,1.33,15.38,4.55,6.86090909090909
1.44,2.3,2.45,18.05,64.38,5.35,16.09,11.75,12.07,5.092941176470588,7.03,8.95,9.1,4.32,12.57,1.2,2.15,7.7,11.88,29.18,42.23,6.65,13.73,3.98,6.92,1.12,13.8,4.7,5.0
0.78,8.3,3.65,19.38,61.0,11.9,22.89,5.3,19.7,5.545,15.9,12.1,3.601428571428571,4.14,35.9,1.0,5.6,19.65,15.25,21.45,36.68625,8.8,14.9,3.0,8.24423076923077,2.0,29.407200000000003,8.05,4.2
0.5,3.15,2.35,20.09,53.75,6.55,26.26,4.8,18.58,4.98125,10.18,9.9,4.195555555555556,6.76,18.5,1.1,3.55,31.35,11.35,26.18,54.67,7.25,13.8,4.88,2.7,2.52,78.8,6.25,12.1
0.47,2.4,2.5,18.86,52.05,4.08,21.16,5.9,16.7,5.076666666666666,9.85,5.35,1.4,21.81,19.5,1.83,3.95,9.7,9.03,18.22,46.25,6.12,12.57,4.0,1.7,2.55,33.75,5.57,4.073478260869565
0.59,2.17,2.5,7.71,51.97,4.2,19.36,4.9,16.9,4.168125,10.62,4.55,2.67,25.97,50.88,1.95,3.93,9.18,9.72,12.77,33.23,5.17,8.25,2.48,2.92,1.3,45.35,5.62,2.6
0.86,2.35,3.95,10.62,55.98,6.57,22.79,5.17,16.33,0.62,9.78,4.62,2.83,19.07,63.18,1.45,4.47,8.43,9.32,11.82,37.23,5.95,8.52,2.38,3.25,1.18,39.3,6.08,2.7
1.13,3.48,4.07,7.41,55.15,7.7,19.81,6.83,18.2,3.8583333333333334,9.85,4.38,3.17,17.81,33.45,1.2,6.0,8.47,9.2,9.62,28.8,5.67,5.95,2.2,2.75,1.18,22.7,6.32,5.4
1.89,4.3,4.03,3.88,62.02,4.65,12.65,7.7,16.88,0.66,10.23,7.62,3.25,30.18,10.57,1.6,4.8,7.3,8.27,9.3,30.75,6.6,7.05,4.67,3.2,1.88,32.23,5.98,21.788400000000003
3.55,5.42,11.85,20.68,59.58,19.85,17.87,16.83,22.6,0.6,8.2,9.65,5.1,26.09,12.9,1.1,3.65,7.7,9.85,10.72,34.47,13.03,13.05,11.1,3.93,1.77,34.95,5.97,27.75
7.2,45.73,40.3,46.71,53.45,49.4,41.71,46.52,33.67,1.38,8.6,7.65,16.3,13.52,24.93,1.5,32.98,10.57,31.85,13.38,72.28,24.38,22.15,21.77,9.85,2.83,20.6,24.85,101.03
25.81,88.03,56.58,73.9,52.75,97.68,49.55,84.53,56.42,2.5,12.3,14.65,44.2,34.01,40.318749999999994,1.65,71.5,8.7,57.27,25.27,102.67,54.67,43.92,53.45,21.57,8.5,49.38,72.7,137.8
57.83,117.93,76.42,77.72,59.33,143.1,61.35,126.95,84.1,7.15,25.45,41.7,85.35,48.42,46.888571428571424,1.25,124.0,11.62,94.2,46.62,168.27,91.55,90.33,89.6,33.7,20.83,48.15,120.2,148.8
65.38,140.1,93.28,79.17,61.9,162.43,66.97,143.83,96.03,20.26,48.92,77.62,89.1,52.07,49.354,1.2,159.53,10.65,140.35,58.48,186.47,115.88,93.55,107.73,41.3,34.53,52.33,160.7,127.67500000000001
68.37,158.58,104.65,71.77,80.67,182.35,71.29,152.75,107.78,27.28,73.35,96.5,127.67,57.3,65.55,1.5,184.52,20.08,167.0,70.6,146.35875,132.95,94.97,116.47,46.88,41.9,53.62,158.65,173.2
62.17,172.53,104.42,76.63,119.75,172.27,83.31,158.15,107.22,31.9,91.65,104.7,136.85,56.18079999999999,68.83833333333334,1.55,182.12,29.5,159.65,73.5,145.96944444444443,127.7,73.6,118.43,48.95,46.6,60.23,165.3,177.0
55.78,176.78,84.38,67.89,100.75,152.07,80.71,153.23,97.65,32.22,90.1,89.32,122.23,46.27,61.37499999999999,1.8,154.28,36.65,151.45,66.68,128.66105263157897,113.08,92.5,129.85,48.15,47.3,77.72,147.73,177.25
46.87,150.8,47.73,53.52,75.83,100.42,65.32,119.4,70.78,17.16,65.3,97.22,99.6,42.62,86.1,1.3,133.47,28.43,92.67,49.33,125.73,85.65,80.3,120.12,31.55,41.9,41.85,103.62,166.97
16.35,59.78,16.23,34.47,58.42,51.18,51.25,34.95,28.03,1.33,31.65,34.7,45.12,8.7,48.3,1.6,54.03,11.3,32.73,28.35,25.85,56.75,60.98,55.33,19.9,9.5,39.1,41.68,124.95
9.0,3.75,4.6,22.65,45.12,9.25,32.47,5.17,9.52,0.5,9.93,12.43,8.55,2.9,22.5,1.45,11.03,7.78,14.15,9.4,2.12,24.65,32.1,4.62,7.85,3.68,32.8,10.05,69.62
3.29,3.72,2.1,15.9,33.55,12.57,17.54,3.83,10.4,0.6,10.55,7.42,3.62,2.1,7.47,1.5,9.42,10.23,12.6,8.0,4.4,7.55,18.75,5.17,2.17,4.0,10.78,7.38,46.05
0.95,3.98,2.35,16.12,35.88,8.57,11.88,4.88,12.57,0.51,10.32,6.05,15.18,1.57,7.53,1.5,48.88,9.75,10.0,8.57,2.67,6.95,17.48,7.3,1.88,4.95,10.93,6.47,28.55
1.18,4.45,2.2,28.75,37.33,8.85,11.79,4.53,11.6,0.55,9.73,5.95,12.4,2.92,9.07,0.75,42.8,9.2,5.9,7.5,6.65,6.15,11.53,12.65,1.75,5.35,12.15,6.45,20.68
1.78,4.4,2.33,22.77,38.83,5.68,11.82,5.62,12.12,5.303181818181819,9.4,8.78,9.85,2.65,7.97,0.8,11.62,8.03,9.1,7.65,16.73,6.53,10.22,15.62,2.75,3.42,6.6,5.93,4.65
3.31,5.17,2.42,25.85,34.08,7.15,11.92,4.92,14.0,4.954999999999999,8.88,9.53,7.17,4.62,7.7,1.8,8.53,9.25,8.53,7.88,20.6,7.78,11.25,13.9,4.97,2.15,36.2,5.55,7.5
3.81,5.97,2.2,25.12,32.15,3.88,11.96,4.9,14.15,0.53,8.7,10.28,5.67,0.47,9.22,1.4,7.12,9.82,12.47,7.65,9.82,7.73,8.93,20.27,2.53,2.03,18.05,5.7,14.85
2.84,5.1,3.6,24.73,32.05,7.75,11.61,4.8,16.8,4.0042105263157906,14.9,12.2,3.7760000000000002,3.65,8.3,2.0,9.7,10.6,18.35,11.4,13.63625,8.5,16.55,3.05,6.25,3.8,26.2,6.8,10.45
2.06,4.32,2.68,25.67,32.72,21.85,11.58,5.45,14.9,0.61,9.5,10.93,4.291111111111111,6.62,7.52,1.28,9.9,10.45,13.55,8.82,9.57,7.4,11.3,6.17,1.88,2.02,15.15,6.05,7.78
2.17,3.52,2.45,27.93,32.35,17.6,11.95,5.72,14.7,0.64,10.05,9.440499999999998,0.2,0.67,7.83,1.15,8.75,9.97,11.32,7.97,17.22,6.95,13.38,7.33,2.0,2.02,16.52,5.92,9.95
2.21,3.48,2.7,31.01,32.58,12.22,13.16,6.4,16.4,0.56,8.97,7.903157894736842,2.85,0.17,8.07,1.4,8.38,9.4,11.12,8.38,21.8,6.72,9.33,3.38,3.9,2.25,15.05,5.92,6.38
2.4,2.95,2.52,23.9,30.88,6.0,15.49,6.05,16.65,0.62,8.73,7.787777777777778,3.1,1.75,7.25,0.95,8.12,9.82,10.8,7.65,6.7,6.7,9.2,2.83,5.35,2.1,15.82,5.88,3.3
2.18,3.28,2.58,12.05,32.7,9.7,13.53,6.35,18.0,4.4270000000000005,9.05,7.354117647058823,3.67,1.35,6.93,1.2,7.82,7.6,10.25,7.9,2.7,8.18,8.35,3.3,2.7,3.2,14.1,5.88,4.08
2.25,3.38,3.15,21.53,33.7,4.0,13.13,7.17,20.32,5.693636363636363,8.4,8.7425,4.15,0.49,7.22,1.35,8.28,8.98,10.77,8.97,5.12,11.07,7.3,6.43,2.83,3.4,16.2,6.6,5.6
5.17,6.7,9.4,48.83,33.77,16.6,17.44,13.45,26.35,0.77,8.65,14.376249999999999,4.47,0.43,20.77,1.65,13.6,10.68,8.8,11.6,14.33,14.9,19.17,20.95,2.93,2.22,12.68,9.25,36.55
26.69,53.98,30.37,68.13,44.42,40.55,39.87,57.7,50.52,4.21,16.62,38.709374999999994,29.7,13.71,71.7,5.1,52.75,14.35,28.25,21.35,72.52,45.58,34.73,65.67,14.35,5.43,102.65,29.52,101.78
70.2,112.83,63.8,99.19,95.5,103.15,56.7,138.18,105.88,13.64,29.55,68.20625000000001,42.12,26.88,53.28888888888889,21.2,105.22,36.45,98.8,58.0,139.67,128.8,73.22,110.85,27.88,27.05,87.47,81.2,158.2
105.67,193.0,82.8,107.26,121.33,105.35,63.04,176.65,146.35,35.48,76.26625,78.90411764705881,105.12,30.3,47.6275,104.7,177.65,52.0,160.03,98.22,166.28,128.05,93.75,124.47,37.8,44.08,77.53,151.0,184.85
79.54,138.88,94.07,72.85,72.22,138.12,63.73,155.75,92.6,43.96,100.08666666666666,97.85705882352943,72.6,22.8,58.94,56.9,184.3,37.65,161.7,73.95,155.68,105.6,85.17,104.2,42.1,44.72,43.15,159.9,130.78
55.83,109.9,103.43,58.48,71.4,132.07,68.66,126.03,82.25,37.23,107.31958333333334,99.0675,67.68,13.96,68.24333333333334,42.92,168.25,40.2,172.15,49.8,196.5,97.82,111.6,103.18,40.75,48.97,40.0,150.0,138.12
58.9,99.72,83.05,57.89,72.8,122.57,66.15,149.82,96.47,37.8,63.4,107.92117647058824,69.12,19.4,54.0075,42.77,165.0,42.23,141.2,50.67,177.53,115.92,85.62,96.55,39.4,55.77,53.42,136.55,110.75
53.35,96.33,78.38,50.95,72.5,115.35,61.79,118.23,80.9,40.95,85.1,104.66999999999999,65.7,23.52,56.67857142857143,46.0,166.82,41.6,141.43,50.45,151.38,103.5,91.98,95.4,39.12,57.8,49.38,137.2,109.17
44.9,77.53,50.28,45.78,54.62,66.03,55.67,111.4,64.95,29.57,61.62,96.70375000000001,37.73,20.56,84.35,36.97,138.68,28.25,93.68,37.95,111.02,69.35,92.85,80.6,28.48,52.65,27.35,87.92,105.07
29.64,22.7,26.18,32.43,23.25,12.07,39.84,75.33,29.7,18.3,15.5,56.82764705882353,5.82,9.98,48.68,18.95,62.77,10.57,21.33,12.03,23.5,27.68,58.52,31.1,16.75,15.02,76.9,21.28,77.22
11.92,2.2,10.52,22.11,22.12,8.9,27.63,37.5,13.0,1.53,9.38,30.50411764705882,3.25,4.72,13.0,5.3,5.65,5.93,11.62,5.38,35.48619047619047,6.6,20.0,11.15,3.85,3.45,22.5,5.95,36.55
5.42,2.58,3.0,17.96,22.27,4.03,12.58,5.65,8.65,7.327999999999999,9.43,24.263529411764708,2.3,2.04,6.97,2.62,7.65,11.98,9.8,5.15,21.93764705882353,5.85,19.55,13.18,2.27,2.42,14.2,5.83,22.42
3.29,2.9,2.45,23.5,22.75,0.5,13.45,5.33,8.6,0.57,9.05,21.78411764705882,4.43,0.4,7.38,3.85,7.75,39.95,12.1,5.9,14.481333333333334,4.7,34.22,10.12,1.95,1.8,10.7,6.15,6.7
7.25,14.87,2.45,27.91,21.9,11.1,13.02,8.05,9.72,0.6,9.55,19.063529411764705,8.07,1.5,13.57,4.5,7.15,65.68,6.08,5.95,0.2,5.05,40.0,9.15,3.12,2.92,17.23,6.12,13.57
9.11,22.62,2.53,28.72,21.65,1.93,12.48,13.35,10.27,1.22,7.75,17.712352941176473,7.4,2.41,19.1,3.8,6.15,50.55,6.35,6.8,0.45,5.38,41.35,10.93,3.82,2.83,45.05,14.45,17.58
7.86,9.15,2.68,22.18,110.03,0.8,14.01,26.7,10.98,0.72,8.38,15.467058823529412,13.93,2.77,17.15,2.8,7.42,9.18,11.0,15.2,9.431875,5.38,41.9,20.18,6.28,97.92,40.12,11.07,19.48
10.76,4.57,2.5,19.54,10.72,5.78,16.64,19.83,13.8,0.99,9.05,12.42235294117647,14.23,1.78,17.67,3.05,8.2,15.62,10.12,29.9,11.345789473684208,5.2,25.5,32.0,3.62,17.07,27.75,7.22,5.6
9.5,6.8,2.95,18.73,9.55,0.5,12.86,15.8,23.95,0.68,15.15,11.594117647058823,2.8,17.89,13.35,3.7,6.9,33.05,12.2,8.5,1.405,107.9,21.15,5.85,5.55,7.4,28.9,6.45,2.7
4.45,3.2,2.85,18.15,13.93,3.42,11.91,14.07,24.25,0.5,12.02,10.03529411764706,5.2,11.69,8.27,3.75,7.3,37.58,15.05,8.82,0.4,80.7,28.27,11.05,3.18,3.15,33.75,7.28,2.85
2.56,2.77,3.1,21.84,16.6,3.5,11.71,4.45,19.1,4.934117647058823,13.15,8.850624999999999,8.73,1.86,7.7,5.95,11.55,46.88,22.32,6.85,2.88,35.73,45.98,3.12,2.2,2.2,13.05,10.05,2.47
1.98,2.88,2.7,14.8,18.73,7.03,13.86,4.62,20.35,4.331176470588236,14.93,7.207500000000001,9.07,1.38,7.97,6.8,17.23,32.62,23.15,7.15,3.55,27.3,13.7,3.35,2.73,1.48,13.05,10.72,2.25
1.95,2.27,2.45,11.41,19.9,3.25,12.46,6.5,18.1,4.370555555555555,16.18,7.144375,10.55,3.23,9.43,4.9,11.95,11.65,20.85,7.75,0.95,32.77,4.53,6.67,4.05,1.38,14.0,10.15,2.23
2.06,2.25,2.58,11.23,18.42,8.15,12.02,9.7,10.2,6.7817647058823525,13.7,7.3881250000000005,8.62,2.83,9.15,3.45,11.72,10.02,16.32,7.18,1.12,7.42,14.9,0.97,3.88,2.1,20.05,9.23,2.5
2.24,2.88,4.32,15.39,19.62,11.924230769230768,12.58,37.98,10.45,9.1,11.05,8.51,8.93,2.06,10.4,3.55,9.18,9.53,10.38,7.65,5.8,7.35,11.38,5.33,2.98,1.95,14.1,8.15,4.47
4.11,10.0,23.5,24.38,20.48,14.73,21.33,25.9,30.45,1.05,9.28,14.026875,7.33,2.81,26.9,5.88,13.72,14.75,9.8,18.45,37.55,22.98,21.38,39.17,2.55,3.98,19.75,8.45,37.97
19.23,43.65,38.48,41.05,31.07,29.57,43.01,49.02,54.47,6.52,20.52,39.67937499999999,25.95,9.57,72.67,17.05,49.55,27.4,30.7,30.38,59.45,53.03,70.9,69.88,5.7,14.05,33.3,29.73,94.5
60.42,79.88,62.62,72.19,67.97,52.48,49.23,138.2,96.95,37.76,45.35,68.25,50.38,24.56,48.54375,34.33,92.1,36.2,66.25,54.5,101.3,122.47,109.5,107.45,21.73,33.2,33.5,72.88,130.95
83.49,135.6,80.42,81.0,170.2,79.28,55.71,177.38,101.35,55.04,91.47,74.53352941176472,91.78,50.79,56.102,57.38,125.27,66.83874999999999,129.25,77.2,123.82,178.1,134.57,146.55,35.05,49.27,48.75,153.8,136.65
81.31,140.32,98.55,82.1,130.97,105.7,63.06,170.6,148.25,69.66,135.0,93.26058823529412,91.75,86.14,49.785,60.38,163.3,83.4,172.1,85.03,153.65,175.1,163.07,150.15,46.5,74.32,54.4,132.66714285714286,145.22
81.5,156.05,119.95,79.05,130.35,173.9,67.25,168.6,148.47,65.92,183.7,99.94624999999999,121.5,108.6,72.14500000000001,70.03,194.9,27.88,132.21349999999998,99.52,181.9,191.4,155.97,161.3,39.83125,70.03,68.8,129.175,146.23
83.65,169.73,126.72,87.06,118.0,101.8309090909091,74.92,196.1,137.35,72.45,169.25,107.51,140.1,114.72,53.79,77.2,192.1,92.47,142.22523809523813,108.85,146.6535,176.75,153.35,147.35,40.524210526315784,71.0,76.18,124.40736842105264,159.85
80.5,159.27,108.2,83.42,93.88,97.55333333333333,78.12,190.72,113.9,58.84,146.88,104.87117647058824,137.38,100.5,57.419999999999995,97.48,178.5,71.8,123.52565217391304,90.98,138.62473684210528,151.8,133.65,115.75,37.23095238095238,59.58,98.07,116.38636363636365,168.82
75.57,159.32,71.03,74.34,68.08,158.85,72.79,182.75,80.7,36.02,124.58,96.65125,73.15,62.93,62.734615384615374,62.67,143.95,45.75,137.22,55.65,125.0,110.7,113.55,101.72,49.0,53.17,60.08,140.05,167.65
49.46,35.55,37.42,56.11,30.7,37.4,59.8,111.38,50.0,17.02,61.45,58.01705882352942,13.68,38.49,71.62,24.67,78.8,16.48,53.47,17.8,48.3,46.75,72.4,39.88,36.68,36.12,36.38,30.8,113.62
23.57,3.38,13.15,34.91,36.85,2.8,46.6,36.58,24.68,8.42,8.27,31.03470588235294,4.32,6.76,19.75,10.95,10.93,9.77,10.18,5.93,4.7,16.57,22.07,20.5,16.6,5.45,19.82,6.3,66.1
8.59,2.32,3.82,27.14,31.0,3.78,24.62,15.03,7.6,8.23,9.23,22.364117647058823,3.05,2.55,9.4,3.45,8.65,15.03,12.62,5.15,17.243333333333332,5.25,32.57,20.6,4.53,1.85,13.75,5.85,40.6
5.06,3.05,2.5,24.36,31.35,2.8,13.88,5.0,7.62,8.23,9.4,19.87705882352941,3.82,1.04,8.95,2.88,7.55,14.6,9.62,5.95,17.814999999999998,6.88,45.02,2.85,2.35,1.6,13.8,5.73,23.8
3.02,3.45,2.42,21.01,19.45,8.38,12.82,4.85,12.0,8.11,8.88,18.989411764705878,4.28,1.04,10.35,4.15,7.15,11.25,9.35,6.15,9.165714285714287,30.47,15.22,0.3,1.85,1.6,13.5,5.95,11.6
2.71,3.0,2.53,15.9,19.45,5.47,14.4,5.03,18.07,8.14,10.05,17.83058823529412,4.83,2.73,10.95,4.55,8.62,15.15,10.47,6.18,8.404666666666667,147.88,6.3,3.08,1.5,1.62,13.75,5.38,2.5
2.54,2.85,2.3,13.49,19.2,3.2,12.27,5.65,20.12,8.11,10.47,15.500588235294114,4.5,0.3,10.35,8.43,10.8,11.0,15.57,6.38,13.983333333333333,171.05,11.25,8.72,1.88,1.45,14.18,6.33,2.53
1.7,2.95,2.38,13.98,23.25,5.45,12.47,6.1,15.4,8.04,11.32,12.101764705882355,4.85,11.47,9.35,6.05,10.9,10.28,23.45,6.32,12.762,75.55,12.82,8.03,2.45,1.68,14.55,6.45,2.83
1.76,3.4,2.55,15.67,20.65,7.3,12.41,7.1,9.9,8.01,16.55,11.958823529411765,0.75,19.78,10.15,4.1,6.6,11.4,11.65,7.15,1.6749999999999998,36.255833333333335,17.65,20.8,7.15,3.1,12.1,6.75,3.1
1.82,3.35,2.6,14.95,22.22,2.3,11.86,15.15,8.75,8.0,9.9,10.24764705882353,2.8,2.79,9.48,3.45,8.1,14.55,8.43,8.32,17.547499999999996,46.73,8.12,16.4,8.1,2.83,13.05,6.22,2.88
1.71,2.95,2.38,19.36,22.88,10.0,11.79,20.35,8.1,8.04,9.8,9.128125,4.5,3.88,12.32,3.25,7.95,12.57,10.28,7.78,15.841363636363637,10.02,27.5,7.38,6.67,2.5,16.73,6.27,2.7
1.84,2.68,2.27,20.19,22.9,1.65,11.92,22.23,7.67,8.07,9.43,7.352499999999999,5.08,2.32,19.77,2.88,7.15,11.55,17.38,9.0,1.7,6.97,5.0,2.6,2.88,2.0,20.1,6.5,2.78
1.52,2.33,2.42,25.15,23.7,5.95,13.5,16.3,8.82,8.08,10.25,7.683125,5.9,2.42,18.12,2.7,6.8,12.85,12.72,8.8,1.65,6.97,3.7,3.3,2.15,2.03,20.3,6.38,2.7
1.45,2.08,2.45,19.14,21.83,3.15,12.23,13.12,11.12,8.08,9.43,7.288749999999999,8.43,1.78,18.18,2.92,6.38,8.68,13.82,7.98,8.12,8.6,7.95,2.15,2.05,2.42,17.8,6.18,2.42
1.51,3.1,3.03,14.81,24.15,4.5,12.0,14.9,12.47,8.09,8.3,8.42764705882353,8.15,3.8,17.77,2.67,6.75,20.85,12.77,7.8,16.68,9.9,14.95,2.25,1.7,1.55,16.53,6.15,3.0
8.12,11.02,7.92,36.75,25.73,7.33,17.01,20.08,19.88,8.23,8.25,12.708888888888888,11.6,4.68,34.6,2.67,7.92,13.4,8.9,9.22,16.62,19.116666666666667,17.67,19.12,2.47,2.62,19.02,6.83,27.68
28.24,45.65,36.02,68.81,61.92,15.57,47.31,59.17,54.53,9.71,20.58,36.54368421052632,33.55,7.4,84.6,12.3,34.12,33.55,36.4,23.95,43.2,45.537,69.35,81.47,11.72,13.32,25.67,11.43,89.6
61.88,101.48,66.2,81.15,99.92,56.92,51.71,103.62,89.12,20.79,24.62,58.1635,57.02,17.0,59.85375,33.75,58.7,55.4,92.05,48.0,85.5,91.6438888888889,117.75,118.53,33.8,34.0,39.7,60.05,133.58
74.18,139.25,96.8,83.32,119.9,105.65,62.93,126.7,118.35,38.83,53.1,8.5,58.9,26.28,61.274,53.33,160.95,93.82,172.07,69.35,151.62,127.785625,110.15,126.42,44.2,55.8,64.92,140.22,152.68
