IHBAS-CPCB,East-Arjun-Nagar-CPCB,DTU-CPCB,Shadipur-CPCB
0.1,9.61,17.896363636363635,51.21
0.41,6.57,19.08818181818182,40.16
0.37,5.1,19.263636363636365,30.82
0.17,15.9,18.418181818181818,25.35
1.03,16.41,19.834,19.36
3.48,9.71,19.128,15.48
13.198333333333332,13.91,18.497,13.08
1.41,15.64,19.24090909090909,5.54
6.92,15.15,17.964999999999996,6.96
6.4,7.41,15.964000000000002,5.33
3.61,16.19,13.689999999999998,8.66
3.385294117647059,15.5,12.952727272727275,2.38
3.0644444444444443,7.04,11.329999999999998,6.093809523809524
2.848235294117647,7.94,10.789090909090909,2.08
3.973684210526315,10.17,9.3225,11.62
1.92,14.44,8.890833333333333,22.64
2.48,22.56,8.45,35.23
5.22,30.21,10.106666666666667,72.36
10.17,26.04,10.758333333333335,88.05
14.41,25.2,11.79,63.42
16.04,22.89,13.338333333333333,45.3
17.69,2.44,14.168333333333331,44.43
17.16,9.58,14.907272727272728,47.29
14.43,5.95,15.805999999999997,39.52
10.97,9.09,15.832000000000003,25.25
8.56,9.09,16.019000000000002,28.34
6.71,9.09,16.636,45.84
5.49,9.09,17.346363636363638,76.39
4.97,9.09,19.74909090909091,62.68
4.79,9.09,19.605833333333333,53.23
4.36,21.38,19.63230769230769,51.0
2.58,18.77,30.69,28.0
1.97,3.87,29.13,22.15
2.25,4.26,22.21,16.66
0.86,4.04,22.14,12.38
0.42,2.68,20.8,7.2
0.34,2.68,19.98,3.15
0.34,4.71,22.14,1.27
1.59,9.98,17.38,12.2
2.5,17.15,10.75,29.08
3.43,18.62,10.57,40.52
6.35,34.53,11.47,67.86
10.87,22.92,15.93,73.02
13.79,18.02,20.25,86.38
16.06,21.17,27.27,84.73
16.83,30.95,28.0,108.72
14.83,19.58,13.44,77.1
12.51,13.65,17.939230769230768,68.24
9.1,22.06,17.793333333333333,67.43
6.5,20.02,16.89909090909091,70.96
5.29,15.64,16.156,52.49
3.61,16.71,15.508888888888887,21.08
3.01,14.18,17.165,15.54
3.22,5.71,16.9275,21.49
3.5,8.5,16.37375,20.41
3.12,12.13,17.663333333333334,9.27
3.09,4.16,16.241111111111113,9.32
2.15,5.46,14.716666666666665,7.53
1.18,10.14,13.544444444444444,8.38
0.97,2.29,12.643333333333334,4.63
0.74,4.84,11.384444444444444,1.84
2.1,4.41,10.614444444444445,5.24
1.94,10.04,8.895999999999999,8.52
4.75,12.45,8.310999999999998,17.99
4.71,16.88,7.866,14.01
5.55,12.91,9.894,16.53
6.05,12.94,10.751000000000001,23.12
4.93,17.84,11.581999999999999,13.01
3.39,33.01,13.193999999999999,1.67
2.17,10.96,13.123000000000001,38.76210526315789
1.5,17.94,13.511111111111113,37.312777777777775
1.26,12.74,14.451249999999998,37.73647058823529
1.22,13.21,15.056249999999999,36.31823529411764
1.37,9.67,15.100000000000001,36.181875
1.43,21.38,15.3875,29.021176470588237
1.2,6.82,14.436250000000001,25.122777777777785
1.25,12.34,16.27,23.82888888888889
1.38,11.52,15.731428571428571,19.879444444444445
1.45,12.61,15.552857142857144,1.18
1.48,5.74,17.39125,1.45
1.38,5.73,16.68125,9.271875000000001
0.88,12.06,15.45125,7.647499999999999
0.7,6.9,13.66375,6.023684210526316
0.57,10.94,12.115,4.833529411764706
0.44,11.94,11.365000000000002,4.800714285714285
0.54,7.5,11.275,4.48
0.69,12.77,9.256666666666668,6.96
1.89,15.48,8.587777777777777,11.41
3.92,13.02,8.05888888888889,13.97
5.02,23.9,10.092222222222222,12.62
4.23,8.29,11.027777777777779,8.21
3.36,14.89,12.843333333333334,1.47
2.87,8.95,14.03111111111111,36.72090909090908
1.84,20.04,14.097777777777779,36.74000000000001
1.46,8.39,14.785,31.3865
1.15,12.21,15.98857142857143,31.782631578947363
1.1,27.07,16.32,0.67
1.14,14.4,15.290000000000001,0.8
1.19,13.61,15.19,1.26
1.44,18.63,13.638571428571428,7.32
1.74,18.26,14.97,17.4
1.86,13.47,14.266666666666667,13.77
1.83,13.45,14.303333333333333,7.54
1.64,11.22,16.552857142857142,2.93
1.57,3.5,15.652857142857142,1.56
1.35,9.76,14.201428571428574,1.72
2.5375,6.72,12.322857142857144,5.986111111111112
2.1487499999999997,16.02,8.741428571428573,4.128823529411765
1.95875,6.69,9.196666666666667,3.359333333333333
1.995625,9.64,9.095,4.879473684210526
0.77,2.64,7.29,1.18
1.63,23.79,6.6899999999999995,5.81
3.35,10.71,5.895714285714286,10.63
5.08,22.62,8.09,26.08
7.33,22.62,8.664285714285715,37.68
8.09,15.05,9.118571428571428,47.66
6.87,12.72,10.22,34.7
5.05,9.54,10.275714285714285,14.48
3.66,3.68,10.613333333333333,11.93
2.63,3.68,10.896,12.49
2.12,3.68,11.5,16.79
6.5344444444444445,3.68,11.190000000000001,9.91
5.344444444444445,3.68,11.192,6.73
4.539999999999999,2.96,8.702,6.98
1.65,2.25,9.782499999999999,6.56
1.48,2.25,10.515,9.72
1.58,2.9,11.114999999999998,11.49
1.76,3.75,14.477999999999998,3.73
1.71,3.36,13.395999999999997,8.770999999999999
1.79,3.35,12.084,6.983333333333333
3.1,3.35,8.973333333333334,4.55
2.625,2.36,6.935714285714288,2.09
2.131538461538461,2.82,5.880000000000001,1.7
1.9000000000000001,3.4,5.477777777777778,4.21
2.857692307692308,3.4,1.2,10.59
4.869230769230769,3.4,1.67,23.02
7.480000000000001,3.4,1.31,39.68
11.156428571428572,3.4,0.87,39.98
14.280714285714286,3.4,1.28,33.91
17.529285714285713,3.4,2.18,47.37
21.07857142857143,3.4,2.31,58.41
22.00857142857143,3.4,0.5,61.16
22.098461538461535,3.4,7.737,50.04
19.686923076923076,3.4,8.202499999999999,36.41
14.965714285714284,3.4,9.542857142857143,37.21
12.221538461538461,3.4,9.59,48.13
9.059999999999999,3.4,10.407999999999998,32.64
7.267692307692307,3.4,8.258,26.3
6.6642857142857155,3.4,8.620000000000001,27.99
6.978571428571429,3.4,7.812499999999999,31.22
7.5323076923076915,3.4,7.947500000000001,38.06
7.848571428571428,3.17,12.568000000000001,40.07
6.539285714285713,3.1,23.198,31.53
4.540666666666667,3.1,10.9525,11.1
3.306923076923077,2.43,9.915000000000001,8.08
2.39909090909091,2.43,8.656,5.3
1.8463636363636362,3.91,8.538,1.14
1.9774999999999998,13.22,9.248000000000001,6.08
2.869230769230769,7.44,5.73,7.52
5.037692307692309,14.87,5.764285714285715,24.07
7.493571428571428,20.13,7.935714285714285,34.98
10.676428571428572,18.73,6.968571428571429,37.27
12.872142857142858,2.41,8.001428571428571,58.39
15.295714285714288,7.76,7.409999999999999,71.25
15.774285714285714,19.22,10.271428571428572,70.85
18.250714285714285,15.65,11.055714285714284,62.75
18.27846153846154,19.05,10.36,60.56
16.33230769230769,17.24,10.052000000000001,77.64
12.418571428571429,16.18,13.164000000000001,49.01
12.904615384615381,13.96,15.162,31.34
13.08923076923077,19.54,14.606000000000003,30.26
12.326153846153845,11.28,13.902000000000001,16.44
8.16642857142857,13.81,13.522,15.5
6.126153846153846,11.94,12.806000000000001,20.02
11.643846153846154,14.39,14.387500000000001,14.98
8.624285714285715,28.36,17.348000000000003,16.22
6.914285714285714,16.86,15.979999999999999,14.98
4.796,13.93,11.855999999999998,9.65
3.586153846153846,22.95,10.688333333333333,9.5
2.3754545454545455,16.15,8.498333333333333,7.95
1.8081818181818183,7.25,8.301666666666668,5.65
2.1999999999999997,12.4,8.74,6.71
3.1138461538461537,17.59,6.8985714285714295,10.24
4.942142857142858,12.36,6.8775,19.84
6.652142857142857,23.91,8.6975,44.13
9.419285714285712,16.11,7.758749999999999,62.28
14.215714285714284,18.46,9.897142857142857,63.73
16.959285714285716,21.52,10.057142857142855,52.35
18.585714285714285,28.03,12.985714285714286,55.59
18.32785714285714,18.79,15.312857142857142,51.75
13.134615384615385,25.96,16.453333333333333,34.55
11.670769230769228,18.69,17.332,30.82
9.583846153846155,21.98,17.096,27.39
8.4825,9.57,16.502000000000002,23.86
7.0633333333333335,23.47,16.414,20.73
6.083333333333332,27.3,16.067999999999998,14.66
5.343846153846154,16.73,15.638000000000002,14.75
5.944285714285714,20.47,15.190000000000001,13.71
6.3864285714285725,14.09,14.326000000000002,16.18
5.242857142857142,8.47,16.61666666666667,12.99
4.493571428571429,12.53,15.208000000000002,12.438947368421053
4.1,7.46,13.440000000000001,10.760588235294119
3.4376923076923083,4.74,11.627142857142859,8.95941176470588
2.2158333333333338,11.04,10.157142857142858,6.76375
1.7800000000000002,9.2,9.270000000000001,6.351176470588236
1.6258333333333332,15.65,9.689999999999998,9.662222222222221
2.822307692307692,15.07,8.0675,4.86
5.019285714285715,19.65,8.046666666666665,16.26
7.967142857142856,25.64,9.793333333333333,31.97
11.252857142857144,30.83,9.297777777777778,56.84
15.104285714285714,17.89,10.682222222222222,54.11
17.29214285714286,17.39,11.30777777777778,44.47
17.864285714285714,32.76,13.821111111111113,62.81
14.938461538461535,21.16,15.168888888888887,82.32
14.025384615384613,11.59,15.2675,76.92
12.685384615384615,18.29,15.458571428571428,83.97
10.615384615384615,24.58,15.129999999999999,76.83
9.733333333333333,11.82,14.27,57.2
8.106666666666667,23.41,14.174285714285714,42.55
6.892499999999999,25.65,13.569999999999999,25.68
5.883076923076924,8.42,13.51142857142857,20.12
5.893571428571428,14.3,13.442857142857141,18.46
6.158571428571429,20.07,12.652857142857144,21.58
5.665,21.89,12.145714285714288,22.41
5.547142857142857,24.09,9.745000000000001,9.82
4.14,10.55,9.251666666666667,10.58
2.504166666666667,11.36,11.586666666666664,8.9
1.791818181818182,6.75,11.31,5.46
1.3533333333333333,15.04,10.733333333333333,7.19
1.616923076923077,9.94,9.092857142857143,4.41
2.4085714285714284,8.84,8.035,12.36
4.637857142857143,9.67,8.594444444444443,23.67
8.152857142857142,16.14,10.28888888888889,35.07
12.51,33.19,10.012222222222222,72.49
18.109999999999996,38.2,10.994444444444445,74.49
20.05714285714286,33.92,10.853333333333333,70.93
21.022142857142857,47.16,13.448888888888888,47.3
18.856923076923078,15.71,14.469999999999999,24.07
17.528461538461535,15.73,16.4625,18.57
16.408571428571427,19.57,16.8275,6.02
14.792857142857141,22.91,16.99,10.28
10.774166666666668,27.37,16.59,35.15
9.164166666666667,28.38,16.6325,27.46
8.569166666666666,9.2,16.30625,19.79
7.444285714285714,28.69,16.50625,20.64
8.721333333333336,26.85,15.55125,19.69
8.209375,9.98,14.365000000000002,20.59
5.996875,11.87,13.954999999999998,8.39
5.3325,9.18,12.685714285714285,4.52
2.18,21.57,12.094285714285716,3.16
1.82,3.14,11.50875,3.42
2.6106666666666665,15.13,10.66,3.04
2.3706250000000004,16.11,10.50375,2.38
1.52,7.75,10.66875,0.73
2.73,16.07,9.45888888888889,5.74
5.12,9.8,9.783,13.78
6.57,39.88,11.453,23.73
9.22,26.28,11.274,37.31
14.4,32.09,12.714000000000002,68.33
19.32,35.3,13.782,82.8
24.02,24.87,16.020000000000003,94.53
27.46,20.74,17.023999999999997,104.07
27.27,23.7,19.005555555555553,71.32
23.85,23.05,19.05333333333333,69.78
16.15,24.01,18.968888888888888,77.7
11.41,10.36,17.60888888888889,49.82
9.2,16.43,17.313333333333333,30.72
8.38,11.02,16.74222222222222,30.34
7.8,8.07,16.25888888888889,18.85
7.86,12.01,15.515555555555558,17.51
6.77,17.73,14.773333333333333,19.99
5.83,10.96,14.813333333333333,11.26
6.18,22.78,13.7625,5.99
5.97,9.72,12.865,6.28
5.52,10.26,12.046666666666665,7.27
4.69,20.77,9.272222222222222,6.83
2.85,8.1,10.315,2.44
2.33,10.41,10.611249999999998,2.02
3.9,8.65,9.338888888888889,9.07
4.73,18.64,9.806000000000001,15.38
6.09,27.01,11.609,26.43
10.5,38.05,11.320999999999998,46.42
16.12,27.4,12.805000000000001,71.3
22.18,57.5,12.696,81.8
32.39,40.11,14.764000000000001,67.41
37.51,15.64,16.005,65.31
40.13,41.42,18.90111111111111,71.08
37.06,31.46,19.502222222222223,83.47
28.12,28.95,19.65222222222222,69.26
19.68,10.39,18.64777777777778,45.89
14.38,21.2,18.576666666666668,38.37
13.08,29.92,17.311111111111114,47.41
12.62,19.27,16.992222222222225,34.11
8.56,2.98,16.47222222222222,20.04
6.3,15.38,15.788888888888888,22.02
5.88,24.63,15.201111111111109,10.94
6.1,7.06,13.79875,16.83
7.52,17.6,13.28875,13.15
6.15,10.51,11.824444444444445,13.98
3.8,7.19,8.972222222222221,11.0
2.65,15.64,10.3875,10.15
2.11,7.86,10.675,9.12
3.09,15.87,9.605555555555556,12.63
3.4,26.96,10.132,20.85
9.39,21.8,11.087,23.5
12.87,11.54,11.667272727272728,30.09
12.71,21.82,12.31,30.38
12.74,25.59,12.261818181818182,42.16
12.63,19.19,14.121818181818185,75.12
12.12,15.82,15.296363636363635,89.33
11.32,17.63,17.052,90.82
11.29,22.95,17.125000000000004,70.22
11.36,16.9,17.244,63.13
11.11,32.88,15.609,59.95
9.22,31.22,15.204000000000002,48.02
8.63,29.95,13.794999999999998,31.14
8.39,28.11,14.787777777777778,33.12
9.62,25.21,13.83222222222222,24.11
10.13,18.37,13.291111111111112,16.99
11.54,12.35,13.081111111111111,17.05
7.22,18.21,18.67125,18.55
2.67,13.92,11.418571428571427,17.54
2.04,16.77,10.486249999999998,17.87
1.26,4.81,8.386000000000001,6.39
0.68,7.25,11.326,8.29
0.6,11.14,12.649999999999999,2.57
1.24,22.86,12.469166666666668,2.11
2.38,6.0,12.23,20.83
3.96,9.16,27.14,34.34
10.41,18.25,18.34,32.55
18.33,20.05,19.2,48.23
23.21,13.07,13.47,103.36
23.2,5.22,20.74,128.35
21.59,15.65,29.8,143.75
16.18,14.44,30.6,82.26
12.88,16.98,30.18,64.26
11.66,21.3,30.06,54.29
12.14,1.03,26.91,57.2
11.56,9.96,24.58,64.43
9.69,2.04,23.3,59.24
6.88,6.58,23.41,44.21
5.83,16.81,21.97,29.23
5.32,12.03,19.0,24.51
5.42,17.4,18.51,19.9
4.89,9.5,15.468666666666667,13.47
3.21,8.04,13.76875,11.14
1.5,11.43,14.42,4.98
0.62,7.97,12.34,6.5505555555555555
0.43,4.99,10.99,1.02
0.56,4.17,13.37,8.04263157894737
0.8,18.77,14.56,4.53
2.06,25.53,14.25,13.27
3.0,20.66,13.27,25.72
5.3,28.34,13.41,45.75
13.6,20.31,12.76,60.5
14.28,13.65,14.01,95.12
15.09,6.61,16.48,101.21
16.91,15.61,17.58,97.64
14.63,15.05,18.11,108.36
14.0,6.63,17.19,96.02
13.16,19.28,17.62,81.42
13.0,1.03,17.43,69.29
10.64,0.97,18.51,65.69
7.44,11.41,17.61,70.52
6.09,2.42,17.07,37.78
3.39,9.45,16.12,24.41
4.37,2.62,15.89,17.86
2.39,4.24,14.79,11.82
2.38,11.29,13.97,10.42
1.94,8.29,15.61,9.2
1.47,8.6,16.34,2.98
0.57,7.29,12.79,0.73
0.51,4.95,12.77,6.732222222222222
0.71,4.55,13.46,7.674444444444445
1.07,8.12,14.29,5.16
1.93,17.42,15.8,19.88
4.45,5.54,16.5,26.59
7.08,13.24,19.39,36.64
12.19,26.31,26.16,52.18
15.87,21.88,30.57,77.28
21.59,24.64,34.2,76.43
27.7,22.83,35.29,44.58
33.88,13.87,36.4,41.28
33.11,11.38,37.55,35.0
29.31,6.5,36.28,31.46
25.11,19.84,33.94,48.77
21.3,27.64,32.92,45.02
17.19,14.23,30.18,30.23
13.93,13.42,28.62,35.06
11.62,12.87,29.56,34.03
9.12,13.91,26.81,27.22
6.61,7.08,26.27,15.62
6.23,23.91,23.48,9.7
3.21,2.44,20.03,8.72
1.55,3.46,18.88,3.4
1.21,9.44,17.43,6.1049999999999995
1.02,7.89,17.91,5.631764705882354
0.82,14.1,16.52,7.167142857142857
2.04,12.81,16.12,9.501666666666667
3.87,11.51,16.04,12.49
5.4,41.32,17.22,22.22
8.05,23.71,17.2,22.76
10.41,13.36,18.25,20.85
11.16,20.91,14.82,25.25
10.25,7.94,20.45,25.54
9.06,13.21,20.34,23.55
8.25,15.06,19.68,23.77
7.07,7.6,19.45,23.26
6.04,3.18,20.16,32.39
4.82,12.18,19.18,17.02
3.9,6.5,18.73,8.89
3.21,12.52,17.86,18.41
3.07,10.75,18.49,28.2
3.14,23.0,18.43,23.42
3.43,13.29,19.16,16.67
6.21,15.2,19.41,13.92
6.36,9.77,19.5,9.21
6.46,16.33,18.95,11.2
6.05,14.42,16.75,9.98
5.68,14.17,17.26,4.6
2.36,13.58,21.05,1.82
2.06,8.38,23.19,3.1
3.26,9.37,20.21,16.69
3.48,7.11,20.02,24.28
7.3764,21.23,20.64,41.01
10.1,8.4,22.82,51.98
6.83,12.5,25.0,45.28
15.66,7.15,28.1,30.04
18.21,9.0,29.74,19.81
17.64,5.93,31.18,11.84
17.49,8.33,32.92,14.17
15.43,10.96,34.53,14.5
11.63,10.36,34.43,15.88
9.06,18.52,29.26,9.16
7.45,27.9,29.81,7.86
5.75,11.75,29.16,6.34
3.58,13.95,29.45,2.91
3.02,9.36,23.68,2.32
2.75,9.84,21.52,13.456666666666667
1.88,8.24,20.48,11.585833333333332
0.85,15.47,19.27,8.919166666666666
3.2092,8.64,17.39,9.195
2.3469565217391306,11.61,12.97,6.965454545454546
0.39,14.53,0.1,3.8599999999999994
0.38,9.45,8.62625,3.6314285714285712
0.41,15.17,8.107999999999999,3.9239999999999995
1.7345454545454546,15.32,6.797857142857142,5.865454545454545
2.9516666666666667,21.97,6.878571428571428,12.171176470588236
1.47,14.49,8.805384615384614,21.028823529411767
0.97,5.65,8.664285714285715,27.40277777777778
1.02,3.74,9.789285714285713,35.00666666666667
1.04,4.25,9.294285714285715,42.03333333333333
1.13,16.38,11.212857142857143,47.25625
1.05,9.93,12.092857142857142,42.634375
0.67,6.53,12.588571428571427,39.122
0.56,16.43,13.086428571428572,36.55428571428571
0.4,8.68,13.344999999999999,32.53266666666667
0.32,11.28,12.792857142857144,28.502666666666673
0.43,4.27,12.786428571428573,24.70266666666667
0.44,9.35,11.915000000000001,25.81384615384615
0.35,10.62,11.687142857142858,23.837499999999995
0.3,14.54,11.167142857142858,18.139166666666664
0.32,13.37,10.763571428571426,17.467272727272725
0.33,6.6,10.359285714285715,12.798000000000002
0.3,15.37,8.641428571428571,9.294999999999998
0.23,13.71,8.056428571428572,10.41
0.22,13.48,7.486,6.201538461538462
0.21,13.39,5.916666666666667,3.2509090909090914
0.2,10.66,6.5357142857142865,3.117777777777777
0.27,11.12,6.837999999999999,4.032857142857143
0.76,19.13,6.255294117647059,6.5878571428571435
0.59,8.83,6.86,13.308999999999997
1.15,2.15,7.391499999999999,19.50857142857143
2.53,5.68,8.73,2.71
2.9,10.45,9.34,16.15
4.41,5.94,9.32,10.05
5.73,9.13,8.93,12.54
5.43,6.22,9.33,15.89
0.96,12.78,8.69,8.57
0.61,7.14,7.98,1.22
0.72,8.79,7.84,2.1
0.54,10.38,7.3,0.01
0.55,15.81,7.33,0.74
0.66,14.89,6.91,19.177058823529414
0.62,18.85,6.82,19.635333333333335
0.85,11.0,7.04,17.462142857142858
1.08,17.01,6.97,16.72923076923077
1.16,9.07,6.86,13.541666666666666
1.73,9.86,6.56,9.99076923076923
1.28,16.8,6.38,9.116363636363637
0.69,15.13,3.29,4.75
0.51,16.11,6.93,0.01
0.36,9.6,6.91,2.7746153846153847
0.29,13.68,8.49,4.433636363636364
0.32,9.16,1.11,5.898888888888889
0.92,8.09,0.45,7.61
2.45,17.1,1.1,8.78
3.97,9.98,2.76,10.11
4.2,20.12,4.13,8.35
2.87,20.3,0.58,4.67
2.52,16.56,6.07,42.561
1.12,6.71,2.99,40.76421052631579
0.83,17.57,0.58,38.66666666666667
0.55,14.84,2.5,37.693124999999995
0.45,9.82,4.23,35.07066666666667
0.59,11.04,5.54,30.738666666666674
0.52,6.9,4.92,25.75
0.53,12.87,4.32,25.005714285714287
0.55,4.81,2.9,22.46538461538462
0.7,9.25,1.41,18.62076923076923
0.8,9.51,1.7,17.047500000000003
1.16,12.99,1.7,13.738181818181816
1.02,12.47095238095238,1.04,10.13
0.43,10.397142857142857,1.05,8.035
0.3,12.604,1.29,3.96375
0.31,12.712105263157893,0.98,2.1266666666666665
0.36,9.93888888888889,1.49,0.84
0.47,10.256666666666668,0.99,2.81
0.63,13.457777777777778,0.52,0.87
1.46,12.685555555555556,1.59,3.56
2.78,16.351764705882353,1.6,14.47
4.16,14.211764705882352,1.04,18.46
4.97,17.029411764705884,2.25,23.15
4.65,14.721176470588235,0.82,20.7
3.85,15.498235294117649,0.86,21.62
3.48,10.507647058823531,0.88,16.68
2.97,14.518823529411764,0.55,11.15
2.34,11.61705882352941,0.59,9.75
1.48,10.724117647058824,0.61,9.12
1.3,11.314117647058824,0.61,3.71
1.23,14.225882352941179,0.59,6.93
1.13,13.13529411764706,0.8,6.0
0.91,11.48470588235294,0.51,8.08
1.52,13.353888888888887,0.74,1.41
1.51,11.131499999999999,1.04,3.76
1.85,9.905714285714286,1.09,10.498000000000001
1.17,10.897142857142859,1.03,1.98
0.66,18.29,0.48,7.521666666666666
0.45,9.85,0.43,3.7471428571428578
0.42,2.75,0.44,2.2441666666666666
2.522608695652174,6.47,0.43,0.86
3.2617391304347825,12.98,0.46,5.719
4.666818181818182,14.04,0.46,7.2958823529411765
7.37,9.01,0.94,5.48
13.89,16.59,0.95,17.08
11.64,6.06,1.26,12.95
8.87,19.23,0.5,9.98
11.89,11.8,0.48,15.73
11.46,7.4,0.48,17.6
8.66,10.83,0.53,15.46
7.29,11.58,0.51,10.22
6.4,8.34,0.52,5.78
6.61,18.21,0.85,4.8
6.14,12.29,1.26,4.3
4.5,10.44,1.8,1.68
3.57,6.31,1.7,13.147777777777778
3.59,13.84,1.58,15.24866666666667
4.02,11.32,1.6,15.017142857142858
3.73,6.51,1.65,14.972307692307693
3.76,11.13,1.54,12.17090909090909
3.71,10.24,0.99,7.512727272727272
3.16,7.54,0.5,6.9799999999999995
2.28,20.64,0.46,0.98
1.75,25.52,0.74,1.28
1.36,28.3,0.95,3.217857142857143
1.92,13.22,0.86,3.8461538461538467
2.61,7.8,0.66,6.001666666666667
5.35,8.25,0.88,6.28
11.8,11.44,0.94,8.88
16.38,9.29,1.0,3.3
19.8,23.38,1.33,4.51
20.32,15.53,1.38,6.95
12.58,9.56,1.74,18.856500000000004
6.11,11.53,1.77,17.041249999999998
3.88,9.57,1.76,15.496666666666666
2.63,18.95,1.56,12.137142857142859
1.48,5.91,1.66,14.642307692307694
1.25,11.88,1.51,15.697692307692307
1.33,15.32,1.45,10.454
1.39,17.07,1.34,10.258333333333335
1.86,6.07,1.34,14.494444444444447
2.43,12.79,1.41,12.465555555555554
3.06,10.62,1.51,10.263000000000002
3.23,6.1,1.38,7.657777777777778
2.87,17.52,1.27,5.00625
2.24,11.65,1.34,6.224285714285713
2.28,17.82,1.21,1.88
1.94,11.62,0.73,0.04
1.36,10.45,0.68,3.0685714285714285
1.49,15.74,0.33,4.59857142857143
1.84,9.65,1.03,1.98
3.44,25.52,0.8,7.47
11.38,20.09,0.63,10.02
16.92,9.21,1.04,15.41
23.28,12.66,1.54,20.37
29.08,25.0,1.94,20.29
24.46,12.59,1.98,17.11
15.74,9.13,1.89,9.88
7.49,30.56,1.76,1.41
4.25,18.57,1.76,14.862777777777776
2.57,16.23,1.79,14.816666666666666
2.39,15.61,1.77,13.9175
2.95,10.88,1.77,2.44
3.36,11.57,1.81,0.06
3.62,9.57,1.75,10.917272727272726
3.99,8.56,1.68,9.44
4.43,6.04,1.7,9.232000000000001
5.15,9.44,1.65,7.584285714285714
5.66,5.54,1.5,5.962000000000001
3.98,13.47,1.5,6.675
1.82,9.98,1.42,3.008333333333333
1.53,18.95,1.33,2.2414285714285715
1.42,8.5,1.35,3.7122222222222216
1.45,4.9,1.35,6.043749999999999
2.88,12.97,1.35,6.565333333333332
7.19,12.58,1.19,4.45
13.73,6.48,1.23,13.29
18.78,22.86,1.19,13.45
20.51,28.75,0.89,19.93
21.16,13.28,0.47,31.73
24.42,22.54,0.54,39.45
28.92,7.97,0.58,24.87
37.35,15.92,0.59,25.25
41.88,23.57,0.64,24.47
43.66,16.8,0.7,23.81
40.24,10.71,1.72,23.93
32.43,25.84,2.31,13.63
26.9,22.7,2.42,11.32
24.32,8.92,2.37,14.78
21.45,11.29,2.21,11.97
19.92,6.78,2.16,10.18
18.85,3.06,2.1,7.9
13.42,11.44,2.02,3.41
10.94,10.86,2.01,6.84
7.66,12.13,1.75,0.1
5.06,8.05,1.59,0.81
4.47,7.79,1.6,0.07
5.39,12.26,1.61,7.881428571428571
6.76,9.27,1.62,6.79
14.23,14.01,1.2,13.89
22.94,11.99,0.69,22.96
25.99,8.59,0.7,30.41
30.19,2.7,1.28,42.47
42.01,11.2,1.05,49.85
68.2,16.16,0.81,60.25
74.3,20.58,1.73,61.45
71.0,16.66,1.2,58.26
64.07,1.81,1.79,37.52
52.84,3.42,2.31,29.45
41.25,15.32,2.35,36.28
31.88,16.8,2.4,35.1
25.94,15.16,2.37,34.35
25.46,11.02,1.96,40.08
29.53,22.25,0.79,44.97
36.44,17.17,2.23,39.97
46.68,15.22,2.88,19.09
28.0,4.15,5.84,16.87
12.64,8.69,0.83,11.86
8.1,27.51,0.74,3.07
5.85,14.68,0.7,2.27
6.6,16.61,0.52,0.66
8.84,13.11,0.57,8.928
12.79,17.46,0.56,8.54
18.76,8.55,0.53,20.89
19.75,7.07,0.51,23.43
17.9,21.88,0.51,37.52
17.16,21.71,0.5,51.3
18.94,16.61,0.55,58.82
22.74,28.54,0.62,45.82
26.13,1.92,0.58,33.07
28.85,16.85,1.86,31.06
25.23,6.06,2.39,20.65
20.21,5.02,2.64,20.35
16.07,6.78,3.01,20.76
13.81,15.95,3.12,21.97
13.32,2.47,2.99,13.99
13.07,14.69,2.8,6.4
12.34,15.62,2.8,6.41
14.49,6.78,3.6150000000000007,7.36
16.82,15.31,3.4604545454545454,11.04
17.72,17.89,2.5761904761904764,9.703846153846154
13.8,7.15,10.72,8.664615384615384
10.13,3.38,11.0,6.01142857142857
6.81,11.23,0.61,5.331538461538462
5.46,11.04,0.93,9.79
9.48,6.86,0.41,10.49
11.69,11.67,0.46,11.16
11.93,4.53,0.49,9.73
11.32,15.95,0.46,3.61
6.67,8.39,0.51,9.59
6.95,10.16,1.431904761904762,15.52
7.66,5.31,1.5195,14.41
5.6,7.34,1.831578947368421,6.87
3.7,6.29,2.0283333333333338,1.82
4.06,12.47,2.2194117647058826,31.005714285714287
5.14,9.16,2.315882352941177,3.18
5.62,10.49,2.6347058823529417,22.573333333333334
4.11,7.58,2.6676470588235297,20.00809523809524
3.86,12.63,2.8694117647058826,1.28
3.94,10.28,2.841764705882353,6.13
6.0,10.53,2.683529411764706,8.02
5.92,11.77,2.5123529411764705,0.17
3.87,6.48,2.495294117647059,0.79
3.24,5.78,2.2733333333333334,8.482142857142856
2.92,7.65,2.2194736842105263,5.295454545454546
1.73,7.0,2.2990476190476192,5.423636363636364
1.02,8.99,1.04,1.9816666666666665
1.17,5.33,0.67,1.4218181818181816
1.1,8.82,1.5,2.7116666666666664
1.49,4.59,0.71,1.09
1.83,4.89,0.98,1.12
5.81,6.59,0.63,4.42
10.79,10.23,0.72,10.35
12.68,12.61,0.91,9.4
7.25,9.44,0.92,14.0
7.55,9.17,0.79,7.1
8.75,9.42,0.68,3.22
4.97,11.39,0.85,31.83545454545455
3.0,5.96,0.92,31.981363636363632
2.89,14.64,1.02,27.819999999999997
2.2,15.78,1.03,11.5
2.32,8.29,0.55,15.52
2.08,14.61,1.02,10.87
2.11,14.87,1.1,4.28
2.31,7.8,1.12,15.549375000000001
2.96,17.39,1.2,14.41875
3.41,4.0,1.18,14.363333333333335
