IHBAS-CPCB,East-Arjun-Nagar-CPCB,DTU-CPCB,Shadipur-CPCB
2.1875,9.05,3.09,29.07
2.5681818181818183,9.95,3.97,29.13
2.4208333333333334,7.64,3.98,19.81
2.5680000000000005,10.19,4.11,21.78
3.1400000000000006,6.24,4.27,19.708333333333332
2.818,11.95,4.44,13.363999999999999
2.203333333333333,18.41,4.52,12.666666666666664
1.4411111111111112,13.99,3.94,5.44
0.8322222222222222,8.0,4.28,0.0
0.769,12.32,4.18,7.09
0.683,16.67,3.27,0.0
0.7716666666666666,13.04,2.75,0.0
0.6508333333333334,10.76,3.02,0.0
0.49615384615384617,24.39,2.63,0.0
0.21,20.41,2.17,0.0
0.36999999999999994,12.99,3.24,0.0
0.26142857142857145,14.26,3.29,0.0
0.24444444444444446,4.25,3.28,0.0
0.26,3.39,3.58,0.0
0.3418181818181818,29.9,3.35,0.0
0.5553846153846154,16.64,3.35,0.0
0.46,21.36,2.9,0.0
0.78,7.35,3.12,7.336666666666666
1.21,13.23,3.54,17.385
3.0,19.16,3.48,15.761428571428572
4.25,13.59,4.52,17.22714285714286
2.62,14.62,4.69,20.912
1.88,13.18,4.68,17.453333333333333
1.59,13.24,4.5,17.65
2.17,16.5,4.6,5.960000000000001
0.22,14.76,2.92,9.095
0.12,10.22,3.25,5.44
0.17,11.13,3.37,0.0
0.25,18.75,3.09,0.0
0.35,12.77,2.47,0.0
2.27,14.85,3.12,0.0
1.21,5.15,3.04,0.0
0.46,4.58,3.13,0.0
0.31,9.06,2.62,0.0
0.2,1.73,3.09,0.0
0.05,9.23,2.98,0.0
0.08,30.04,2.55,0.0
0.213125,10.39,3.25,0.0
0.44357142857142856,25.73,3.03,0.0
0.1,20.12,3.0,0.0
0.19,19.07,3.1,6.15
0.62,26.95,3.01,8.577499999999999
3.7,15.76,3.45,14.690000000000001
5.03,20.23,3.49,14.013749999999998
2.5826666666666664,10.19,4.33,6.15
2.960666666666667,10.85,4.35,6.42
2.6669230769230765,6.55,4.67,11.464999999999998
2.8922222222222222,10.29,4.66,9.011666666666665
2.382727272727273,17.55,5.0,2.83
1.9200000000000004,7.27,5.55,3.37
1.3519999999999999,10.56,4.66,3.8800000000000003
0.78,9.79,4.74,3.1
0.7572727272727273,12.57,4.43,3.1
0.6618181818181819,13.57,3.79,3.37
0.7133333333333334,7.54,3.92,0.0
0.6018181818181818,14.52,3.95,0.0
0.46545454545454545,13.36,3.73,0.0
0.37545454545454543,20.63,3.47,0.0
0.28125,13.17,3.63,0.0
0.22875,16.91,3.22,0.0
0.19,38.07,2.62,0.0
0.30374999999999996,31.51,3.39,0.0
0.2616666666666667,16.31,3.25,0.0
0.18666666666666668,7.08,3.71,0.0
0.31125,27.37,3.24,0.0
0.717,20.17,3.12,10.87
1.45,25.42,3.27,15.446666666666665
2.251818181818182,19.09,2.11,12.684999999999999
2.6309090909090913,4.08,3.5,17.851428571428574
2.8846153846153846,4.81,3.49,23.456
2.614545454545455,14.65,3.17,20.613333333333333
2.8925,18.99,3.21,15.683333333333332
2.313636363636364,14.25,3.35,4.847500000000001
1.7730000000000001,15.74,3.31,9.095
1.199,13.0,2.89,5.44
0.6072727272727273,15.19,3.41,0.0
0.6518181818181819,16.07,3.27,0.0
0.794,8.27,2.98,0.0
0.7966666666666667,8.15,3.27,0.0
0.5825,12.98,3.08,0.0
0.5033333333333333,9.23,2.9,0.0
0.405,10.0,2.6,0.0
0.38499999999999995,14.86,2.83,0.0
0.293,14.56,3.06,0.0
0.248,17.83,2.35,0.0
0.18125,29.48,2.98,0.0
0.18,31.89,2.44,0.0
0.213,28.89,1.92,0.0
0.31272727272727274,39.84,2.72,0.0
0.6636363636363636,13.08,2.84,10.87
1.5963636363636362,13.91,3.43,12.0525
2.6175,17.5,3.6,12.64
3.0092307692307694,20.51,4.46,12.966666666666667
2.9478571428571425,14.18,3.88,17.9025
2.541538461538462,6.55,3.39,20.49
2.5420000000000003,22.04,3.33,15.235
2.765,25.65,3.46,6.083333333333333
2.3372727272727274,19.52,3.31,10.68
1.5650000000000002,12.66,2.91,17.94
0.9008333333333333,3.01,3.61,2.58
0.6733333333333333,20.08,3.37,0.0
0.6350000000000001,20.24,2.63,0.0
0.7600000000000002,10.0,3.29,0.0
0.5538461538461539,14.39,2.69,0.0
0.3976923076923077,7.4,2.3,0.0
0.36461538461538456,15.22,2.67,0.0
0.30999999999999994,15.5,2.42,0.0
0.231,15.47,1.88,0.0
0.2008333333333333,20.95,1.7,0.0
0.3984615384615384,25.92,3.03,0.0
0.4030769230769231,27.8,2.66,0.0
0.7799999999999998,27.26,2.33,9.57
0.31,37.91,2.92,10.753333333333332
1.13,3.27,2.89,16.185
2.51,30.84,3.12,17.65
5.83,29.35,3.53,9.57
7.83,20.52,4.27,17.29
7.38,19.55,4.02,31.33
2.81,9.37,4.24,18.979999999999997
3.019444444444445,17.95,4.28,17.078
2.93,7.57,3.64,13.84
1.1,17.88,3.5,17.349999999999998
1.24,4.73,3.71,0.52
1.67,9.45,3.85,2.17
1.88,10.67,3.57,0.0
1.6,10.27,3.4,0.0
1.59,13.37,3.73,0.0
1.41,15.31,3.19,0.0
1.01,19.84,3.03,0.0
0.58,20.71,3.18,0.0
0.4,15.56,3.04,0.0
0.39,19.59,2.16,0.0
0.34,15.65,2.12,0.0
0.26,13.19,3.3,0.0
0.19,6.12,2.68,0.0
0.22,37.84,2.15,10.18
0.32,10.63,2.99,11.52
0.8,35.19,2.85,9.863333333333333
1.8,11.85,2.48,13.886249999999999
2.67,21.87,3.2,10.18
4.81,17.13,3.87,12.86
7.87,20.02,3.74,14.897
14.08,23.98,4.12,33.91
16.3,18.8,5.92,22.65
18.12,12.25,6.61,3.91
13.96,9.56,6.94,15.959999999999997
7.78,5.76,6.7,15.2475
1.5,17.41,5.68,9.576666666666666
1.02,18.11,4.56,3.91
0.78,12.71,4.18,0.0
0.56,29.46,4.43,10.24
0.47,20.08,3.6,5.04
0.73,11.8,3.22,0.0
0.56,14.47,3.09,0.0
0.38,23.6,3.5,0.0
0.28,9.83,3.03,0.0
0.28,16.14,2.97,0.0
0.27,16.76,4.3,6.55
0.21,9.36,3.8,16.185
0.21,34.53,3.44,18.84
0.31,14.9,3.74,18.84
0.83,19.84,3.34,6.55
1.41,16.84,2.74,25.82
3.34,18.65,3.76,24.15
4.94,26.99,5.3,13.672727272727274
5.46,12.98,5.95,15.437499999999998
2.26,5.75,5.78,18.148
2.198947368421053,21.65,6.16,14.072499999999998
0.15,21.81,4.16,3.37
0.17,11.27,3.11,3.37
0.16,16.27,2.9,0.52
0.16,12.43,2.48,2.17
0.13,12.62,2.02,0.0
0.14,11.61,1.85,0.0
0.14,12.26,1.9,0.0
0.15,22.15,1.63,0.0
0.18,25.84,1.6,0.0
0.19,15.45,1.71,0.0
0.32411764705882357,7.32,1.79,0.0
0.254,16.14,1.84,0.0
0.2326666666666667,8.29,1.84,0.0
0.02,5.43,2.12,0.0
0.23785714285714285,30.22,1.89,0.0
0.30111111111111105,17.32,1.84,2.01
0.40055555555555555,23.99,2.05,2.5
0.45,30.65,2.07,2.9549999999999996
0.99,34.86,2.39,7.854000000000001
1.2,29.46,2.98,2.01
0.73,17.62,3.64,2.99
0.53,20.58,2.84,8.461428571428572
0.93,23.17,2.72,8.018333333333333
0.19,22.46,3.69,7.427999999999999
0.11,18.84,2.4,3.2433333333333336
0.11,16.34,2.08,3.37
0.1,18.54,2.07,0.52
0.11,6.54,1.95,2.17
0.12,11.32,1.65,0.0
0.12,22.78,1.6,0.0
0.12,20.31,1.91,0.0
0.12,17.52,1.62,0.0
0.17,20.07,1.65,0.0
0.39,15.08,1.83,0.0
0.32,32.01,1.81,0.0
0.16,14.37,2.17,0.0
0.15,29.33,3.67,0.0
0.12,28.46,4.08,0.0
0.14,8.06,3.39,0.0
0.2,51.53,2.67,0.0
0.26,24.46,2.54,0.0
0.32,19.16,2.26,3.41
0.47,30.01,2.07,11.423333333333332
0.53,26.49,2.03,8.868571428571427
0.35,26.01,2.27,9.172857142857142
0.2,35.69,1.86,11.792499999999999
0.11,12.45,1.79,13.589999999999998
0.1,17.01,2.16,10.713333333333333
0.1,7.62,1.83,3.37
0.1,34.07,1.65,3.37
0.09,9.95,1.64,0.52
0.09,11.71,1.53,2.17
0.13,28.19,1.44,0.0
0.22,30.17,1.54,0.0
0.21,3.83,1.61,0.0
0.16,8.67,1.53,0.0
0.17,13.77,1.46,0.0
0.15,9.3,1.54,0.0
0.17,7.64,1.58,0.0
0.15,11.3,1.55,0.0
0.14,19.13,2.33,0.0
0.22,20.0,2.7604,0.0
0.12,31.41,2.05,0.0
0.12,15.96,2.18,0.0
0.3033333333333334,11.82,2.83,0.0
0.5542105263157895,22.21,2.05,3.41
0.9157894736842106,12.27,1.84,8.604999999999999
0.35,15.95,2.28,8.858
0.56,15.4,2.16,15.01
0.86,21.73,1.74,20.094
0.92,14.05,1.99,13.739999999999998
1.57,19.49,3.66,11.307999999999998
0.63,12.73,2.36,5.5200000000000005
0.96,7.62,2.36,14.82
1.17,15.59,2.98,2.9800000000000004
1.33,4.26,3.18,2.17
1.72,12.84,3.7,0.0
1.82,7.07,3.56,0.0
1.55,15.92,4.29,0.0
0.66,16.02,3.55,0.0
0.5,15.51,2.46,0.0
0.22,10.37,3.15,0.0
0.41,3.46,2.99,0.0
0.24,4.71,2.38,0.0
0.14,11.24,2.28,0.0
0.12,11.22,3.33,0.0
0.12,22.38,2.21,1.52
0.14,28.81,2.1,1.5
0.17,42.26,2.79,1.5
0.26,11.57,2.13,5.002
0.49,11.11,2.2,1.52
1.39,25.95,3.38,1.48
4.99,11.55,5.72,8.312222222222223
6.61,19.54,5.55,11.082857142857142
5.17,14.726153846153847,6.46,8.95142857142857
0.2,16.04,5.82,8.288
2.5186956521739132,32.13,3.0,7.71
2.0660869565217395,14.87,2.32,17.99
0.07,6.3,2.21,9.23
0.09,15.1,1.78,2.375
0.18,18.16,1.6,0.0
0.14,19.38,1.48,0.0
0.14,13.32,1.58,0.0
0.15,9.42,1.35,0.0
0.23,11.8,1.42,0.0
0.34,7.2,1.71,0.0
0.42,21.52,1.76,0.0
0.48,18.77,1.74,0.0
0.48,9.54,1.82,0.0
0.34,44.94,1.97,0.0
0.17,27.8,1.65,0.0
0.18,6.95,1.72,0.0
0.24,16.94,1.9,4.6066666666666665
0.26,19.14,1.69,4.835
0.71,8.85,1.66,7.155714285714285
3.06,8.81,1.76,8.006666666666666
2.8,11.39,1.85,6.4
2.26,15.02,1.78,6.12
1.85,12.85,1.94,2.8
1.77,14.99,3.13,4.55
2.4,16.26,2.5,4.944444444444445
2.88,16.53,3.8,5.445714285714284
2.69,12.64,4.35,0.52
0.51,19.62,4.12,2.17
0.38,21.12,3.56,7.266666666666667
0.61,21.08,2.81,3.603333333333333
0.62,16.75,3.64,1.345
0.67,8.88,2.1,2.17
0.51,14.49,2.19,0.0
0.69,7.21,3.38,0.0
0.45,20.38,2.67,0.0
0.44,16.34,3.06,0.0
0.48,19.92,3.02,0.0
0.3895238095238095,25.38,3.87,0.0
0.355,41.05,2.46,0.0
0.29,7.0,2.31,0.0
0.54,21.41,3.63,0.0
1.09,26.8,2.91,3.41
1.45,20.32,2.38,6.866666666666666
1.44,19.11,2.98,9.712727272727273
0.96,15.17,2.91,11.4775
0.82,13.81,2.06,9.628333333333334
0.44,13.18,2.01,11.931999999999999
0.66,8.82,2.56,9.99
2.87,14.04,1.91,7.71
1.21,15.15,1.98,17.99
0.54,11.19,2.3,9.23
0.73,5.73,1.91,2.375
0.8,10.2,1.89,0.0
0.75,2.33,2.09,0.0
1.39,12.57,2.91,10.24
1.69,12.57,2.21,5.04
2.07,6.26,2.33,0.0
0.89,7.78,2.79,0.0
1.1,4.02,2.39,0.0
0.6,14.49230769230769,2.36,0.0
0.5,63.89,2.22,0.0
0.39,3.04,2.56,0.0
0.38,22.24,2.2,0.0
0.35,1.9,2.04,3.9
0.37,9.81,2.19,6.445
0.57,18.27,2.02,4.601999999999999
1.45,2.02,1.88,7.981999999999999
1.89,11.91,2.46,3.9
2.5,7.63,4.57,8.99
2.18,22.96,3.38,3.3
2.23,15.66,3.04,4.06
1.92,23.99,4.04,4.94
1.59,9.81,2.85,6.56
1.47,12.17,2.61,7.5725
1.19,7.69,2.9,6.865
1.16,15.75,2.57,2.8725000000000005
1.06,6.83,2.36,0.0
0.79,11.91,2.36,0.0
1.19,12.21,2.75,0.0
1.44,6.98,2.21,0.0
0.97,15.2,2.25,0.0
0.58,3.03,2.47,0.0
0.36,7.21,2.42,0.0
0.33,1.68,2.26,0.0
0.23,1.68,2.07,0.0
0.21,1.68,2.31,0.27
0.17,15.07,2.07,3.5999999999999996
0.23,28.46,2.0,5.996666666666666
0.3,28.46,2.22,5.996666666666666
0.5210526315789473,32.74,1.96,0.27
1.0655,7.24,2.3,6.93
1.604285714285714,11.02,3.02,10.79
1.7695238095238093,16.35,2.71,9.695
0.35,3.34,2.02,8.417777777777777
0.36,7.95,1.94,7.245
0.41,9.5,2.19,7.025
0.57,16.87,1.92,11.51
1.09,19.25,2.2,17.99
0.98,14.33,3.2,9.23
0.65,7.7,2.54,2.375
0.6,9.62,2.5,0.0
1.06,10.66,2.91,0.0
0.71,18.29,3.19,0.0
0.46,8.65,2.18,0.0
0.24,10.0,1.98,0.0
0.26,13.41,2.21,0.0
0.26,13.41,2.03,0.0
0.29,5.49,2.03,0.0
0.25,2.85,2.23,0.0
0.21,2.85,3.53,0.0
0.18,2.85,5.05,0.0
0.12,2.85,5.16,0.0
0.65,2.85,4.85,0.0
0.67,2.85,4.15,0.27
1.46,2.85,4.29,3.3449999999999998
1.72,4.02,5.48,9.81
1.48,7.53,5.1,11.176666666666668
1.75,16.89,4.58,11.655000000000001
1.18,15.45,4.8,10.774000000000001
0.83,7.05,5.33,5.285
1.33,7.66,3.88,5.48
1.98,23.16,4.46,10.68
2.29,6.6,5.37,9.23
2.15,13.62,4.31,2.375
2.04,13.44,4.06,0.0
1.03,17.11,4.81,0.0
0.68,10.24,4.49,0.0
0.38,11.11,3.33,0.0
0.33,4.91,3.96,0.0
0.4694444444444444,11.52,4.72,0.0
0.4375,19.72,3.44,0.0
0.35250000000000004,19.72,3.58,0.0
0.294,19.72,4.61,0.0
0.3823076923076923,19.72,4.81,0.0
0.19,19.72,4.11,0.0
0.16,19.72,4.45,0.4
0.5653333333333332,19.72,4.95,7.15
1.0525,19.72,4.68,8.5875
0.14,19.72,4.63,6.6033333333333335
0.66,19.72,4.01,0.4
2.85,19.72,5.24,13.9
4.62,19.72,4.7,19.78
4.33,15.08,5.04,11.82
2.39,7.39,6.06,9.734444444444444
0.39,6.78,5.28,11.610000000000001
0.52,8.86,5.48,16.1025
0.6,4.47,6.05,8.93
0.71,11.34,4.78,2.375
0.89,26.62,4.57,0.0
1.24,12.34,5.54,0.0
1.71,18.07,5.29,0.0
1.1,15.95,4.04,0.0
0.9,17.63,4.48,0.0
0.64,19.7,5.32,0.0
0.26,21.52,4.41,0.0
0.23,18.82,4.59,0.0
0.1,7.65,3.64,0.0
0.42666666666666664,28.41,5.68,0.0
0.3863157894736842,16.7,4.84,0.5
0.23,14.55,3.46,9.56
0.52,24.47,2.4,9.5
1.18,19.63,5.71,9.668333333333335
2.4,19.53,2.77,0.5
3.05,34.43,1.78,18.62
2.86,15.28,6.11,9.38
2.17,13.87,5.33,14.05
2.46,8.82,3.55,7.07
4.12,11.41,6.06,7.82
7.6,15.08,6.52,11.51
7.7,16.15,6.85,17.99
6.52,14.12,7.84,17.94
4.28,22.33,6.37,2.58
1.15,24.71,5.79,12.504999999999999
0.86,7.1,6.43,11.184999999999999
0.55,32.62,5.87,10.260000000000002
0.41,21.48,4.52,2.58
0.43,8.12,4.83,0.0
0.77,52.35,5.67,0.0
0.07,52.35,4.57,0.0
0.4014285714285715,52.35,4.44,0.0
0.05,52.35,2.23,0.0
1.34,52.35,3.89,0.0
0.07,1.88,4.64,0.0
0.26,1.88,1.12,8.84
0.87,1.88,0.03,9.770000000000001
1.69,30.82,3.563181818181819,11.1675
5.1,19.04,3.503333333333333,8.05857142857143
7.95,31.89,3.3169999999999993,8.84
6.85,31.21,3.8000000000000003,22.82
5.18,18.31,4.105,12.74
1.98,15.77,3.8838888888888885,9.53125
2.1216666666666666,28.37,4.067222222222222,9.342500000000001
2.1544444444444446,18.59,4.060555555555556,10.004999999999999
0.04,14.27,4.202777777777778,11.566666666666665
0.14,23.29,4.205555555555556,9.426666666666668
0.22,18.53,3.9877777777777776,4.503333333333333
0.17,24.28,3.9772222222222218,19.11
0.07,14.36,3.7322222222222226,8.12
0.06,12.38,3.816111111111111,0.0
0.1,20.21,3.611578947368421,0.0
0.05,18.91,3.3395,0.0
0.17,26.46,3.6661904761904758,0.0
0.67,7.59,3.709090909090909,0.0
0.58,0.22,3.79,0.0
0.63,16.44,4.96,0.0
0.35,35.02,3.84,0.0
0.31,11.23,4.09,4.43
0.26,16.91,3.81,14.535
0.45,16.91,4.21,12.237499999999999
0.68,9.73,3.22,9.120000000000001
0.86,15.05,3.85,4.43
2.7,28.45,4.25,24.64
1.7,8.98,4.94,14.48
0.47,10.81,6.05,1.78
0.35,16.23,5.63,12.77375
0.09,16.85,5.13,12.58
2.195882352941177,10.14,5.59,6.638
1.8017647058823532,19.25,4.81,9.885
1.2947058823529414,11.01,4.36,17.94
0.7394736842105264,9.53,5.19,2.58
0.09,26.22,4.61,0.0
0.06,40.7,3.82,0.0
0.19,11.14,4.44,10.24
0.39,32.8,4.16,5.04
0.35,13.64,2.62,0.0
0.11,14.83,4.49,0.0
0.3522727272727273,18.78,5.36,0.0
0.28,25.17,4.46,0.0
0.41,28.59,4.97,0.0
0.33,3.38,5.79,0.0
0.32,3.12,5.04,0.0
0.34,2.34,4.96,0.0
0.37,14.25,5.98,5.4
1.4684210526315788,4.7,4.09,3.41
1.1311764705882352,51.7,3.98,8.6
0.48,51.3,4.55,11.826666666666668
0.41,16.24,3.98,15.53857142857143
0.33,21.87,3.5,11.909999999999998
1.248666666666667,2.09,3.71,7.6499999999999995
0.9946153846153846,14.31,3.07,8.17
1.1569230769230767,22.8,2.01,6.51
1.2546153846153847,19.54,3.45,17.99
1.2525,13.32,2.78,17.94
0.8699999999999999,33.26,1.98,2.19
0.55,12.77,3.56,0.0
0.573125,8.86,2.92,0.0
0.5633333333333332,20.18,1.9,10.24
0.5281250000000001,13.54,3.16,5.04
0.66,6.18,4.16,0.0
0.40625,17.42,2.32,0.0
0.35714285714285715,23.66,2.25,0.0
0.3739999999999999,0.09,4.06,0.0
0.31799999999999995,0.09,3.87,0.0
0.34833333333333333,1.71,4.46,0.0
0.18,3.34,0.89,0.0
0.3,3.34,2.52,0.0
0.5233333333333333,14.65,2.06,5.4
1.6737499999999998,25.97,3.94,0.27
1.73,13.58,4.96,2.802
1.8656249999999999,12.05,4.26,8.157777777777778
2.0820000000000003,25.13,4.59,12.273333333333335
1.7706250000000001,12.37,5.7,12.0875
1.2884615384615385,15.44,5.13,9.445
1.008181818181818,13.02,4.44,9.785
1.3236363636363635,11.41,4.86,6.51
1.0564285714285715,11.08,5.12,17.99
0.9440000000000003,7.08,4.32,17.94
0.55,12.46,4.66,2.58
0.51,26.61,5.44,0.0
0.47850000000000004,28.68,4.44,0.0
0.39,11.96,4.28,10.24
0.38,20.06,4.72,5.04
0.39,14.07,4.7,0.0
0.3647826086956521,15.67,4.05,0.0
0.33,16.55,4.49,0.0
0.47,10.55,5.59,0.0
0.36,24.23,4.78,0.0
0.29,22.66,4.75,0.0
0.27117647058823524,6.45,6.16,0.0
0.31,11.07,5.38,0.0
0.41375,22.87,5.03,5.4
0.49,23.14,4.83,0.0
1.5286666666666664,17.35,6.0,1.77
0.87,48.94,4.88,7.69875
1.919375,4.73,4.53,11.69
1.6453333333333333,7.22,5.43,13.97
1.3499999999999999,4.94,4.43,15.670000000000002
1.057,20.27,4.07,7.8
1.3055555555555556,15.24,4.85,4.4875
1.095,10.47,4.62,10.68
0.9630769230769233,34.33,4.12,17.94
0.7100000000000001,42.62,4.3,2.58
0.32,19.49,4.92,0.0
0.32,28.89,3.86,0.0
0.34,9.92,4.02,10.24
0.502,18.6,4.32,5.04
0.39666666666666667,11.21,3.83,0.0
0.35,16.04,3.55,0.0
0.44588235294117645,13.17,3.92,0.0
0.4,28.52,4.37,0.0
0.351764705882353,27.74,3.67,0.0
0.84,11.04,3.9,0.0
0.3442857142857143,16.14,4.72,0.15
0.31,13.91,3.51,0.845
0.5236363636363636,24.89,3.52,3.9225
1.31,48.67,3.95,13.826666666666666
1.3825,24.04,3.92,0.15
1.4846666666666664,12.53,3.39,1.54
1.49,23.2,3.78,9.354545454545454
1.88,14.75,4.57,7.368888888888888
1.2554545454545454,4.39,4.67,5.64
1.1018181818181818,23.52,4.78,11.75
1.1836363636363636,12.96,5.4,1.51
1.0715384615384616,5.36,4.85,10.416666666666666
0.880769230769231,1.3,4.38,10.4
0.19,19.65,4.63,5.28
0.16,11.27,4.59,1.51
0.549,15.22,3.82,0.0
0.33,19.97,4.06,10.24
0.41,14.16,4.55,5.04
0.55,7.55,3.06,0.0
0.76,8.02,3.77,0.0
0.67,17.4,4.41,0.0
0.65,14.99,4.54,0.0
0.59,8.94,4.18,0.0
0.4464705882352942,18.62,5.03,0.0
0.31,25.09,6.12,0.0
0.42,50.42,5.26,0.0
0.35,4.5,5.46,5.4
1.4021052631578945,18.16,6.84,0.0
0.9994117647058822,10.8,5.79,1.72
1.3210000000000002,10.58,5.12,8.814285714285713
1.02,2.76,5.54,11.876000000000001
0.41,8.8,5.89,8.432500000000001
0.31,28.75,4.86,4.585
0.18,6.54,4.8,9.785
0.29,5.62,5.58,6.51
0.27,14.02,4.62,17.99
0.15,18.09,4.53,17.94
0.16,18.94,4.86,2.58
0.14,17.86,4.45,0.0
0.15,28.45,3.95,6.23
0.13,10.06,4.29,10.24
0.04,11.84,4.63,5.04
0.1,18.24,3.18,0.0
0.06,9.29,4.31,0.0
0.32,10.03,5.02,0.0
0.07,10.3,4.84,0.0
0.01,15.21,4.68,5.4
0.09,29.35,5.14,5.4
0.04,11.53,5.29,5.4
0.12,23.61,4.62,5.4
0.31578947368421045,28.35,4.78,5.4
0.55,3.61,4.76,5.4
0.49,11.79,3.42,2.995
0.36,9.65,2.92,8.3575
0.46,25.03,3.32,11.584999999999999
0.39,24.31,3.38,12.9925
0.28,20.98,3.0,4.449999999999999
0.27,6.1,3.07,5.86
0.49,11.54,3.85,4.319999999999999
0.39,14.58,3.56,3.97
0.4,6.99,3.6,5.17
0.38,8.77,4.05,3.8333333333333335
0.4,6.45,2.75,10.16
0.52,13.4,2.6,8.12
0.4,9.16,3.33,10.24
0.15,15.81,3.33,5.04
0.3,22.21,1.71,0.0
0.11,13.24,2.96,0.0
0.15,21.05,3.91,0.0
0.1,42.01,2.33,0.0
0.19,22.61,3.2,0.0
1.3073333333333335,15.96,4.12,0.0
1.1335294117647057,24.2,3.71,2.0
1.0744999999999998,9.29,3.18,1.915
1.458,33.25,4.03,2.8125
16.22,35.41,4.71,1.915
2.097142857142857,10.03,2.5,2.0
0.88,26.91,3.73,1.83
0.69,45.14,4.35,9.041666666666666
2.48235294117647,8.76,2.94,1.87
1.8892307692307695,9.82,2.09,11.007499999999999
2.2084615384615387,28.38,3.9,12.076666666666666
2.485833333333334,8.96,4.05,3.98
1.7450000000000003,19.25,1.97,3.97
1.1586666666666667,36.05,3.37,10.030000000000001
0.6272222222222222,17.55,4.21,8.013333333333334
0.61,5.0,2.24,11.463333333333333
0.48,17.52,1.94,7.8
0.83,40.66,3.53,10.24
0.48,13.56,2.83,5.04
0.48,7.88,1.77,7.640000000000001
0.45,0.53,2.28,7.640000000000001
0.29,10.49,4.13,7.640000000000001
0.64,21.59,2.14,5.04
0.49,27.38,1.94,0.0
0.33399999999999996,43.41,1.41,0.0
0.25,19.34,1.41,0.0
0.3625,32.71,1.54,4.75
0.49133333333333334,5.76,1.4,5.56
1.4055555555555557,16.24,2.73,7.123333333333334
0.7786666666666667,15.93,1.42,7.355
0.7,21.93,2.47,4.75
0.8,19.43,4.12,10.07
0.82,5.87,3.26,6.04
1.1600000000000001,27.0,2.86,6.293333333333333
0.8321428571428572,17.43,4.22,7.8775
0.7793333333333334,10.43,3.14,6.033333333333334
0.8166666666666667,18.38,1.89,3.97
0.7435714285714287,26.3,2.34,9.82
0.26,29.24,2.49,5.28
0.23,14.03,1.84,19.11
0.5126315789473684,13.81,1.8,8.12
0.6085714285714285,4.86,2.91,10.24
0.542,20.29,2.32,5.04
0.4,10.62,1.79,0.0
0.37,21.28,3.0,0.0
0.33,68.85,2.44,0.0
0.3133333333333333,23.7,1.64,0.0
0.27294117647058824,22.21,1.48,0.0
0.22428571428571428,40.13,1.44,0.0
0.18153846153846157,40.54,1.26,0.0
0.09,9.96,1.32,0.0
0.19916666666666663,9.81,1.22,3.71
0.2,21.96,1.54,0.27
0.6064285714285714,26.42,3.44,3.026666666666667
0.90375,7.27,1.38,5.201666666666667
1.2060000000000002,35.64,1.54,8.69
1.1412499999999999,15.11,3.7,0.0
0.8207142857142857,17.34,2.12,0.0
0.636923076923077,8.19,1.76,11.75
0.7107692307692308,17.76,3.14,4.015
0.51,27.47,2.08,3.97
0.47,1.02,1.45,9.82
0.5110526315789474,10.8,2.01,5.28
0.45136363636363624,17.59,1.96,19.11
0.58,22.45,1.32,8.12
0.575909090909091,26.99,1.45,10.24
0.29,32.44,2.26,5.04
0.22,39.52,1.34,0.0
0.27,18.22,1.36,0.0
0.21,15.99,2.42,0.0
0.18,13.45,1.47,0.0
0.22,17.35,1.22,0.0
0.22055555555555556,16.0,1.98,0.0
0.21,17.54,1.98,0.0
0.21,33.33,1.17,0.0
0.21,25.26,1.55,3.71
0.21,18.59,3.21,0.0
0.27,65.93,1.4,1.075
0.3,25.6,1.39,3.876
0.24,31.34,3.09,9.95
0.27,19.69,1.87,29.05
0.27,42.96,1.27,28.12
0.22,24.47,2.18,7.79
0.17,17.04,1.98,3.3766666666666665
0.18,18.19,1.24,3.97
0.22,19.77,1.13,9.82
0.2,33.31,1.93,5.28
0.2,36.89,1.17,19.11
0.22,35.42,1.23,8.12
0.3,20.39,1.6,10.24
0.22,21.54,1.2,5.04
0.32,9.98,1.02,0.0
0.27,35.0,1.38,0.0
0.82,27.71,1.33,0.0
0.28,32.16,1.15,0.0
0.15,24.29,1.5,0.0
0.17,48.89,2.34,0.0
0.15,30.83,1.06,0.0
0.16,72.86,1.17,0.0
0.19,27.52,2.93,5.34
0.21,18.36,1.28,39.79
0.28,18.12,1.14,18.576666666666664
0.47,25.24,2.38,13.874285714285714
0.51,23.01,2.52,10.536666666666667
0.48,26.76,1.33,17.283333333333335
0.45,13.63,1.52,19.97
0.47,21.15,1.98,7.79
0.42,30.88,1.29,3.3766666666666665
0.4,20.84,1.47,3.97
0.38,16.32,2.36,9.82
0.55,13.93,1.29,5.28
0.59,11.15,1.38,19.11
0.51,15.62,2.02,8.12
0.48,10.32,1.42,10.24
0.3,13.49,1.24,5.04
0.88,18.34,1.85,0.0
0.35,37.18,1.51,0.0
0.18,12.73,1.25,0.0
0.13,28.21,2.417692307692308,0.0
0.13,41.5,1.29,0.0
0.1,49.51,1.22,0.0
0.09,18.4,1.14,0.0
0.14,20.17,1.14,0.0
0.14,21.32,1.18,3.71
0.27,47.59,0.75,0.0
0.42,17.17,0.98,1.3399999999999999
0.89,11.44,2.69,7.1499999999999995
1.37,21.86,1.68,7.647142857142858
2.08,38.88,1.7,10.754000000000001
3.63,15.79,3.69,9.95
1.0,6.59,2.97,4.7
1.07,4.39,1.86,5.6625000000000005
0.9,23.69,3.64,8.166666666666666
