IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,ITO-CPCB,Lodhi-Road-IMD,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,CRRI-Mathura-Road,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC
107.07,145.7,45.65,49.33,110.72,110.55,47.65,273.55,101.88,51.62,28.46,113.8,72.4,131.05,183.86,132.28,99.05,163.23,57.15,147.8,104.07,69.0,80.17,130.72,101.5,156.12,92.72,150.78,240.68363636363637,47.48,123.2
119.94,131.07,38.38,45.55,104.53,75.5,53.13,218.78,94.2,47.73,32.11,112.68,60.88,239.45,154.93,125.28,100.22,168.0,53.95,89.46,79.62,81.88,83.75,142.85,71.5,126.65,89.3,125.4,209.8136842105263,50.17,119.17
157.2,123.97,32.45,37.73,101.58,71.6,54.21,177.53,100.45,46.02,30.75,109.12,49.48,412.32,139.71,120.17,97.0,140.9,51.85,101.85,70.9,74.57,83.12,121.15,65.0,90.42,96.12,87.8,283.2,46.81,130.03
113.7,109.6,34.95,29.15,91.93,42.23,54.57,106.15,88.08,47.6,20.65,88.38,42.77,249.62,103.55,108.17,92.17,130.38,40.77,86.64,56.88,79.8,63.15,70.38,47.25,65.88,121.25,54.6,231.05,39.54,107.6
107.57,53.73,30.32,28.38,74.2,36.77,44.25,79.6,63.0,43.45,16.44,60.17,38.53,210.88,74.07,89.15,88.53,70.85,29.57,91.6,32.85,66.55,54.42799999999999,56.23,33.2,93.15,122.22,56.67,288.1,34.09,75.53
79.77,47.3,27.4,25.43,65.1,33.48,33.1,58.5,58.47,36.42,12.88,49.15,37.95,215.42,62.04,73.8,70.9,58.4,28.05,88.13,22.23,72.78,48.243599999999994,52.32,27.05,43.88,65.95,45.4,201.9,31.25,51.57
71.96,32.42,25.35,23.88,59.12,27.6,33.12,52.5,51.5,35.88,11.35,39.3,32.77,171.8,55.85,56.6,61.75,51.8,26.23,73.65,20.6,49.43,38.9,42.83,21.38,48.25,57.4,40.17,221.25,28.76,52.72
54.9,31.55,22.43,23.08,57.85,20.32,28.99,43.5,44.3,36.67,10.51,32.8,27.0,201.88,57.05,43.33,56.58,44.92,23.45,65.96,27.23,48.6,33.4,36.85,16.8,25.5,56.15,31.05,175.97,26.82,40.88
52.57,36.72,20.2,23.85,59.25,21.2,26.89,46.52,43.9,37.45,10.74,29.83,22.35,336.77,66.6,36.72,54.67,50.5,26.4,75.14,36.0,40.58269230769231,33.7,35.27,22.045769230769228,25.15,55.3,30.52,180.0,25.68,45.17
60.92,79.6,21.33,32.23,65.28,26.88,31.28,65.47,55.83,38.08,12.18,40.85,48.03,368.8,83.75,35.92,59.45,88.1,44.42,103.86,45.73,40.9,40.47,44.17,37.42,86.9,74.1,48.88,193.45,31.08,91.65
65.51,144.62,23.1,36.08,77.8,46.1,49.42,103.6,79.85,53.55,18.81,61.52,104.38,182.7,159.55,37.1,69.12,136.0,53.22,112.02,87.15,48.8,49.65,97.85,45.55,211.28,95.48,246.03,196.155625,47.51,149.55
76.89,278.38,25.5,52.3,106.32,104.62,58.05,156.52,122.03,54.9,31.21,97.95,115.1,83.08,227.14,37.28,78.72,123.608,57.38,116.57,182.62,60.1,96.42,122.95,60.12,181.82,135.55,279.12,215.254,68.81,219.25
113.86,266.12,25.98,51.2,155.03,133.12,59.86,178.7,151.82,56.75,45.3,157.57,130.88,126.15,249.12,52.42,90.15,134.805,73.05,191.76,264.98,88.12,107.95,178.1,87.2,159.32,172.55,390.9,208.12125,121.04,305.05
151.64,274.43,24.73,49.6,140.65,152.45,47.65,236.32,175.18,59.6,49.07,226.27,130.62,163.1,329.71,83.6,97.0,142.5742857142857,91.28,167.93,293.35,156.2,88.75,316.1,183.82,117.42,165.22,383.35,247.13272727272724,162.67,325.95
181.66,249.47,23.02,53.58,115.33,145.0,39.97,195.52,186.32,68.47,56.97,253.85,113.3,149.93,291.71,112.88,93.1,145.7642857142857,79.8,184.72,240.28,171.1,79.25,201.47,137.8,181.6,174.38,396.2,193.45749999999998,152.39,316.7
183.09,196.77,19.43,48.42,121.17,122.28,41.92,232.05,184.0,71.15,52.0,335.95,99.05,143.85,287.95,139.22,93.1,149.8388888888889,70.92,164.91,211.53,183.98,76.83,131.95,99.67,85.62,162.4,314.15,173.839,126.72,269.18
186.59,211.88,17.35,43.98,108.58,96.58,43.35,257.1,164.22,62.3,50.23,284.35,90.82,146.67,267.52,161.65,93.2,140.013,63.7,178.31,139.12,194.77,63.65,102.92,102.5,68.03,124.62,192.32,251.55,94.83,206.8
170.81,248.82,17.05,52.85,80.25,86.45,37.86,229.22,153.32,52.62,43.16,176.35,115.43,143.07,237.55,175.93,91.6,191.03,61.83,189.46,104.88,175.7,53.27,98.72,64.83,67.72,115.23,147.27,227.32,65.48,159.97
141.16,236.12,18.38,35.3,73.28,90.5,35.35,175.65,159.32,53.6,28.68,147.43,105.55,147.43,250.28,168.7,93.27,185.1,58.75,176.58,96.3,141.4,51.55,80.45,59.3,56.65,102.08,93.75,235.07,51.3,129.85
117.7,138.7,21.5,32.48,71.3,81.8,47.55,157.5,112.4,52.48,28.38,132.8,88.25,167.7,214.25,152.1,109.25,158.8,63.5,163.48,88.75,93.0,59.15125,110.9,59.5,55.85,94.1,72.5,223.25,45.28,93.35
101.53,124.97,21.22,31.62,75.9,60.45,47.72,145.62,83.55,51.78,25.77,109.7,86.9,175.9,185.94,128.85,114.6,148.05,44.7,145.0,88.8,61.65,51.33,101.62,60.55,52.42,94.75,86.32,218.05,46.05,88.2
93.26,111.88,18.57,31.1,87.7,75.08,59.03,155.25,74.75,54.75,23.04,98.28,83.47,165.45,165.62,112.9,113.1,130.35,41.08,150.82,101.08,42.98,51.83,73.25,92.38,77.4,88.25,91.73,248.88,49.14,86.58
80.91,122.38,23.85,36.75,120.73,100.5,53.85,221.32,65.85,54.55,20.28,88.5,89.05,145.8,153.34,96.5,107.85,156.05,47.17,168.28,96.65,39.78,56.55,118.5,83.8,79.95,76.57,118.62,292.95,46.41,96.25
71.84,118.17,40.23,38.42,123.35,76.68,49.35,210.7,65.33,50.5,22.18,93.83,88.6,124.3,185.88,85.83,103.47,162.52,48.33,166.73,127.42,46.38,68.2,128.0,84.57,94.97,72.1,138.9,237.05733333333333,49.72,129.38
100.87,123.17,31.38,39.8,106.05,66.67,53.67,224.38,69.25,44.88,28.76,103.17,86.18,126.5,168.13,82.65,99.25,161.17,47.0,147.62,122.92,55.0,62.9,139.07,90.43,108.35,78.9,152.95,289.2,55.06,131.0
151.64,123.65,31.12,37.6,87.7,59.02,55.86,124.2,64.38,41.08,31.26,91.47,77.15,289.65,142.53,84.2,95.1,129.68,39.55,112.72,117.05300000000003,53.88,60.32,101.25,65.12,56.72,84.17,108.5,276.67,56.55,116.95
120.19,97.6,26.35,31.9,81.8,42.27,55.16,81.7,60.05,42.77,23.25,71.78,50.6,242.6,112.83,80.75,89.3,103.72,33.65,83.17,88.41388888888888,46.25,76.15,68.08,43.45,37.6,79.9,63.5,172.97,50.12,89.62
74.31,72.85,37.249583333333334,27.6,56.82,32.0,39.09,67.2,44.42,37.4,13.17,54.85,35.88,206.55,80.83,63.6,76.35,76.7,23.83,73.34,62.43,61.5,61.5,47.45,24.55,30.53,70.55,49.7,167.38,38.24,60.05
50.78,56.17,28.103333333333335,26.83,43.7,25.12,32.62,45.82,32.08,34.3,11.62,38.9,28.02,171.88,68.78,48.55,61.88,61.95,19.0,65.79,44.50944444444445,34.83,50.5,41.02,18.27,24.65,48.52,39.47,142.62,30.78,41.05
40.06,43.1,19.629583333333333,28.93,39.95,19.53,33.76,33.65,28.07,33.7,8.61,27.32,25.4,161.97,47.97,36.83,52.2,39.4,16.0,54.98,28.100625,25.62,41.05,26.45,13.95,19.55,35.8,28.0,126.52,25.46,28.93
30.03,33.05,15.02,27.95,35.38,15.38,22.48,24.33,22.5,34.1,7.78,18.65,20.32,157.25,38.16,30.45,47.72,30.78,13.6,49.54,24.891333333333332,23.1,36.42,23.48,12.6,16.05,29.2,24.62,138.35,22.41,22.7
25.64,30.33,10.2,24.3,32.55,14.3,15.67,18.62,19.23,33.58,7.14,12.05,18.35,177.07,27.81,23.82,41.1,23.55,14.9,59.8,30.13555555555556,20.8,39.17,19.23,11.1,14.93,25.23,17.45,142.6,22.58,21.38
25.86,38.6,8.95,25.67,44.25,15.4,14.88,15.95,23.05,33.42,8.24,39.745,16.9,313.77,75.78923076923077,24.27,42.9,34.95,21.85,67.1,27.349444444444444,24.35,39.02,24.77,12.32,17.77,31.18,24.68,149.3,22.51,35.62
34.48,115.3,13.38,34.05,73.58,21.45,16.92,45.399230769230776,38.4,33.98,12.21,34.15,29.95,438.3,96.48,27.32,47.08,80.95,39.15,96.28,44.96388888888889,36.25,73.08,46.4,18.7,82.18,62.52,32.75,221.83,26.3,132.9
40.97,284.75,15.52,29.73,141.55,62.9,23.95,80.38,106.9,45.1,22.39,90.55,117.6,137.95,211.15,30.97,60.05,154.1,71.22,169.02,107.97222222222223,70.53,120.67,146.9,56.88,131.97,134.35,242.47,192.701875,41.17,253.07
52.31,398.75,28.15,65.1,177.82,108.65,27.86,140.32,182.72,62.7,51.45,188.52,163.02,108.9,313.88,41.02,94.4,127.28533333333334,124.33,257.75,236.54166666666666,140.18,107.2,211.72,85.47,105.45,238.5,401.88,220.69909090909096,118.14,383.3
87.66,359.3,47.67,73.6,237.5,116.7,41.95,198.43,203.05,77.2,64.45,258.12,147.9,228.7,390.3,66.22,130.12,136.03900000000002,181.07,301.69,289.4211111111111,224.18,123.22,204.5,121.0,67.25,357.85,287.02500000000003,209.31,114.47,457.25
127.8,350.12,41.4,61.52,313.85,123.7,25.28,182.02,262.2,98.52,63.23,330.12,135.07,216.75,290.32,118.65,156.85,137.95285714285714,135.78,320.25,302.22111111111116,331.92,114.65,214.07,91.78,160.72,408.77,269.375,227.2722222222222,130.4,452.9
205.72,325.48,33.6,36.38,280.85,166.77,24.43,191.68,272.0,109.2,77.87,402.73,149.72,201.5,379.39,168.57,210.67,135.52166666666668,155.95,325.94,275.09062500000005,325.12,113.53,246.07,162.55,223.68,436.07,273.22111111111116,140.978,190.09,490.3
256.0,304.77,55.2,37.4,274.88,181.8,39.77,171.18,268.8,104.92,97.96,440.4,279.0,207.4,267.3194117647058,206.55,260.17,115.81666666666666,123.5,311.16,253.005,334.47,98.68,205.57,208.3,115.35,493.3,259.595,131.45833333333334,241.97,337.725238095238
231.75,326.17,49.17,38.25,390.98,184.53,48.6,217.8,256.95,104.8,93.6,398.43,277.73,221.68,275.52222222222224,217.88,295.68,98.79166666666667,132.48,350.76,235.8141176470588,345.3,91.75,242.03,120.9,71.3,463.35,207.1938888888889,137.76625,264.27,314.45666666666665
200.2,341.02,53.27,37.35,281.38,166.75,44.87,162.2,254.45,109.05,89.18,477.1,221.12,190.03,273.8710526315789,204.12,288.88,100.09499999999998,130.57,353.05,206.81000000000003,419.75,77.75,211.5,38.97,59.08,256.70727272727277,368.2,93.34875,256.38,475.9
135.84,246.65,57.35,38.9,221.03,260.8,61.74,197.0,235.05,114.38,89.38,445.73,248.78,248.15,271.45649999999995,164.4,248.95,104.88714285714286,112.4,292.34,169.26944444444447,365.2,81.5,177.5,106.28,57.02,411.85,161.02,116.55444444444444,200.19,416.1
92.25,149.0,46.45,52.4,216.65,228.8,98.1,136.8,220.65,102.4,85.5,338.7,176.52,329.7,270.6266666666667,131.32,233.2,97.4857142857143,104.65,269.97,134.39222222222222,240.8,90.19375,120.9,135.3,52.1,321.0,131.8,171.54583333333335,135.0,324.65
67.28,141.5,43.88,56.52,216.65,121.06384615384614,83.28,248.88,221.47,91.65,81.44,297.68,162.5,305.38,489.67,109.15,241.28,116.86111111111111,112.53,233.21,119.85888888888888,148.47,83.97,123.62,90.0,53.9,302.73,128.43,200.31142857142862,86.34,275.4
64.42,134.22,40.2,61.83,201.3,111.15,104.39,318.32,159.07,80.95,73.33,237.1,115.25,276.77,360.73,91.47,231.38,134.19,75.07,195.9,114.23666666666668,96.3,85.38,166.57,118.65,74.38,202.78,135.1,206.9385714285714,62.72,203.93
131.57,115.58,38.43,50.2,180.98,101.73,100.73,314.95,121.17,67.38,56.14,192.38,104.45,225.15,262.03,90.65,190.32,130.5653846153846,52.65,195.48,101.86388888888888,71.38,94.55,126.88,97.8,89.0,142.08,145.18,272.2,54.43,175.47
210.8,128.15,34.25,42.02,177.32,103.5,69.1,281.12,92.97,53.78,49.9,168.2,113.72,172.12,255.01,106.65,150.07,138.07687499999997,52.08,207.22,101.39722222222221,56.15,107.97,139.6,147.18,80.9,109.97,195.78,274.3218181818182,48.81,162.47
190.5,156.57,30.5,51.17,172.5,125.45,66.98,213.78,98.95,55.33,46.14,169.58,103.88,163.15,338.6,121.32,128.23,188.88,55.6,196.3,115.38499999999999,55.9,101.28,119.97,138.0,110.97,117.33,182.28,241.93416666666664,57.47,200.18
144.31,139.5,30.57,71.68,125.65,107.35,61.95,242.18,94.33,53.17,45.75,140.7,83.35,226.65,284.79,132.8,123.22,171.62,49.22,144.15,114.83176470588238,58.38,93.97,105.95,95.78,80.8,113.75,134.7,213.0695,64.26,163.25
136.58,114.33,28.8,45.32,123.2,70.47,61.99,130.23,81.67,50.23,38.71,120.12,64.75,379.88,178.49,134.83,118.03,182.65,41.7,107.3,79.271875,56.3,83.3,105.6,78.72,44.75,110.97,97.12,192.93,56.67,132.28
120.33,100.45,29.07,33.42,79.52625,39.3,64.33,86.18,59.85,43.0,26.96,100.53,47.55,255.0,120.68,121.2,103.22,144.03,33.98,83.29,54.77444444444445,45.52,83.5,77.68,54.0,37.7,97.57,52.43,203.45,43.4,98.85
96.16,80.3,27.7,30.05,58.882083333333334,35.05,46.12,53.15,51.98,34.1,15.54,77.82,36.38,241.62,88.85,94.38,78.62,117.12,28.05,86.78,43.63315789473684,37.8,75.4,70.82,28.85,27.27,81.38,46.4,172.93,37.08,65.88
68.77,56.47,28.25,25.9,48.32750000000001,25.27,41.73,44.4,42.92,35.77,11.55,53.88,32.23,207.73,65.36,64.27,56.08,71.62,23.57,73.82,38.8075,30.6,68.3,57.2,19.23,22.85,62.25,52.3,124.92,30.89,50.6
43.8,47.48,23.6,21.23,43.6,21.05,28.8,28.1,34.9,63.3,10.64,43.03,24.12,191.22,55.42,57.35,46.0,52.5,20.25,67.86,42.11,31.8,56.17,44.6,15.88,18.12,37.48,27.8,134.07,27.77,42.85
27.12,38.65,18.3,18.88,44.53,20.12,21.65,13.15,25.33,46.52916666666667,8.27,29.43,19.55,175.83,53.55,41.7,31.88,31.55,17.93,58.64,154.62,29.62,52.55,31.0,12.32,16.25,28.07,18.18,133.38,27.21,30.88
26.98,48.23,14.4,19.07,44.08,22.82,19.15,12.18,24.5,50.29958333333334,7.6,23.73,17.27,269.7,47.03,32.55,37.9,31.2,20.17,79.15,45.45,28.52,47.65,38.58,12.05,19.95,29.5,18.48,147.82,28.77,35.05
41.32,95.0,16.52,29.6,92.22,34.65,19.18,20.83,41.12,64.5,10.14,36.9,22.9,437.25,90.34,31.4,32.08,56.1,43.12,123.55,81.68,44.47,66.8,66.5,20.12,77.97,57.3,41.53,243.15,30.18,95.83
45.5,116.15,17.32,34.4,119.77,66.03,40.38,102.72,76.88,98.5,20.0,90.93,100.83,120.1,214.77,33.98,47.65,150.1,60.7,188.66,199.12,73.08,116.55,174.95,52.08,72.25,178.62,200.88,210.68312500000002,40.94,282.18
64.5,189.25,26.05,61.9,127.08,114.67,65.49,167.53,146.48,116.68,38.87,183.38,209.93,123.68,293.52,40.88,81.72,126.54666666666665,74.05,246.77,401.0,99.45,113.2,259.42,90.65,69.25,244.53,344.52,253.3166666666666,114.64,350.72
113.85,232.35,30.12,70.45,150.33,112.03,64.62,195.97,182.0,132.93,60.54,256.77,234.02,177.6,349.24,65.32,96.3,139.95700000000002,91.3,260.32,496.7,145.55,122.15,214.9,157.57,65.5,270.02,403.33,266.5777777777778,248.66,395.8
147.5,241.4,29.23,82.28,172.73,100.2,94.9,213.92,185.03,148.9,75.96,272.55,245.4,218.4,442.05,98.75,117.95,143.84833333333333,109.28,258.07,458.7,162.9,123.72,193.6,160.6,75.43,306.73,245.45,273.60090909090906,297.07,392.48
168.63,261.93,34.65,52.15,129.43,96.83,49.63,194.32,127.83,158.95,59.56,291.95,175.78,292.15,406.9,122.12,153.83,143.45333333333335,91.75,244.42,426.25,191.15,104.42,147.28,73.08,58.3,309.35,314.38,195.7511111111111,272.42,429.62
164.29,233.38,38.85,38.92,152.5,64.55,43.62,209.07,85.82,154.8,53.12,257.02,93.22,310.85,251.92,134.38,179.03,126.21399999999998,56.6,227.65,421.2,192.25,114.18,117.2,72.42,49.38,318.65,155.75,186.2709090909091,210.07,394.88
101.4,138.95,46.35,38.6,181.35,54.05,50.93,93.88,70.58,140.25,50.43,207.15,65.55,261.15,130.19,129.28,161.07,110.88,58.77,284.05,406.85,108.53,124.78,126.18,46.62,44.7,200.9,181.38,243.55,153.91,299.32
76.14,153.78,50.8,31.62,190.48,66.1,63.89,69.32,60.55,119.1,51.89,243.6,66.65,204.97,113.67,110.92,129.12,114.07428571428572,54.42,271.22,335.6,91.5,132.12,135.0,37.7,40.3,153.25,156.93,119.58,104.18,216.57
61.53,142.1,53.68,25.18,164.47,89.25,70.14,71.65,57.95,112.18,49.85,249.2,172.38,181.38,81.72,90.72,113.15,126.8075,52.52,254.02,276.73,86.15,111.95,121.65,71.85,34.6,132.1,96.52,138.28,93.83,178.52
56.82,102.4,44.55,23.38,211.2,151.4,77.67,127.53,59.3,118.15,46.36,164.0,166.15,292.5,247.6,76.97,98.45,119.6222222222222,49.85,243.36,226.78,72.7,101.95375,115.95,46.5,36.05,159.4,80.9,220.4,77.31,173.75
57.73,109.75,39.27,34.73,154.72,114.7,79.92,171.98,67.1,123.38,40.65,161.12,115.5,259.1,351.63,64.5,103.88,126.01272727272726,58.58,214.2,194.5,67.72,87.38,109.97,54.27,61.18,169.15,73.83,238.9,61.63,165.6
61.81,105.38,32.65,34.85,122.03,105.25,66.38,204.43,80.1,116.42,40.18,141.7,103.65,195.8,284.25,55.9,112.75,178.7,55.22,187.93,169.25,54.65,78.65,95.12,42.53,48.6,139.0,82.85,265.0,51.58,157.82
96.33,118.5,37.8,35.7,117.42,74.5,64.87,190.27,63.5,105.72,35.84,123.88,95.5,174.85,230.43,54.9,112.57,180.5,42.33,184.07,175.97,51.15,79.35,135.0,84.9,50.45,119.0,108.6,227.2706666666667,46.86,137.07
106.93,103.85,42.78,46.4,113.0,87.5,66.62,152.78,63.92,101.23,32.98,116.9,93.78,151.8,222.16,64.93,108.47,162.15,38.52,177.2,155.95,49.3,87.22,125.1,89.08,63.98,97.33,117.55,262.675,47.28,123.0
95.29,128.93,39.72,45.5,103.9,85.5,68.16,147.93,66.65,103.47,32.39,114.93,86.58,138.32,221.76,75.88,102.88,162.58,35.1,132.79,124.73,43.95,82.8,119.2,83.72,89.55,90.55,90.47,247.4764285714286,53.55,113.97
74.98,110.95,34.62,41.58,86.9,72.7,59.27,126.43,59.28,98.85,27.52,95.02,75.28,261.93,159.72,76.1,96.15,162.57,31.9,77.72,107.8,41.95,83.15,93.83,62.05,46.27,90.03,80.83,266.25,50.43,91.47
84.43,89.38,36.35,30.0,74.85,31.7,41.62,75.12,54.6,86.8,18.93,61.55,67.45,293.17,79.01,65.15,91.8,88.35,32.08,77.08,88.25,42.33,77.95,73.53,37.42,33.02,104.0,65.97,198.78,44.53,75.02
64.83,66.45,27.12,24.0,65.83,25.42,27.8,40.67,35.8,81.9,14.89,52.3,35.6,199.47,81.12,51.67,79.2,61.2,24.62,61.36,61.48,47.9,56.32,54.1,22.6,26.05,59.42,35.28,166.82,37.69,66.82
62.05217391304348,47.08,24.05,25.2,42.83,20.75,24.07,22.82,27.75,74.17,11.04,35.12,21.53,134.65,59.09,37.2,63.17,42.83,20.42,57.98,46.98,36.83,44.75,40.3,16.93,16.93,37.55,25.68,114.17,29.44,41.98
47.215,39.38,18.1,21.45,37.95,17.4,21.24,16.48,20.98,67.03,9.12,25.0,16.62,167.88,48.75,28.17,50.3,29.83,16.6,38.86,34.45,29.48,36.22,33.28,12.9,14.9,27.83,16.08,108.62,28.95,31.95
25.8,29.77,13.97,18.82,33.08,17.27,40.34,12.4,18.22,62.25,7.83,17.47,17.08,140.3,33.34,24.95,43.65,21.85,14.18,54.35,31.57,21.55,34.15,27.4,10.2,14.18,26.0,15.6,108.78,25.7,25.5
22.16,28.1,10.22,18.93,32.05,19.0,54.16,11.4,17.15,71.1,7.35,15.65,14.8,126.2,34.71,25.0,38.88,22.95,14.8,51.62,25.75,21.6,32.67,26.88,10.48,14.38,22.2,14.12,115.1,23.84,23.55
26.55,38.5,11.02,20.58,38.6,21.25,18.13,11.32,21.18,77.2,7.43,13.43,32.796,192.07,49.49,26.33,36.15,25.7,17.0,59.77,27.02,23.6,34.73,32.35,10.57,15.93,24.4,15.67,128.5,23.64,24.23
43.6,71.5,12.42,22.32,75.15,25.88,19.65,12.6,31.55,79.75,10.32,20.48,54.0,375.57,79.31,27.82,39.3,56.12,29.1,97.75,60.5,30.55,50.65,53.58,14.15,36.12,42.42,28.43,216.15,25.76,46.73
58.52,194.65,16.32,23.25,121.6,38.15,26.02,47.6,52.35,107.85,15.44,48.47,55.35,201.55,137.72,28.4,48.6,105.7,63.2,157.92,138.35,78.17,88.68,127.95,31.9,58.85,125.0,149.1,260.2,32.34,206.23
63.28,263.65,24.42,51.53,174.97,83.8,40.5,100.07,111.47,178.62,34.95,114.25,178.95,98.65,258.84,37.0,91.53,115.72214285714287,141.67,244.99,323.98,108.67,73.22,209.83,74.6,45.82,264.3,278.9,270.72153846153844,88.86,292.07
95.84,323.97,48.15,59.38,245.62,143.35,55.06,212.75,143.1,205.53,50.22,234.92,103.75,161.43,407.93,57.52,117.93,128.49666666666667,6.0,276.15,420.12,160.85,76.77,297.88,86.1,79.2,440.67,444.2,297.415,174.88,380.98
117.14,291.4,150.52,62.9,231.95,169.45,42.54,294.2,197.23,220.25,64.36,326.52,227.97,197.53,258.56090909090904,90.42,125.47,126.72999999999999,195.42423076923075,289.99,412.8,244.28,84.38,327.5,60.85,110.6,339.83,467.25,335.732,190.41,434.28
167.53,289.25,173.18,53.62,243.7,152.23,33.11,369.45,243.0,224.03,84.3,406.9,261.48,203.15,308.547619047619,143.78,118.15,146.0625,351.95,298.23,320.5047826086956,318.3,89.05,222.25,109.67,111.53,268.0,436.7,334.15,186.62,462.6
219.43,286.93,121.08,53.18,222.15,180.73,36.2,376.32,273.75,209.23,93.46,429.55,213.05,207.35,291.3426315789473,207.3,112.65,151.2925,341.32,275.13,306.6469565217391,308.7,80.6,206.65,101.07,88.5,305.35,454.4,265.625,199.4,474.85
250.02,317.33,73.9,48.83,212.68,151.32,44.03,330.6,250.18,201.07,85.96,392.12,290.08,203.45,292.89421052631576,269.6,135.18,133.916,301.48,317.26,412.43,290.08,87.45,169.65,68.08,43.95,392.92,389.2,234.72,175.76,432.27
244.0,237.9,43.08,37.0,227.7,120.22,79.75,278.83,159.45,224.53,75.64,388.05,172.43,173.5,409.7,313.05,171.5,139.06857142857143,206.43,341.07,346.23,246.68,114.85,158.42,47.92,40.3,331.68,293.27,189.96166666666662,140.59,396.48
199.26,173.75,51.9,30.7,203.8,105.98,92.51,248.48,141.32,230.12,69.34,313.35,174.32,172.98,491.38,165.77961538461543,175.68,136.655,183.32,256.67,281.98,205.62,81.0,133.57,43.72,42.78,273.3,146.0,190.23000000000002,98.04,332.15
126.54,120.5,48.1,53.03,182.65,103.5,75.17,303.7,113.65,192.57,60.87,233.5,178.77,283.0,430.99,213.15,210.5,132.18,188.25,218.78,200.95,108.2,79.13222222222221,94.7,61.5,39.15,295.0,114.8,235.35,69.31,239.0
94.83,109.53,40.02,68.53,138.15,81.35,63.2,317.57,122.92,171.95,52.28,209.47,139.73,286.15,381.14,173.45,202.57,132.79083333333335,202.07,186.82,169.22,82.2,74.47,86.77,59.2,47.58,232.35,100.45,263.6,56.56,201.07
93.51,119.45,32.1,70.8,153.1,96.22,75.92,285.05,112.3,156.55,47.61,162.3,139.53,219.1,319.83,135.0,170.88,198.3,166.9,186.78,168.62,59.6,77.32,90.95,75.12,50.67,171.38,101.7,288.1,58.31,156.88
95.16,125.93,31.88,54.7,124.25,101.43,89.06,298.0,75.6,132.97,38.26,140.2,109.03,159.62,241.52,112.67,127.1,171.35,166.72,164.98,144.4,51.0,76.4,112.42,87.03,54.45,132.1,136.05,240.18266666666668,50.89,133.75
105.29,141.05,43.92,42.0,122.65,114.07,83.65,284.32,70.65,102.25,34.87,117.22,102.1,132.0,191.72,103.2,105.33,123.02,111.82,147.13,133.12,49.98,82.7,134.47,94.62,135.68,99.05,128.72,271.70769230769235,52.44,137.5
140.75,166.38,75.07,39.9,150.82,92.83,68.27,280.2,67.35,91.05,27.75,121.78,118.18,120.8,169.76,102.03,91.18,146.12,96.62,160.69,163.85,48.9,88.40307692307692,101.9,79.17,117.48,97.85,148.88,250.08714285714288,58.46,149.93
121.43,146.6,52.12,42.38,122.7,67.2,56.41,210.93,62.95,93.4,29.6,130.05,126.8,99.0,172.67,96.08,86.95,181.55,111.38,115.88,196.55,48.7,101.6,87.38,62.77,112.95,112.38,82.25,201.1,52.27,154.82
105.41,140.0,55.12,39.38,95.1,69.17,40.12,118.52,66.88,104.65,28.43,97.95,115.92,178.3,88.5,85.97,89.1,127.4,108.7,91.5,164.2,48.25,123.72,91.88,44.73,65.05,125.58,62.0,128.75,56.52,125.17
117.72,100.2,39.17,26.0,83.62,41.4,56.41,80.4,55.3,122.4,27.51,77.75,73.25,147.35,102.98,70.62,81.83,93.47,87.62,62.15,75.72,59.58,87.45,63.6,42.9,45.0,81.75,50.5,133.95,47.05,121.03
89.07,82.5,34.72,23.2,67.67,30.75,38.31,58.58,49.38,92.67,18.94,71.8,53.62,239.07,99.28,53.22,75.07,116.52,68.1,51.86,73.98,50.62,92.42,34.73,34.75,38.77,69.45,30.75,116.62,36.85,112.35
65.33,71.47,38.1,22.08,73.08,27.0,30.2,37.83,35.03,82.0,16.68,59.55,44.78,193.0,96.22,40.07,64.38,111.85,60.2,50.78,82.05,39.5,82.62,28.98,30.25,34.88,73.58,28.25,98.33,34.36,72.1
47.05,60.92,40.73,21.65,63.5,24.62,33.82,29.17,30.0,79.07,13.9,48.1,32.65,191.82,77.84,33.7,61.58,67.38,50.62,44.31,73.53,40.75,80.05,33.85,20.0,21.98,47.5,33.67,132.27,31.76,63.35
33.86,56.8,28.43,22.48,49.52,21.48,37.14,27.17,25.27,65.45,12.89,38.08,24.05,153.93,42.89,29.3,43.85,64.93,50.32,34.36,53.4,26.07,72.65,32.47,14.78,22.55,28.9,20.48,133.23,29.98,41.25
40.27,51.38,17.35,23.28,46.35,23.72,35.66,27.9,25.32,58.0,8.22,22.18,22.68,235.07,62.32,27.82,36.83,35.1,66.85,64.63,29.48,25.55,66.95,39.8,13.6,25.5,30.97,24.62,165.33,30.07,36.7
