IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,ITO-CPCB,Lodhi-Road-IMD,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,CRRI-Mathura-Road,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC
17.87,8.68,7.4,17.4,7.55,8.75,13.05,2.7,14.07,32.95,12.48,17.88,11.0,8.88,12.87,2.17,43.62,13.55,20.57,0.0,11.1,19.12,9.75,15.8,5.7,7.97,7.72,9.85,18.62,12.23,9.4
15.71,7.05,6.78,17.0,10.338333333333333,9.45,12.83,2.42,13.67,31.12,12.41,17.47,9.9,8.57,11.31,1.95,42.9,10.82,20.65,0.0,9.8,19.77,5.38,14.4,6.73,9.02,7.17,8.32,17.85,12.01,9.1
14.54,7.62,6.1,16.0,10.08,8.25,12.7,3.03,13.82,32.62,12.2,16.15,9.3,15.15,11.87,2.0,43.33,8.02,23.12,0.0,8.03,14.33,5.22,11.23,6.6,5.92,7.18,8.4,39.33,11.46,9.32
15.33,6.53,7.2,15.42,10.2,7.78,13.82,2.8,13.15,34.23,12.5,16.15,10.32,9.3,13.45,4.7,42.78,8.55,23.62,0.0,8.25,17.15,5.38,12.23,4.6000000000000005,5.12,7.92,6.93,29.27,11.61,11.72
15.4,9.23,6.35,14.68,9.38,8.2,12.97,2.82,12.57,34.08,12.52,16.88,9.12,8.43,14.6,2.9,42.3,11.45,22.38,0.0,10.98,13.93,5.5,14.58,5.025789473684211,6.58,8.2,6.17,33.32,11.86,11.38
16.09,7.67,6.1,13.95,8.55,8.18,11.71,2.67,11.72,41.75,13.43,16.38,8.07,6.42,14.71,4.23,41.6,12.32,19.83,0.0,11.98,16.0,7.72,16.48,5.6258823529411774,6.2,7.38,5.07,35.92,9.41,10.85
17.88,8.68,8.2,16.8,9.47,9.15,12.54,2.67,12.6,43.17,13.55,17.1,9.75,5.88,10.04,3.3,44.33,18.88,22.1,0.0,16.85,18.57,8.6,19.7,7.493529411764705,10.57,8.5,9.7,25.02,11.97,12.32
14.47,14.18,16.88,19.55,10.57,11.7,13.34,2.78,18.7,42.75,16.08,19.15,12.57,17.25,19.99,4.05,49.28,39.35,31.88,0.0,16.07,27.4,15.88,28.05,10.99625,14.12,12.7,21.75,35.58,13.42,27.38
12.65,14.12,23.58,21.0,16.38,12.52,14.92,2.88,25.77,39.6,23.29,23.8,15.03,17.83,39.96,5.7,54.0,51.1,35.08,0.0,44.25,38.73,12.53,27.18,13.98625,13.85,16.2,17.68,41.65,15.41,46.67
16.3,22.15,29.35,20.57,22.1,14.25,16.4,2.73,24.88,31.73,23.11,26.73,15.5,20.3,25.79,7.3,57.8,33.98,32.55,0.0,55.12,33.45,11.62,22.35,13.691875,13.93,19.3,16.9,47.97,19.53,40.3
16.29,24.77,29.65,21.02,16.75,14.53,13.06,2.68,23.3,30.23,19.87,21.57,21.227692307692312,34.03,31.24,5.45,58.5,20.17,31.35,0.0,21.82,32.4,10.02,24.33,12.481874999999999,14.4,16.2,16.32,38.1,18.84,37.95
20.6285,21.0,20.83,21.3,14.95,13.85,12.15,2.73,25.82,22.4,13.41,18.88,15.98,19.25,31.15,7.38,58.8,30.93,30.5,0.0,13.68,27.17,9.35,27.9,13.275000000000002,50.75,11.85,19.7,28.35,19.38,32.55
20.968333333333334,17.98,17.53,21.67,20.27,14.15,12.42,3.05,25.55,22.65,13.58,19.38,20.02,18.77,16.47,10.03,57.55,41.7,30.75,0.0,13.55,20.62,11.82,26.72,13.66125,28.23,10.53,25.95,19.65,16.23,30.35
20.727647058823532,14.07,16.2,24.05,18.98,14.43,11.99,2.72,20.95,20.2,14.1,17.62,18.12,14.25,17.29,8.88,56.23,23.95,24.85,0.0,12.97,15.28,11.93,33.25,12.086875,26.27,11.6,29.07,15.82,14.66,32.58
20.97529411764706,15.5,13.9,23.62,22.7,15.8,12.32,3.2,16.6,20.0,12.9,14.8,14.4,14.8,12.46,9.2,57.05,31.7,21.8,0.0,14.1,13.5,12.942499999999999,25.1,10.5125,22.9,16.4,15.5,16.15,14.53,28.1
19.208823529411767,17.75,12.88,27.57,27.4,14.78,11.97,2.88,18.95,19.15,13.12,17.73,17.88,13.45,12.62,11.35,60.8,31.15,23.1,0.0,12.23,14.03,13.75,29.25,10.34529411764706,18.38,10.77,16.88,16.02,13.91,22.9
18.196111111111108,11.2,12.1,26.45,10.15,14.0,12.22,2.8,23.12,18.92,14.38,17.75,21.48,15.55,15.88,12.4,61.65,16.15,29.47,0.0,12.42,19.15,20.0,28.18,10.81058823529412,15.43,10.45,22.35,28.1,12.92,21.92
17.944285714285712,15.9,12.23,23.55,11.9,13.45,13.2,2.85,25.55,25.15,13.89,18.88,24.52,33.58,29.05,11.5,59.85,22.9,31.97,0.0,10.3,22.95,14.1,23.48,12.06235294117647,23.58,15.0,21.52,24.38,13.91,21.77
15.62,13.88,14.55,28.12,14.45,14.75,13.35,2.55,23.7,23.75,13.61,19.25,19.85,13.03,19.43,11.12,59.23,21.82,31.58,0.0,12.07,25.32,12.57,26.43,13.794705882352941,25.25,11.48,24.62,19.9,15.36,27.2
16.64,13.57,14.62,22.95,13.9,14.8,13.4,2.77,18.65,31.18,14.24,18.88,16.88,17.5,14.62,7.68,56.73,25.93,27.6,0.0,13.68,20.05,8.32,23.17,12.249473684210527,16.28,11.25,21.68,23.23,13.56,19.58
14.35,12.38,9.95,20.28,11.57,12.98,12.85,2.65,16.33,33.88,13.74,17.8,15.1,12.18,15.37,5.78,55.35,18.95,24.88,0.0,13.1,21.43,7.88,16.33,10.202499999999999,14.05,10.8,15.4,29.48,14.04,14.3
16.65,10.65,8.78,17.8,8.52,12.0,12.15,2.9,14.68,30.73,13.54,27.359090909090913,14.22,10.02,14.78,5.9,52.9,13.65,22.73,0.0,12.7,22.77,6.6,21.48,8.521904761904763,11.12,9.98,11.45,22.47,11.43,11.95
14.13,10.55,7.08,17.23,7.6,10.32,12.23,2.9,14.98,32.52,12.69,26.762727272727275,13.12,8.6,13.56,6.2,50.25,11.9,20.97,0.0,13.07,22.27,4.78,14.23,12.1,8.83,9.7,10.05,23.7,11.63,11.27
15.49,7.65,6.45,14.85,4.62,9.35,12.09,2.4,13.7,38.25,12.33,17.0,11.35,7.9,12.32,5.85,45.53,10.4,23.1,0.0,10.7,16.07,4.3,11.65,6.85,6.0,7.85,8.07,34.6,11.02,11.32
14.29,5.52,5.82,14.77,4.5,8.78,12.31,2.67,12.3,37.28,12.24,16.38,9.65,7.47,11.47,3.52,42.53,7.65,20.4,0.0,10.43,15.93,4.2,12.43,6.2,8.45,8.12,6.43,19.1,11.54,10.88
14.05,6.35,5.7,14.9,5.53,10.8,12.38,2.83,12.08,39.97,12.31,16.57,9.18,7.33,10.86,5.93,41.17,8.75,20.52,0.0,7.58,14.95,8.03,11.07,7.7,5.1,8.1,6.53,24.32,10.38,9.28
15.21,6.92,7.142500000000001,14.62,9.52,18.48,12.2,2.65,10.93,39.5,12.22,16.55,9.1,6.92,10.99,1.4,41.58,8.68,17.8,0.0,7.33,12.75,8.72,10.28,6.43,4.42,7.45,6.2,27.12,11.0,9.8
17.36,7.32,7.7250000000000005,14.28,8.07,9.7,11.98,2.45,10.62,40.15,12.37,16.8,8.8,10.9,16.25,4.28,40.47,8.45,17.57,0.0,7.95,14.3,11.5,9.0,5.78,5.45,7.3,6.67,41.05,10.18,9.85
15.62,6.12,8.253913043478262,13.95,7.67,9.95,11.86,2.38,10.33,43.88,12.64,16.88,7.9,8.65,15.34,4.3,40.55,9.7,18.3,0.0,9.83,12.18,7.45,9.97,5.3,3.27,6.73,4.8,45.0,9.88,9.38
16.71,6.75,6.15,14.2,8.15,9.88,11.97,2.48,9.48,43.33,12.74,17.1,8.22,7.93,10.44,5.25,40.77,10.42,18.2,0.0,14.5,19.2,8.82,9.43,4.7,4.33,6.28,4.5,44.22,9.45,8.4
15.89,10.22,11.3,14.8,9.0,11.05,12.87,3.0,11.58,45.97,13.99,18.12,8.85,8.52,14.83,3.33,42.85,23.92,20.2,0.0,22.7,17.45,7.0,18.58,6.08,10.97,7.35,10.95,39.4,9.45,13.07
16.23,16.98,12.25,18.32,13.32,16.55,11.01,2.62,28.1,45.72,16.04,20.75,14.15,29.6,27.19,4.38,47.33,44.9,34.92,0.0,18.85,37.42,4.12,30.12,9.2,15.12,12.4,31.5,59.05,12.39,28.52
15.34,17.1,12.85,26.98,13.68,19.93,11.46,3.03,15.8,48.0,13.28,19.05,12.68,77.88,18.67,5.17,50.95,27.52,27.22,0.0,10.43,20.15,4.43,31.48,11.3,22.1,14.62,31.82,34.9,15.2,14.75
14.64,14.75,16.27,27.95,18.3,23.25,11.21,2.72,11.82,46.62,14.63,20.6,14.35,18.27,20.07,5.88,51.33,29.7,24.05,0.0,18.5,21.15,5.5,29.45,9.67,34.75,18.35,32.98,55.35,15.08,36.23
16.01,8.75,13.47,24.43,14.55,26.4,10.42,2.72,12.35,38.93,12.55,20.12,15.45,30.02,21.39,5.42,52.55,21.8,19.88,0.0,10.38,18.12,4.45,20.4,10.5,42.4,15.47,23.17,30.33,12.43,13.57
16.48,11.72,12.22,18.62,19.05,14.8,10.32,2.65,12.38,34.7,12.03,19.6,15.8,10.78,13.49,5.0,52.62,21.68,19.02,0.0,14.72,12.68,5.0,11.7,7.92,35.38,13.3,13.48,22.8,10.62,10.43
16.99,13.5,10.88,20.7,18.38,15.6,10.42,2.65,12.18,24.15,12.12,18.62,16.52,9.93,15.14,5.35,52.65,23.2,18.62,0.0,13.0,12.85,4.28,15.55,7.75,26.05,12.3,12.55,24.85,10.83,9.4
21.435238095238088,9.75,9.32,19.88,16.8,18.65,10.16,2.75,10.68,25.93,12.81,17.33,18.78,10.8,11.61,6.5,53.02,11.85,20.25,0.0,9.45,17.33,5.4,17.42,8.57,19.57,11.7,18.1,30.3,10.6,12.68
22.05333333333333,12.0,8.7,20.65,24.1,25.0,10.18,2.9,13.4,24.57,13.06,16.3,26.6,13.0,15.99,8.3,52.7,22.9,37.5,0.0,11.4,19.8,7.29875,39.7,11.5,24.6,10.3,34.0,40.8,10.46,15.3
20.25952380952381,13.68,8.12,21.32,20.32,27.8,10.61,2.52,13.93,25.7,13.08,17.25,24.5,12.6,30.3,11.6,56.4,21.62,42.48,0.0,13.05,21.52,10.93,48.52,11.1,40.88,11.85,29.32,104.5,12.56,19.7
21.497000000000003,19.02,9.35,25.12,52.65,18.32,16.87,2.8,17.17,26.08,14.09,17.68,41.3,13.5,46.47,14.35,57.58,68.47,43.68,0.0,20.68,30.2,8.8,56.9,12.65,35.58,28.0,26.85,131.35,20.66,25.55
16.22,48.12,11.23,35.05,72.92,21.02,14.79,2.62,24.05,24.0,14.93,19.0,26.77,44.17,57.38,18.23,57.98,91.03,43.98,0.0,21.23,48.48,8.18,26.85,16.68,46.8,28.82,30.5,83.4,20.77,38.52
16.84,17.98,13.62,26.67,46.35,26.8,12.89,2.52,22.65,23.77,16.15,23.17,20.8,52.52,32.33,19.7,59.35,40.2,37.73,0.0,24.55,23.4,11.35,25.83,15.38,29.45,45.53,25.18,99.78,16.59,39.9
17.33,11.9,8.43,18.0,21.5,11.72,10.81,2.65,13.05,21.3,12.96,18.95,14.82,59.67,17.92,16.88,54.43,17.85,28.9,0.0,10.73,12.73,6.67,17.28,7.95,9.95,21.75,10.97,94.88,11.46,16.73
23.7252,14.55,10.15,17.33,19.38,11.35,11.54,2.8,10.0,23.27,13.33,18.45,12.8,65.05,11.28,10.45,47.6,31.1,22.73,0.0,10.82,11.55,3.58,18.73,5.58,11.07,15.47,11.0,50.75,10.8,16.12
51.62,14.47,13.48,20.35,15.52,12.43,11.78,2.6,11.1,22.88,13.68,17.93,13.42,37.1,13.89,6.92,51.52,24.32,26.9,0.0,14.5,26.2,5.78,25.95,6.42,9.97,13.0,12.78,35.73,10.49,17.7
44.2,11.97,18.17,20.85,12.1,12.75,12.26,2.62,16.35,27.7,14.93,19.5,15.18,16.48,25.69,5.8,54.92,30.82,29.88,0.0,18.25,27.98,15.25,24.4,8.77,10.1,13.97,18.52,32.35,11.9,15.45
42.29,6.7,10.68,18.7,8.32,11.95,11.79,2.8,15.1,27.98,13.43,15.77,13.42,15.7,22.16,5.35,52.98,13.67,25.17,0.0,14.45,23.35,13.7,16.35,6.35,9.55,10.82,14.45,40.3,10.32,14.25
34.86,6.2,8.25,15.03,6.55,9.7,11.76,2.6,13.25,31.33,12.61,14.6,11.33,10.12,14.04,4.55,46.52,10.68,24.5,0.0,9.95,20.685000000000002,5.55,12.35,4.1,6.2,9.2,8.6,38.38,9.71,9.77
31.31,8.03,6.75,14.57,5.82,9.15,11.61,2.6,11.53,38.7,12.43,13.7,9.55,10.53,12.42,4.3,43.72,8.6,21.08,0.0,6.42,11.739523809523808,6.88,11.0,4.32,6.15,8.18,5.15,31.18,11.51,8.0
29.09,9.8,6.02,15.5,7.8,9.7,11.11,2.6,11.78,41.95,12.11,12.4,8.38,15.4,13.22,9.654782608695653,42.02,7.7,21.32,0.0,6.45,9.703999999999999,8.9,10.47,4.15,7.55,7.88,4.85,26.65,9.83,7.17
31.48,9.48,6.83,15.65,9.15,10.1,11.43,8.140400000000001,12.72,44.75,12.54,13.55,7.93,12.53,15.11,5.2,39.73,10.12,23.52,0.0,8.88,9.21157894736842,8.85,12.65,4.07,7.85,8.1,5.28,32.2,9.43,9.67
30.77,7.85,8.349166666666667,15.05,10.38,9.38,11.55,12.926799999999998,11.38,47.78,12.35,14.45,7.65,12.43,19.77,5.6,38.62,9.68,19.5,0.0,9.38,8.262222222222222,9.25,11.32,4.68,7.97,8.28,5.5,38.95,10.6,9.88
29.61,10.2,13.4104,14.28,9.43,9.1,11.23,6.53,11.57,43.1,12.78,14.65,9.0,9.28,16.7,5.25,39.25,12.98,18.7,0.0,12.2,10.313888888888888,9.95,13.28,6.87,7.05,7.8,5.3,48.8,9.66,11.1
26.91,10.55,7.3,15.1,9.2,10.85,11.88,10.97,15.28,46.47,13.83,17.1,10.0,8.53,19.82,6.7,44.5,18.42,30.82,0.0,24.9,11.96,15.15,15.43,7.42,11.0,9.07,10.1,60.62,9.81,18.83
30.08,16.98,14.8,17.1,15.03,15.08,17.93,16.88,27.0,49.95,16.62,23.05,15.43,22.68,41.1,8.98,49.97,72.5,35.45,0.0,37.52,16.012222222222224,32.65,43.27,9.15,31.88,16.3,33.3,48.2,13.57,58.08
31.9,27.5,21.38,21.98,36.1,24.75,23.03,100.5,30.97,39.25,22.11,30.67,27.75,25.18,41.77,11.45,57.45,79.95,40.32,0.0,74.4,19.28722222222222,48.33,76.72,11.65,56.38,24.2,93.47,120.43,18.01,115.35
33.1,46.48,60.9,30.7,122.75,19.7,24.34,29.8,32.5,44.62,25.09,39.1,23.45,25.02,45.58,14.3,74.77,133.8,51.48,0.0,122.18,19.297777777777775,41.42,34.3,23.88,33.05,31.32,43.93,94.9,22.5,116.8
32.01,28.38,72.65,24.07,54.6,17.57,21.13,17.3,22.45,45.7,25.08,27.05,18.35,18.3,23.5,14.52,80.45,81.95,32.92,0.0,74.28,16.37222222222222,48.75,22.62,10.43,21.48,17.8,14.9,40.08,21.27,37.58
32.95,18.33,55.6,21.82,37.33,18.88,31.32,15.47,24.3,44.45,21.53,25.1,15.0,18.7,23.75,15.38,72.08,53.5,41.42,0.0,48.48,13.567222222222222,29.2,18.95,9.77,70.12,16.93,15.48,42.38,14.92,41.22
30.21,20.3,37.12,19.25,27.25,18.15,23.58,13.88,20.02,47.12,18.98,23.12,13.65,15.35,28.24,16.17,68.45,61.98,28.05,0.0,47.3,12.64777777777778,36.4,17.95,10.9,37.05,21.3,13.42,30.1,14.0,39.62
25.51,18.7,28.38,18.62,23.65,16.48,16.35,13.72,17.38,45.85,16.91,20.65,12.48,14.1,23.71,15.25,63.48,42.45,22.38,0.0,40.08,12.682222222222224,29.0,17.8,12.78,29.88,19.75,11.4,30.75,13.39,24.65
26.12,18.5,21.1,21.83,15.4,20.8,16.23,16.9,20.7,46.9,16.14,22.0,13.8,20.0,27.92,15.6,59.75,81.1,38.7,0.0,31.55,10.977777777777778,28.6625,31.4,10.3,27.7,22.1,14.5,41.9,13.73,27.6
27.52,16.07,19.72,22.73,24.25,18.82,16.48,21.0,22.62,47.55,16.18,23.75,15.82,24.97,26.16,17.65,62.45,58.2,36.65,0.0,31.95,10.462777777777777,24.8,23.12,9.3,20.45,19.2,17.8,48.67,13.45,31.47
26.92,19.8,18.3,28.7,45.88,17.5,19.7,24.2,28.75,49.9,16.45,24.58,20.62,18.4,28.64,22.18,63.85,75.88,37.08,0.0,33.85,11.753888888888888,24.08,26.67,10.62,28.83,21.58,17.8,74.45,15.97,33.97
26.94,38.08,18.73,25.35,64.28,16.08,22.65,31.03,25.38,47.8,17.55,24.62,19.57,17.58,57.3,23.48,63.92,86.6,43.7,0.0,41.67,13.088888888888889,15.72,28.12,11.88,77.3,30.13,41.15,109.95,25.18,45.78
26.81,45.62,19.93,25.88,51.5,19.38,18.94,91.17,25.98,33.82,17.79,29.48,43.7,18.07,45.22,24.12,64.7,87.7,37.3,0.0,37.28,13.693333333333333,21.35,53.47,19.25,78.15,42.72,68.88,121.93,36.44,65.28
34.27,33.12,20.05,30.03,38.8,19.2,13.87,54.35,32.55,34.423846153846156,20.86,25.65,31.13,24.9,49.25,24.5,70.22,72.7,43.8,0.0,28.0,13.161111111111111,23.85,45.25,17.75,17.12,31.52,53.25,91.7,23.68,51.23
27.57,22.93,19.98,26.27,24.61772727272727,12.42,12.69,25.95,26.98,33.434999999999995,17.95,20.98,28.45,33.85,40.11,22.43,76.1,27.6,43.32,0.0,30.5,11.096315789473685,24.38,22.92,13.12,12.78,28.5,27.43,89.45,13.87,44.3
30.69,19.8,22.65,20.6,20.467142857142857,11.03,11.21,24.1,21.12,33.14363636363636,16.85,20.43,23.35,29.27,28.67,19.8,69.38,30.1,39.23,0.0,26.57,10.813,18.05,20.85,9.15,9.55,19.12,18.83,57.7,12.92,33.07
31.68,10.25,11.6,17.02,16.259523809523806,9.75,11.2,16.65,15.85,31.820999999999998,13.82,16.52,11.78,15.07,17.41,18.518823529411765,56.83,14.6,28.25,0.0,12.6,9.405238095238095,11.47,20.62,7.25,8.25,11.07,12.85,65.12,10.06,20.42
33.87,9.77,9.57,14.85,12.348,7.75,11.11,8.6,11.38,34.19,13.43,12.52,10.07,13.92,11.7,16.203529411764706,47.97,8.53,19.9,0.0,8.62,9.635909090909092,8.18,12.2,7.88,7.48,9.12,5.0,51.93,10.0,13.15
40.44,9.12,7.98,14.57,9.89047619047619,6.85,11.35,8.7,10.53,35.499,12.56,11.7,8.12,20.4,11.42,14.478235294117647,42.45,8.43,19.45,0.0,8.75,0.1,6.7,10.38,4.08,5.25,7.72,4.27,43.2,9.04,10.93
36.8,6.88,7.8,13.77,9.819523809523808,7.38,12.02,7.03,10.43,36.322,12.22,12.1,6.85,15.02,10.79,13.569375,38.67,6.6,19.68,0.0,7.48,0.1,6.7,7.8,2.45,4.58,7.03,3.33,47.72,8.86,9.1
31.33,8.95,6.68,14.03,10.1,7.62,11.47,6.47,8.82,35.434000000000005,11.94,11.55,7.95,16.38,13.5,11.655333333333333,38.33,5.95,17.62,0.0,7.28,0.1,4.95,8.07,2.62,5.05,5.95,3.77,34.18,7.49,8.05
30.89,6.58,5.65,13.82,7.55,7.33,10.96,6.9,10.15,35.098,11.88,11.47,7.92,21.9,10.88,11.425333333333331,38.58,6.78,19.95,0.0,9.45,0.1,4.85,10.3,3.1,4.75,6.08,4.15,37.7,7.87,7.52
30.6,7.62,5.72,14.0,9.43,6.42,10.75,7.05,10.35,36.337,12.16,11.7,8.1,9.93,9.31,10.966666666666665,39.52,5.78,18.97,0.0,8.85,0.1,4.88,10.07,2.95,3.65,6.35,3.75,44.47,8.64,8.0
31.99,9.1,7.12,14.45,10.65,6.72,10.88,7.6,11.23,35.769,12.93,12.6,8.62,9.78,14.15,11.984375,41.38,9.85,19.48,0.0,24.25,0.1,6.15,12.85,2.83,6.15,6.58,4.42,59.05,6.84,9.45
30.19,11.0,9.95,15.27,19.4,9.25,11.57,10.55,16.4,37.666999999999994,14.2,13.9,9.93,9.98,16.94,14.4775,43.92,16.55,24.48,0.0,39.05,0.2,11.57,15.35,5.25,8.6,7.97,13.0,99.47,8.75,16.5
29.02,22.57,13.15,18.0,18.7,12.9,15.06,23.48,30.05,37.94,17.43,20.82,15.1,29.08,36.8,18.84705882352941,49.1,120.83,34.48,0.0,73.08,0.38,23.52,30.8,7.67,19.83,12.7,63.47,85.75,12.43,51.42
29.88,29.98,30.48,20.75,39.95,18.88,17.53,58.75,42.6,36.465,23.78,27.95,18.6,16.32,48.74,22.90529411764706,54.28,113.9,66.28,0.0,111.32,0.5,32.73,127.95,10.88,78.88,37.9,113.05,216.7,21.42,142.4
34.67,64.22,33.2,38.02,93.72,31.25,22.62,96.8,65.12,35.495,24.29,51.17,36.92,27.1,64.75,26.5725,63.48,125.42,116.3,0.0,130.68,0.83,40.95,177.05,14.27,170.82,59.62,195.65,208.23,43.64,204.65
39.13,55.8,47.12,54.6,114.78,26.8,27.51,134.28,67.42,34.839000000000006,31.31,64.72,95.22,43.52,108.81,27.10625,73.28,70.72,137.23,0.0,124.9,0.8,29.88,159.35,21.27,141.78,77.95,179.45,255.57,59.84,192.03
48.66,60.62,64.75,58.05,100.4,33.05,25.14,207.8,63.65,30.791000000000004,35.4,65.25,82.12,47.55,128.67,27.99266666666666,88.35,178.45,102.55,0.0,102.97,0.9,21.45,116.85,36.03,63.9,102.3,126.75,198.75,51.05,174.68
63.98,93.78,49.42,55.62,78.1,52.9,20.91,183.62,81.35,29.311999999999994,39.63,60.83,73.5,52.38,113.11,30.218000000000004,90.05,185.0,171.57,0.0,87.22,0.72,14.78,213.98,50.3,113.18,104.32,129.1,253.02,53.34,147.45
72.62,61.4,29.67,44.4,71.88,38.33,13.34,195.78,94.85,29.53,39.3,53.75,58.92,48.48,114.22,30.88,80.98,153.18,176.38,0.0,61.02,0.8,14.55,183.48,30.67,46.62,106.25,87.0,248.7,46.24,133.65
65.22,35.6,16.9,28.83,87.1,60.5,13.54,36.3,122.1,29.781,34.51,37.4,26.35,42.8,125.02,32.5,74.75,119.7,92.0,0.0,96.45,0.4,37.52875,87.2,12.8,28.8,93.0,53.1,194.65,27.39,115.4
44.87,37.95,17.92,24.3,78.72,54.25,37.14,38.08,90.38,29.683,27.28,39.48,24.48,48.28,98.14,32.784666666666666,81.4,117.0,85.2,0.0,92.2,0.32,49.42,79.3,12.68,34.9,45.7,40.5,142.47,20.54,108.55
39.64,37.42,23.48,22.05,111.75,37.12,40.25,49.73,72.83,30.574,27.15,38.6,24.07,59.28,55.13,33.236666666666665,82.83,169.78,66.57,0.0,73.27,0.25,64.32,75.58,11.73,23.75,34.48,26.15,150.62,16.05,119.27
35.64,44.72,36.45,21.58,110.88,32.17,34.65,97.88,50.52,31.145555555555557,27.27,42.47,38.6,55.2,74.16,35.13933333333333,79.35,147.07,60.05,0.0,68.0,0.2,56.45,87.85,9.75,169.5,61.65,52.48,210.57,20.78,109.03
43.34,52.0,53.5,32.12,88.75,56.5,28.52,133.57,50.1,29.897777777777783,28.74,36.17,34.98,61.12,89.28,33.27133333333333,78.15,112.65,92.18,0.0,72.97,0.28,49.38,100.3,17.1,61.8,91.53,73.38,165.5,25.56,95.42
53.59,48.05,55.45,38.58,84.22,38.33,30.13,149.9,53.2,32.21,30.68,35.98,30.68,70.38,84.93,33.511428571428574,88.67,86.45,79.55,0.0,57.25,0.3,27.48,80.75,21.65,50.3,73.93,63.67,200.93,29.93,118.07
46.32,41.85,88.03,34.92,60.4,33.02,17.05,108.12,50.92,32.403333333333336,29.34,41.2,24.15,207.1,62.67,28.935999999999996,101.45,84.78,69.8,0.0,79.42,0.2,15.35,52.27,19.6,29.95,56.8,39.47,131.0,24.77,89.88
38.33,34.8,40.6,30.75,37.23,25.98,136.64,71.32,42.5,33.86222222222223,25.97,29.95,22.25,195.6,48.17,23.51625,109.47,51.68,51.42,0.0,52.08,0.3,11.2,54.08,14.75,21.98,47.2,32.72,113.88,19.16,81.53
36.39,31.35,18.3,30.07,25.0,21.3,13.53,53.28,33.65,33.242999999999995,18.61,20.82,20.23,139.6,35.01,17.81,94.7,33.62,43.88,0.0,17.4,0.23,6.05,42.5,11.8,23.23,35.83,37.7,76.7,15.9,58.72
34.88,16.3,10.15,26.12,14.72,21.38,11.52,43.65,28.65,34.8,14.14,16.0,16.9,131.5,27.75,12.769999999999998,70.47,15.67,37.97,0.0,9.25,0.18,4.9,36.55,11.72,20.83,17.55,37.92,95.0,14.34,29.68
29.48,9.75,8.05,25.2,15.35,18.77,22.82884615384615,52.08,28.0,35.10222222222222,14.62,34.0,14.57,113.47,22.61,7.95,53.65,10.2,37.77,0.0,10.95,0.2,6.4,32.98,10.7,21.48,17.93,36.05,72.9,12.52,24.75
28.88,15.28,9.25,20.02,18.9,12.75,158.76,42.25,25.08,35.182,14.34,39.12,10.6,106.92,17.06,7.15,48.35,19.08,36.08,0.0,14.22,0.15,11.5,25.58,5.15,13.73,21.0,23.68,104.88,11.62,29.8
27.1,17.73,10.15,18.62,24.83,8.85,12.15,38.55,20.57,32.31545454545455,15.81,47.9,9.22,148.22,16.41,11.3,47.27,33.2,31.97,0.0,20.55,0.1,16.85,20.88,3.25,13.62,24.38,23.23,80.3,14.67,55.6
28.05,23.02,11.95,21.88,25.65,11.98,12.98,42.67,19.73,32.552727272727275,15.01,44.6,12.57,163.1,17.98,10.78,46.77,29.88,27.78,0.0,27.82,0.1,19.2,40.55,6.85,24.0,22.3,51.48,93.03,16.02,61.85
32.33,28.35,16.15,32.3,28.03,18.15,11.85,52.62,21.27,33.49727272727273,15.95,51.92,14.3,200.4,29.67,8.4,52.55,33.27,36.98,0.0,33.9,0.15,17.3,58.75,9.5,40.12,22.53,48.77,62.67,17.0,60.35
35.41,39.23,86.8,40.1,39.25,23.18,20.35,72.45,26.25,35.75272727272728,19.72,80.08,17.4,171.47,31.29,14.32,92.27,134.32,39.5,0.0,69.38,0.2,11.12,57.23,12.73,44.88,38.33,55.27,60.55,18.41,59.5
38.95,55.17,79.83,46.72,51.85,28.4,21.1,121.5,36.1,38.04272727272728,22.59,71.7,24.75,113.4,42.28,14.93,112.08,109.82,47.9,0.0,70.83,0.35,15.4,85.7,23.5,62.8,53.48,103.55,83.3,24.73,107.68
43.66,66.97,62.95,60.95,39.53,39.58,19.76,116.72,55.35,38.43,22.63,66.22,30.88,96.68,53.19,20.75,109.22,100.43,56.62,0.0,66.53,0.4,18.02,94.58,36.33,62.8,38.42,109.88,82.2,36.78,96.65
33.89,28.05,23.35,58.8,13.82,48.47,10.71,89.22,44.3,34.04636363636364,15.94,37.3,28.0,93.92,43.87,12.1,100.83,30.38,49.55,0.0,17.52,0.28,3.75,73.5,42.95,92.55,25.68,77.08,38.2,29.07,28.98
26.14,13.88,12.5,24.7,8.3,21.55,10.47,26.28,19.3,32.60545454545455,12.36,37.12,13.95,71.58,19.48,16.1,81.43,26.07,27.7,0.0,6.53,0.1,3.45,26.2,11.18,50.75,14.05,18.45,39.38,13.53,12.62
