IHBAS-CPCB,East-Arjun-Nagar-CPCB,Shadipur-CPCB,Punjabi-Bagh-DPCC
26.35,27.69,57.98,59.52
26.58,26.68,61.82,68.38
28.29,27.93,60.95,63.43
29.4,29.69,53.69,55.4
30.29,30.6,52.25,54.67
30.39,30.75,51.13,55.35
31.53,32.26,55.55,71.25
31.23,32.17,82.64,80.58
30.32,31.53,87.53,78.18
30.57,32.02,70.9,67.8
30.21,31.03,63.66,62.92
30.78166666666667,31.25,61.6,62.52
30.09,31.41,60.14,61.85
29.35,30.85,65.17,64.72
29.1,29.98,70.94,67.23
28.24,28.99,73.75,68.65
28.928888888888892,29.08,71.44,67.62
28.64,29.15,70.9,68.22
28.3225,29.28,73.48,68.88
28.0375,29.28,74.41,69.72
27.70444444444444,29.47,74.91,71.05
27.817777777777778,29.17,72.77,72.58
27.85,28.92,74.52,71.62
27.89,28.63,75.94,71.27
27.78,28.55,70.94,67.9
28.47,29.26,68.85,69.6
30.46,30.06,67.7,64.72
31.5,32.03,64.01,60.67
32.57,31.64,67.9,63.38
30.41,32.74,66.2,62.23
31.3,32.91,54.08,52.67
28.25,28.58,48.66,51.53
31.87818181818182,31.12,51.15,52.42
32.94,33.48,43.11,48.08
31.293333333333333,32.73,44.14,49.1
30.824,32.73,44.15,49.6
29.752,32.08,45.1,51.0
29.192500000000003,31.11,52.09,54.17
29.1,30.52,62.1,61.3
29.01,29.99,63.03,62.92
28.8,29.57,63.49,63.03
28.06875,29.08,63.67,63.4
27.82,28.72,66.08,64.65
27.71111111111111,28.57,70.23,66.93
27.305555555555557,27.71,72.34,68.12
26.92875,27.34,75.44,70.07
26.39,27.23,74.65,68.53
26.33,27.29,74.49,69.15
27.664545454545454,27.77,74.39,68.95
28.111999999999995,28.26,69.69,65.33
28.727272727272727,28.45,65.73,60.43
29.74,29.46,64.25,57.38
30.38,30.42,61.01,54.27
31.23,31.61,57.7,53.6
31.55454545454546,32.34,52.0,50.85
31.50916666666667,32.13,50.12,50.0
31.678181818181823,32.21,51.67,51.12
31.76,32.65,49.66,51.1
31.87,32.34,49.69,52.83
31.747142857142855,32.08,50.98,53.8
31.08,31.15,51.99,53.98
30.11875,30.29,57.73,57.62
29.603333333333335,29.76,61.69,60.4
28.87888888888889,29.14,60.82,59.6
28.142500000000002,28.88,62.82,61.35
27.971428571428568,28.52,64.14,62.27
27.386666666666667,27.96,66.09,63.65
27.288571428571426,27.88,67.2,64.28
26.43,27.89,68.86,65.5
26.45,27.76,70.6,67.12
27.44454545454545,27.25,72.11,68.17
27.617499999999996,27.76,76.58,70.83
26.86,27.54,77.99,70.7
28.763076923076923,28.31,71.15,65.08
29.28,29.24,63.43,60.17
30.4,30.44,58.98,56.9
31.09,31.1,54.22,50.95
31.47,31.72,50.12,47.95
31.67,32.23,49.42,49.73
32.04,32.36,49.48,49.95
30.8,31.76,52.77,51.97
30.87,31.02,56.16,54.73
30.01,30.52,55.47,56.2
29.21,29.2,58.67,57.98
27.95,28.34,64.88,61.83
27.13,27.55,70.53,65.12
26.84,27.25,72.22,65.82
26.78,27.29,74.01,66.95
26.37,27.11,73.62,67.17
26.27,26.8,75.07,68.65
26.08,26.61,76.46,69.3
26.18,26.88,77.62,69.52
26.2,26.7,78.75,69.97
25.99,26.6,79.52,70.33
25.95,26.33,81.57,71.97
25.88,26.55,83.02,72.22
25.07,26.13,84.23,72.43
24.66,25.53,85.08,72.67
24.35,25.19,82.64,69.25
25.72,26.04,75.52,61.9
27.94,27.64,69.27,59.12
29.26,28.46,62.56,55.23
29.22,29.62,59.87,54.77
30.3,30.79,58.07,53.98
30.66,30.73,54.88,53.23
30.92,31.14,54.31,54.25
30.58,30.9,54.25,54.42
30.1,30.47,56.92,56.05
29.28,29.71,59.09,57.83
28.27,28.97,63.61,60.27
27.77,28.58,66.95,62.8
27.44,28.28,68.97,63.88
27.13,27.86,73.18,66.2
26.76,27.51,75.68,68.07
26.6,27.6,78.09,69.78
26.33,27.3,78.29,70.27
26.11,27.01,80.41,71.65
26.0,26.69,84.47,74.4
25.89,26.72,86.67,74.78
25.64,26.37,88.86,75.95
26.3,26.56,88.47,74.88
28.56,28.11,81.15,68.88
29.78,30.15,70.12,63.5
30.06,31.21,59.89,56.85
31.12,31.42,54.69,50.25
32.6,32.42,52.89,48.58
33.37,33.43,49.34,48.65
34.33,34.65,46.2,48.02
34.62,35.18,43.07,46.77
34.91,35.43,40.4,46.23
35.11,35.91,39.7,46.55
34.34,35.25,40.89,47.3
33.8,34.7,42.1,48.27
32.55,34.26,43.88,50.05
31.11,34.0,46.54,52.52
30.79,33.4,49.22,53.28
31.76,32.9,49.18,53.7
31.57,32.37,52.15,55.08
31.28,32.05,56.48,56.92
31.13,31.81,57.91,57.5
30.73,31.35,60.2,59.699999999999996
30.34,31.23,62.64,61.06
29.95,31.28,62.29,62.407777777777774
28.71,31.19,56.18,64.0675
30.41,31.55,57.67,64.61999999999999
32.0,32.51,54.0,62.77666666666667
33.23,33.31,44.95,56.1157142857143
33.98,34.32,37.95,50.027499999999996
34.97,35.42,34.42,44.75333333333334
35.87,36.45,31.52,42.417
36.9,37.38,29.09,41.74
37.44,38.04,26.32,37.05
38.29,38.77,25.61,36.33
38.02,38.76,24.64,35.73
38.11,38.86,23.7,35.65
37.91,38.83,23.13,35.55
36.21,37.92,24.5,36.75
34.6,36.43,27.05,38.35
33.18,35.88,33.5,40.4
31.89,35.12,34.33,43.17
30.73,34.83,35.57,45.48
30.4,34.57,39.02,48.4
29.94,34.09,44.66,50.12
30.21,33.53,45.62,49.9
30.17,33.31,47.46,52.75
30.62,33.09,46.71,54.62
30.35,33.11,47.88,55.4
29.37,32.81,49.12,55.12
30.29,32.4,47.49,51.83
32.02,32.85,42.37,49.55
33.71,34.05,39.71,46.92
35.06,35.5,35.51,43.52
36.03,36.61,30.8,38.2
37.28,37.88,27.5,36.42
37.94,38.33,24.42,35.45
38.03,38.8,24.49,35.6
38.38,38.91,23.4,35.4
38.66,39.25,21.99,34.38
38.44,39.76,22.23,34.33
38.27,39.3,21.68,35.3
36.72,38.28,23.89,37.17
35.34,37.61,27.51,39.4
34.18,36.75,31.12,41.75
33.92,35.59,32.44,42.8
31.86,32.7,43.48,47.92
30.83,31.78,60.82,60.42
30.33,31.38,68.73,64.2
30.34,31.22,68.0,64.45
29.98,30.71,66.16,63.4
29.57,30.24,66.18,62.55
29.28,29.98,63.43,61.95
28.93,29.77,66.12,62.95
28.87,29.34,69.69,64.0
29.43,29.37,67.05,62.18
29.65,29.81,66.59,60.8
28.46,29.37,69.5,61.62
31.3,31.45,62.71,55.55
32.95,33.07,57.56,52.75
34.45,34.37,51.58,50.75
35.7,36.77,44.96,48.08
36.45,36.97,39.83,46.4
35.15,36.59,41.07,46.4
29.67,30.9,39.87,47.55
31.46,31.91,31.77,42.53
30.72,32.36,34.15,41.92
29.73,31.97,37.65,45.58
29.32,32.1,37.62,45.23
30.2,30.66,46.8,50.7
28.96,29.59,55.25,56.23
29.03,29.87,54.57,55.25
29.2,30.12,51.7,53.2
29.34,30.5,49.47,53.92
29.04,30.66,53.32,56.95
27.54,29.35,57.56,58.38
26.81,28.43,58.88,59.9
26.45,28.23,60.29,61.05
27.57,28.87,60.68,61.0
29.81,29.66,58.53,58.3
30.55,30.1,53.9,55.12
32.73,32.59,41.4,46.05
34.19,34.79,32.97,39.6
35.26,35.96,31.21,38.48
36.17,36.9,30.86,39.48
36.75,37.5,29.6,39.73
37.71,38.02,27.32,38.33
37.87,38.61,24.66,36.98
37.14,38.52,27.17,39.05
36.11,37.68,28.61,40.08
34.44,35.59,38.8,48.1
29.77,30.83,47.2,56.4
29.49,30.59,42.61,51.73
29.19,29.61,46.26,52.12
29.29,29.88,47.98,53.33
29.39,30.1,47.2,52.15
29.55,30.31,47.24,52.58
29.52,30.32,45.33,53.23
28.78,29.98,46.56,53.88
27.62,28.58,49.19,54.95
27.02,27.89,52.87,58.15
26.77,27.44,61.6,62.3
26.98,27.66,68.27,64.42
27.22,28.12,70.39,65.03
27.55,28.45,69.77,63.55
28.91,29.4,63.61,59.25
31.71,32.03,49.6,50.0
33.89,34.32,36.04,42.05
35.89,36.08,29.91,38.53
37.07,37.26,31.7,41.35
36.95,37.58,29.46,39.65
37.18,37.72,28.83,39.65
36.79,37.42,30.91,41.02
33.96,34.75,63.58,65.9
32.83,32.71,64.81,64.4
32.27,32.96,58.58,64.07
32.45,33.38,59.12,61.38
32.1,33.05,58.48,58.88
32.04,33.27,56.18,57.62
31.88,32.99,55.82,55.9
31.27,32.51,54.86,58.92
30.76,32.11,53.84,59.25
30.75,31.62,56.02,58.92
30.43,31.16,57.96,61.17
30.16,30.78,60.84,61.6
29.61,30.21,62.83,62.7
29.51,29.97,63.91,62.95
29.84,30.27,63.72,61.55
30.69,30.87,61.22,58.97
32.29,32.31,53.77,53.9
34.18,34.22,47.52,47.83
35.42,35.76,38.56,43.3
35.83,36.56,35.51,42.1
36.08,36.59,37.25,43.45
36.02,35.95,37.12,43.62
35.98,36.39,36.45,44.32
35.79,36.51,37.09,44.52
35.53,36.12,37.91,45.33
34.8,35.56,39.22,46.3
33.9,34.9,44.01,49.1
33.16,34.38,46.12,50.6
32.59,34.12,47.38,52.15
32.2,33.66,49.4,53.65
31.87,33.17,49.57,54.62
31.51,32.87,50.95,55.25
31.08,32.48,52.87,56.25
30.54,32.09,55.0,57.58
30.08,31.82,58.38,59.28
29.27,31.59,58.09,61.0
29.16,31.47,59.45,61.62
30.45,31.72,59.54,58.62
31.85,31.8,55.58,56.07
32.69,32.64,51.75,52.7
34.09,33.94,46.78,49.5
35.18,35.64,41.59,45.4
36.45,36.68,36.71,42.05
37.02,37.5,33.42,41.33
37.24,37.89,30.46,39.38
37.54,38.45,27.87,38.23
37.55,38.27,29.43,38.57
37.29,37.85,32.07,40.8
36.51,37.42,33.31,41.88
35.63,36.52,34.44,42.55
34.44,35.97,36.97,44.53
32.58,35.69,38.66,46.8
31.57,35.19,41.11,47.85
31.16,35.18,44.05,50.45
31.02,35.03,46.47,49.85
30.68,34.15,48.61,51.6
30.79,33.77,49.39,53.3
30.8,33.46,52.85,54.75
30.74,33.12,55.31,55.62
31.38,32.8,57.16,57.38
31.26,32.53,58.35,58.93
31.56,32.62,58.55,57.3
33.3,33.25,50.33,54.02
35.03,34.48,41.92,48.12
36.52,36.44,33.95,43.08
37.81,37.78,29.82,37.8
38.6,39.05,26.13,35.23
39.26,39.93,23.17,34.45
40.17,40.48,21.18,33.67
40.83,41.0,20.12,33.15
40.87,41.28,19.2,32.67
40.71,41.2,18.54,32.35
39.9,40.72,19.43,33.08
38.65,39.46,22.03,34.9
37.53,38.52,25.09,37.62
36.73,37.91,26.29,39.42
35.73,37.36,27.4,40.72
35.35,36.98,29.81,42.18
34.84,36.27,32.64,44.3
33.2,36.25,34.67,46.6
33.09,35.93,35.77,47.0
32.98,35.22,37.15,45.47
33.23,33.89,30.76,41.25
33.08,33.62,30.42,41.08
32.75,32.97,32.3,43.58
33.2,33.1,35.26,46.05
33.8,34.08,37.31,46.92
35.17,35.23,33.14,42.58
36.93,37.06,28.8,39.35
38.49,38.35,26.21,36.7
39.6,39.7,24.28,35.0
40.66,40.81,22.91,34.92
41.28,41.42,21.66,34.58
41.89,42.12,19.89,33.1
42.26,42.7,18.27,32.0
41.99,42.56,16.64,30.93
41.58,42.32,16.55,30.9
40.92,41.71,19.06,32.83
39.78,40.93,19.83,33.62
38.97,40.11,21.55,35.12
38.27,39.27,23.46,37.12
37.73,38.68,25.76,38.85
37.09,38.04,26.71,40.12
36.56,37.3,27.38,40.25
36.15,36.57,28.15,41.15
35.66,35.91,29.77,42.1
35.02,35.27,31.38,43.15
34.29,34.85,33.89,44.62
33.51,34.34,36.7,46.62
33.3,33.97,37.91,47.45
33.55,33.93,38.14,47.35
34.3,34.45,37.16,46.02
35.63,35.26,35.45,44.25
36.47,36.38,33.22,41.5
37.64,37.68,30.5,39.9
38.79,38.91,28.06,38.17
39.5,40.1,25.39,37.23
40.41,40.86,22.73,35.88
40.72,41.68,21.38,34.25
41.17,42.15,20.68,34.47
40.8,41.52,20.68,34.65
40.08,40.97,21.04,34.67
38.73,40.39,22.76,36.22
36.38,39.49,25.3,39.08
36.66,38.79,26.43,39.52
35.64,38.38,28.77,40.28
33.88,36.01,31.61,47.77
33.7,35.03,41.12,50.5
33.61,34.96,45.75,51.9
32.79,35.05,42.02,49.78
34.08,35.48,34.23,44.12
33.69,34.85,34.78,44.75
33.39,34.21,36.98,46.33
33.02,33.79,38.99,47.88
33.69,33.76,40.62,48.88
34.05,34.3,41.44,48.55
35.27,35.19,39.55,46.48
36.16,36.43,37.22,43.58
37.5,37.78,34.42,41.25
38.62,38.89,31.81,40.42
39.34,40.07,28.72,39.42
39.87,40.46,26.8,38.35
39.99,41.06,26.64,37.38
39.73,40.69,26.04,37.6
33.06,33.46,52.04,53.1
25.9,27.04,92.92,78.92
26.94,28.64,89.44,70.62
28.59,30.18,71.69,60.73
28.93,30.75,60.08,55.97
30.28,31.11,56.06,59.38
31.2,32.94,56.08,52.77
30.04,31.93,49.77,51.25
30.41,31.11,53.08,53.35
29.98,30.54,49.64,52.0
28.99,29.74,45.26,49.85
28.07,29.11,50.0,52.4
27.25,28.09,59.45,58.35
26.38,27.3,67.64,63.42
26.88,27.62,69.05,62.42
27.59,28.09,67.68,60.7
28.6,28.77,64.16,59.1
30.25,30.27,57.86,55.4
32.22,32.44,50.59,51.83
34.6,34.56,47.02,49.32
35.43,35.7,47.13,49.95
35.84,36.37,44.17,48.55
36.17,36.87,41.73,47.6
36.46,37.23,39.54,46.43
32.58,34.87,56.84,58.3
24.84,25.79,89.74,77.42
27.37,28.27,75.4,67.72
28.43,29.34,63.23,60.23
28.67,29.65,59.03,56.62
31.127999999999997,29.39,64.73,61.0
30.513749999999998,29.61,68.32,61.95
31.00142857142858,29.37,70.76,62.7
31.035714285714285,29.48,69.05,63.67
31.065714285714282,29.84,70.33,64.22
31.264285714285716,29.71,73.86,65.6
31.233999999999998,29.64,72.47,65.42
31.173636363636362,29.14,71.02,67.33
28.12,29.89,73.08,66.75
30.73,31.41,68.11,62.65
30.77,31.51,58.37,57.88
32.41,32.63,48.87,51.02
33.51,33.73,44.09,46.05
34.49,34.83,38.29,42.05
35.52,35.8,35.27,41.72
36.11,36.19,34.35,42.35
36.381875,36.62,34.62,42.4
36.24,36.99,30.95,40.62
36.6,37.14,30.72,41.12
36.52,36.99,30.01,40.5
35.93,36.41,34.54,42.8
33.54,35.2,41.16,46.38
33.900769230769235,34.62,44.78,48.3
30.6,34.28,44.16,49.28
32.71,33.56,41.14,48.0
32.794444444444444,32.65,41.54,48.33
31.939999999999998,32.4,42.28,48.35
31.59777777777778,32.29,43.99,49.48
31.309999999999995,31.92,46.7,51.85
31.358888888888885,31.49,50.99,54.65
30.32,31.07,53.82,56.67
30.08,30.86,55.84,57.8
30.52,30.89,54.34,56.2
30.88,31.2,53.19,54.97
32.831999999999994,31.85,48.05,51.65
32.53,33.23,43.72,47.28
34.45,34.69,40.83,43.7
35.9,36.25,38.08,41.88
36.28,37.08,36.56,42.52
37.41,37.68,35.27,42.48
37.43,38.05,33.54,41.98
37.84,38.92,30.43,40.65
37.85,39.12,30.36,40.58
36.92,38.3,30.19,40.85
35.81,36.97,34.58,43.27
34.98,36.45,38.99,46.15
32.88,34.57,45.56,51.02
33.1,33.79,45.6,50.95
33.03,33.97,45.43,51.67
32.63,33.28,45.63,50.58
32.24,33.05,45.75,51.48
31.86,32.56,46.91,52.12
31.51,32.25,49.05,52.95
31.14,31.93,49.15,53.88
30.84,31.56,51.24,54.9
30.28,31.03,54.04,56.8
30.57,31.01,56.41,58.17
31.62,31.62,53.95,56.83
32.39,32.61,49.92,52.83
33.82,34.12,44.45,47.33
35.05,35.46,44.64333333333334,43.08
36.16,36.73,41.34799999999999,41.2
36.7,37.6,35.45,41.33
37.56,36.72,33.38,41.3
37.94,38.58,31.84,40.65
38.44,39.12,33.02,41.05
38.82,39.32,32.59,40.92
38.19,39.12,33.49,42.4
37.59,38.31,34.58,43.42
36.19,37.52,35.2,44.27
35.81,36.67,40.52,47.08
34.76181818181818,36.27,42.49,48.15
34.64666666666667,35.93,42.44,48.95
33.57625,35.64,43.37,49.75
33.09125,35.32,45.94,50.72
32.7225,35.08,47.4,51.72
32.222500000000004,34.95,48.59,53.15
32.256666666666675,34.63,47.78,51.98
33.1,34.26,49.23,52.97
32.86,33.57,52.04,54.17
33.13,32.96,51.85,54.02
33.72,33.31,48.01,52.77
35.03,34.77,44.55,50.05
36.1,36.39,41.49,45.9
36.97,37.23,36.44,41.12
38.39,38.47,32.71,38.73
38.91,39.29,29.51,37.6
39.44,39.72,27.24,37.08
39.75,40.19,24.57,35.9
39.96,40.55,24.16,35.58
40.04,40.54,24.15,35.88
39.47,40.23,26.16,37.0
38.66,39.36,26.8,37.65
37.57,38.43,31.05,41.17
36.48,37.3,33.47,42.93
35.76,36.74,35.17,44.17
35.14,36.13,37.14,45.17
34.34,35.75,36.88,45.52
34.23,35.45,39.18,46.78
34.27,34.43,40.3,47.03
33.71,34.04,39.0,47.05
33.51,33.99,39.41,47.73
33.29,33.72,38.52,48.35
33.06,34.14,38.6,48.05
32.92,33.49,38.32,46.5
33.57866666666666,33.77,36.27,44.3
34.28,34.54,34.31,42.8
35.35,35.57,33.58,41.22
36.83,36.9,32.5,39.6
37.59,38.21,31.88,38.4
38.14,39.09,30.84,38.73
38.74,39.55,29.53,39.02
39.36,40.0,28.21,38.48
39.9,40.32,31.56,39.38
39.34,39.7,42.94,41.77
39.25,40.58,35.16,41.27
38.24,39.42,33.47,41.2
36.95,38.0,35.69,43.0
36.22,37.62,37.52,44.42
34.83,36.74,38.83,45.55
30.71,31.73,47.39,50.38
26.88,27.32,52.59,54.6
28.87,29.42,49.56,54.08
29.66,30.31,54.27,56.33
29.05,29.66,57.85,58.25
27.59,29.0,57.44,57.92
28.09,28.79,59.15,58.83
28.16,28.72,62.74,61.03
28.31,28.67,64.23,62.0
28.65,29.1,63.97,61.03
28.95,28.93,64.08,60.05
29.36,28.89,66.07,59.72
29.96,30.06,65.47,59.75
31.42,31.15,57.66,53.98
33.77,33.04,50.75,48.92
34.69,34.64,44.37,47.38
35.61,35.2,42.63,46.95
36.07,35.9,42.96,47.9
35.74,35.89,40.22,47.2
35.12,35.41,42.55,48.35
34.31,34.88,44.83,49.88
33.65,34.27,47.26,51.45
33.2,33.92,48.77,52.88
32.82,33.59,49.25,52.85
32.45,33.3,49.57,53.75
32.07,32.73,52.07,55.35
31.43,32.13,55.09,57.08
31.09,31.65,57.59,58.55
30.7,31.26,59.53,59.7
30.23,30.95,61.88,60.92
29.8,30.52,63.58,61.7
29.53,30.08,65.32,62.48
29.76,30.25,65.64,62.65
31.192666666666664,30.8,60.4,57.93769230769231
31.37,31.59,56.36,56.606153846153845
32.74,32.62,52.09,54.5
34.06,33.67,49.12,52.130769230769225
34.65,34.64,45.61,45.08
35.44,35.19,40.35,44.1
35.58,35.73,37.91,44.15
36.17,36.18,36.89,43.52
36.61,36.5,37.66,43.98
36.92,35.864444444444445,36.14,44.58
36.44,36.15,36.12,45.27
35.77,35.924285714285716,38.56,46.55
34.21,35.400000000000006,42.39,48.4
34.03,34.88799999999999,45.5,50.75
33.67,33.862500000000004,46.55,51.8
33.25,32.32,49.42,53.27
32.82,30.8975,49.56,53.92
31.82,31.2,53.85,56.33
31.29,31.062499999999996,58.87,59.15
30.99,30.707500000000003,61.03,60.43
30.66,30.56,60.84,60.07
30.18,30.34,62.08,60.92
29.44,30.419999999999998,65.55,62.75
29.51,30.4425,68.54,63.55
30.13,30.8975,68.55,62.85
31.28,31.53,65.28,60.1
32.85,32.405,60.47,54.88
34.34,33.4725,54.07,49.77
34.87,33.53,49.52,45.93
35.04,32.517999999999994,47.27,47.03
35.38,32.943999999999996,46.54,48.03
35.05,33.214,46.63,49.08
35.33,33.233999999999995,45.75,49.9
34.61,32.585,47.77,50.68
33.39,32.949999999999996,49.56,52.92
32.37,32.565000000000005,52.72,54.88
31.09,31.765,58.52,58.77
30.12,31.634999999999998,60.9,60.35
29.33,31.1975,65.62,62.43
28.88,29.85,69.48,64.38
28.57,28.495,71.44,64.97
28.32,28.872500000000002,73.99,66.12
28.12,29.022499999999997,75.38,66.93
27.8,28.707500000000003,75.87,67.43
27.66,28.585,76.83,67.85
27.66,28.4875,78.18,68.7
27.64,28.639999999999997,78.51,68.88
27.52,29.0675,78.45,68.47
27.93,29.755000000000003,78.5,68.28
29.846875,30.4425,73.77,63.65
29.85,31.4125,67.87,58.65
30.8,32.405,63.62,55.83
31.82,32.385,61.2,54.27
33.13,31.262,54.62,50.35
33.19,31.125999999999998,52.14,49.88
34.03,31.714,51.09,50.1
34.25,31.883999999999997,49.63,50.17
32.83,31.0975,49.84,50.92
31.87,31.04,53.54,54.07
30.59,30.6875,56.43,55.92
29.93,29.9875,58.98,57.65
29.75,29.802500000000002,61.67,59.2
29.91,29.445,61.57,59.35
29.75,29.3225,63.3,60.6
29.62,29.1875,67.67,63.25
29.66,29.05,72.68,65.95
29.41,28.8825,72.16,65.5
29.21,28.695,71.43,65.07
29.15,28.7025,71.88,65.28
28.86,28.5925,73.44,66.53
28.63,28.684999999999995,78.13,68.3
28.62,29.1425,79.13,68.65
29.18,29.982,78.21,67.33
27.38,30.685,91.29,78.15
26.01,31.268571428571427,76.79142857142857,84.45
26.39,31.37,75.46857142857142,85.67
27.41,31.039999999999996,75.64499999999998,85.6
29.25,30.38,97.83,76.3
28.91,30.13,89.79,70.65
28.45,29.43,86.54,70.38
27.34,27.91,88.14,70.5
28.14,28.41,88.51,68.55
28.79,29.38,78.47,66.25
28.9,29.4,76.31,66.3
28.2,29.02,79.98,69.38
27.98,29.1,80.11,68.67
27.49,28.38,81.12,69.08
27.31,28.12,83.08,70.75
26.96,27.79,84.58,71.28
27.07,27.8,85.03,71.68
27.04,27.86,86.01,73.5
27.06,27.87,87.64,73.57
27.33,28.3,87.47,73.25
27.53,28.33,87.89,73.4
27.67,28.74,89.03,74.32
28.61,29.36,87.13,72.8
29.6,29.92,82.96,69.55
31.19,31.06,77.95,67.55
32.87,32.54,72.78,62.97
33.27,33.26,66.94,59.35
30.32,30.12,84.43,81.35
24.06,24.89,69.55818181818182,85.4
23.91,24.67,67.157,71.06875
23.96,25.26,63.57555555555555,91.8
23.91,25.54,61.856249999999996,90.45
24.35,26.34,61.88,88.6
24.89,26.43,58.830000000000005,87.88
24.98,26.56,60.55000000000001,87.25
24.65,25.77,64.45833333333333,86.38
24.69,25.9,67.895,85.17
25.06,26.08,70.08999999999999,83.65
25.21,26.25,73.79333333333334,75.08727272727273
25.12,26.14,76.005,74.414
25.23,26.14,77.31166666666667,73.39777777777778
25.34,26.27,77.50666666666667,72.2175
25.16,26.04,81.04,70.78142857142858
25.25,26.09,82.06875,68.69999999999999
25.47,26.31,81.94999999999999,69.10000000000001
25.88,27.02,81.67499999999998,70.05
26.92,27.99,79.80909090909091,69.78833333333333
28.87,29.2,98.0,68.01714285714286
30.18,30.19,86.81,67.36250000000001
32.02,31.6,76.08,64.30666666666667
32.55,32.63,68.92,61.785000000000004
33.45,33.63,61.27,62.648181818181826
29.23,32.81,71.76,67.35
29.72,30.46,76.7,67.53
31.62,32.5,65.8,59.58
32.85,33.57,64.95,59.42
33.13,33.75,67.23,60.85
32.16,32.94,71.74,64.7
30.93,31.91,74.88,66.15
29.9,30.89,78.18,68.6
29.62,30.29,81.64,69.97
28.86,29.73,83.27,71.42
28.71,29.62,86.06,73.45
29.02,30.09,87.62,74.32
29.09,30.13,86.61,74.58
29.06,29.75,82.57,72.42
28.77,29.61,83.15,72.8
28.57,29.47,83.87,73.28
28.34,29.21,84.83,74.18
28.07,28.9,86.39,75.3
28.34,28.97,86.94,74.85
30.07,29.61,84.14,71.53
31.27,30.76,78.19,66.12
32.19,32.18,71.43,58.17
33.53,33.55,64.83,51.7
34.81,34.71,57.56,48.35
34.53,35.25,55.65,49.75
34.44,35.33,54.53,49.83
35.42,36.02,52.98,51.03
35.75,36.38,50.78,49.73
35.28,36.48,51.05,50.52
35.09,36.18,51.83,51.5
34.12,35.14,54.6,52.75
33.23,34.4,58.52,54.65
32.56,33.89,63.2,57.58
32.05,33.18,65.0,58.67
31.7,32.8,68.89,61.75
31.38,32.41,69.31,63.27
31.1,31.62,68.71,62.35
30.3,31.06,72.81,65.12
29.84,30.71,76.55,67.45
29.86,30.48,75.74,66.32
29.35,30.24,75.71,66.67
29.14,30.01,78.35,68.7
29.56,30.19,78.59,68.78
30.76,31.11,75.72,65.73
32.45,32.32,70.19,61.45
33.94,33.69,64.8,54.53
34.98,34.92,55.98,50.2
35.55,35.44,53.01,48.75
36.65,36.56,52.95,49.15
36.46,36.6,49.77,48.58
36.65,37.63,44.99,46.57
36.54,37.74,44.23,46.8
36.06,37.77,44.33,48.03
36.05,37.27,47.84,48.65
34.8,36.27,48.36,49.4
33.8,35.09,52.57,52.23
33.66,34.87,59.85,56.67
32.11,31.94,63.96,59.4
30.35,30.82,71.95,64.7
30.45,31.09,75.41,64.6
30.52,31.24,76.85,64.7
30.35,30.79,76.11,65.45
29.86,30.24,74.64,65.5
29.73,30.34,75.95,66.22
29.55,30.42,76.61,65.12
29.72,30.37,76.53,64.8
29.71,30.1,76.58,65.18
29.13,29.46,77.5,66.35
29.18,29.58,81.09,67.1
30.18,30.25,79.12,65.53
31.28,31.71,73.46,61.22
32.75,32.9,64.86,56.08
32.84,33.08,63.01,55.17
32.98,33.23,67.0,57.2
33.12,33.45,68.34,58.1
32.7,33.64,68.67,60.55
31.58,32.51,69.72,61.95
30.42,30.9,76.33,67.55
29.48,29.34,88.73,77.43
28.88,29.06,93.83,76.4
28.62,29.04,93.45,75.25
28.29,28.77,92.41,73.82
28.18,28.87,89.6,72.25
26.73,27.38,88.28,73.65
26.93,27.6,90.46,75.62
26.77,27.29,93.64,76.53
26.66,27.12,94.34,78.9
26.22,26.71,97.15,83.78
26.11,26.42,88.35818181818182,86.07
25.61,25.75,88.79800000000002,87.43
25.39,25.67,88.84444444444445,87.72
25.27,25.69,87.38250000000001,88.03
25.23,25.73,85.905,88.17
25.28,25.89,82.4225,88.38
25.23,25.93,80.85111111111111,88.3
24.89,25.73,79.431,88.3
24.85,25.5,78.94181818181818,88.35
24.97,25.94,99.61,88.5
25.39,26.28,99.61,88.47
25.78,26.38,99.57,88.28
25.8,26.45,99.56,88.25
25.98,26.83,99.56,88.08
25.99,26.87,99.59,87.78
25.69,26.58,99.58,87.65
25.51,27.05,99.55,87.53
25.53,26.82,99.5,87.22
25.7,26.68,99.46,87.2
25.61,26.73,99.41,86.9
25.5,26.58,99.42,86.9
25.48,26.52,99.39,86.8
25.16,26.49,99.28,85.53
25.56,26.61,99.11,84.83
25.68,26.68,99.0,84.8
25.69,26.81,98.94,85.43
25.91,26.61,98.75,85.12
26.12,26.87,98.56,84.55
26.17,26.98,98.2,84.2
26.4,27.15,97.78,82.95
26.24,27.05,97.38,80.7
27.29,27.9,92.77,68.22
28.61,29.01,78.59,62.05
29.88,30.25,67.79,61.5
30.88,31.24,63.86,61.67
30.48,31.12,65.0,62.88
30.16,30.7,66.89,64.8
29.92,30.23,71.71,70.43
24.24,25.41,86.62,85.72
23.8,24.73,91.02,86.62
24.32,24.93,91.84,86.3
24.44,25.23,92.5,85.7
24.53,25.57,92.87,85.15
24.6,25.69,92.9,85.72
24.97,25.72,92.8,85.25
24.88,25.84,92.77,85.15
25.02,26.16,92.52,84.55
25.1,26.2,92.06,83.35
24.84,25.9,91.64,83.33
24.82,25.95,91.35,83.1
