IHBAS-CPCB,East-Arjun-Nagar-CPCB,Shadipur-CPCB,Punjabi-Bagh-DPCC
17.88,22.12,59.12,76.78
17.94,21.29,59.55,76.75
15.93,20.7,61.03,76.83
15.74,20.42,61.17,75.33
15.98,19.83,61.21,75.02
15.7,18.62,60.83,73.25
15.86,18.32,56.14,71.72
18.57,19.65,53.56,66.1
20.84,21.26,43.68,61.48
22.73,23.12,37.21,55.0
24.92,24.82,31.84,49.67
26.61,26.91,29.6,46.18
27.04,27.4,27.5,45.28
27.87,28.21,21.2,40.3
27.46,28.2,21.21,40.8
24.99,27.46,22.38,45.38
20.04,26.36,30.44,57.55
17.98,25.09,37.39,65.85
17.41,24.04,47.52,70.97
16.87,23.27,52.12,73.47
16.54,22.78,58.1,75.95
15.86,22.26,60.2,78.62
15.49,21.64,65.11,82.12
15.02,21.09,67.06,85.38
15.08,20.46,67.64,86.8
14.66,19.96,71.03,86.4
15.23,19.55,68.58,82.8
14.78,19.35,71.9,80.65
15.74,19.09,73.67,75.95
16.97,18.55,72.97,75.78
17.21,18.4,70.33,76.97
18.52,19.51,63.66,72.33
20.75,21.25,52.3,65.28
23.37,23.14,45.61,55.05
24.39,24.51,37.84,52.5
25.48,25.3,36.02,50.98
26.84,26.51,33.67,50.88
27.58,27.47,34.67,50.6
27.28,27.56,34.55,52.3
24.69,27.1,40.44,58.7
21.04,25.81,49.1,67.1
22.09,23.93,55.19,74.93
21.49,22.93,58.47,78.8
19.7,22.49,59.39,80.32
18.29,22.19,64.97,82.75
17.35,21.84,70.11,84.8
16.39,21.42,73.12,86.43
15.5,20.87,75.46,87.68
15.18,20.22,75.11,89.08
14.71,19.55,77.72,90.9
14.35,19.39,79.61,87.2
14.05,18.9,80.25,85.38
13.99,18.77,81.04,86.7
13.95,18.11,81.0,86.47
14.45,18.16,81.0,88.7
18.17,19.7,76.66,83.25
21.77,22.22,63.64,72.45
23.72,23.98,51.92,63.48
25.94,25.98,44.38,56.48
26.99,27.42,38.14,55.88
27.88,27.71,33.6,48.08
27.95,27.76,30.8,48.57
27.85,27.85,28.37,46.58
26.14,27.38,31.65,50.82
21.29,26.25,42.55,62.45
18.79,25.31,43.12,71.15
18.22,24.38,48.77,76.4
17.46,23.5,58.26,79.65
16.87,22.75,65.57,82.55
16.84,22.28,70.91,84.88
16.55,21.5,65.94,85.33
15.91,21.18,69.78,86.7
15.63,20.78,74.64,89.1
15.34,20.47,75.86,90.2
15.16,20.08,78.44,91.05
14.64,19.64,79.61,91.8
14.4,19.14,81.6,92.08
14.04,18.81,76.33,91.62
15.48,18.91,67.3,89.57
19.17,20.29,60.26,82.1
21.66,22.43,50.17,66.97
24.23,23.99,44.38,54.67
26.16,25.58,38.56,48.27
26.73,26.46,32.7,44.72
27.04,26.91,30.61,44.8
27.43,27.27,28.29,42.9
27.22,27.37,28.01,44.55
25.76,27.04,30.53,49.32
21.54,25.98,40.47,60.65
18.92,24.92,46.3,67.42
18.67,24.7,53.7,72.55
17.66,23.24,58.26,76.27
17.24,22.91,63.17,78.6
16.93,22.26,67.19,81.25
16.54,21.46,70.86,84.15
16.15,21.08,73.94,85.65
15.64,20.82,73.88,87.33
15.32,20.89,76.62,88.65
15.58,19.98,77.29,89.95
15.08,19.11,78.62,90.93
14.31,18.99,78.11,91.9
14.75,19.09,73.45,92.6
16.12,18.71,70.66,91.3
19.63,20.19,58.69,76.2
22.67,22.91,48.51,62.12
24.53,25.45,39.86,52.57
26.85,26.41,34.04,46.38
26.87,27.47,32.05,45.98
27.17,27.77,30.47,45.0
27.26,27.73,30.75,45.4
27.21,27.82,31.45,48.0
25.12,26.86,37.05,52.05
21.22,25.88,44.91,62.05
19.52,25.31,46.26,68.88
18.68,24.73,50.52,72.95
17.98,23.8,54.96,74.28
17.52,23.57,59.83,77.82
17.13,22.56,58.92,79.47
16.62,21.86,59.67,82.33
16.06,21.12,63.09,84.15
15.78,20.49,68.71,85.82
15.35,20.16,71.52,86.55
15.04,20.27,73.72,86.47
15.04,20.09,73.09,85.4
14.41,19.96,71.49,87.62
14.5,19.77,72.56,88.25
15.76,19.84,72.4,86.15
19.71,20.68,60.67,74.17
22.87,22.63,47.67,63.03
24.63,24.81,40.04,53.78
26.18,26.25,35.55,48.55
26.95,27.11,30.32,44.88
27.47,27.52,29.21,44.33
27.57,27.81,28.17,43.25
27.18,27.79,27.8,44.42
25.86,26.95,31.15,48.7
21.78,25.92,38.22,58.77
21.19,25.21,43.78,64.28
19.47,24.42,47.75,68.3
19.82,23.65,48.32,71.1
19.94,22.91,52.85,73.85
18.65,22.3,55.86,77.73
16.57,21.69,57.95,79.53
16.05,21.08,60.33,82.35
15.28,20.74,65.78,84.8
16.78,20.46,66.47,86.02
16.76,19.97,57.03,85.67
15.25,19.52,61.28,83.53
14.23,19.17,68.33,83.8
14.2,18.75,73.06,83.45
14.73,18.83,73.89,83.52
17.93,19.17,68.86,78.72
21.55,21.26,59.56,69.1
23.41,23.81,47.42,58.08
24.98,25.44,40.24,53.0
26.12,26.68,33.66,49.23
26.51,26.93,29.22,46.67
27.3,27.75,26.21,43.05
26.01,26.66,27.96,44.33
22.19,25.65,36.15,53.47
19.12,24.33,49.1,64.45
17.66,23.46,54.99,70.65
16.86,22.77,51.86,74.45
16.41,22.31,47.08,76.97
16.24,21.9,46.11,78.33
16.07,21.37,47.85,77.88
15.72,20.42,48.11,78.62
15.23,19.79,51.74,79.77
15.93,19.51,55.08,78.67
15.29,19.44,51.73,78.65
15.03,19.23,51.53,78.68
14.86,18.7,54.13,78.45
16.38,18.57,55.38,77.72
15.15,18.57,57.0,78.12
15.27,18.57,57.16,75.45
18.88,19.41,53.52,68.47
21.12,21.1,49.16,62.93
23.34,22.86,41.63,54.08
25.04,24.59,37.36,49.25
26.46,25.91,34.12,47.65
27.16,26.53,33.68,47.03
27.12,27.03,33.32,47.22
25.93,26.44,36.22,51.8
23.9,25.68,64.17,70.67
21.3,22.75,69.99,79.03
20.95,21.72,68.05,76.8
20.48,21.43,67.93,76.35
20.18,21.21,67.31,75.95
19.8,20.8,66.25,75.5
19.24,20.32,69.67,77.62
18.46,19.23,76.22,83.27
18.51,19.19,75.56,82.45
18.34,19.27,75.16,82.18
17.93,18.98,74.82,81.7
17.55,18.62,74.75,81.45
17.06,18.25,76.37,82.6
16.49,17.41,79.62,84.58
16.8,17.55,78.21,82.22
17.08,17.73,76.3,81.92
17.93,18.08,73.99,79.82
19.01,19.11,71.98,77.25
20.35,20.08,68.41,71.72
21.77,21.11,66.92,69.28
22.97,22.49,64.09,66.4
23.81,22.95,65.22,68.2
23.08,23.18,65.67,70.88
23.05,23.16,66.06,57.803
22.66,23.15,67.59,60.410000000000004
21.87,23.07,68.83,64.58999999999999
21.42,22.86,70.6,67.67375
20.64,22.76,72.4,69.61142857142858
20.6,22.53,73.83,71.09166666666667
20.33,22.16,75.93,73.15833333333335
18.47,21.67,80.35,75.48333333333335
19.44,21.14,82.67,77.33
18.7,20.16,80.01,78.764
17.47,19.69,78.31,79.4
17.86,19.06,77.89,79.65
17.38,18.44,77.51,79.37
16.8,17.89,76.99,79.25000000000001
16.02,17.65,76.56,76.44166666666666
16.32,17.55,74.78,73.95142857142856
16.94,17.84,75.91,71.19875
18.24,18.94,74.94,65.87111111111112
20.09,20.34,65.67,61.06600000000001
22.13,22.21,55.61,59.2
23.1,23.06,48.89,56.75
23.9,23.53,44.64,54.9
24.54,24.14,43.94,52.95
24.8,24.76,43.29,51.95
24.82,24.82,41.81,55.486
23.94,24.63,42.76,57.65
22.81,23.56,48.77,62.2
21.82,22.63,52.28,67.58
21.09,21.95,54.32,69.3
20.4,21.16,56.82,70.85
19.69,20.43,60.46,73.8
19.07,19.77,64.52,77.1
18.48,19.49,67.57,79.58
18.15,19.06,69.17,74.55199999999999
17.55,18.72,68.28,75.47
17.1,18.32,70.5,76.37
16.8,17.98,72.06,76.32571428571428
16.38,17.51,75.16,76.53
16.06,17.12,77.1,72.81666666666666
15.82,16.89,76.66,70.04142857142857
16.25,17.12,73.32,67.0675
17.76,18.38,66.29,61.98777777777778
19.21,19.88,52.74,57.396
20.8,20.82,41.93,52.1
22.06,22.06,38.16,48.85
22.96,23.11,36.84,48.77
23.59,23.77,36.38,48.8
23.72,23.96,37.15,49.05
23.11,23.72,38.29,49.58
22.33,22.96,38.45,52.9
21.22,22.08,40.81,57.48
20.3,21.39,43.27,62.42
19.75,21.01,42.8,65.88
19.5,20.63,44.48,65.35
18.96,20.16,46.35,67.0
18.01,19.53,49.93,68.85
14.95,18.87,54.94,70.95
14.57,18.36,59.47,74.8
14.12,18.21,63.88,78.03
13.26,17.97,64.16,79.35
13.09,17.57,64.17,79.45
13.3,17.33,63.9,78.0
13.75,16.84,65.51,77.88
12.29,16.45,66.42,81.2
13.75,16.73,65.92,80.78
16.89,18.13,57.81,72.08
18.8,19.4,50.27,63.65
20.76,21.26,42.79,53.17
22.16,22.15,37.98,49.1
22.85,22.75,31.81,45.58
23.5,23.61,30.31,44.92
23.7,24.04,27.32,41.88
23.48,24.13,24.88,41.42
22.57,23.19,27.57,45.95
20.7,22.29,33.84,53.9
19.12,21.54,38.21,60.58
19.13,20.3,42.5,62.12
18.14,19.66,47.28,66.33
16.79,19.34,50.84,70.47
16.74,18.86,51.86,73.72
15.99,18.35,52.5,72.03
15.88,17.89,52.55,74.45
15.13,17.61,53.35,73.32
15.69,17.16,49.98,72.53
15.33,16.59,47.24,71.6
15.01,16.28,48.96,73.67
14.89,16.06,55.32,75.47
14.96,15.76,57.57,76.72
15.3,15.76,58.37,77.07
16.57,16.92,52.23,69.95
18.52,18.55,46.2,61.98
20.41,20.32,42.28,54.6
21.74,21.64,39.02,51.15
23.24,22.73,32.2,47.05
23.73,23.6,27.87,44.08
24.12,24.11,25.58,41.38
23.83,24.03,24.84,41.83
22.95,23.52,25.52,44.45
21.42,22.36,29.29,50.42
20.23,21.31,34.11,56.58
19.41,20.49,37.89,60.17
19.0,20.05,40.54,62.98
18.51,19.34,39.66,61.42
17.79,18.6,39.52,61.52
16.95,17.97,40.41,62.05
16.37,17.37,42.71,63.42
15.86,16.94,44.3,65.7
15.51,16.27,47.16,68.25
15.34,15.96,46.22,66.42
15.03,15.33,46.04,66.88
14.39,14.85,50.11,69.15
13.87,14.31,52.86,71.08
14.13,14.53,54.33,71.6
15.49,15.64,50.49,69.05
17.21,17.19,42.3,60.58
19.33,19.11,37.07,51.12
21.2,20.64,29.65,44.93
22.18,21.81,23.51,41.38
22.52,22.45,22.08,40.25
22.61,22.62,20.91,39.08
22.25,22.54,22.86,40.85
21.5,22.0,24.31,44.3
20.03,20.98,27.91,49.92
18.43,20.21,32.13,57.08
16.96,19.6,35.33,60.98
16.29,19.09,37.46,61.83
16.87,18.47,39.04,62.78
16.71,17.86,40.78,64.6
16.4,17.14,39.68,64.83
15.82,16.76,43.23,65.7
15.36,16.18,42.97,64.47
15.03,15.76,44.58,65.95
14.54,15.45,46.75,67.65
14.2,15.03,48.22,67.92
13.68,14.34,50.75,69.4
13.17,14.13,53.33,72.8
13.65,14.23,52.04,71.85
15.6,15.19,47.06,65.75
17.55,16.78,40.68,57.85
19.6,19.27,32.95,48.45
20.86,20.5,28.54,45.0
21.79,21.48,24.5,43.33
22.5,22.19,19.99,39.92
22.8,22.89,17.04,36.65
22.82,23.07,16.62,36.78
21.67,22.28,18.36,41.05
20.28,21.4,22.39,48.1
17.31,20.77,26.85,55.45
15.83,20.13,30.96,59.7
14.48,19.43,38.8,64.4
13.02,18.96,43.71,67.88
12.63,18.23,44.93,70.33
12.17,17.78,47.97,72.88
11.54,17.18,48.52,77.12
11.22,16.82,53.11,75.0
11.41,16.38,56.49,75.22
12.04,15.94,56.46,69.4
11.38,15.51,54.1,71.78
10.61,15.18,55.63,74.35
9.86,14.73,57.37,78.7
11.52,14.72,58.44,79.15
16.3,16.44,50.66,69.1
18.85,19.27,37.17,55.2
20.86,20.88,28.29,45.05
22.07,21.87,22.41,40.32
23.3,23.55,18.18,38.33
23.98,24.33,17.62,37.55
23.55,24.36,16.63,36.98
22.87,23.54,18.02,38.62
21.63,23.34,21.23,41.97
18.15,22.06,28.69,49.97
14.91,20.67,35.89,58.12
13.85,20.32,39.71,62.77
13.93,20.03,43.37,66.25
13.32,19.28,49.98,69.92
12.54,18.67,54.47,73.8
11.95,17.82,59.58,75.0
12.32,17.35,47.22,69.58
11.16,16.58,46.95,73.57
10.7,15.85,57.27,77.03
10.86,15.68,63.05,80.28
10.06,15.13,62.28,82.38
10.19,15.47,65.16,83.32
10.05,15.45,68.11,84.47
10.87,15.52,69.75,83.83
15.36,16.98,57.24,73.3
18.48,18.94,41.1,59.5
20.75,20.78,34.63,49.95
21.95,21.93,29.36,45.02
23.41,23.49,27.89,44.62
23.11,23.22,26.31,45.67
23.02,23.12,25.64,45.83
21.78,22.55,26.39,49.17
19.86,22.04,30.34,54.65
19.33,21.05,34.68,57.38
17.52,19.91,38.83,61.8
15.79,19.02,42.64,66.05
14.04,18.55,46.23,69.28
13.38,18.37,44.88,71.72
13.12,17.84,47.04,73.92
13.69,17.5,48.1,74.7
13.28,17.19,51.69,75.58
13.3,16.73,53.18,77.4
12.95,16.2,57.0,78.83
12.98,16.09,58.39,79.17
13.16,16.22,54.26,78.1
13.83,16.24,47.71,74.38
13.93,16.23,46.23,72.1
14.16,16.55,47.18,74.7
15.69,16.9,50.5,72.35
16.9,17.75,47.82,66.6
19.74,19.68,43.29,57.28
20.43,20.36,40.8,55.35
21.11,21.15,38.64,53.75
21.2,21.45,36.0,52.88
20.6,21.29,38.77,57.03
20.38,21.07,40.4,58.88
19.72,20.52,46.51,64.53
18.76,19.69,54.57,71.2
18.03,18.83,59.57,73.43
17.24,18.3,60.4,74.53
16.85,18.02,62.2,75.72
17.1,18.12,62.66,76.95
16.95,17.98,61.95,77.18
16.73,18.04,60.61,76.3
16.16,18.05,61.14,77.28
16.06,17.93,65.96,79.38
15.91,16.68,69.59,82.33
15.53,16.64,71.97,83.88
14.89,17.13,74.22,85.12
14.59,16.94,75.83,86.67
15.24,16.64,75.26,86.35
15.16,16.29,71.64,82.92
16.03,16.79,65.51,76.65
18.0,18.06,58.02,69.2
20.28,20.09,51.83,60.25
22.6,22.05,45.87,55.25
23.86,23.23,39.9,52.17
24.18,24.08,34.93,49.08
24.61,24.48,32.19,46.65
24.06,24.05,32.05,46.7
23.12,23.49,33.24,51.48
21.67,22.45,38.54,55.88
20.62,21.4,42.73,62.6
19.68,20.48,50.48,67.6
18.86,19.67,55.56,72.85
18.27,19.22,57.34,75.38
17.7,18.44,60.4,75.78
17.16,18.01,60.21,76.45
16.53,17.58,61.99,78.42
16.2,17.2,64.97,81.25
15.71,16.58,68.96,84.35
15.05,15.74,71.59,84.93
14.66,15.37,72.08,85.9
14.38,15.05,73.48,86.35
14.32,14.86,74.22,86.38
14.2,14.66,73.78,85.62
15.77,15.86,65.29,79.42
17.95,17.9,55.66,70.28
19.98,19.8,48.95,58.55
22.23,21.68,40.43,51.27
23.98,23.52,33.58,47.8
25.17,24.66,26.92,43.32
25.8,25.59,23.84,40.88
25.84,25.81,23.05,40.73
24.9,25.34,25.21,46.05
22.57,23.8,31.76,53.93
20.67,22.48,37.6,61.77
20.09,21.58,41.92,66.03
19.73,20.79,43.66,65.62
19.11,19.81,45.56,67.72
18.27,19.23,48.61,70.25
17.73,18.68,51.56,72.15
17.23,18.06,51.53,70.12
16.51,17.61,55.5,73.62
16.12,17.06,60.19,75.95
15.85,16.48,63.72,79.58
15.12,15.7,64.91,81.7
14.38,15.19,67.97,82.85
14.09,14.74,70.02,84.78
14.43,14.65,70.66,83.9
16.05,15.85,64.14,77.55
18.04,17.92,53.96,67.05
20.16,20.12,41.92,54.5
21.97,21.66,36.13,49.12
23.6,23.31,31.84,47.05
24.52,24.22,24.87,41.88
25.07,24.76,22.01,39.88
24.77,24.97,23.69,41.1
23.99,24.54,25.62,46.27
21.76,23.07,28.03,51.7
18.67,21.88,30.5,58.8
18.58,20.86,33.69,62.4
16.13,20.09,38.72,66.62
16.1,19.62,44.67,70.62
17.31,19.07,46.77,72.2
16.99,18.55,46.11,72.33
15.2,17.64,48.3,72.17
15.75,17.11,52.09,72.2
15.1,16.84,52.47,68.3
14.61,15.97,56.56,71.6
14.15,15.34,57.49,76.72
14.24,14.52,57.44,72.22
13.64,14.32,56.2,74.18
14.16,14.86,53.26,71.9
15.73,15.99,44.89,66.58
18.07,18.12,38.65,59.12
20.76,20.48,32.93,48.75
22.73,22.39,28.06,44.52
23.61,23.57,24.65,43.17
24.01,24.18,23.45,42.88
24.11,24.02,23.11,41.1
23.96,24.18,22.63,41.45
23.05,23.8,24.98,47.17
19.37,22.37,30.44,56.95
15.43,21.39,37.81,65.45
14.12,20.54,45.82,70.58
14.24,19.88,49.76,74.58
13.56,19.05,53.88,77.22
12.96,18.5,58.11,80.67
12.64,18.21,60.47,83.47
12.28,17.69,61.68,83.65
12.05,17.2,60.93,82.97
13.01,16.99,61.29,81.25
11.51,16.57,64.22,81.6
11.16,15.25,64.13,82.03
11.22,14.98,63.05,83.67
10.84,14.82,63.01,81.72
11.45,14.88,61.13,81.92
15.89,15.98,51.61,71.67
18.51,18.22,41.08,60.48
20.47,20.21,36.34,52.28
22.55,21.92,32.03,47.98
23.84,23.58,29.66,46.75
24.18,24.28,25.96,44.38
24.66,24.61,23.54,41.88
24.31,24.85,22.66,42.25
23.11,24.34,25.31,48.38
18.34,23.12,31.9,58.4
15.89,22.11,37.61,65.65
15.19,21.42,42.69,69.6
14.45,20.5,46.81,73.22
13.77,19.85,51.75,76.22
13.49,19.26,56.92,80.43
13.04,18.74,61.7,83.47
12.61,18.38,64.73,85.88
13.16,17.8,66.53,87.38
12.28,17.23,66.28,86.95
12.09,16.66,65.22,85.78
12.82,16.2,66.38,87.65
14.43,15.45,67.95,81.95
13.3,15.43,68.45,85.12
12.06,15.21,69.3,88.0
15.94,16.15,65.95,78.9
18.53,18.12,56.97,69.6
20.94,20.57,47.27,59.67
23.05,22.88,39.77,53.38
24.42,24.13,35.17,50.35
25.16,24.93,29.39,47.17
25.22,24.89,26.69,45.17
24.74,24.98,27.57,45.75
23.54,24.59,29.95,53.45
18.55,23.51,39.02,65.85
16.11,22.57,46.58,73.08
15.41,21.66,46.64,77.12
14.88,20.84,48.09,78.38
14.39,20.16,53.15,79.72
13.73,19.46,60.77,82.73
13.3,18.88,65.25,86.58
12.97,18.39,68.35,88.52
12.72,17.9,69.93,90.05
13.07,17.4,71.58,91.35
13.28,16.95,72.03,90.97
11.91,16.62,71.26,87.8
11.77,15.65,72.0,87.28
11.95,14.95,72.0,84.43
14.44,14.85,70.75,79.45
15.95,15.29,63.45,73.8
18.18,17.72,50.35,66.15
20.68,20.51,43.43,58.1
22.88,22.69,39.09,52.5
24.48,24.24,33.43,49.8
24.89,24.83,29.49,46.5
25.45,25.52,27.67,45.12
25.45,25.74,25.32,43.45
24.43,25.11,26.87,48.88
22.2,23.72,34.2,59.8
19.95,22.56,38.55,67.5
18.01,21.64,41.8,71.6
16.3,21.1,43.67,73.78
17.03,20.5,45.09,74.18
16.33,20.01,47.14,72.95
14.56,19.47,46.18,74.45
16.38,18.85,48.28,77.03
15.04,18.26,52.86,79.1
14.38,17.91,59.6,81.38
13.91,17.48,62.34,82.4
12.76,16.73,64.03,82.2
13.49,15.95,64.25,82.15
13.43,15.84,63.59,83.97
12.62,15.68,65.37,85.12
16.5,16.7,59.66,78.9
19.02,18.3,50.02,65.97
21.23,20.78,42.95,57.92
23.17,22.92,39.36,53.27
24.84,24.65,36.28,51.7
25.4,25.34,32.3,49.92
25.72,25.94,27.82,48.08
25.6,25.72,31.34,49.45
24.32,25.03,32.27,55.4
19.35,23.7,40.01,67.12
16.83,22.6,46.9,73.9
15.74,21.91,53.64,77.83
14.85,21.11,61.3,82.55
14.56,20.48,67.76,85.2
14.32,19.5,68.78,88.3
13.67,18.44,69.79,91.0
12.89,17.59,73.67,92.55
12.55,17.31,75.11,92.45
12.38,17.09,77.19,94.05
12.24,17.14,77.79,95.55
12.02,16.85,75.84,96.8
12.0,16.27,76.31,97.6
11.8,15.74,77.94,97.67
11.78,16.09,78.78,97.83
15.51,17.48,69.81,84.88
19.78,20.05,53.32,65.72
22.18,21.94,41.44,54.8
23.9,23.77,32.52,47.92
25.08,25.19,29.29,46.15
25.87,25.81,29.48,45.15
26.06,25.89,29.42,45.97
25.78,25.75,29.84,48.15
23.81,25.14,35.03,55.58
19.38,23.67,39.84,65.67
17.22,22.41,44.35,72.08
17.04,21.56,49.14,76.15
18.27,20.89,50.07,74.0
17.96,20.38,52.5,74.15
15.88,19.54,55.55,76.15
15.9,18.93,57.23,75.7
16.16,18.44,58.73,76.53
15.34,18.05,62.39,78.85
15.15,17.69,65.3,82.3
14.96,17.23,67.1,83.23
14.69,16.99,69.42,84.55
15.2,16.88,68.01,84.53
14.38,16.43,68.88,83.85
14.7,15.83,70.47,85.67
16.05,16.64,68.17,81.17
18.25,18.25,65.16,74.18
20.68,20.12,58.91,65.0
22.49,21.62,50.66,57.62
23.9,23.41,45.58,54.8
24.89,24.4,41.31,52.52
25.23,25.02,39.03,49.88
25.11,25.16,39.39,51.23
23.99,24.57,42.72,57.75
21.42,23.57,50.56,67.55
18.86,22.65,55.56,72.17
17.43,21.79,55.88,71.85
17.66,21.29,57.77,75.0
16.6,20.77,60.25,77.8
16.49,20.17,61.32,76.3
16.23,19.6,63.29,78.28
16.75,19.14,66.95,80.2
16.79,18.67,69.46,81.7
16.45,18.27,69.11,83.75
16.58,17.96,68.93,83.55
15.84,17.83,70.27,85.33
15.68,17.57,71.0,86.28
15.07,17.32,69.34,84.8
15.19,17.26,70.77,86.57
17.26,18.17,70.14,83.38
19.27,19.06,63.39,75.73
21.12,20.84,57.16,65.7
22.77,22.35,50.21,58.67
24.74,24.91,39.3,53.2
26.18,26.6,34.73,48.68
26.89,26.85,29.43,45.12
26.3,26.87,30.46,48.5
24.96,25.84,37.4,56.33
20.39,24.46,45.77,67.88
18.12,23.3,53.61,76.28
17.48,22.42,58.14,81.47
19.0,21.68,63.68,83.73
19.64,20.67,67.29,85.05
18.98,19.99,71.35,86.55
18.36,19.29,74.45,89.2
17.8,18.54,78.03,92.25
17.21,18.27,81.41,95.08
16.77,17.89,84.8,97.35
16.46,17.45,87.33,98.6
16.11,17.28,88.06,99.28
16.03,17.03,91.24,98.8
15.59,16.22,94.45,89.51428571428572
15.52,15.8,95.66,87.47071428571428
16.45,16.88,95.97,82.37357142857141
18.46,18.75,93.51,96.0
20.63,20.63,78.92,79.0
22.5,22.36,63.32,67.72
23.62,23.57,56.19,63.65
24.05,24.3,50.52,60.67
24.92,25.28,47.11,57.35
24.61,25.25,45.59,53.05
23.93,24.64,48.76,56.35
21.79,23.56,52.91,65.28
18.06,22.7,61.39,73.45
17.09,21.77,67.77,76.97
16.31,21.29,69.97,79.53
16.11,20.74,72.41,81.67
15.7,20.16,76.13,82.78
15.08,19.78,77.5,84.3
15.3,19.19,79.59,85.68
15.43,18.73,82.09,86.75
14.88,18.36,84.06,88.85
13.85,18.08,85.82,90.8
13.29,17.64,87.87,91.05
13.55,16.6,88.99,91.05
13.19,16.57,88.88,90.9
13.29,16.33,89.46,90.67
15.96,17.87,87.5,86.8
19.89,20.41,76.12,73.5
21.93,22.08,57.29,57.62
23.62,23.67,48.77,49.85
25.03,25.38,39.14,45.38
26.55,26.12,31.35,40.5
26.55,26.73,28.26,37.9
26.23,26.34,26.42,37.83
24.84,25.75,28.82,43.53
19.86,24.64,35.59,54.38
17.25,23.62,45.41,61.88
16.03,22.76,55.54,66.43
15.62,21.95,61.42,71.78
15.0,21.41,63.85,74.17
14.5,20.15,67.62,76.68
14.15,19.56,67.63,78.22
14.15,19.29,68.38,80.12
13.74,19.16,66.77,82.17
13.26,18.77,68.63,84.53
13.36,17.84,70.87,85.23
14.41,16.93,74.74,85.03
12.73,16.7,75.18,80.9
12.57,16.31,77.13,81.75
12.39,16.25,77.48,83.4
15.9,18.28,75.11,79.45
21.01,20.44,62.3,64.3
22.8,22.3,50.02,52.25
25.39,24.89,38.54,45.73
26.72,26.29,30.07,39.42
27.45,27.42,24.1,37.38
27.59,27.93,21.12,35.0
27.16,27.68,23.1,36.62
25.72,26.67,27.31,43.98
20.35,25.43,36.7,54.5
17.66,24.26,40.2,62.17
16.8,23.22,45.21,65.12
17.12,22.32,48.93,67.58
17.81,21.54,49.68,68.28
17.74,20.84,53.25,68.92
18.81,20.05,54.46,67.95
17.33,19.37,58.92,72.15
16.46,19.09,62.6,74.53
16.19,18.63,66.45,76.85
15.89,18.35,69.96,79.25
14.65,18.18,74.1,81.6
16.23,17.74,77.05,80.47
15.58,17.29,78.59,82.4
14.46,17.4,79.16,80.05
17.86,17.95,73.85,73.83
19.85,19.94,64.04,67.6
21.59,22.08,56.26,57.65
22.13,23.89,47.05,50.78
24.95,25.02,40.07,46.45
25.78,25.64,36.08,44.9
26.02,26.32,33.32,42.62
25.86,26.73,31.76,42.42
25.05,25.61,35.82,48.67
21.43,24.48,44.93,58.75
18.66,23.65,51.51,66.35
18.02,22.93,54.815625,69.08
20.2,21.95,54.49,67.47
18.82,21.37,57.29,68.8
18.51,20.8,61.77,72.67
17.39,20.16,64.8,74.38
16.696363636363635,19.71,67.08,77.75
16.258,19.37,71.34,80.08
15.558888888888893,18.98,73.45,81.4
14.958750000000002,18.75,75.27,82.62
15.1225,18.36,75.77,82.55
15.443750000000001,17.99,76.82,82.38
16.0,17.68,77.78,84.33
16.485,17.51,79.4,85.12
18.13545454545455,18.8,77.15,79.97
20.5,20.22,65.28,66.5
20.59,21.0,57.01,59.05
21.86,22.27,51.73,57.85
22.37,22.29,52.47,56.47
23.57,23.58,46.77,53.8
25.23,25.08,37.84,47.45
25.29,25.28,38.05,47.17
22.92,23.59,43.22,56.52
20.51,22.47,46.46,61.88
19.32,21.38,49.34,64.67
18.46,20.77,52.55,63.53
17.93,20.59,53.34,63.27
18.34,20.31,55.48,64.35
17.9,19.65,59.49,66.07
18.37,19.13,64.95,69.3
18.19,18.75,72.38,74.0
17.73,18.23,77.05,77.32
17.26,18.02,79.53,79.47
17.05,17.78,80.94,81.1
17.26,17.77,81.78,83.2
16.77,17.81,83.1,84.88
16.58,17.84,83.01,83.32
16.22,17.55,83.51,83.5
16.11,17.4,85.42,83.3
16.77,18.18,83.87,79.47
17.53,18.49,78.04,72.65
18.78,19.42,74.32,72.15
19.17,19.99,70.67,67.1
18.29,19.25,67.16,65.12
18.13,18.91,70.17,69.62
17.23,18.09,76.37,73.57
16.95,17.67,80.12,77.47
16.55,17.14,81.79,79.93
16.26,16.82,83.72,82.45
15.62,16.81,85.5,85.33
14.98,16.9,86.61,88.15
14.81,17.08,87.85,90.68
15.39,17.02,89.37,91.1
15.48,16.57,90.06,89.03
14.97,16.13,90.39,90.97
13.94,14.66,92.41,91.1
14.04,14.79,93.12,90.43
14.14,14.89,93.07,87.88
13.98,14.73,92.6,88.45
13.9,14.37,92.81,90.58
13.62,14.22,93.25,90.88
13.45,13.95,93.77,90.28
13.62,14.39,94.0,90.25
14.83,15.6,93.96,88.47
16.25,17.24,90.14,74.78
16.56,17.91,75.9,68.33
17.89,18.41,60.78,60.35
18.34,18.63,53.74,58.73
17.95,18.59,48.39,52.8
17.72,18.3,48.44,54.05
17.08,17.63,48.55,59.8
15.47,16.45,57.83,65.78
14.84,15.79,64.9,73.38
14.2,15.14,67.71,75.07
13.45,14.32,72.97,78.28
12.65,13.64,76.56,80.85
12.03,12.93,79.14,82.53
11.24,12.22,81.05,84.62
10.78,11.54,83.57,86.45
10.36,11.33,84.04,85.55
