"001_0011","013_0002","013_0006","013_1001","013_1002","013_1004","013_2001","019_0011","023_1004","037_1103","037_5005","065_8001","071_0306","071_1234","071_2002","073_1022","079_2004","083_1013","083_1025","083_2004"
0.1,0.568,0,1.3,1.8,1,0.4,1.1,0,1.7,1.5,0.2,0.6,1.58333333333333,0.05,0.225,0,0,0,0
0.1,0.1,0,1.3,2,1.8,0.7,1.5,0,1.8,0.75,0.2,0.7,1.28421052631579,0.1,0.223684210526316,0,0,0,0
0.2,0.1,0,1.3,1.9,1.1,0.5,2.4,0,1.35,0.6,0.15,0.6,2.1,0.15,0.1875,0,0,0,0
0.2,0,0,1.2,1.8,2.2,0.4,2.5,0,0.55,0.6,0.2,0.6,2.5,0.15,0.178571428571429,0,0,0,0
0.2,0,0,1.2,2,2.1,0.6,1.9,0,0.55,0.6,0.2,0.6,1.6,0.35,0.156818181818182,0,0,0,0
0.2,0,0.3,1.3,1.9,2.1,1.2,1,0,0.7,0.55,0.2,0.6,0.6,0.6,0.2,0,0,0,0
0.1,0,0.1,1.2,1.7,0.4,3.2,1,0,0.7,0.5,0.5,0.6,0.5,0.2,0.2,0,0,0,0
0.1,0,0,1.2,1.8,0.4,4.2,1.5,0,0.55,0.5,0.4,0.5,0.5,0.15,0.2,0,0,0,0
0.1,0,0,1.2,2,0.4,0,1.5,0,0.5,0.5,0.3,0.5,0.5,0.2,0.25,0,0,0,0
0.1,0,0,1.2,1.6,0.4,0,1.3,0,0.6,0.6,0.3,0.6,0.7,0.4,0.2,0,0,0,0
0.1,0,0,1.2,1.6,0.2,0,1.2,0.005,0.65,0.6,0.4,0.6,0.4,0.3,0.15,0,0,0,0
0,0,0.1,1.4,1.5,0.1,0,1.2,0,0.8,1.4,0.4,3.72222222222222,0.5125,0.2,0.1,0,0,0,0
0.1,0,0,1.3,1.5,0.1,0,1,0,0.75,1.55,0.35,0.7,0.6,0.25,0.1,0,0,0,0
0,0,0.1,1.5,1.5,0.1,0,0.8,0,1.2,0.8,0.3,0.8,0.5,0.1,0.1,0,0,0,0
0.1,0,0,1.3,1.5,0,0,0.5,0,1.1,0.75,0.3,0.8,0.5,0.15,0,0,0,0,0
0.110526315789474,0.2,0.04,1.58,1.76315789473684,0.3375,0,0.4,0,1,0.6,0.2,0.7,0.4,0.1,0,0,0,0,0
0.071428571428572,0.014285714285714,0.2,1.6,1.48571428571429,0.5,0,0.3,0,1,0.55,0.45,0.7,0.4,0,0,0,0,0,0
0.1,0.1,0.1,1.5,1.4,0.3,0,0.3,0,1,0.7,0.7,0.7,0.5,0.2,0,0,0,0,0
0.1,0,0.1,1.6,1.5,0.4,0,0.4,0,1.15,0.75,0.9,0.7,0.5,0.3,0.1,0,0,0,0
0,0,0.1,1.5,1.5,1.2,0,0.7,0,1.15,1.6,1.05,0.8,1.1,0.3,0.2,0,0,0,0
0.1,0,0.4,1.8,1.5,1.1,0,0.8,0,1.05,1.5,0.65,0.7,0.7,0.1,0.25,0,0,0,0
0.1,0,0.2,1.4,1.6,0.8,0,0.8,0,1.15,0.8,0.4,0.6,1,0.1,0.2,0,0,0,0
0.1,0,0.152,1.3,1.8,0.2,0,0.8,0,1.1,0.9,0.347826086956522,0.7,1.52857142857143,0.05,0.4,0,0.043478260869565,0,0
0.1,0.1,0,1.8,1.8,0,0,0.9,0,1.15,0.85,0.323913043478261,0.6,1,0.05,0.35,0,0,0,0
0.1,0,0,2.3,1.7,0,0,1.3,0,1.45,1,0.272916666666667,0.7,1.1,0.2,0.45,0,0,0,0
0.1,0.1,0,2.1,1.8,0,0,1.7,0,2.8,0.65,0.2,0.7,1.3,0.1,0.35,0,0,0,0
0.1,0.2,0,2,2,0,0,1.7,0,2.45,0.65,0.25,0.8,0.9,0.1,0.3,0,0,0,0
0.1,0.2,0,1.9,2.1,0,0,1.7,0,1.6,0.65,0.15,0.8,1.7,0.1,0.3,0,0,0,0
0.1,0.3,0,1.7,1.7,0,0,1.4,0,1.4,0.6,0.1,0.7,2.2,0.1,0.25,0,0,0,0
0.1,0.1,0,1.7,1.7,0,0,1.2,0,1.1,0.6,0.1,0.7,1.6,0.1,0.25,0,0,0,0
0.1,0.2,0,1.4,1.6,0.4,0,1.2,0,0.85,0.5,0.2,0.7,1.2,0.1,0.25,0,0,0,0
0.1,0.1,0,1.6,1.7,0,0,1.1,0,0.7,0.5,0.15,0.7,1,0.15,0.3,0,0,0,0
0.1,0,0,1.5,1.5,0.5,0,1,0,0.65,0.5,0.3,0.6,0.8,0.5,0.25,0,0,0,0
0.1,0,0,1.9,1.5,1.4,0,1.1,0,0.6,0.5,0.4,0.7,1.1,0.4,0.1,0,0,0,0
0.1,0,0,1.5,1.5,0,0,1,0,0.6,0.5,0.3,0.8,1.5,0.3,0.1,0,0,0,0
0,0,0,1.3,1.5,0,0,0.8,0,0.7,0.6,0.5,3.84444444444444,0.9125,0.2,0,0,0,0,0
0,0,0,1.3,1.6,0,0,0.5,0,0.75,0.7,0.35,0.9,0.8,0.2,0,0,0,0,0
0.1,0,0,1.3,1.4,0,0,0.4,0,1.3,0.6,0.2,0.9,1,0.3,0,0,0,0,0
0,0,0,1.3,1.6,0,0,0.3,0,1.05,0.55,0.2,0.9,0.6,0.25,0,0,0,0,0
0.1,0,0,1.3,1.6,0,0,0.526666666666667,0,0.7,0.6,0.2,0.8,0.5,0.2,0.025,0,0,0,0
0.071428571428572,0.028571428571429,0.02,1.41,1.58571428571429,0,0,0.4,0,0.8,0.55,0.25,0.7,0.5,0.15,0.028571428571429,0,0,0,0
0.088888888888889,0.077777777777778,0,1.5,1.63333333333333,0,0,0.3,0.005,0.7,0.6,0.3,0.7,0.6,0.3,0.01875,0,0,0,0
0.1,0.1,0,1.4,1.6,0,0,0.4,0.05,0.9,0.65,0.35,0.7,0.6,0.45,0.1,0,0,0,0
0.1,0.1,0,1.5,1.7,0,0,0.8,0,0.85,0.95,0.4,0.7,0.8,0.45,0.1,0,0,0,0
0.1,0,0,1.4,1.6,0,0,1,0,0.7,1.05,0.35,0.6,1,0.55,0.073913043478261,0,0,0,0
0.1,0.1,0,1.6,1.6,0,0,1.2,0,0.7,2.75,0.45,0.7,1.2,0.5,0.1,0,0,0,0
0.2,0,0,2,1.6,0,0,1.7,0,0.8,1.25,0.3,0.7,1.5,0.35,0.1,0,0,0,0
0.1,0.3,0,1.9,1.8,0,0,1.8,0,0.95,1,0.25,0.7,1.6,0.1,0.15,0,0,0,0
0.3,0.2,0,2,2,0,0,1.8,0,0.95,0.7,0.3,0.7,1.9,0.2,0.2,0,0,0,0
1,0.2,0,2.6,2,0,0,2.1,0,1.55,0.9,0.35,0.7,1.6,0.3,0.25,0,0,0,0
1,0.4,0,2.8,2,0,0,1.9,0.05,1.45,0.7,0.35,0.8,0.9,0.2,0.2,0,0,0,0
0.4,0.5,0,1.8,2.3,0,0,1.6,0,1.5,0.6,0.2,0.9,1,0.2,0.1,0,0,0,0
0.3,0.6,0,2.1,2.7,0,0,1.3,0.05,1.3,0.55,0.2,0.9,1.3,0.1,0.1,0,0,0,0
0.3,0.6,0,2,2.6,0,0,1.3,0,1.15,0.5,0.1,0.8,1.8,0.05,0.1,0,0,0,0
0.6,0.5,0,2.5,2.9,0,0,1.2,0.05,0.85,0.5,0.1,0.8,4.2,0.25,0,0,0,0,0
0.2,0.4,0.3,2.4,2,0.2,0,1.5,0.05,0.8,0.4,0.1,0.7,3.2,0.15,0,0,0,0,0
0.2,0.4,0,2.2,1.7,0,0,1.4,0,0.6,0.5,0.15,0.7,1,0.2,0,0,0,0,0
0.1,0.3,0,1.9,1.6,0,0,1.2,0,0.8,0.5,0.1,0.7,0.9,0.2,0,0,0,0,0
0.1,0.1,0,1.7,1.7,0,0,1.2,0,0.9,0.55,0.1,1.81923076923077,0.9,0.05,0,0,0,0,0
0.1,0.2,0,1.6,1.7,0,0,1.1,0,0.9,0.7,0.1,28.3,1.0875,0,0,0,0,0,0
0.1,0.1,0,1.7,1.6,0,0,0.9,0,0.65,0.55,0.1,0.6,0.7,0.05,0,0,0,0,0
0.1,0.1,0,1.5,1.5,0,0,0.7,0,0.6,0.5,0.1,0.7,0.7,0,0,0,0,0,0
0.3,0.1,0,1.3,1.5,0,0,0.6,0,0.7,0.5,0.1,0.8,0.6,0,0.011764705882353,0,0,0,0
0.3,0.1,0,1.3,1.5,0,0,0.4,0,0.6,0.6,0.1,0.7,0.7,0,0,0,0,0,0
0.257142857142857,0.2,0.02,1.58,1.57142857142857,0,0,0.3,0,0.7,0.55,0.15,0.7,0.7,0,0,0,0,0,0
0.255555555555556,0.222222222222222,0,2,1.63333333333333,0,0,0.3,0,0.6,0.8,0.1,0.7,0.6,0.1,0,0,0,0,0
0.3,0.3,0,1.5,1.6,0,0,0.5,0,0.65,0.55,0.25,0.9,0.6,0.05,0,0,0,0,0
0.3,0.4,0,1.8,1.6,0,0,0.9,0,0.6,0.6,0.2,0.9,1,0.2,0,0,0,0,0
0.4,0.3,0,1.6,1.7,0,0,1.3,0,0.6,0.7,0.2,0.9,1.3,0.3,0,0,0,0,0
0.4,0.3,0,1.6,1.7,0,0,1.5,0.1,0.55,1.35,0.25,1.3,1.4,0.35,0.05,0,0,0,0
0.4,0.2,0,1.9,1.7,0,0,1,0,0.65,0.9,0.2,1.2,1.5,0.3,0.15,0,0,0,0
0.7,0.2,0,2.4,2,0,0,1.3,0,0.8,0.5,0.2,1.2,2.1,0.3,0.2,0,0,0,0
0.7,0.3,0,2.7,2,0,0,1.8,0,0.75,0.5,0.3,0.843478260869565,1.1,0.4,0.2,0,0,0,0
0.3,0.3,0,2.6,2.3,0,0,1.8,0.05,0.9,0.6,0.25,0.817391304347826,1.3,0.25,0.2,0,0,0,0
0.5,0.4,0,3.1,2.3,0,0.4,1.9,0,1.1,0.4,0.25,0.804347826086956,1.5,0.2,0.1,0,0,0,0
0.2,0.4,0,2.2,2.4,0,0,1.8,0,1,0.8,0.2,0.78695652173913,1.1,0.4,0.15,0,0,0,0
0.3,0.3,0,2.6,2.9,0,0,1.5,0,1.05,0.55,0.15,0.9,0.8,0.15,0.1,0,0,0,0
0.2,0.3,0,2.1,2.6,0,0,1.2,0,1.15,0.6,0.2,0.8,0.7,0.1,0.15,0,0,0,0
0.2,0.3,0,1.9,1.9,0,0,1.2,0,0.85,0.6,0.15,0.8,1.1,0.3,0.1,0,0,0,0
0.2,0.2,0,1.7,1.6,0,0,1.4,0,0.7,0.5,0.1,0.8,3.4,0.4,0,0,0,0,0
0.1,0.2,0,1.8,1.6,0,0,1.8,0,0.5,0.4,0.15,0.8,0.9,0.2,0,0,0,0,0
0.1,0.2,0,1.8,1.6,0,0,1.3,0,0.5,0.5,0.2,0.8,0.9,0,0,0,0,0,0
0.1,0.2,0,1.7,1.6,0,0,1.3,0.002631578947368,0.4,0.45,0.1,0.8,0.8,0,0,0,0,0,0
0.1,0.2,0,1.6,1.5,0,0,0.8,0.002631578947368,0.7,0.5,0.1,3.83333333333333,1.1,0,0,0,0,0,0
0.2,0.2,0,1.6,1.5,0,0,0.5,0,0.7,0.5,0.1,0.8,0.7,0,0,0,0,0,0
0.2,0.1,0,2,1.5,0.072727272727273,0,0.3,0,0.6,0.5,0.1,0.8,0.7,0,0,0,0,0,0
0.2,0.2,0,1.6,1.6,0.036363636363636,0,0.3,0,0.5,0.6,0.1,0.7,0.7,0,0,0,0,0,0
0.3,0.1,0,1.5,1.5,0,0,0.48125,0,0.5,0.536,0.1,0.7,0.7,0,0,0,0,0,0
0.357142857142857,0.157142857142857,0.02,1.64,1.58571428571429,0,0,0.3,0,0.55,0.5,0.1,0.7,0.7,0,0,0,0,0,0
0.377777777777778,0.166666666666667,0,1.6,1.65555555555556,0,0,0.3,0,0.4,0.56,0.1,0.8,0.7,0,0,0,0,0,0
0.4,0.1,0,1.6,1.6,0,0,0.4,0,0.45,0.6,0.2,0.8,0.5,0,0,0,0,0,0
0.6,0.2,0,1.6,1.7,0,0,0.8,0,0.4,0.7,0.1,0.8,1.3,0,0,0,0,0,0
0.6,0.2,0,1.8,1.7,0,0,1,0,0.4,0.6,0.05,0.8,1.8,0.05,0,0,0,0,0
0.9,0.2,0,2.1,1.7,0,0,0.8,0.05,0.4,0.6,0.2,0.8,2.5,0.1,0,0,0,0,0
1,0.2,0,2.3,1.9,0,0,1,0,0.5,0.5,0.344,1,1.9,0.3,0.1,0,0,0,0
0.8,0.2,0,2.6,2,0,0,1.5,0,0.4,0.5,0.25,1.1,2.2,0.3,0.1,0,0,0,0
1.3,0.2,0,2.8,2,0,0,1.8,0,0.45,0.4,0.15,1.1,1.5,0.25,0.2,0,0,0,0
0.4,0.3,0,2.4,1.9,0,0,2.4,0,0.75,0.4,0.2,0.9,0.8,0.2,0.25,0,0,0,0
0.3,0.3,0,2.1,2,0,0,2.6,0.05,0.65,0.5,0.15,0.9,1.3,0.25,0.2,0,0,0,0
0.4,0.3,0,1.7,1.8,0,0,1.8,0,0.6,0.4,0.2,0.9,0.8,0.3,0.15,0,0,0,0
0.3,0.2,0,1.5,1.8,0,0,1.4,0,0.5,0.5,0.2,0.9,1.1,0.3,0.1,0,0,0,0
0.3,0.2,0,1.8,1.7,0,0,1.4,0,0.4,0.5,0.2,0.8,0.7,0.3,0.1,0,0,0,0
0.3,0.2,0,1.7,1.7,0,0,1.3,0,0.3,0.4,0.2,0.8,0.7,0.4,0.1,0,0,0,0
0.2,0.2,0,1.8,1.6,0,0,1.4,0,0.2,0.4,0.25,0.8,0.7,0.4,0.1,0,0,0,0
0.2,0.2,0,2.3,1.7,0,0,1.3,0,0.2,0.4,0.25,0.8,1.2,0.3,0,0,0,0,0
0.2,0.1,0,1.9,1.6,0,0,1.8,0,0.2,0.5,0.2,0.8,0.9,0.2,0,0,0,0,0
0.2,0.2,0,1.9,1.5,0,0,1.3,0,0.25,0.5,0.25,0.8,0.9,0.15,0,0,0,0,0
0.2,0.1,0,2,1.6,0,0,0.7,0,0.3,0.584,0.2,3.86666666666667,0.95,0.1,0,0,0,0,0
0.1,0.2,0,2.4,1.5,0,0,0.6,0,0.25,0.5,0.15,0.8,1,0.05,0,0,0,0,0
0.1,0.1,0,2.1,1.6,0,0,0.5,0,0.3,0.4,0.1,0.9,1,0,0,0,0,0,0
0.1,0.2,0,1.8,1.6,0,0,0.4,0,0.25,0.4,0.1,0.8,0.9,0,0.01764705882353,0,0,0,0
0.1,0.1,0,1.8,1.5,0.0125,0,0.513333333333333,0,0.4,0.5,0,0.8,1,0,0,0,0,0,0
0.128571428571429,0.185714285714286,0.02,1.67,1.55714285714286,0.1,0,0.3,0,0.4,0.45,0.1,0.8,1,0,0,0,0,0,0
0.133333333333333,0.177777777777778,0,1.4,1.62222222222222,0,0,0.3,0.0075,0.3,0.5,0.1,0.8,1,0,0,0,0,0,0
0.1,0.2,0,1.3,1.6,0,0,0.3,0.05,0.4,0.45,0.1,0.8,1,0,0,0,0,0,0
0.2,0.3,0,1.4,1.6,0,0,0.7,0,0.3,1.1,0.1,0.8,1.2,0.3,0,0,0,0,0
0.2,0.2,0,1.4,1.5,0.3,0,0.8,0.1,0.2,0.8,0.1,0.8,2.3,0.15,0,0,0,0,0
0.2,0.1,0,1.6,1.6,0.1,0,0.7,0,0.3,0.65,0.1,0.9,3.9,0.15,0,0,0,0,0
0.3,0.1,0,1.7,1.6,0,0,0.6,0,0.35,0.5,0.05,0.9,2.8,0.1,0,0,0,0,0
0.2,0.2,0,1.7,1.8,0,0,0.8,0,0.45,0.5,0.1,0.9,2,0.1,0.05,0,0,0,0
0.2,0.2,0,2.1,1.9,0,0,1,0,0.4,0.5,0.15,0.8,2.6,0.15,0.1,0,0,0,0
0.2,0.2,0,2.6,1.9,0.3,0,1.3,0,0.5,0.4,0.1,0.9,1.8,0.1,0.1,0,0,0,0
0.2,0.2,0,2.4,1.9,0,0,1.7,0,0.75,0.5,0.15,0.8,0.9,0.1,0.1,0,0,0,0
0.2,0.2,0,2,2,0,0,1.7,0,0.8,0.45,0.05,0.8,0.9,0.05,0.1,0,0,0,0
0.2,0.2,0,2.2,2,0,0,1.7,0,0.75,0.5,0.1,0.8,0.9,0,0.1,0,0,0,0
0.3,0.2,0,2.7,2.7,0,0,1.5,0,0.65,0.4,0.1,0.8,1.5,0,0.1,0,0,0,0
0.3,0.2,0,2.5,2.3,0,0,1.3,0,0.55,0.4,0.05,0.8,3.2,0,0.1,0,0,0,0
0.3,0.2,0,2.5,2,0,0,1.4,0,0.4,0.4,0.05,0.8,1.8,0,0.05,0,0,0,0
0.2,0.2,0,1.7,1.8,0,0,1.4,0,0.2,0.4,0.05,0.8,1.2,0,0,0,0,0,0
0.2,0.2,0,6.5,1.7,0,0,1.1,0,0.3,0.5,0.1,0.8,1.5,0,0,0,0,0,0
0.2,0.2,0,9.5,1.7,0,0,1.1,0,0.4,0.45,0.05,0.8,1.1,0,0,0,0,0,0
0.2,0.2,0,6.1,1.6,0,0,1.1,0,0.4,0.5,0.1,4.2,1.1125,0,0,0,0,0,0
0.1,0.2,0,2.7,1.6,0,0,0.9,0,0.4,0.8,0,0.763157894736842,1,0,0,0,0,0,0
0.1,0.2,0,1.4,1.6,0,0,0.7,0,0.4,0.5,0,0.7,0.8,0,0,0,0,0,0
0.1,0.1,0,1.5,1.7,0,0,0.5,0,0.3,0.4,0,0.7,0.8,0,0,0,0,0,0
0.1,0.2,0,1.6,1.6,0,0,0.606666666666667,0,0.4,0.5,0,0.7,0.7,0,0.007142857142857,0,0,0,0
0.142857142857143,0.185714285714286,0.02,1.63,1.61428571428571,0,0,0.4,0,0.45,0.45,0.1,0.7,0.6,0,0.007142857142857,0,0,0,0
0.144444444444444,0.188888888888889,0,1.5,1.66666666666667,0,0,0.3,0,0.4,0.5,0.1,0.7,0.6,0,0.009375,0,0,0,0
0.2,0.2,0,1.4,1.6,0,0,0.4,0,0.4,0.6,0.1,0.8,0.6,0,0.05,0,0,0,0
0.2,0.2,0,1.5,1.6,0,0,0.8,0,0.3,0.8,0.15,0.7,0.7,0.2,0,0,0,0,0
0.2,0.2,0,1.6,1.6,0,0,1.1,0,0.3,0.9,0.15,0.7,1.4,0.15,0,0,0,0,0
0.2,0.2,0,1.7,1.7,0,0,1.3,0,0.35,1.15,0.2,0.7,1.6,0.1,0,0,0,0,0
0.3,0.2,0,1.7,1.8,0,0.1,1.7,0,0.45,1.5,0.15,0.7,2.5,0.2,0.1,0,0,0,0
0.3,0.2,0,1.6,1.9,0,0.3,1.5,0,0.5,0.65,0.2,0.7,1.6,0.15,0.15,0,0,0,0
0.3,0.3,0,1.6,2,0,0.1,1.3,0,0.5,0.45,0.2,0.7,1.2,0.05,0.2,0,0,0,0
0.2,0.3,0,2,2.2,0,0,1.7,0,0.6,0.45,0.1,0.7,1,0.1,0.2,0,0,0,0
0.2,0.3,0,2.3,2.7,0,0,1.7,0,0.6,0.55,0.15,0.7,0.8,0.05,0.2,0,0,0,0
0.2,0.5,0,1.5,2.7,0,0,2,0,0.7,0.45,0.1,0.7,0.5,0,0.15,0,0,0,0
0.2,0.5,0,1.4,2.8,0,0,1.9,0,0.7,0.5,0.15,0.7,0.6,0,0.1,0,0,0,0
0.2,0.4,0,1.7,2.6,0,0,1.8,0,0.65,0.45,0.25,0.7,1.6,0,0.1,0,0,0,0
0.1,0.2,0,1.2,2.5,0,0,3.3,0,0.4,0.45,0.1,0.7,2.2,0.05,0.1,0,0,0,0
0.2,0.1,0,1.2,2.5,0,0,3.8,0,0.35,0.6,0.15,0.7,2.1,0.1,0.1,0,0,0,0
0.1,0.2,0,1.3,2.2,0,0,3.4,0,0.25,0.45,0.1,0.6,5.3,0.05,0.1,0,0,0,0
0.2,0.2,0,1.2,2.1,0,0,1.5,0.05,0.3,0.5,0.1,0.7,2.8,0.1,0.1,0,0,0,0
0.1,0.2,0,1.5,2,0,0,0.9,0.007894736842105,0.3,0.4,0.1,0.7,0.4,0,0.1,0,0,0,0
0.1,0.2,0,1.2,2.2,0,0,0.4,0.005263157894737,0.4,0.4,0.1,3.71111111111111,1.6,0,0.05,0,0,0,0
0.1,0.1,0,1.2,2.1,0,0,0.4,0,0.45,0.45,0.1,0.6,0.8,0,0.05,0,0,0,0
0.1,0.1,0,1.1,2,0,0,0.5,0,0.6,0.4,0,0.6,0.4,0,0,0,0,0,0
0.1,0.2,0,1.1,1.9,0,0,0.6,0,0.5,0.45,0.05,0.6,0.5,0,0.035294117647059,0,0,0,0.166666666666667
0.1,0.2,0,1.1,2,0.0375,0,0.6,0,0.6,0.5,0.1,0.6,0.5,0,0.014285714285714,0,0,0,0.333333333333333
0.171428571428571,0.185714285714286,0.02,1.35,2.22857142857143,0.1,0,0.5,0,0.6,0.45,0.15,0.6,0.6,0,0.007142857142857,0,0,0,0.055555555555556
0.177777777777778,0.2,0,1.3,2.22222222222222,0,0,0.5,0,0.6,0.5,0.1,0.6,0.5,0.1,0,0,0,0,1
0.2,0.2,0,1.4,2.1,0,0,0.6,0.05,0.55,0.45,0.15,0.7,0.6,0,0,0,0,0,0
0.3,0.3,0,1.7,2.7,0.2,0,1,0,0.45,0.5,0.35,0.6,0.8,0.15,0,0,0,0,0
0.3,0.2,0,1.5,2.8,0.1,0,1.3,0,0.65,0.5,0.3,0.6,1.1,0.2,0,0,0,0,0
0.3,0.2,0,1.6,2.9,0,0,1.7,0,0.6,0.55,0.2,0.6,1.6,0.2,0.1,0,0,0,0
0.4,0.2,0,1.8,2.6,0.4,0,2.2,0,0.7,0.6,0.25,0.6,1.3,0.25,0.1,0,0,0,0
0.4,0.3,0,1.6,2.6,0.5,0,2.2,0,0.65,0.6,0.25,0.6,1.2,0.1,0.1,0,0,0,0
0.3,0.912,0,1.8,2.5,1,0,2,0,0.85,0.65,0.25,0.6,1.7,0.05,0.2,0,0,0,0
0.2,0.5,0,1.8,2.3,1.5,0,1.7,0,0.65,0.55,0.1,0.6,1.4,0.05,0.1,0,0,0,0
0.2,0.9,0,1.8,2.2,0.2,0,1.5,0,0.8,0.5,0.15,0.6,0.9,0.05,0.1,0,0,0,0
0.2,0.3,0,1.9,2.4,0.5,0,1.4,0,0.7,0.5,0.15,0.6,0.7,0,0.15,0,0,0,0
0.1,0.2,4.1,1.8,2.3,0.9,0,1.8,0.05,0.65,0.5,0.15,0.7,0.5,0.05,0.1,0,0,0,0
0.2,0.3,3.9,1.6,2.2,1.3,0,1.8,0,0.6,0.45,0.15,0.7,0.5,0.1,0.1,0,0,0,0
0.2,0.3,2,1.5,2.1,1.4,0,1.5,0,0.55,0.4,0.25,0.7,0.5,0.25,0.1,0,0,0,0
0.2,0.2,0,1.6,2.1,0.1,0,1.9,0,0.3,0.4,0.35,0.7,1.9,0.4,0.1,0,0,0,0
0.2,0.2,0,1.2,2.6,0,0,1.9,0,0.3,0.45,0.35,0.7,1.6,0.4,0.1,0,0,0,0
0.2,0.2,0,1.1,2.6,0,0,1.8,0,0.4,0.5,0.4,0.7,0.4,0.5,0.1,0,0,0,0
0.1,0.3,0,1.7,2.7,0,0,3.2,0,0.4,0.45,0.4,0.7,0.5,0.5,0.1,0,0,0,0
0.1,0.2,0,1.3,2.5,0,0,3.3,0,0.6,0.5,0.4,3.75555555555556,0.9125,0.4,0.1,0,0,0,0
0.1,0.2,0,1.2,2.5,0,0,2.6,0,0.45,0.5,0.4,0.6,0.9,0.35,0.1,0,0,0,0
0.1,0.3,0,1.1,2.3,0,0,1.8,0,0.7,0.6,0.2,0.7,0.8,0.1,0.05,0,0,0,0
0.1,0.3,0,1.2,2,0,0,1.1,0,0.7,0.45,0.3,0.7,0.6,0,0,0,0,0,0
0.173684210526316,0.263157894736842,0.07,1.545,2.22105263157895,0.075,0.02,0.7,0,0.7,0.5,0.2,0.7,0.6,0.1,0.05625,0,0,0,0
0.1,0.271428571428571,0,1.5,2.32857142857143,0,0,0.6,0,0.6,0.4,0.25,0.7,0.6,0,0.05625,0,0,0,0
0.1,0.3,0.3,1.5,2.2,0.1,0,0.5,0,0.6,0.5,0.2,0.6,0.7,0,0.034375,0,0,0,0
0.1,0.2,0.7,1.6,2.2,0.2,0,0.6,0,0.8,0.5,0.3,0.7,0.8,0.05,0.1,0,0,0,0
0.1,0.3,0.4,1.9,2.6,0.3,0,1.1,0,0.95,0.5,0.4,0.7,0.8,0.25,0.1,0,0,0,0
0.1,0.3,0.3,1.7,2.5,0.3,0,1.4,0,0.9,0.65,0.4,0.7,0.9,0.35,0.1,0,0,0,0
0.2,0.3,0,1.5,2.5,0.1,0,1.9,0,0.9,0.95,0.4,0.6,1,0.35,0.1,0,0,0,0
0.1,0.3,0,1.9,2.4,0,0,2.9,0,0.85,0.85,0.4,0.6,1.1,0.25,0.1,0,0,0,0
0.2,0.3,0,2.3,2.5,0,0,3.3,0.1,1,0.6,0.4,0.7,1.6,0.35,0.15,0,0,0,0
0.2,0.2,0,3.7,2.5,0,0,2.8,0,1.65,0.6,0.25,0.6,1.5,0.35,0.15,0,0,0,0
0.2,0.5,0,4.9,2.6,0,0,1.9,0,0.95,0.55,0.25,0.6,1.4,0.2,0.1,0,0,0,0
0.2,0.5,0,2.9,2.5,0,0.5,1.9,0,0.7,0.5,0.35,0.7,0.8,0.2,0.15,0,0,0,0
0.2,0.4,0,2.2,2.3,0,0,1.6,0,0.65,0.5,0.4,0.9,0.7,0.25,0.2,0,0,0,0
0.2,0.2,0,1.8,2.1,0,0,0.8,0,0.6,0.5,1.15,0.6,1.4,0.25,0.2,0,0,0,0
0.1,0.3,0,1.5,2.4,0,0,0.7,0,0.45,0.45,1.3,0.6,2.3,0.4,0.1,0,0,0,0
0.2,0.2,0,2.9,2.3,0,0,1.4,0,0.35,0.4,0.8,0.6,3.3,0.4,0.1,0,0,0,0
0.1,0.3,0,2.3,2.6,0,0,2.4,0,0.3,0.45,0.6,0.6,3.1,0.25,0.1,0,0,0,0
0.1,0.2,0,1.3,2.2,0,0,2.2,0,0.55,0.4,0.6,0.9,0.6,0.3,0.1,0,0,0,0
0.1,0.3,0.1,2.6,2.6,0.1,0,7.7,0,1.8,0.6,2,1.3,0.7,0.9,0.1,0,0,0,0
0.1,0.3,0,2.7,2.7,0,0,4.3,0,3.25,0.75,2.45,1,0.6,1.75,0.1,0,0,0,0
0.1,0.3,0,1.7,3,0,0,2.9,0,5.7,0.5,1.8,3.94444444444444,0.9375,3,0.1,0,0,0,0
0.1,0.2,0,1.5,3.1,0,0,2.3,0,3.7,0.5,1.2,0.8,0.6,1.5,0.1,0,0,0,0
0.1,0.3,0,1.7,2.6,0,0,1.7,0,1.4,0.5,1,0.9,0.6,2.1,0,0,0,0,0
0.1,0.4,0,1.4,2.7,0,0,1,0,1.15,0.5,0.7,0.9,0.7,2.5,0.0375,0,0,0,0.125
0.1,0.4,0,1.7,2.6,0.0375,0,0.9,0,1.1,0.6,0.7,0.8,0.6,1.5,0.035714285714286,0,0,0,1
0.142857142857143,0.342857142857143,0.08,1.68,2.41428571428571,0.2,0,0.4,0,1.15,0.45,0.7,0.8,0.6,1.45,0.035714285714286,0,0,0,0
0.166666666666667,0.333333333333333,0,1.9,2.32222222222222,0,0,0.4,0,1.2,0.5,0.8,0.9,0.7,1,0,0,0,0,0
0.2,0.4,0,1.7,1.9,0,0,0.4,0,1.15,0.4,1.1,0.9,0.6,1,0,0,0,0,0
0.2,0.4,0.3,2,2,0.1,0,0.6,0,1.45,0.6,2.15,0.9,0.5,1.45,0.05,0,0,0,0
0.2,0.3,0.4,1.7,2,0.4,0,0.8,0,1.1,0.85,2.25,0.8,0.8,1.8,0.1,0,0.045454545454546,0,0
0.2,0.2,0.8,1.4,2.8,0.3,0,1,0,1.3,0.9,2.2,0.7,0.9,2.15,0.1,0,0.045454545454546,0,0
