"001_0011","013_0002","013_0006","013_1001","013_1002","013_1004","013_2001","019_0011","023_1004","037_1103","037_5005","065_8001","071_0306","071_1234","071_2002","073_1022","079_2004","083_1013","083_1025","083_2004"
0.4,0.7,0.4,0.6,1.1,1.2,1.1,0.2,0.6,0.3,0.928125,0.4,0.055555555555556,0,0.35,0.1,0,0,0,0
0.4,0.7,0.4,0.6,1.1,1.1,1.1,0.3,0.65,0.2,1.05,0.15,0.055555555555556,0,0.4,0.1,0,0,0,0
0.4,0.6,0.3,0.6,1,1.1,1.1,0.3,0.55,0.2,0.85,0,0.022222222222222,0,0.4,0.05,0,0,0,0
0.3,0.5,0.3,0.6,1,1,1.1,0.3,0.65,0.3,0.85,0,0.0375,0.1,0.3,0,0,0,0,0
0.3,0.6,0.3,0.5,1,1,1,0.3,0.5,0.35,0.75,0,0.0625,0,0.3,0,0,0,0,0
0.3,0.6,0.3,0.6,1,1,1,0.3,0.55,0.55,0.8,0,0.025,0,0.3,0,0,0,0,0
0.3,0.6,0.3,0.5,0.9,1.1,1,0.2,0.5,0.4,0.5,0,0.055555555555556,0,0.3,0.1,0,0,0,0
0.3,0.6,0.3,0.6,1,1,1,0.1,0.35,0.4,0.55,0,0.166666666666667,0,0.4,0.1,0,0,0,0
0.2,0.5,0.2,0.5,0.9,1,1,0.1,0.5,0.45,0.5,0.15,0.111111111111111,0,0.4,0.1,0,0,0,0
0.2,0.5,0.2,1,0.9,1.1,1,0.1,0.5,0.6,0.6,0.2,0.077777777777778,0,0.4,0.1,0,0,0,0
0.2,0.5,0.2,1.025,1,1,1,0.1,0.520588235294118,0.65,0.5,0.35,0.066666666666667,0,0.45,0.1,0,0,0,0
0.2,0.5,0.2,0.872727272727273,0.9,0.9,0.9,0.1,0.7,0.7,0.5,0.3,0,0,0.5,0.1,0,0,0,0
0.2,0.5,0.2,0.86,0.9,1,0.9,0.1,0.5,0.55,0.45,0.35,0,0,0.55,0.05,0,0,0,0
0.1,0.5,0.2,0.95,0.9,1,0.9,0.1,0.5,0.6,0.6,0.4,0.244444444444444,0,0.4,0,0,0,0,0
0.2,0.5,0.2,1.04,0.9,1,0.9,0.1,0.5,0.5,0.55,0.5,0.122222222222222,0,0.4,0.030769230769231,0,0,0,0
0.1,0.5,0.3,1,0.9,1.2,0.9,0.091666666666667,0.45,0.5,1,0.6,0.166666666666667,0,0.4,0.057142857142857,0,0,0,0
0.357142857142857,0.557142857142857,0.48,1.2,0.928571428571429,1.21428571428571,1,0.1,0.4,0.55,0.95,0.55,0.211111111111111,0,0.3,0.064285714285714,0,0,0,0
0.388888888888889,0.588888888888889,1.3,1.11111111111111,0.922222222222222,1.2,1.3,0.1,0.6,0.8,0.9,0.7,0.144444444444444,0,0.4,0,0,0,0,0
0.8,0.7,0.6,1.07777777777778,1,1.5,1,0.1,0.5,0.7,0.8,0.65,0.22,0,0.5,0.1,0,0,0,0
0.6,0.6,0.5,0.866666666666667,1,1.4,0.9,0.1,0.5,0.8,0.8,0.7,0.263636363636364,0,0.65,0.15,0,0,0,0
0.5,0.6,0.5,1,0.9,1.4,0.9,0,0.5,0.95,0.85,0.8,0.136363636363636,0,0.6,0.15,0,0,0,0
0.5,0.7,0.6,1.1,0.9,1.3,1,0.1,0.6,0.4,1.4,0.8,0.125,0,0.75,0.15,0,0,0,0
0.8,0.7,0.6,1.73333333333333,0.9,1.9,1,0.1,0.6,0.5,1.35,0.6,0.3,0.06875,0.75,0.1,0,0,0,0
0.8,0.9,0.6,1.65555555555556,1,1.6,1.2,0.1,0.55,0.45,1.15,0.35,0.1,0.1,0.55,0.1,0,0,0,0
0.8,0.9,0.5,1.15555555555556,0.9,1.3,1.5,0.1,0.55,0.4,1.3,0.25,0.1,0.206666666666667,0.45,0.1,0,0,0,0
0.8,0.8,0.5,1.15555555555556,1.1,1.4,2.4,0.1,0.6,0.35,0.8,0,0,0.366666666666667,0.4,0.1,0,0,0,0
0.7,0.7,0.4,1.51111111111111,0.9,1.6,2.6,0.1,0.45,0.4,0.7,0,0,0.233333333333333,0.4,0.1,0,0,0,0
0.7,0.6,0.4,1.35555555555556,0.9,1.4,2.1,0.1,0.55,0.4,0.690625,0,0,0.30625,0.35,0.1,0,0,0,0
0.5,0.8,0.3,1.17,0.9,1.2,1.4,0.1,0.55,0.5,0.605555555555555,0,0,0.4,0.3,0,0,0,0,0
0.4,0.8,0.3,0.954545454545454,1,1.1,1.3,0.1,0.65,0.4,0.536111111111111,0,0,0.4,0.3,0.05,0,0,0,0
0.4,0.6,0.3,1.02727272727273,0.9,1,1.2,0.1,0.65,0.3,0.45,0,0,0.3,0.3,0,0,0,0,0
0.4,0.6,0.3,0.736363636363636,0.8,1,1,0.1,0.55,0.3,0.4,0,0,0.1,0.35,0,0,0,0,0
0.4,0.7,0.2,1.03636363636364,0.8,1,1,0.1,0.5,0.3,0.4,0,0,0.1,0.3,0.05,0,0,0,0
0.4,0.7,0.2,1.38,0.8,0.9,0.9,0.1,0.7,0.2,0.5,0,0,0.2,0.4,0.1,0,0,0,0
0.4,0.7,0.4,1.41,0.8,1,0.9,0.1,0.55,0.2,0.6,0,0,0.1,0.3,0.1,0,0,0,0
0.4,0.7,0.3,1.44,0.9,1,0.9,0.1,0.7,0.2,0.8,0,0,0.114285714285714,0.4,0,0,0,0,0
0.4,0.6,0.3,1.02,1.1,1,0.9,0.1,0.65,0.2,1.05,0,0,0.114285714285714,0.35,0.05,0,0,0,0
0.3,0.6,0.3,1.01818181818182,1.3,1,0.9,0.1,0.65,0.3,1,0,0,0.1,0.3,0,0,0,0,0
0.4,0.5,0.3,1,1.4,1,0.9,0.1,0.65,0.2,0.75,0,0,0.1,0.3,0,0,0,0,0
0.3,0.4,0.3,1.025,1.4,1.1,0.9,0.1,0.6,0.2,0.5,0,0,0.1,0.3,0.0125,0,0,0,0
0.485714285714286,0.557142857142857,0.46,1.2,1.21428571428571,1.2,1.05,0.1,0.5,0.3,0.4,0.05,0,0.1,0.25,0.01875,0,0,0,0
0.533333333333333,0.566666666666667,0.8,1.04,1.15555555555556,1.23333333333333,1.4,0,0.573529411764706,0.2,0.4,0,0,0.1,0.3,0.014285714285714,0,0,0,0
0.6,0.6,0.5,0.97,0.9,1.4,1.1,0.1,0.7,0.2,0.4,0,0,0.1,0.3,0.05,0,0,0,0
0.7,0.6,0.5,0.85,1.1,1.4,1.1,0,0.65,0.15,0.4,0,0,0.1,0.3,0,0,0,0,0
0.7,0.6,0.6,1.08,1.3,1.5,1,0,0.75,0.15,0.45,0,0,0.1,0.25,0.05,0,0,0,0
1.1,0.6,0.7,1.23,1.2,1.7,1.1,0,0.6,0.15,0.5,0,0,0.1,0.3,0,0,0,0,0
1.2,0.6,0.5,2.09,1.5,1.3,1.2952380952381,0,0.8,0.2,0.4,0,0,0.1,0.35,0,0,0,0,0
1,1,0.4,1.86,1.3,1.3,1.8,0.1,0.65,0.2,0.45,0,0,0,0.3,0,0,0,0,0
0.9,2.1,0.3,1.22727272727273,0.9,1.1,1.3,0.1,0.65,0.2,0.45,0,0,0.1,0.3,0,0,0,0,0
0.6,1.2,0.3,1.29166666666667,0.8,1.1,2,0.2,0.75,0.15,0.5,0,0.1,0.2,0.3,0,0,0,0,0
0.6,0.8,0.3,1.37692307692308,1,1.1,1.7,0.1,0.566666666666667,0.1,0.5,0,0,0.5,0.3,0,0,0,0,0
0.6,0.8,0.4,1.22857142857143,0.9,1.3,2.6,0.1,0.563157894736842,0.15,0.45,0,0,0.4,0.25,0.0375,0,0,0,0
0.7,0.7,0.3,0.5,0.9,1.2,1.6,0.1,0.55,0.2,0.45,0,0,0.2,0.3,0.05,0,0,0,0
0.8,0.6,0.3,0.6,0.9,1.2,1.4,0.1,0.75,0.1,0.4,0,0,0.6,0.25,0,0,0,0,0
1.3,0.6,0.6,0.5,0.9,1.2,1.2,0.1,0.7,0.1,0.3,0,0,1.9,0.2,0,0,0,0,0
1.3,0.6,0.9,0.9,0.9,1.2,1.2,0.1,0.65,0.1,0.3,0.15,0,0.2,0.4,0,0,0,0,0
1.1,0.6,0.8,1,0.9,1.2,1.2,0.1,0.7,0.1,0.35,0.55,0,0.1,0.5,0,0,0,0,0
1,0.7,0.6,1.5,0.9,1.3,1.2,0.1,0.7,0.1,0.4,0.2,0,0.2,0.4,0,0,0,0,0
1,0.8,0.5,1.9,0.9,1.3,1.1,0.1,0.7,0.1,0.4,0.05,0,0,0.3,0,0,0,0,0
0.9,0.7,0.5,1.7,0.9,1.1,1.2,0.1,0.65,0.2,0.4,0,0.028571428571429,0.071428571428572,0.3,0,0,0,0,0
0.8,0.8,0.6,1.4,0.9,1.1,1.2,0.1,0.7,0.25,0.4,0,0.028571428571429,0.042857142857143,0.25,0,0,0,0,0
0.9,0.7,0.4,1.6,0.9,1,1.2,0.1,0.75,0.2,0.3,0,0.1,0,0.3,0,0,0,0,0
0.8,0.6,0.4,1.7,0.8,1,1.1,0.1,0.75,0.25,0.3,0,0.1,0,0.25,0.01,0,0,0,0
0.7,0.7,0.4,1.6,0.9,1.1,1,0.115384615384615,0.65,0.2,0.4,0,0,0,0.2,0,0,0,0,0
0.871428571428572,0.828571428571429,0.83,1.45,0.885714285714286,1.32857142857143,1.61,0.1,0.75,0.3,0.4,0,0,0,0.25,0,0,0,0,0
0.755555555555556,0.766666666666667,1.9,1.1,0.888888888888889,1.27777777777778,3.1,0.1,0.75,0.3,0.4,0,0,0,0.3,0,0,0,0,0
1,1.2,1.4,1.8,0.9,1.9,2.2,0.2,0.630555555555556,0.35,0.4,0,0,0,0.25,0,0,0,0,0
1,1,1.2,1.1,0.9,1.7,2,0.3,0.75,0.45,0.4,0,0,0,0.3,0,0,0,0,0
0.9,0.8,1,1.8,0.9,1.5,2,0.4,0.75,0.7,0.45,0,0,0,0.45,0,0,0,0,0
0.8,0.7,0.7,2.1,0.9,1.3,2.1,0.4,0.85,0.45,0.669444444444444,0,0,0,0.35,0,0,0,0,0
0.8,0.7,0.7,1.8,1,1.4,2.1,0.4,0.95,0.4,0.714705882352941,0,0,0.1,0.5,0,0,0,0,0
0.7,0.7,1,0.6,0.9,1.8,2.1,0.3,1,0.3,0.685714285714286,0,0,0.1,0.5,0,0,0,0,0
0.7,0.7,1,0.6,0.8,1.7,2.4,0.3,1.1,0.2,0.726923076923077,0,0,0,0.45,0,0,0,0,0
0.7,0.7,1.2,0.6,1,2.1,1.9,0.2,0.75,0.2,0.835714285714286,0,0,0.1,0.4,0.1,0,0,0,0
0.7,0.7,1.4,0.6,0.9,2.1,1.7,0.4,0.55,0.15,0.625,0,0,0,0.4,0.15,0,0,0,0
0.7,0.8,1.5,0.6,1,2,1.7,0.3,0.7,0.2,0.5375,0,0,0,0.3,0.2,0,0,0,0
0.7,0.8,1.7,0.6,1,2.4,2.3,0.3,0.55,0.3,0.5,0,0,0,0.3,0.1,0,0,0,0
0.8,1,1.4,0.6,0.9,2.6,2.1,0.185,0.7,0.3,0.4,0,0,0,0.4,0.1,0,0,0,0
0.9,0.9,1.1,0.6,0.9,2,1.9,0.2,0.95,0.3,0.35,0,0,0,0.3,0.05,0,0,0,0
0.8,0.9,0.9,0.6,0.9,1.8,1.9,0.2,0.8,0.25,0.35,0,0,0,0.5,0,0,0,0,0
0.9,0.9,0.7,0.7,1,1.6,2.3,0.2,0.75,0.2,0.4,0,0,0,0.6,0,0,0,0,0
0.8,0.9,0.8,0.7,0.9,1.9,2.4,0.2,0.7,0.3,0.4,0,0,0,0.4,0,0,0,0,0
0.8,0.9,0.5,0.7,0.9,1.6,2.1,0.2,0.623684210526316,0.4,0.4,0,0,0,0.55,0,0,0,0,0
0.8,0.9,0.6,0.7,0.9,1.3,2.2,0.2,0.7,0.4,0.5,0,0.057142857142857,0,0.5,0,0,0,0,0
0.7,1,0.4,1.3,1,1.3,1.9,0.2,0.8,0.35,0.5,0,0.057142857142857,0,0.65,0.05,0,0,0,0
0.7,0.9,0.5,1.1,1,1.4,2.4,0.2,0.85,0.3,0.5,0,0.3,0,0.5,0,0,0,0,0
0.7,0.9,0.5,0.6,1,1.6,2.3,0.2,0.65,0.4,0.45,0,0.1,0,0.3,0,0,0,0,0
0.5,0.8,0.6,0.6,1,1.5,1.6,0.123076923076923,0.7,0.2,0.5,0,0,0,0.4,0.027777777777778,0,0,0,0
0.557142857142857,0.828571428571429,0.53,0.77,0.957142857142857,1.35714285714286,1.63,0.1,0.6,0.4,0.45,0.15,0,0,0.4,0.038888888888889,0,0,0,0
0.466666666666667,0.755555555555556,0.7,0.4,0.933333333333333,1.26666666666667,1.7,0.1,0.75,0.2,0.4,0,0,0,0.4,0.04375,0,0,0,0
0.5,0.8,0.5,0.4,0.9,1.4,1.5,0.1,0.65,0.3,0.4,0.1,0.1,0,0.4,0.1,0,0,0,0
0.4,0.7,0.5,0.4,0.9,1.1,1.3,0.1,0.65,0.1,0.5,0,0,0,0.5,0.1,0,0,0,0
0.4,0.7,0.6,0.5,0.9,1.2,1.3,0.1,0.75,0.1,0.35,0,0,0,0.3,0.1,0,0,0,0
0.3,0.8,0.6,0.5,0.9,1.2,1.3,0.1,0.7,0.2,0.4,0,0,0,0.3,0.2,0,0,0,0
0.3,0.8,0.6,0.7,0.9,1.2,1.4,0.1,0.45,0.2,0.45,0.05,0,0,0.35,0.2,0,0,0,0
0.3,0.7,0.5,2.3,0.9,1.4,1.4,0.1,0.55,0.25,0.6,0.05,0,0,0.45,0.2,0,0,0,0
0.3,0.8,0.5,2.9,0.9,1.4,1.4,0.1,0.6,0.3,0.6,0,0,0,0.4,0.1,0,0,0,0
0.3,0.9,0.4,3.6,0.8,1.3,1.6,0.1,0.6,0.3,0.6,0,0,0,0.3,0.1,0,0,0,0
0.3,0.9,0.4,6.7,1,1.2,1.9,0.1,0.55,0.3,0.55,0,0,0.1,0.4,0.1,0,0,0,0
0.3,0.8,0.4,5.6,0.8,1.2,2.1,0.1,0.45,0.25,0.55,0,0,0.2,0.35,0.05,0,0,0,0
0.3,0.8,0.5,5.2,0.8,1.1,1.8,0.1,0.55,0.3,0.6,0,0,0,0.4,0.15,0,0,0,0
0.3,0.8,0.4,3.3,0.8,1.1,1.6,0.1,0.55,0.3,0.7,0.05,0,0,0.4,0.35,0,0,0,0
0.3,0.8,0.4,5.2,0.8,1.1,1.5,0.1,0.5,0.2,0.6,0.2,0,0,0.35,0.3,0,0,0,0
0.3,0.7,0.4,0.8,0.8,1.1,1.4,0.1,0.45,0.25,0.5,0.15,0,0,0.5,0.2,0,0,0,0
0.3,0.7,0.5,0.7,0.8,1.1,1.4,0.1,0.3,0.4,0.6,0.25,0,0,0.5,0.2,0,0,0,0
0.2,0.7,0.4,0.7,0.8,1,1.4,0,0.4,0.4,0.6,0.3,0,0,0.4,0.2,0,0,0,0
0.3,0.6,0.5,0.8,0.8,0.9,1.3,0.1,0.55,0.4,0.5,0.1,0,0,0.35,0.2,0,0,0,0
0.2,0.6,0.4,0.8,0.8,0.8,1.2,0.1,0.6,0.6,0.6,0.3,0.028571428571429,0,0.4,0.2,0,0,0,0
0.2,0.6,0.3,0.6,0.8,0.8,1.2,0,0.6,0.4,0.5,0.15,0.028571428571429,0,0.35,0.2,0,0,0,0
0.2,0.5,0.3,0.8,0.8,0.8,1.1,0,0.7,0.3,0.6,0.1,0.2,0,0.3,0.2,0,0,0,0
0.2,0.5,0.3,1.2,0.8,1,1.1,0.1,0.541666666666667,0.3,0.5,0.15,0,0,0.3,0.071875,0,0,0,0
0.2,0.5,0.3,0.906666666666667,0.9,0.8,1.1,0.076923076923077,0.527777777777778,0.3,0.5,0.1,0,0,0.3,0.1,0,0,0,0
0.371428571428571,0.671428571428571,0.37,1,0.857142857142857,0.928571428571429,1.23,0.1,0.45,0.4,0.5,0.25,0,0,0.3,0.1,0,0,0,0
0.388888888888889,0.677777777777778,0.4,1.16666666666667,0.877777777777778,0.955555555555556,1.6,0.1,0.505882352941176,0.3,0.5,0.2,0,0,0.3,0.1,0,0,0,0
0.8,0.9,0.4,1.08571428571429,0.9,1.1,1.4,0.1,0.35,0.4,0.4,0.25,0,0,0.25,0.1,0,0,0,0
0.6,0.9,0.4,1.12307692307692,0.9,1,1.3,0.1,0.4,0.3,0.6,0.2,0,0,0.4,0.1,0,0,0,0
0.4,0.8,0.3,1.16153846153846,0.9,1,1.2,0.1,0.5,0.3,0.5,0.2,0.1,0,0.3,0.2,0,0,0,0
0.4,0.8,0.3,1.33076923076923,0.9,0.9,1.2,0.1,0.45,0.3,0.55,0.45,0,0,0.35,0.2,0,0,0,0
0.3,0.7,0.3,1.61538461538462,0.8,0.9,1.2,0.1,0.4,0.3,0.6,0.35,0,0,0.35,0.1,0,0,0,0
0.3,0.7,0.2,1.60769230769231,0.8,0.9,1.1,0.2,0.4,0.2,0.75,0.15,0,0,0.4,0.1,0,0,0,0
0.2,0.6,0.2,1.39230769230769,0.8,1,1.1,0.2,0.35,0.3,0.75,0,0,0.1,0.35,0.1,0,0,0,0
0.2,0.6,0.3,1.33076923076923,0.9,0.8,1.1,0.2,0.35,0.3,2.35,0,0,0.2,0.4,0.2,0,0,0,0
0.2,0.6,0.3,1.38461538461538,0.9,0.8,1.1,0.2,0.35,0.5,1.1,0,0,0.1,0.3,0.35,0,0,0,0
0.2,0.6,0.3,1.43846153846154,0.9,0.9,1.1,0.1,0.4,0.4,0.95,0,0.1,0.1,0.3,0.25,0,0,0,0
0.2,0.6,0.3,1.4,0.8,1,1,0.2,0.2,0.7,1.1,0,0.1,0,0.25,0.15,0,0,0,0
0.1,0.6,0.3,1.18666666666667,0.8,0.8,1,0.2,0.3,0.25,0.95,0.05,0,0,0.3,0.2,0,0,0,0
0.2,0.5,0.3,1.2,0.8,0.8,0.9,0.1,0.35,0.25,0.75,0,0,0,0.35,0.2,0,0,0,0
0.2,0.5,0.2,0.893333333333333,0.8,0.8,0.9,0.1,0.25,0.35,0.8,0,0,0,0.6,0.15,0,0,0,0
0.2,0.5,0.2,1.37333333333333,0.8,0.8,0.9,0.1,0.35,0.45,0.7,0,0,0,0.375,0.15,0,0,0,0
0.2,0.5,0.2,1.25,0.8,0.8,0.9,0.1,0.55,0.4,0.7,0,0,0,0.7,0.1,0,0,0,0
0.2,0.5,0.2,1.27857142857143,0.8,0.8,0.9,0.1,0.4,0.5,0.75,0,0,0,0.6,0.1,0,0,0,0
0.2,0.5,0.3,1.07857142857143,0.9,0.8,0.9,0.1,0.35,0.7,0.6,0.1,0.028571428571429,0,0.4,0.1,0,0,0,0
0.2,0.5,0.4,1.02142857142857,0.8,1,0.9,0.1,0.35,0.45,0.5,0,0.028571428571429,0,0.5,0.1,0,0,0,0
0.2,0.5,0.5,1.15714285714286,0.8,1,0.8,0.1,0.35,0.3,0.5,0,0.2,0,0.5,0.05,0,0,0,0
0.2,0.4,0.6,1.23571428571429,0.8,1.2,0.8,0.1,0.4,0.25,0.5,0,0,0,0.5,0.05,0,0,0,0
