IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,East-Arjun-Nagar-CPCB,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Aya-Nagar-IMD,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,JNS-DPCC,Mundka-DPCC,Pusa-DPCC,Shadipur-CPCB,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,CRRI-Mathura-Road,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Bawana-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
12.11,6.53,12.95,34.52,21.3,12.9,11.82,4.65,20.23,19.77,77.8,14.85,15.95,8.18,10.58,49.65,19.55,16.18,5.44,11.05,23.52,27.7,31.10411764705882,5.72,22.38,4.55,10.6,12.38,16.98,8.88,5.45
17.49,10.15,12.55,34.53,24.73,11.98,10.62,4.11,19.02,22.05,79.78,16.23,17.85,8.66,10.55,49.45,24.35,15.05,5.86,12.95,26.43,26.12,30.220555555555556,4.88,19.88,6.3,10.95,13.65,16.12,10.35,5.33
14.73,13.57,11.85,33.79,22.6,11.5,11.17,4.57,20.4,23.18,81.17,16.45,25.45,6.45,10.75,51.6,22.15,15.12,5.61,14.78,27.85,24.25,30.97555555555556,4.83,28.85,6.2,12.32,16.8,17.03,11.25,5.5
14.88,11.28,11.93,31.95,22.0,13.18,10.3,4.78,18.08,24.85,85.23,19.73,20.35,9.85,11.12,57.78,24.82,20.38,5.42,19.1,36.0,23.62,32.339000000000006,5.3,24.77,5.6,9.95,25.68,13.33,12.73,6.07
14.31,8.6,12.2,28.23,24.53,16.52,8.15,4.9,18.08,23.86347826086956,85.42,13.3,24.55,7.75,10.07,63.78,37.47,20.62,5.04,15.95,47.38,23.27,31.702380952380953,5.4,22.43,5.12,9.55,25.45,15.18,12.85,4.78
12.09,7.97,12.12,30.62,19.4,15.77,7.8,4.95,17.77,22.780434782608697,84.9,13.5,27.15,9.81,9.7,62.93,21.6,20.98,5.69,15.0,36.97,23.23,29.72,5.12,24.48,7.05,9.38,40.53,12.82,12.12,4.88
13.57,8.07,11.38,23.97,25.65,17.98,6.95,4.7,18.22,23.25,80.4,16.7,34.0,8.66,11.5,64.45,21.12,23.5,8.9,19.0,28.05,23.42,35.3,5.28,24.8,7.2,9.6,30.9,13.57,11.52,5.17
14.7,8.27,11.55,30.76,26.22,21.88,6.38,4.74,15.7,23.238695652173913,76.25,16.85,46.77,17.65,10.77,64.12,23.6,20.85,8.0,8.8,31.3,20.65,32.98,6.1,29.98,6.05,11.75,201.5,16.7,10.47,5.05
13.35,11.62,10.03,18.4,21.68,15.57,7.5,4.89,15.07,22.8,80.15,16.7,58.0,14.3776,10.85,65.65,31.58,20.3,5.7,18.4,25.7,22.2,36.6,5.85,35.35,4.9,12.55,65.53,16.15,11.05,5.6
14.46,15.58,11.95,8.6,26.65,12.15,8.2,3.71,15.9,21.77,83.15,18.47,45.78,16.41,12.22,66.02,42.1,25.23,5.44,16.18,32.15,22.33,33.92,5.32,48.9,3.38,14.48,68.58,16.31,11.12,5.33
11.37,9.57,11.28,31.95,26.65,11.93,7.47,6.85,15.8,19.9,84.43,23.43,48.5,13.6,11.68,66.58,34.15,21.45,7.24,15.93,26.25,22.55,32.65,5.5,58.58,4.88,11.92,45.83,15.23,13.5,4.75
12.96,10.53,15.68,39.92,31.3,11.95,6.75,5.25,15.75,27.7,94.08,26.42,30.77,12.55,13.47,72.68,46.77,31.0,6.24,20.1,51.65,23.98,35.23,7.12,28.5,8.25,12.47,46.0,17.2,21.73,5.22
13.06,14.5,22.05,55.96,52.23,15.73,8.05,6.34,21.5,33.35,113.8,22.7,40.98,16.42,16.58,71.72,63.38,35.62,6.25,38.55,39.22,35.15,36.98,5.8,15.88,10.25,13.1,53.85,18.17,31.15,5.43
13.16,19.85,43.02,69.77,35.65,25.5,8.88,8.7,29.93,44.8,126.2,11.7,49.75,14.65,18.43,75.5,86.85,36.55,7.89,60.88,75.77,40.08,36.1,6.72,26.08,18.78,14.8,65.28,24.5,35.17,7.47
15.68,28.25,42.1,64.0,48.52,31.35,11.6,8.77,38.73,50.17,122.78,20.07,77.3,15.73,22.07,81.6,79.35,38.7,11.14,63.55,75.78,47.92,29.7,8.03,30.05,25.07,23.73,63.45,39.2,34.0,9.8
15.93,26.57,26.93,69.42,52.02,36.45,14.45,8.92,57.9,51.72,114.95,19.23,65.9,12.42,20.62,78.9,75.62,38.98,9.32,57.02,72.47,53.6,34.3,9.53,54.35,27.12,30.7,57.9,34.46,33.15,11.5
17.37,23.02,16.57,66.57,59.65,36.23,16.65,8.49,48.45,49.5,104.2,22.95,55.5,13.98,18.25,66.35,63.73,35.82,7.36,50.75,63.48,47.9,39.73,10.53,43.47,20.18,31.1,59.62,31.66,30.45,14.03
18.13,35.45,12.15,59.98,60.07,36.48,15.42,6.94,47.1,48.0,104.55,21.33,53.65,12.47,19.32,56.08,63.55,33.35,8.3,45.53,56.15,46.78,40.2,13.75,39.55,14.73,28.05,48.52,31.34,29.52,16.05
16.38,25.27,10.2,56.78,34.35,33.38,15.1,5.84,42.67,44.95,104.52,15.78,55.5,12.85,19.3,50.58,57.58,36.28,8.98,41.4,46.82,51.6,40.55,12.82,40.77,12.08,22.65,44.23,26.17,28.35,15.8
18.54,23.43,14.75,71.18,38.3,30.52,13.58,5.47,42.2,43.88,99.45,15.23,45.22,11.41,17.15,50.65,41.58,31.83,10.86,37.4,49.75,44.95,41.88,11.7,37.52,10.5,21.17,45.5,24.78,24.23,14.88
22.42142857142857,19.7,17.15,67.34,21.0,30.23,14.4,6.44,41.1,37.6,94.78,17.8,43.9,13.54,18.32,54.35,28.8,32.83,5.8,35.4,49.33,52.83,40.2,10.2,30.1,11.4,17.8,45.42,28.99,21.25,13.95
22.45619047619048,18.18,13.15,66.09,37.33,28.5,13.52,6.42,37.25,39.73,95.17,21.0,42.47,11.98,18.35,54.8,28.67,26.77,5.76,35.23,44.5,50.7,43.38,7.42,30.78,10.35,14.77,42.75,26.77,20.83,13.43
25.954499999999996,16.15,9.15,54.87,33.98,26.93,13.45,6.31,27.85,36.92,91.53,24.27,43.93,12.61,15.62,52.1,28.85,24.42,7.5,35.15,45.88,46.55,45.7,7.05,32.55,11.07,13.0,42.7,25.02,21.6,13.5
24.394761904761904,14.65,6.35,49.08,21.7,30.05,13.82,6.2,26.15,32.98,92.05,28.55,36.9,12.04,14.27,51.23,31.7,21.68,9.93,31.98,43.72,49.4,45.7,7.1,27.05,12.15,13.55,33.55,23.1,19.75,12.15
24.7315,13.4,5.53,46.04,25.62,28.02,14.2,5.72,33.83,32.05,92.93,57.02,37.23,12.87,15.43,54.2,32.4,22.43,7.7,24.52,39.35,41.33,40.57,8.35,36.88,14.7,16.5,46.83,22.97,21.8,10.68
27.130999999999993,16.45,22.9,46.34,19.62,22.98,14.55,4.8,31.43,32.52,87.57,42.05,50.23,13.09,12.78,56.28,37.45,21.55,7.23,36.0,44.8,34.52,39.5,9.15,30.75,14.0,16.62,37.9,27.74,18.7,13.08
20.55,17.75,17.35,38.39,24.0,19.93,14.57,4.84,28.88,29.3,82.83,23.2,38.17,12.68,12.88,62.0,24.18,22.95,8.29,23.05,39.77,26.8,29.82,10.12,35.22,16.73,16.0,34.75,20.83,17.58,14.18
22.77,29.93,9.88,33.44,26.5,18.07,15.32,4.72,23.45,23.35,84.5,17.48,38.15,13.64,12.62,60.0,82.28,18.67,10.98,14.3,22.52,23.93,28.92,9.45,21.57,9.15,14.22,26.3,14.84,13.55,10.43
14.67,13.52,9.03,29.77,22.02,19.7,8.75,4.6,16.27,21.05,98.12,14.5,32.1,16.68,11.73,62.17,23.73,20.92,6.05,11.32,22.3,27.02,24.75,5.27,17.4,6.2,11.15,28.82,13.31,12.8,7.85
13.92,8.57,9.52,33.96,23.05,16.98,7.02,5.19,13.48,18.6,96.58,69.8,51.33,12.89,11.42,65.75,32.92,19.35,5.22,10.07,15.22,26.0,27.35,3.58,22.4,4.6,9.02,33.52,12.79,11.12,5.85
14.96,10.4,10.4,40.41,21.6,17.82,7.6,4.8,9.95,12.67,74.47,27.5,48.55,14.54,11.27,39.68,24.12,23.82,10.72,11.25,15.68,24.57,30.1,3.6,19.15,4.27,8.7,42.52,14.71,10.75,5.38
11.66,7.58,9.6,50.39,21.1,17.88,8.7,4.9,27.35,13.62,88.7,50.53,47.58,20.11,13.8,35.03,34.92,20.98,10.96,14.45,22.55,25.42,33.33,3.75,29.78,8.52,15.88,45.65,14.9,15.92,5.05
16.48,14.05,13.35,35.7,24.5,17.83,7.55,5.5,13.12,25.88,97.28,201.43,29.2,12.72,16.18,46.52,33.78,28.95,6.13,26.45,49.98,31.3,32.52,5.88,38.42,16.0,17.12,42.78,15.41,17.15,4.7
13.57,16.95,30.53,33.32,25.82,29.05,8.22681818181818,6.15,16.02,25.12,100.4,101.58,39.33,13.86,16.5,55.35,52.9,28.65,6.21,34.98,61.33,34.42,33.3,5.85,30.88,15.85,15.25,42.2,23.77,22.73,4.47
15.99,16.3,11.93,41.68,24.23,24.6,8.465714285714286,5.42,23.68,28.5,81.88,105.4,69.83,11.62,16.75,64.12,34.78,28.55,9.78,19.15,44.48,22.83,32.7,4.83,22.45,7.9,14.52,37.9,21.28,14.4,4.22
14.59,19.07,14.62,56.81,23.7,33.27,9.117368421052632,5.72,15.22,24.82,92.17,73.28,54.18,11.99,15.18,53.27,60.33,26.85,9.22,20.2,44.6,36.9,44.3,4.2,28.8,10.0,11.15,63.05,23.38,21.43,4.47
12.82,28.93,11.22,44.54,23.3,47.17,11.721111111111112,7.72,7.92,24.15,101.68,49.5,70.05,15.52,17.05,48.55,63.92,34.45,7.24,32.17,61.02,42.1,48.58,5.62,44.22,13.18,13.32,73.83,22.87,24.93,4.9
10.75,30.75,15.47,73.1,33.02,45.9,16.373529411764704,9.12,10.6,45.83,103.58,47.85,80.38,13.07,19.85,57.0,70.53,41.93,8.18,49.38,73.05,50.67,49.95,9.9,57.42,14.1,20.8,82.35,22.77,31.23,5.53
13.27,32.88,32.12,67.71,27.82,38.73,18.39777777777778,9.46,29.12,39.6,103.15,45.25,62.38,13.18,18.35,59.38,72.68,44.48,7.5,65.05,95.97,79.65,46.8,13.73,43.25,17.98,27.8,65.72,26.33,35.47,5.2
12.56,32.12,23.98,79.78,32.55,49.67,18.64111111111111,13.35,38.1,51.67,112.83,45.72,72.75,12.44,20.3,56.83,80.32,46.12,8.08,64.92,84.27,71.45,44.5,12.9,43.6,28.38,22.82,74.28,36.15,40.25,4.95
13.1,32.77,20.0,87.38,25.45,49.25,18.80333333333333,12.78,32.15,51.3,112.08,33.95,70.75,13.26,22.27,54.55,66.7,41.02,8.05,60.67,79.85,64.15,45.65,9.48,38.4,32.7,22.15,67.47,40.28,35.6,6.17
14.61,30.52,14.82,81.81,34.92,43.65,17.90277777777778,9.59,42.77,48.38,111.95,29.8,52.17,13.0,22.73,53.72,51.23,37.65,9.3,46.85,76.82,56.5,45.53,7.18,27.95,32.48,21.8,63.42,44.51,33.65,10.45
15.52,42.98,12.77,69.56,39.58,38.98,20.124999999999996,8.22,43.58,39.75,108.07,23.1,49.6,12.74,20.8,47.45,83.95,32.55,9.87,44.1,66.47,63.18,47.42,8.07,27.48,30.57,18.45,61.42,39.8,31.15,9.45
19.05,53.5,11.45,65.88,26.57,37.52,18.702222222222225,5.76,33.4,36.0,105.67,35.2,38.9,12.58,17.1,42.97,123.03,28.98,7.12,38.17,60.65,62.27,49.02,7.2,31.35,32.9,15.43,53.27,35.21,24.95,8.02
18.17,28.0,8.73,66.22,36.72,35.23,19.142777777777777,7.14,39.4,35.5,104.38,27.7,35.17,10.96,19.75,38.6,67.4,30.82,6.86,23.5,52.15,51.62,48.95,8.4,32.9,32.0,20.3,52.7,35.12,27.1,11.4
20.95,24.8,7.17,64.68,20.8,30.62,19.891111111111115,7.02,41.55,36.6,99.08,43.85,34.55,12.86,17.03,38.4,53.3,37.35,7.56,26.45,54.4,44.67,49.83,8.2,34.08,24.0,19.27,52.97,33.63,25.3,10.47
20.21,20.52,11.1,55.41,27.98,30.6,18.417222222222225,6.3,36.3,35.58,89.97,33.08,41.97,12.5,15.3,41.67,43.12,31.65,8.37,28.18,54.25,42.23,47.35,9.2,35.5,18.65,16.1,48.7,32.54,22.9,13.07
19.92,18.12,11.82,64.22,30.27,31.1,17.51888888888889,6.28,36.1,37.9,92.07,42.53,39.15,12.19,14.97,48.25,52.55,27.85,6.4,28.9,51.88,39.0,45.88,9.4,33.3,18.8,15.82,47.15,29.52,22.4,13.25
16.43,14.82,12.52,52.0,21.98,29.58,16.67,5.75,37.45,34.95,87.85,55.48,35.77,13.14,13.43,46.02,54.43,26.73,5.76,27.27,44.43,41.42,46.05,8.7,32.85,17.77,17.65,42.73,27.6,22.08,13.25
18.59,13.15,20.88,34.85,29.93,27.3,16.720555555555556,4.81,31.0,33.35,90.35,39.78,35.08,12.15,15.28,53.55,47.17,24.6,6.14,27.1,35.7,41.08,43.17,11.6,35.95,13.38,18.7,39.98,23.09,18.77,12.73
18.84,11.55,12.75,28.9,23.5,16.33,15.572222222222223,4.95,21.82,19.05,82.38,43.35,32.8,13.3,13.732380952380952,55.92,35.12,17.35,6.78,19.67,29.33,25.33,29.75,9.68,41.92,8.93,16.48,25.88,15.94,10.7,9.45
17.28,10.7,11.12,28.83,30.82,15.15,15.370555555555557,4.98,16.4,15.35,85.53,47.8,39.48,13.77,13.64333333333333,53.15,28.02,11.85,5.37,16.85,18.8,24.1,31.42,5.95,24.35,5.97,10.43,22.62,12.04,9.4,5.88
15.81,27.23,10.15,27.53,27.68,12.7,14.09,4.92,14.65,15.5,101.43,43.23,80.67,14.89,12.609545454545456,51.83,23.72,11.98,5.28,22.75,19.48,23.5,31.82,4.05,12.22,4.95,6.88,29.73,12.21,8.8,4.22
16.14,7.95,8.68,29.28,25.53,11.12,12.530000000000001,4.9,13.78,15.78,121.95,37.97,20.93,13.2,5.4,53.15,22.77,13.68,5.17,38.1,18.23,23.32,30.88,3.6,15.17,4.82,7.32,32.58,12.32,9.23,4.45
15.64,7.45,9.07,26.21,31.82,10.38,10.9505,5.1,13.82,15.65,101.83,28.45,19.27,12.29,6.67,54.05,20.82,14.0,5.5,35.2,14.2,22.82,30.77,4.28,21.65,4.62,8.57,22.98,12.3,9.22,4.9
18.82,7.07,8.3,25.89,24.62,9.02,10.585238095238095,5.06,12.02,15.57,90.72,22.62,18.38,12.0,7.97,54.83,49.2,13.78,6.68,8.88,20.15,22.02,28.3,4.25,20.77,6.5,8.72,25.07,12.94,7.88,4.83
17.38,9.12,7.58,23.82,27.5,10.72,9.444545454545455,4.78,12.98,15.85,85.47,18.88,24.52,12.87,9.17,55.83,71.42,13.35,7.29,9.25,18.88,21.52,28.07,4.6,29.48,9.253913043478258,9.35,30.12,13.51,8.22,4.9
17.75,8.47,7.47,20.81,24.8,9.5,6.25,5.14,14.18,16.62,84.72,16.0,31.85,13.68,9.05,55.75,81.78,14.2,6.28,9.25,18.43,22.0,28.82,4.15,23.77,6.18,11.25,24.73,13.19,7.5,4.92
14.69,7.03,10.1,31.03,21.62,9.35,6.67,5.27,14.45,15.47,79.53,14.75,18.15,13.23,9.35,55.73,67.38,16.05,7.43,11.1,21.15,22.35,29.95,3.67,14.2,5.88,10.78,24.23,12.9,8.15,5.05
9.76,8.8,11.7,34.83,26.1,9.8,8.38,5.55,11.2,19.72,86.6,15.35,18.5,13.08,10.85,56.52,28.7,17.95,9.24,15.38,24.25,24.4,33.23,4.75,10.9,7.32,9.0,32.42,13.82,10.18,5.2
16.58,14.0,20.55,47.64,29.12,14.25,7.93,6.46,11.55,22.33,97.03,16.02,29.3,13.62,11.4,60.17,34.75,20.1,9.28,28.95,47.4,26.5,27.1,5.03,19.38,9.77,8.7,44.15,16.21,15.27,6.5
13.44,11.72,31.43,56.99,35.78,20.12,9.65,7.62,16.4,24.2,104.47,18.12,32.83,14.22,13.12,58.57,48.5,23.95,8.13,37.57,53.65,39.45,23.93,3.75,15.85,15.5,12.25,51.95,19.68,20.05,8.6
17.09,17.55,30.58,54.43,65.2,21.02,8.25,9.15,25.48,38.3,106.05,27.3,42.1,13.52,15.3,57.3,43.02,33.8,10.28,36.17,61.85,32.98,26.07,5.4,19.82,17.92,16.2,46.42,25.41,24.92,9.6
20.81,18.25,31.38,53.95,50.7,21.25,9.15,7.39,22.25,38.88,103.95,33.5,35.95,13.05,14.7,62.02,44.1,29.7,9.97,37.98,59.22,30.73,25.75,6.45,23.05,13.95,16.15,50.55,23.77,21.7,14.15
15.48,12.57,27.22,47.67,74.52,21.8,8.67,7.48,21.62,33.6,99.5,40.42,30.92,14.31,16.17,60.6,42.43,26.65,10.22,31.85,56.65,30.85,25.55,6.4,21.38,12.85,15.15,44.88,21.79,22.85,16.32
15.91,17.75,27.23,36.32,49.92,19.55,8.47,7.81,26.08,30.2,90.35,37.38,30.43,12.64,14.65,54.98,31.35,22.93,8.36,23.75,45.4,31.32,26.48,7.75,20.2,11.45,17.35,36.15,21.38,22.52,12.95
15.76,13.18,20.25,32.67,54.95,16.65,11.38,5.95,24.57,24.85,89.72,27.02,27.12,12.68,10.7,53.52,34.35,17.4,8.18,17.42,33.42,29.95,26.33,8.28,24.48,6.25,16.6,21.38,17.77,14.78,8.22
14.89,9.75,11.53,37.84,32.95,12.72,12.65,5.58,18.4,22.1,89.62,25.3,20.57,13.83,8.2,49.45,28.0,14.03,8.52,13.68,21.2,25.83,24.85,9.1,25.9,5.1,10.0,14.65,14.37,14.0,6.33
16.43,6.6,9.6,35.82,29.1,12.5,11.0,5.07,15.5,18.8,83.97,19.73,22.45,13.39,8.55,46.9,22.7,11.32,5.91,6.5,20.5,25.85,20.98,3.9,26.1,3.6,8.6,16.82,12.54,9.77,5.75
15.26,7.12,8.05,41.28,34.78,12.7,11.6,5.16,14.12,16.0,81.88,14.7,22.33,12.47,8.6,47.65,21.07,11.45,5.39,7.2,14.6,24.88,24.15,4.15,25.58,3.58,7.85,18.68,11.53,8.95,5.55
21.215416666666666,8.25,8.67,42.28,18.17,13.3,12.62,5.3,16.8,15.92,73.88,13.98,25.3,18.63,9.35,48.12,15.1,10.8,5.53,8.3,15.8,24.62,25.73,4.15,39.75,3.33,8.68,21.4,13.72,10.33,5.33
14.85,7.98,10.55,39.24,22.33,15.75,11.8,5.45,19.5,15.98,79.55,17.85,26.88,14.15,9.62,49.75,17.6,10.73,5.27,9.75,16.45,26.65,27.7,4.25,36.97,4.75,11.5,27.73,13.95,9.48,6.8
14.29,9.15,12.12,37.15,22.05,17.73,14.12,5.02,28.9,20.55,83.65,19.2,23.65,13.14,11.03,52.88,24.62,14.57,5.24,12.18,21.08,27.05,29.08,4.9,37.22,7.25,16.72,31.45,14.86,13.1,7.82
14.63,7.95,13.32,41.45,19.38,14.68,12.9,4.86,21.43,22.32,87.7,16.82,30.43,13.44,10.88,55.38,23.88,15.32,4.97,14.88,22.95,25.75,24.77,5.18,29.35,7.12,15.1,32.3,15.29,11.23,6.08
12.56,13.55,14.7,47.23,23.0,16.73,12.57,5.41,30.55,20.95,95.22,21.8,32.5,12.63,11.2,55.27,29.52,14.55,5.43,17.75,33.5,25.0,31.27,4.97,25.1,8.2,16.25,29.02,15.63,14.08,6.1
11.94,26.35,15.2,37.0,21.7,25.6,13.0,6.2,39.9,23.55,102.02,24.08,39.15,12.59,13.1,55.8,34.0,19.7,5.68,18.07,32.67,25.1,36.35,7.7,36.5,10.98,18.6,49.58,23.16,18.65,6.72
13.27,20.53,16.3,34.38,25.33,23.02,18.93,5.7,35.72,23.43,107.4,23.85,57.28,13.4,9.53,55.55,26.35,22.0,6.99,17.73,35.27,25.52,34.9,7.88,33.2,8.6,17.95,41.0,21.23,17.7,5.83
12.41,17.4,10.0,41.46,27.1,19.32,18.58,4.93,23.05,26.62,112.6,20.38,32.23,12.59,9.2,56.58,23.35,18.68,6.25,11.78,36.25,26.65,35.67,6.47,26.7,6.05,14.07,24.7,15.83,13.52,5.0
16.01,15.7612,9.9,41.64,23.48,12.6,14.33,4.86,19.2,33.67,107.92,32.1,36.45,12.29,12.3,62.6,48.15,25.93,6.27,17.95,34.9,26.75,38.38,8.7,26.7,4.35,11.1,58.75,18.12,12.58,4.78
16.11,16.2488,12.3,38.78,28.55,14.32,12.68,4.89,16.12,29.5,107.38,28.4,53.48,14.9,12.15,66.62,23.18,26.55,5.85,17.88,43.38,26.82,38.25,8.75,27.45,8.0,13.25,81.67,15.89,12.32,5.2
14.64,12.9,13.57,41.48,24.18,12.97,10.8,5.43,14.38,26.8,108.97,31.8,60.12,15.62,11.77,67.32,38.7,25.32,7.63,31.67,42.35,28.5,33.6,7.57,18.68,12.45,13.42,86.75,16.84,14.88,5.53
18.139166666666668,17.98,19.7,38.91,32.65,14.3,9.97,6.69,11.6,28.67,109.6,29.0,63.95,14.03,12.25,67.07,34.08,26.0,7.0,39.2,49.55,32.55,35.35,6.45,21.88,12.68,12.65,94.12,19.02,17.25,6.47
17.89625,25.73,25.8,39.19,25.45,21.43,8.73,8.77,14.4,25.58,119.88,31.27,61.0,12.95,10.55,70.07,41.3,22.77,8.63,58.33,58.05,43.45,131.97,5.35,20.92,8.12,10.75,69.2,23.03,21.02,7.6
18.09166666666667,27.8,27.43,55.66,22.52,20.52,9.54782608695652,10.68,15.07,26.43,113.75,29.77,55.9,15.37,11.3,71.25,38.52,27.2,7.26,47.27,57.88,40.33,38.75,4.3,16.6,7.85,10.28,48.53,26.19,21.02,9.62
16.81,26.38,34.02,65.39,26.52,20.08,10.98,8.51,20.02,27.18,135.28,31.38,50.85,14.66,14.2,72.08,43.38,31.55,7.37,47.45,69.57,38.23,26.35,4.48,17.45,9.93,12.6,65.35,24.47,21.33,12.05
21.02,32.4,31.52,60.68,20.0,25.35,14.033043478260868,8.28,28.73,31.48,140.07,24.3,56.95,13.1,18.05,75.83,58.73,30.95,6.67,44.97,72.15,39.83,26.8,5.72,20.93,17.65,18.08,66.33,27.29,26.5,13.5
21.04,26.27,35.62,50.97,19.42,25.68,10.07,7.75,42.0,47.65,133.72,31.7,62.9,14.39,15.53,80.05,56.45,36.38,6.95,43.15,62.53,40.85,27.68,8.4,31.73,15.65,21.35,51.18,26.19,28.88,12.75
21.06,21.03,33.75,50.23,23.32,23.85,11.68,7.84,40.4,51.15,128.32,45.2,63.65,12.68,17.0,73.2,47.55,35.47,6.76,39.42,56.23,40.05,30.23,8.8,30.6,13.85,21.38,48.38,20.73,27.95,10.53
22.63,22.4,29.95,43.57,20.08,21.15,11.88,7.78,33.67,43.95,115.9,38.22,63.58,14.35,18.0755,69.62,29.33,28.8,6.76,27.32,54.92,36.62,27.5,8.72,26.98,11.2,19.98,41.22,22.78,23.23,11.43
20.89,33.08,29.75,45.86,24.77,23.3,14.05,6.91,34.53,32.12,111.38,26.25,61.8,13.41,17.466999999999995,63.65,44.35,23.5,6.46,26.02,44.07,34.77,26.27,8.45,37.7,9.03,21.77,33.75,23.12,22.98,12.05
17.55,18.83,22.0,45.61,21.05,23.35,15.47,6.84,29.9,26.02,110.82,22.2,60.17,11.71,15.902105263157894,63.15,40.83,18.1,8.04,29.68,37.77,35.8,27.02,10.07,43.8,6.95,18.35,24.4,27.44,22.8,12.32
19.16,15.68,16.95,45.74,24.1,17.35,16.77,6.38,21.88,24.23,101.65,17.62,56.5,12.62,15.059999999999999,57.9,32.85,17.8,6.74,15.88,35.9,31.55,23.0,11.35,39.9,5.85,17.88,24.25,16.53,19.48,11.75
17.76,13.6,13.62,44.3,21.75,15.15,17.5,6.07,25.2,23.6,94.97,17.75,56.52,11.58,14.605882352941176,50.9,142.9,16.75,5.76,11.0,32.65,29.38,26.55,10.6,35.4,6.2,12.6,24.43,14.97,16.18,11.57
15.52,11.97,12.83,38.04,19.9,15.38,16.3,5.68,19.32,22.93,95.12,16.65,54.17,13.36,14.75,50.47,63.42,17.12,5.38,9.38,25.53,27.8,33.98,12.07,32.88,6.15,13.55,20.0,21.59,15.3,10.45
17.89,11.55,11.3,51.11,22.7,16.65,18.88,5.55,20.9,23.07,94.62,15.25,53.95,15.97,14.516470588235293,49.4,37.3,15.38,6.33,9.45,25.9,25.6,34.23,9.4,33.0,5.55,13.18,23.15,20.94,14.38,9.95
17.11,8.05,9.45,45.22,16.25,15.43,18.5,4.71,24.32,23.57,92.08,15.53,53.05,13.55,13.52764705882353,47.2,35.48,16.07,5.92,9.62,20.88,25.93,31.5,8.85,38.38,6.4,12.55,29.38,21.51,13.53,9.65
19.46,7.72,4.75,42.72,16.15,14.88,14.6,4.65,24.5,20.3,95.5,16.3,54.05,12.43,13.691176470588236,47.25,25.9,26.9,5.52,12.57,18.8,26.02,34.67,6.03,28.85,5.88,16.07,32.33,17.87,11.6,9.65
33.72,9.45,4.05,42.64,19.97,13.05,13.82,5.94,21.9,19.85,99.93,13.1,56.15,14.34,13.753333333333334,49.92,26.8,22.97,6.29,12.25,34.45,29.43,34.25,5.08,31.57,6.53,16.42,37.38,18.42,9.45,8.0
31.26,20.88,10.15,46.98,17.42,16.07,14.77,5.79,31.25,23.25,101.7,11.6,59.77,14.52,12.728235294117647,54.3,40.95,22.3,7.15,14.43,27.57,27.55,28.8,6.2,29.07,11.12,17.3,36.27,17.39,12.7,7.1
15.97,18.95,9.2,54.7,19.85,17.4,20.48,5.02,34.12,27.5,99.55,11.7,64.05,13.12,13.09111111111111,52.15,26.3,26.8,6.57,15.85,24.85,30.85,27.98,5.85,20.2,12.98,16.12,45.5,16.95,15.95,6.03
43.09,19.48,12.93,53.81,16.3,23.93,19.3,5.05,24.02,24.45,101.75,9.0,65.42,14.34,11.922499999999998,51.15,31.4,23.5,6.38,16.23,20.38,29.18,32.17,5.52,22.35,14.5,14.32,48.35,15.33,16.27,5.3
26.12,14.95,13.9,52.35,18.73,25.12,12.22,4.58,26.85,22.92,101.5,8.85,68.32,12.77,6.38,50.75,34.48,24.2,7.09,16.1,19.02,29.4,38.5,4.2,22.07,13.8,12.4,37.75,12.6,15.18,5.2
24.0912,12.12,12.455384615384617,47.59,19.12,25.0,11.73,4.02,22.35,25.75,100.17,8.35,69.22,12.4,9.88,50.95,29.0,24.6,8.4,16.7,28.4,29.75,38.23,3.6,13.97,14.4,8.93,35.3,12.75,15.35,4.28
12.13,18.03,8.48,40.6,19.45,25.08,13.72,4.25,15.8,25.55,100.58,8.75,67.93,13.57,9.2,43.6,29.35,24.2,7.55,18.75,28.6376,30.75,30.32,3.75,18.42,15.25,8.62,33.33,13.06,16.95,3.88
12.04,14.07,8.22,46.28,25.1,26.88,14.05,4.19,22.62,28.23,99.8,8.45,64.47,14.16,8.53,45.98,29.18,22.85,8.62,24.58,31.1,34.52,33.25,3.82,21.3,14.88,6.58,28.35,12.78,16.95,4.22
13.81,18.33,9.72,54.52,27.77,27.3,17.38,4.55,18.77,27.8,99.47,8.95,66.15,12.4,10.62,54.77,26.8,22.58,9.77,18.5,30.5,38.35,27.97,4.08,11.53,13.2,6.2,32.92,14.04,17.98,3.88
12.59,19.12,11.38,59.72,27.88,27.02,18.17,4.78,30.62,32.75,103.4,6.83,66.53,13.63,11.0,49.4,32.77,26.75,9.82,25.83,35.2,34.03,37.85,4.67,14.48,16.6,7.65,40.55,14.74,18.27,4.15
